candidate_id,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,3,63.044635170199626,42.70717756551508,0,4,1,0
1,3,60.94418608784512,52.48716374945698,0,13,1,0
2,3,15.811134632209443,6.6820724951254675,0,6,1,0
3,2,0.0,0.0,0,4,1,0
4,1,59.485222190346015,39.80116046412727,1,3,1,0
5,3,50.61613105828847,8.545784835163857,0,4,1,0
6,2,50.79397365106269,42.9649931571135,0,10,1,0
7,2,56.50355457569142,68.45272871014575,0,7,0,0
8,3,33.92922013877107,25.878686199618905,0,6,1,0
9,3,46.664165708763605,0.0,0,4,1,0
10,1,36.28458807268795,16.36865676873225,0,3,1,0
11,1,67.24654764918884,41.952116401813676,1,7,0,1
12,3,44.457098266296754,64.60660117699445,0,4,1,0
13,2,53.568014980544746,13.391619309548911,0,5,1,0
14,3,94.58303405144136,93.25200681510586,1,3,0,1
15,2,33.98062834888623,1.3316179221767748,0,6,1,0
16,2,46.45202503146392,33.352831837935504,0,3,0,0
17,3,71.49146103600246,24.471511499309642,0,4,0,0
18,2,64.76666910412465,69.56401357125742,0,7,0,1
19,3,40.95269629974847,37.67288762778583,0,3,0,0
20,3,35.02673937877428,0.0,0,3,0,0
21,3,55.93506746951494,59.80944812055275,0,6,1,0
22,3,62.35212474771717,20.341782480977017,0,7,1,0
23,2,84.09479029143696,64.2056370915151,1,8,0,1
24,2,70.72274735160092,53.29445265155474,1,5,0,1
25,3,19.209314109035393,33.71888207476338,0,6,0,0
26,2,68.83934177430358,43.719460687361945,1,4,1,0
27,2,42.53524775687342,14.968745816821574,0,5,0,0
28,2,34.155190118931436,20.170616578637464,0,4,1,0
29,3,77.44766199260755,52.9528046259728,1,7,0,0
30,3,60.87234920929702,49.357311652389235,0,7,1,0
31,3,40.123667236645865,0.0,0,3,0,0
32,3,71.8298826120478,29.41494945689263,1,4,1,0
33,2,24.20221293603611,38.034002077873446,0,7,0,0
34,3,47.62794738542395,58.34165693848429,0,4,0,0
35,3,73.58543806572429,86.7863468821067,0,5,0,1
36,3,67.35577751594403,24.904757319492397,0,5,1,0
37,3,39.230320549546434,24.439853991302634,0,4,1,0
38,2,50.354655693168446,27.426619131597995,0,5,0,0
39,2,69.59525726155398,54.94800763293508,1,6,0,0
40,3,34.088137985108794,30.120236598898927,0,3,0,0
41,1,49.638737066000274,8.191409013278712,0,5,1,0
42,3,61.001223778885446,38.53376567142208,0,4,1,0
43,2,44.175505729219566,17.9704384248995,0,2,0,0
44,1,52.42030564056516,34.397871333197216,0,6,0,0
45,2,50.65211002434846,31.195096753849153,0,5,1,0
46,3,29.34297132367872,2.5829628325604936,0,0,0,0
47,3,49.01882633158264,7.630768010505253,0,4,1,0
48,2,51.50648902637951,41.010275228203994,0,6,1,0
49,3,57.07050819452323,15.009603744141094,0,4,1,0
50,2,52.690320198404564,21.080078588071732,0,1,1,0
51,3,71.1725447564426,42.99283737180912,0,3,1,0
52,2,62.697687297977296,45.8368840769527,0,8,1,0
53,2,55.262942995598785,35.47317980487886,0,3,1,0
54,3,69.81495557713261,52.8721631018713,0,4,0,0
55,3,67.39189756458167,42.486488038106884,0,6,0,0
56,2,51.47025172823595,30.095927193437852,0,6,0,0
57,3,69.87250442618364,19.03403819640652,1,3,1,0
58,3,49.39461728157668,22.952570639573864,0,3,1,0
59,2,77.61840428371546,45.08816526078302,1,5,1,0
60,3,43.14749584070666,9.633050833215542,0,10,0,0
61,2,60.85817360918639,30.02033773896331,0,5,1,0
62,2,26.126243714746902,12.489964559828246,0,3,0,0
63,3,50.06907507298993,10.86108080249701,0,6,0,0
64,1,67.71633784713913,47.901131228012446,1,7,0,0
65,2,49.02917827937582,9.097641699086898,0,5,1,0
66,3,54.44063674068996,34.66837367967756,0,6,1,0
67,2,69.26578269555304,54.649277726469506,1,6,0,0
68,2,75.55214302250177,43.69213621006764,1,3,1,0
69,2,31.48906155053811,4.810579866224138,0,5,1,0
70,2,65.04584085586878,38.13754525831762,0,6,1,0
71,3,61.731588250086766,61.83972164954335,0,2,0,0
72,2,24.22392557543012,24.179859589817873,0,8,0,0
73,3,100.0,28.061304440975466,1,4,1,0
74,3,37.248378740019604,0.0,0,4,1,0
75,2,35.056645221961155,9.133594865985305,0,5,1,0
76,3,42.82109082377322,25.235076038382726,0,5,1,0
77,2,52.57935674353995,25.29492479882223,0,2,1,0
78,3,79.93576547486582,57.24307509605293,0,5,0,1
79,3,56.987517838811144,42.83154709839979,0,9,1,0
80,3,48.8983377721345,57.6937406200871,0,5,0,1
81,3,59.69128277094361,38.88031329455558,0,7,1,0
82,3,60.39188811529439,63.64601571124988,0,4,0,0
83,3,21.390655402113,15.421250431719539,0,5,1,0
84,3,54.38984273086733,61.78514220039279,0,4,0,0
85,2,54.46013728056559,30.5437014351503,0,4,0,0
86,3,34.48327144113131,31.464703886906076,0,5,0,0
87,2,48.242275691597186,30.585353650409086,0,3,0,0
88,3,49.14586007067571,50.89981017405005,0,2,0,0
89,2,41.78751171661485,0.0,0,3,0,0
90,3,62.897785672127675,22.55292748410529,0,8,1,0
91,3,50.49368225213914,15.84176815519066,0,7,0,0
92,3,31.098321952278546,19.932680958778015,0,4,0,0
93,2,46.40967229958798,7.070308402914039,0,5,1,0
94,1,42.21961284615073,36.602731632056155,0,8,0,0
95,2,69.19407128018328,20.901258418917365,1,4,1,0
96,2,42.23904013133627,33.23873585879851,0,8,0,0
97,1,42.454140697657614,25.980785739014134,0,7,1,0
98,3,19.787656353285353,12.018072504448146,0,8,1,0
99,3,31.619917388300237,11.39640765541311,0,2,1,0
100,3,55.87032446207419,24.044738183567507,0,6,1,0
101,3,48.5292753340363,25.937104010341567,0,4,0,0
102,1,34.271379992796284,0.0,0,3,0,0
103,3,38.98364672480051,25.957518472614474,0,8,1,0
104,2,59.45488993125426,43.45066442263146,1,4,0,0
105,3,56.49207529500712,48.056048150322816,0,6,0,0
106,3,48.336495728539326,25.62295556203072,0,4,1,0
107,2,85.82783898292399,0.0,0,2,1,0
108,2,34.368636586674754,32.50418268808039,0,8,0,1
109,3,71.82356205683894,72.67772923261302,0,7,0,0
110,3,68.42577280758645,19.528911013636854,0,6,0,0
111,2,70.65024279468888,66.46145390028282,1,3,0,0
112,3,59.807113969974694,11.310810031081118,0,3,1,0
113,3,46.16273901187366,11.763219929678204,0,5,0,0
114,2,53.413652689518344,35.177807340575185,0,2,0,0
115,3,55.45993648249217,16.440901662117014,0,6,0,0
116,2,75.4916206189913,85.00485059730602,1,6,0,1
117,3,48.95687643876697,46.33955550663942,0,6,1,0
118,3,35.0236911277931,0.0,0,7,1,0
119,3,32.41309675454851,23.719804817963283,0,7,0,0
120,3,61.26076219777732,41.8373493337085,0,2,0,1
121,3,50.38288242391463,27.571911064254337,0,5,1,0
122,3,64.90257286064117,65.52780109186189,0,3,0,1
123,2,59.43772622877892,25.931585229100232,0,9,1,0
124,2,50.94614322111804,21.679856822069947,0,5,0,0
125,3,63.11604609610571,23.323762859236272,0,6,0,0
126,3,64.3959563298073,58.50667174437962,0,2,0,0
127,3,42.52144916480367,40.268404957785016,0,8,0,0
128,2,43.82002808158916,8.70904021716682,0,6,1,0
129,2,0.0,38.051591497397425,0,7,0,0
130,3,85.99232038448396,49.79614045013549,1,3,1,1
131,3,32.18080536515532,2.1885561863591754,0,5,0,0
132,3,51.03271565152351,41.20013690713107,0,5,0,0
133,3,43.69788994828815,54.01808195355564,0,5,0,0
134,3,100.0,19.740362368788862,0,4,1,0
135,3,49.69913839184517,9.142076825820713,0,6,1,0
136,2,64.42368958334347,67.06549726508236,1,4,0,0
137,2,63.484311844789715,46.83558013175655,1,7,1,1
138,3,36.69010359544284,29.044806394238794,0,8,1,0
139,3,48.092018220144176,30.26906366794796,0,3,0,0
140,2,58.85307837254035,65.02567069104539,0,7,0,1
141,3,46.31245877466758,34.28401233125133,0,7,1,0
142,3,0.0,11.087996746288065,0,5,1,0
143,3,32.17705323152505,14.578885017318,0,4,1,0
144,1,34.913508200826776,2.5740097047616386,0,7,1,0
145,2,58.68020317527919,41.719793783658226,0,5,0,0
146,2,70.48704569812061,21.59001664675805,1,4,0,0
147,3,90.3341820601601,23.525423640990198,1,2,0,0
148,1,30.69176043201642,14.30052393236559,0,4,1,0
149,3,73.61663203135653,73.47169975019419,0,3,1,0
150,2,29.996223725126782,0.0,0,6,1,0
151,1,35.469721392234796,51.10763258148173,0,6,0,0
152,3,40.42638437620055,12.086890528310668,0,2,0,0
153,3,52.065308220904484,28.398800502501548,0,4,0,0
154,3,32.0810432780485,17.484972914312046,0,4,1,0
155,3,42.888396904546696,4.877262274177984,0,4,1,0
156,3,27.82247938847442,16.993792707437947,0,3,0,0
157,2,38.759130734768675,29.875835670764797,0,4,1,0
158,3,52.54297992575381,40.57445506442945,0,6,1,0
159,3,50.14853430070117,31.522899694487208,0,6,1,0
160,3,57.22724495406356,32.994557105447896,0,2,0,0
161,3,67.39356479766268,30.709599551639787,0,8,0,0
162,2,57.108725406915994,14.629137019856735,1,3,1,0
163,2,58.08587013838814,41.513315178469895,0,5,1,0
164,3,19.903831630617233,17.022719003385177,0,8,0,0
165,3,55.71039881486082,2.32681865873726,0,0,1,0
166,3,32.65451135443881,16.586971609192535,0,3,1,0
167,3,64.88909757168554,44.79295560344566,0,6,1,0
168,2,65.93397837224553,33.71472108455527,1,12,1,0
169,3,57.737873528239476,35.71906136267806,0,4,1,0
170,2,45.638657160084236,28.059508146584303,0,4,1,0
171,3,58.135874703373275,65.00897247687048,0,9,0,0
172,2,42.548667069754934,52.25904358201322,0,4,0,0
173,3,32.630479665448554,0.0,0,1,1,0
174,3,48.13756274550918,54.36493732581875,0,3,0,0
175,3,59.32443568352612,9.988818862724521,0,3,1,0
