candidate_id,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,2,46.63119737219585,28.23291517231598,0,5,1,0
1,3,35.580670746952876,33.803594558829595,0,8,0,0
2,3,40.30415623747516,23.090933652468557,0,5,1,0
3,3,33.097414334829324,37.241060165872256,0,3,1,0
4,3,45.75414297491928,34.608295050723854,0,8,1,0
5,2,31.856523892928223,23.304946981951964,0,2,1,0
6,3,56.47676483804019,33.70584865162823,0,2,1,0
7,3,41.076578019679545,41.08170998530729,0,5,0,0
8,3,45.49761973097381,43.81209362350551,0,10,0,1
9,3,70.2973245672967,38.826016612630184,0,3,1,0
10,3,46.592374807287854,29.210232938855363,0,7,1,0
11,3,29.118472710226662,17.408974090101893,0,5,0,0
12,3,30.537912410969668,23.589225359166928,0,8,1,0
13,3,68.13798764749747,49.583215561705074,0,5,0,0
14,3,66.35732732239516,40.5706580408288,0,6,1,1
15,3,47.659529257691226,45.181941005280684,0,9,1,0
16,3,37.226724005665474,14.542997878996658,0,1,1,0
17,3,53.41909796902084,60.77599185109894,0,3,0,1
18,3,35.84706131085702,47.816242452299974,0,3,0,0
19,3,53.8067080002183,52.16883767992258,0,4,0,1
20,3,76.67157042581088,40.55188797480868,1,2,0,0
21,3,28.82983315646455,1.4264253527187396,0,3,1,0
22,2,63.598587019167994,26.489805389343847,0,4,1,0
23,3,32.94716913953572,39.70952815444161,0,4,0,0
24,2,43.65711490554657,25.70815896255844,0,7,0,0
25,3,58.301731535938465,56.39543552048903,0,4,0,1
26,2,59.40217687219292,49.581224725091985,0,7,1,0
27,3,55.40995564172721,31.004625523140795,0,5,1,0
28,3,51.04659346126998,53.497618103500194,0,6,0,0
29,2,60.69728744505802,64.19310447955623,1,3,1,1
30,3,62.46091496427785,35.4078849940785,0,3,0,0
31,2,30.1458362441594,18.14096833539377,0,6,0,0
32,3,60.944224359959264,49.33342922093554,0,10,1,0
33,2,44.783379498547205,46.4948089474504,0,10,1,0
34,2,57.04453226646279,50.89971656450286,0,5,1,0
35,3,37.11397800006919,48.956858573832164,0,6,0,0
36,3,48.879459860167636,30.93192294308072,0,4,1,0
37,3,59.229714110642036,33.75917994851059,0,6,1,0
38,3,31.78024314828336,14.420607658190344,0,3,0,0
39,3,35.36089900392321,42.538970835806914,0,6,1,0
