candidate_id,S_ImmigStatus,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,0,3,72.6821713099155,43.69497795419187,1,2,1,1
1,0,3,47.14521355630614,38.20304259273645,0,3,0,0
2,0,3,61.26373295208384,37.83709844974854,1,3,1,0
3,0,3,70.82034259419487,52.01388738893164,1,3,1,1
4,0,3,55.41819653274584,33.96811993564932,0,5,1,0
5,0,3,80.95746641275572,58.76634146385436,1,6,1,1
6,0,3,90.85838067191663,62.45679250755271,1,3,1,1
7,0,3,60.01272618994081,45.51790046241203,1,4,0,1
8,0,3,47.13830931822811,29.533493750410035,0,2,1,0
9,0,3,74.36118988191211,45.230402083066565,1,5,1,1
10,1,3,38.37225335255307,53.48443617091787,0,5,1,1
11,1,3,54.6384337504691,61.610617278430865,0,7,0,1
12,0,3,40.712904921176246,46.272412332194556,0,6,1,1
13,0,3,44.87430097692312,39.53908036984696,0,5,1,0
14,0,2,58.47455478019486,24.314440474281366,1,6,1,0
15,1,3,63.30287054619363,68.35840897394168,0,8,0,1
16,0,3,60.86351227856237,37.49739368511402,1,6,1,0
17,0,2,56.82249899400898,30.25601577170554,1,4,1,0
18,0,3,62.21606814598172,35.68182632692452,0,4,0,0
19,0,3,13.64063530981025,14.881400987393585,0,4,0,0
20,0,3,47.5601804247361,37.676027723753236,0,5,1,0
21,0,3,30.65636286636271,10.84228091652834,0,2,1,0
22,0,3,36.6049782914064,29.904367017518993,0,4,0,0
23,0,2,56.606684213224675,33.9905229955353,1,4,1,0
24,1,2,66.74472140984152,65.70490439856682,1,2,0,1
25,1,3,64.73199951258661,67.25516593507406,1,6,0,1
26,0,3,56.78787490896706,34.77842349711385,0,5,1,0
27,0,2,60.621779959977204,43.85862131321836,1,7,0,0
28,1,3,52.984642007247864,51.522116642700354,0,4,0,0
29,1,3,37.94868809657526,41.0829616705267,0,6,0,0
30,0,2,62.65556489548611,37.300699514749674,1,5,0,1
31,1,3,59.0855832385287,54.12895883272283,1,3,0,1
32,1,3,61.10043928484678,56.71363739921246,1,2,0,1
33,0,3,40.69159502594529,32.117841951596574,0,5,1,0
34,0,2,53.949427533340355,36.70048587254528,0,3,0,0
35,1,3,54.3678681276746,70.23969458498578,0,6,0,1
36,0,3,45.0625973454751,23.404238401308156,0,4,0,0
37,0,3,59.22209783998394,52.6665060231995,1,7,0,0
38,0,3,13.720658851439213,2.665492641550694,0,2,1,0
39,0,2,65.88927859409644,47.52942830090719,1,3,1,1
40,1,3,43.57650618591164,49.53054505211787,0,2,1,0
41,0,3,63.507113941733145,62.77442478820568,1,8,1,1
42,0,3,78.57712984984649,57.67735349389869,1,6,1,1
43,0,2,53.833915762982336,29.706379472637117,1,0,1,0
44,0,3,54.02687900758309,49.46525768980391,0,9,1,0
45,0,3,49.07678449535775,32.96861787363347,0,6,0,0
46,1,3,41.41311646813687,38.11842719351921,0,3,1,0
47,0,3,49.026010190163625,43.66444703659396,0,6,0,0
48,1,3,22.54980915093846,45.18634319220712,0,7,0,0
49,0,3,59.000142813625,42.82637629626817,1,2,1,0
50,0,2,29.039599260384016,16.444102662680958,0,4,1,0
51,1,3,43.74144980686435,57.82935738807425,0,7,0,0
52,1,3,46.796555162494066,44.49884126364838,0,5,0,1
53,1,2,21.670490442710644,35.067682408959016,0,2,0,0
54,0,3,56.525549984950565,39.470913377344004,0,6,1,1
55,0,3,54.73815021573321,21.047444375665496,0,4,1,0
56,0,3,53.37283594224359,42.265980211071714,0,5,1,0
57,1,3,53.85537248792156,68.99763297079919,1,3,0,1
58,0,3,17.71393408758388,43.417089947215324,0,2,1,0
59,0,3,69.94111037283714,51.67245448282257,1,4,1,0
60,0,3,63.52289957280597,40.62177830539514,1,2,1,0
