candidate_id,S_ImmigStatus,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,0,2,68.60942603725901,53.155437794533334,1,6,1,0
1,0,3,47.181396374692234,35.93022977425674,0,6,1,0
2,0,3,45.930619966114975,49.04747939960173,0,7,1,0
3,0,3,31.187793124410316,43.02560481616848,0,4,0,0
4,0,3,46.80888893275557,45.133251908082,0,4,1,0
5,1,3,47.45873600100429,46.78944798747983,0,6,0,0
6,0,3,30.381418855954426,29.081992801829458,0,3,1,0
7,0,3,53.460953031723506,44.44332818677744,0,6,1,0
8,1,3,57.442218962658494,63.14855771446883,0,4,0,0
9,0,3,41.5596231855754,43.43437144342097,0,5,1,0
10,0,3,39.75038984724705,42.26096019318574,0,5,1,0
11,1,3,58.79609926381298,65.67315431095332,0,3,1,0
12,0,3,49.06805105182563,57.78612352865815,0,9,1,0
13,1,3,56.948871139115745,46.32882658612235,0,2,0,0
14,1,3,30.08173388040404,45.91825367104007,0,4,0,0
15,0,3,45.43693126166249,32.745521948922104,0,5,1,0
16,0,3,62.13619439273536,50.13335017165515,0,2,0,0
17,1,3,48.994153826786345,60.70077924326382,0,7,0,0
18,0,3,28.429507522864068,23.028234207508138,0,4,0,0
19,0,3,57.95407962260696,47.3556722450293,0,6,1,0
20,0,3,53.34807289538693,50.44070685846655,0,3,1,0
21,0,3,32.86350291012808,39.30893536204151,0,4,1,0
22,0,3,46.95138523598487,39.50918225109476,0,5,1,0
23,0,3,82.00287682770629,50.536325061587114,0,5,1,0
24,1,3,49.98899427245017,45.195267680001,0,4,1,0
25,0,2,68.75785967390416,56.61587306811823,1,0,1,0
26,0,3,50.27320039888936,51.18887115085312,0,3,1,0
27,0,3,65.59061191712607,50.31222463489356,0,4,1,0
28,1,3,28.19335238693472,47.11909481883998,0,4,0,0
29,0,3,84.15874423348275,60.67500407356522,0,3,0,0
30,0,3,39.81706263345809,40.40244988191095,0,4,1,0
31,0,3,50.736540354604486,48.88399441921196,0,4,1,0
32,0,3,41.79773250165833,39.06066017532716,0,6,1,0
33,0,3,57.02354831673005,56.8959867652192,0,8,1,0
34,0,3,42.1425935049691,29.520830043205954,0,2,1,0
35,1,3,27.46427980859563,55.382758437528324,0,4,0,0
36,1,3,44.40194963301966,51.578319939703434,0,4,0,0
37,0,3,39.54117861939804,27.788230175612767,0,4,1,0
38,0,3,35.727037916599514,43.035940274270445,0,7,1,0
39,1,3,62.80086138925278,72.35877378449909,0,5,1,0
40,1,3,62.51743307548383,60.644327815842125,0,6,0,0
41,1,3,38.65100701960057,49.39048094325972,0,4,1,0
42,1,3,22.1246604857283,35.28017976153702,0,5,0,0
43,1,3,65.59704827908658,69.73290074770983,0,4,0,0
44,0,3,36.46479873458066,37.769319053744915,0,3,0,0
45,0,3,39.449842393128385,31.211754718721863,0,4,1,0
46,1,3,100.0,56.38425909216603,0,5,0,0
47,0,3,81.94453729525209,69.77595508406236,1,6,1,0
48,0,3,45.72853302643111,47.50545450638742,0,4,1,0
49,1,3,27.01804326391573,38.489950225634445,0,6,1,0
50,0,3,50.70860509606923,39.80601324558117,0,5,0,0
51,0,3,61.37500541432233,52.40488619690186,0,8,1,0
52,1,3,55.16386257385155,53.493324475670455,0,5,1,0
53,0,3,28.510192854478152,15.111711389995438,0,4,1,0
54,1,3,52.49078369391657,55.811383969723394,0,7,1,0
55,1,3,58.21633804770462,61.12998380960098,0,3,1,0
56,0,3,36.96892957883726,60.47422729376058,0,14,1,0
57,1,3,53.12382761822853,48.47653849218372,0,2,0,0
58,0,3,35.38890713388432,19.273059304119183,0,1,1,0
59,0,3,49.92150717015712,27.63904157734484,0,3,0,0
60,1,3,45.71666989537842,61.057071896930324,0,12,0,0
61,1,3,45.61518382532258,52.9826947607312,0,8,1,0
62,0,3,48.078021587000976,33.568256491564114,0,4,1,0
63,0,3,40.226409234729154,34.426216697453725,0,5,1,0
64,0,3,69.81718975254118,58.681902568131534,1,4,1,0
65,0,3,80.87935579937265,71.58250002493224,1,9,0,1
66,1,3,25.524029478550684,29.999490348592005,0,3,1,0
67,0,3,40.986857292181995,15.635039840175345,0,2,0,0
68,1,3,58.2433981421923,50.83036127352911,0,3,1,0
69,1,3,27.941534997069628,41.06736197685768,0,4,1,0
70,1,3,53.308425100322495,41.84737709300472,0,2,1,0
71,0,3,64.3510536457608,40.723161668949665,0,1,1,0
72,0,3,46.68360442685477,38.499153757189,0,4,1,0
73,0,3,54.88670889101745,58.493622529571056,0,5,0,0
74,0,3,42.335131172163614,59.857729697884324,0,9,0,0
75,0,3,19.838295546718804,26.74420647391763,0,3,1,0
76,1,3,50.429511754749406,63.86335788902065,0,6,0,0
77,0,3,46.14961432787939,33.91208621895643,0,6,1,0
78,1,3,37.337082658763585,58.429295621403796,0,4,0,0
79,0,3,33.03832872522439,47.30241678082687,0,10,1,0
80,0,3,52.81584945687366,45.13472130424678,0,8,1,0
81,1,3,53.48911420765421,66.92619314486583,0,7,1,0
82,0,3,37.3255212259513,44.80023304023386,0,12,1,0
83,1,3,80.27724823066526,59.18904959994908,1,3,1,0
84,0,3,53.22042855419922,56.48750428018087,0,5,0,0
85,0,3,50.717644721927115,55.69451665391872,0,7,1,0
86,0,3,55.033221523553095,41.179511274642074,0,2,1,0
87,1,3,69.18458034229168,63.67316867093377,0,7,0,0
88,1,3,38.415048239940226,62.88143370829271,0,8,1,0
89,0,3,34.49602507833531,33.53684245659515,0,5,1,0
90,1,3,67.68990264355114,61.7968248212127,0,4,0,0
91,1,3,72.35727156395588,84.58055575698222,0,8,0,1
92,1,3,52.66601531489804,49.26486538512912,0,4,0,0
93,0,3,50.40575084145173,41.70494887323544,0,3,0,0
94,0,3,44.74705789597913,50.024600027787514,0,5,1,0
95,1,3,56.65474158920508,57.6358302131868,0,6,1,0
96,1,3,56.4463548910631,56.76492051396782,0,4,0,0
97,0,3,45.98783598756763,47.165459172515305,0,6,1,0
98,1,3,54.808907550010694,58.64564867379686,0,2,1,0
99,0,3,46.04106127757059,43.08390902072612,0,5,1,0
100,1,3,24.976090754342614,32.83972085323257,0,4,1,0
101,0,3,55.75296507755989,35.69071903115789,0,2,1,0
102,0,3,62.49995926713613,52.35977985729927,0,8,1,0
103,0,3,63.54969214903064,49.95845844446228,0,3,1,0
104,0,3,24.000750259471403,27.684092836903055,0,7,1,0
105,0,3,50.05415268376911,42.65012915643009,0,7,1,0
106,1,3,40.64867459384749,47.97777048332603,0,3,1,0
107,0,3,39.24711706066188,28.12903544132355,0,4,0,0
108,0,3,28.295022462456323,24.21728729719745,0,4,0,0
109,0,3,64.29666864980516,51.130875493705375,0,1,1,0
110,0,3,1.119380024971182,6.286023596413316,0,3,1,0
111,0,3,39.21584566898752,53.06810178500153,0,6,1,0
112,0,3,56.85271062324253,61.52135267471969,0,6,1,0
113,0,3,75.46585089371516,48.47263114310385,0,2,1,0
114,0,3,54.2085681809072,36.723007388193366,0,2,1,0
115,0,3,28.59725242134204,37.20258466980043,0,8,1,0
116,0,3,58.104941119368085,52.020913200393146,0,2,0,0
117,0,2,65.28474458615464,71.82605059165951,1,8,1,0
118,0,3,47.714423420380164,43.09908823763618,0,3,1,0
119,0,3,34.81636194239235,45.8927971879183,0,5,0,0
120,0,3,76.39201923219281,64.99104651587209,1,3,0,0
121,1,3,42.93590873018062,44.944316311081856,0,5,0,0
122,0,3,47.63066257998885,38.84289661715038,0,5,1,0
123,0,3,54.835872873695436,46.43407220297296,0,7,1,0
124,0,3,40.09626644158118,31.296127847791624,0,5,1,0
125,0,3,66.5540648547649,60.946293546841694,0,5,1,0
126,0,3,100.0,45.70988020260654,0,6,1,0
127,0,3,12.835978754431014,16.050880131248004,0,4,0,0
128,0,3,55.687225237174374,42.708255150523044,0,6,1,0
129,0,3,61.85598566773111,49.05987069282705,0,5,1,0
130,0,3,62.347737272559776,40.97649625529216,0,4,1,0
131,0,3,59.66604623982361,58.21721497479941,0,3,0,0
132,1,3,53.35043037871983,45.13698357380949,0,3,1,0
133,1,3,62.95519457270422,71.87315758090845,0,6,0,0
134,0,3,24.10166176784084,26.664375355889117,0,8,0,0
135,0,3,56.299482020565385,46.846309690915305,0,6,1,0
136,0,3,28.47269378899981,35.43839612810737,0,5,0,0
137,0,3,36.44294322797439,32.892579108922455,0,7,1,0
