candidate_id,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,3,73.94385693220188,73.45451964287565,1,5,0,1
1,3,37.49356755429463,49.50833393822528,0,5,0,0
2,3,41.29559254511741,32.011495544393085,0,3,1,0
3,3,57.94692576541185,40.00133975681278,0,5,1,0
4,3,63.800695592741185,61.23984340884295,1,6,1,0
5,3,57.733249282144776,39.55565218839072,1,2,1,0
6,3,47.104219381663654,50.41429409903276,0,7,1,0
7,3,56.765214644904134,61.634055005559965,1,7,0,0
8,3,45.29659765340732,65.71679424035267,0,5,1,0
9,3,34.61597163498614,37.720130037735586,0,6,0,0
10,3,37.51440390313019,38.35377138764584,0,4,0,0
11,3,80.331761464083,68.84417579691474,1,3,1,0
12,3,24.739498290113136,34.52426943940989,0,4,0,0
13,3,34.46925709758988,42.55019693152673,0,6,1,0
14,3,32.34277279391811,49.02872035170116,0,5,0,0
15,3,61.52028201993189,44.44625601011981,0,5,1,0
16,3,45.45603240156769,38.66608454262932,0,6,1,0
17,3,20.335008820269373,19.275331327708745,0,5,1,0
18,3,0.8249862343881311,27.616122153400514,0,5,1,0
19,3,44.548293543899945,46.75945385882928,0,5,0,0
20,3,59.751794505472716,45.29399388690156,0,8,1,0
21,3,46.56882921687162,46.2792883719088,1,8,1,0
22,3,30.88165407947196,45.21575945302343,0,10,1,0
23,3,32.589236306204064,25.882790055739576,0,4,1,0
24,3,51.838474511000165,33.425284814505055,1,2,1,0
25,3,60.71641223979362,56.30898297922627,1,3,1,0
26,3,67.28241936994023,55.08255577306484,1,1,1,0
27,3,45.40310026171245,35.35116869403394,0,8,1,0
28,3,63.90921279389999,53.886895891885075,0,5,1,0
29,3,10.45687325742424,17.089024525425838,0,2,1,0
30,3,42.6305841617508,46.19314978862077,0,10,0,0
31,3,45.18327497276161,44.10909653603029,0,7,1,0
32,3,73.09073362201764,52.523978385067714,1,2,1,0
33,3,41.26833963042904,53.05008701664953,0,5,1,0
34,3,56.77009896121162,55.39970532019871,0,6,1,0
35,3,55.09761824763782,60.90618568896914,0,4,0,0
36,3,61.50857035460862,54.35364439474411,1,8,1,0
37,3,20.694387294266065,63.41641624768417,1,2,1,0
38,3,27.7991802233208,29.05164918748627,0,2,1,0
39,3,24.33850449756376,27.570240129065283,0,1,1,0
40,3,37.14121154232952,38.55285103883004,0,4,0,0
41,3,52.81280390138774,43.29780431240383,0,5,0,0
42,3,44.15367805586901,51.389422703161706,0,6,0,0
43,3,26.98353046901964,46.27394570300366,0,9,0,0
44,3,43.42701155012997,38.08817310912917,0,3,1,0
45,3,42.057527088505175,60.911170411152085,1,7,1,0
46,3,37.03852589899029,36.187690928105575,0,2,1,0
47,3,92.70888710051273,56.136643480551214,1,7,1,0
48,2,56.112534220012456,52.74254317464269,0,5,1,0
49,3,52.59599177772948,53.732858316958264,0,4,1,0
50,3,60.403813924865574,62.882077183290164,0,5,0,0
51,3,66.53671782589844,58.28282257484993,1,5,1,0
52,3,39.195368609697105,38.58455248438708,0,4,1,0
53,3,61.04513678709987,55.47591717657735,1,3,0,0
54,3,31.233116484408658,26.00787901006953,0,5,0,0
55,3,46.94333410034359,48.706751272848464,0,7,1,0
56,3,60.66466892607587,66.45205428012366,1,4,0,0
57,3,32.69473118240774,25.109585148883784,0,4,1,0
58,3,67.24994492460789,49.70972055569156,1,2,0,0
59,3,75.19922308529719,70.1297184074099,1,4,1,0
60,3,60.785504358508476,51.66126573988053,0,7,0,0
61,3,43.23175196504483,50.879074597634634,0,5,1,0
62,3,43.33473084662271,32.01904021571835,0,5,1,0
63,3,27.72227674818911,26.459780578500183,0,3,1,0
64,3,41.19712762116213,61.00745087759905,0,9,0,0
65,3,69.41983937837203,64.94142053515024,1,6,0,0
66,3,31.092810907827893,34.09292017530667,0,3,1,0
67,3,40.28661086475603,41.16962376908341,0,4,0,0
68,3,76.0478370585285,65.94129833220494,1,5,1,0
69,3,46.16821237651397,49.740629209497286,0,7,0,0
70,3,40.123927722786014,39.40339328056121,0,4,1,0
71,3,51.292603334227515,72.85646718554361,0,5,0,0
72,3,64.62607166881038,66.1903529525941,1,4,0,0
73,3,56.4640984737334,54.68089529046201,0,5,0,0
74,3,55.658584186875146,50.890918466253375,0,1,1,0
75,3,28.343063913260526,22.877714879994503,0,3,0,0
76,3,68.32072326669608,63.87117933361526,1,3,0,0
77,3,72.88368732919974,58.12769357666175,1,4,0,0
78,3,48.78030040524029,33.34869593026042,0,2,1,0
79,3,58.63326028203935,41.46906709386421,1,0,1,0
80,3,26.83730347945627,40.11292235462319,0,3,1,0
81,3,34.75913441830772,36.944822840186426,0,4,1,0
82,3,45.902602958208455,56.34943707394946,0,5,0,0
83,2,42.59552778401343,64.73827606138829,0,9,1,0
84,3,79.76744053938731,75.20722780187478,1,8,1,0
85,3,42.521662831904756,37.977990583209035,0,1,1,0
86,3,47.52852135615024,41.06150508383912,0,10,1,0
87,3,45.544763486894254,44.59188001864257,0,8,1,0
88,3,52.83194141643313,51.93735511937809,0,5,1,0
89,3,37.050879207544675,36.99093663136827,0,3,0,0
90,3,44.874691303198816,48.95386220777394,0,10,0,0
91,3,44.10666078045327,37.721056000736056,0,7,1,0
92,2,51.915054740723,55.60573092239977,1,7,1,0
93,3,81.62410791689192,58.476159210715146,1,3,1,0
94,3,66.45034260091059,59.532863379502004,1,4,1,0
95,3,50.236643155603524,41.894132182568065,0,8,1,0
96,3,0.0,50.37448437307124,0,5,1,0
97,3,65.334834724297,46.06695315145466,1,1,1,0
98,3,46.31202395948855,51.54882439534888,0,3,1,0
99,3,49.627373699742755,54.96664132676572,0,7,1,0
100,3,62.954279176751555,50.1966631550249,1,7,1,0
101,3,59.25871201829002,69.88260969676936,0,7,1,0
102,2,58.69311204513227,54.557952849062346,1,10,1,0
103,3,40.53630991458788,35.526010954364864,0,1,1,0
104,3,54.886353729109096,53.10440614792767,0,9,1,0
105,3,39.63780396555768,43.4106565097382,0,7,0,0
106,3,58.32137668242595,64.12370310092496,1,4,1,0
107,3,57.18942643783387,38.80560906769449,0,2,1,0
108,3,22.646782521154595,34.483602394648365,0,5,0,0
109,3,48.82420548156711,44.65722374772434,0,4,1,0
110,3,54.05513876123019,53.352585682545836,0,6,0,0
111,3,50.967992200447,57.44012165325618,0,4,1,0
112,3,55.98085303569482,47.46516013417104,0,7,0,0
113,3,48.1758340060001,38.64056217803764,0,4,1,0
114,3,70.0007558823039,56.570566448058095,1,4,0,0
115,3,68.51320802116003,53.716038249456574,1,6,1,0
116,3,40.877682491591536,52.57854508303573,0,5,1,0
117,3,79.80473918466092,59.893656349807635,1,2,1,0
118,3,56.167997051469506,40.39722228681569,0,3,0,0
119,3,8.72295327327889,32.06572047286264,0,5,1,0
120,3,49.87511834831021,41.16536241427959,0,4,1,0
121,3,62.31481252552321,58.0245582213887,0,6,1,0
122,3,40.203130643450635,55.85157339459107,0,6,1,0
123,3,40.42814367106068,26.19265615891849,0,4,1,0
124,3,66.32282733543872,40.715596762747566,1,1,1,0
125,3,55.76375562831993,54.020288104284155,0,10,1,0
126,3,0.0,10.350904890367527,0,3,1,0
127,3,28.383927173181345,29.596134442093522,0,2,1,0
128,3,45.41500330303337,30.6408104638138,0,4,0,0
129,3,42.73182914891041,52.592404171187674,0,10,1,0
130,3,67.88396617730525,64.02737911770029,1,1,0,0
131,2,37.585563822965895,37.18555732771437,0,7,0,0
132,3,90.6637935309022,39.092160920618305,1,4,1,0
133,3,66.40622111335375,63.902223087953104,0,6,1,0
134,3,0.0,34.82488924987047,0,5,1,0
135,3,37.21626455733094,48.1186147125423,0,7,0,0
136,3,76.09728904817024,63.81934085622684,1,3,1,0
137,3,45.63351981631355,55.350473460749804,0,8,0,0
138,3,7.856047813732941,19.25290283120187,0,3,1,0
139,3,76.34930300571285,60.47936487705006,1,3,1,0
140,3,72.05331335236909,64.63945078543678,1,8,1,0
141,3,68.72267310564132,75.72350889424084,1,5,1,0
142,3,35.633505732225174,37.00961890065919,0,4,1,0
143,3,90.00007701114268,82.7089772275623,1,7,0,1
144,3,53.361127119139766,44.441537507310436,0,3,1,0
145,3,81.33333470040265,60.1815518119289,1,5,1,0
146,3,37.21543855099745,41.37416966585287,0,5,0,0
147,3,46.49537709933857,35.56433447089489,0,5,1,0
148,3,60.25046179127159,51.815642176435944,0,4,0,0
149,3,16.04776811831947,30.46200843260323,0,5,1,0
150,3,42.18829822778263,47.74160039544764,0,10,1,0
151,3,40.6757389500712,41.38328399990186,0,3,0,0
152,3,56.170913609487044,56.526313778235135,0,7,1,0
153,3,54.66482197882887,47.65199692392709,0,2,0,0
154,3,33.582617363621985,33.061230856820764,0,2,1,0
155,3,15.683278229719996,15.621593741270246,0,5,1,0
156,3,31.236777274916594,34.620902305361184,0,4,0,0
157,3,93.35025040103486,89.58038160133164,1,10,1,1
158,3,61.88116627675769,52.62599683362551,1,3,1,0
159,3,37.93974261655158,44.35562203655095,0,7,0,0
160,3,49.414478622786305,58.51675007913626,0,3,1,0
161,3,45.63266494591131,36.1009028271333,0,4,1,0
162,3,31.78766261050077,29.4654099519763,1,4,1,0
163,3,48.86512931938866,53.75866549084576,0,8,1,0
164,3,51.866989758231576,49.61100274779471,0,3,1,0
165,3,53.90422434188855,39.10022966948062,0,2,0,0
166,3,45.99961454447338,47.01458026414759,0,6,1,0
167,3,26.619152904620364,33.92672827836038,0,3,1,0
168,3,49.44921081711026,37.181098308012565,0,6,1,0
169,3,75.96666756075294,63.57601759463797,1,4,0,0
170,3,34.43092666095714,41.87900231339918,0,0,1,0
171,3,43.20861071590879,61.09424042835006,0,5,1,0
172,3,40.98422307632412,38.81052671504107,0,3,1,0
173,3,42.054772455176824,39.75240321647599,0,7,1,0
174,3,60.255791824389526,66.77956684247354,1,9,1,0
175,3,6.775187908519835,13.009569629455472,0,4,1,0
176,3,21.95046196100262,36.33532983137802,0,7,1,0
177,3,39.23771485104644,42.62025030044576,0,3,1,0
178,3,40.12988914611284,47.642153985019846,0,8,1,0
179,3,40.60509181344597,47.14717780401032,0,5,1,0
180,3,62.50563115276607,43.08500277053548,1,4,1,0
181,3,59.9894690556993,35.03625183535272,0,2,1,0
182,3,51.07658393002637,51.488615426259734,0,4,0,0
183,3,46.723179601738025,56.12199366125322,0,6,0,0
184,3,62.143450684873805,57.832893857445164,1,5,1,0
185,3,29.05016895469884,30.065691666274105,0,8,0,0
186,3,60.04507765859125,81.82545765557944,0,5,1,0
187,3,13.879944104825073,33.57321741226309,0,5,0,0
188,3,37.477363266507346,39.75078301146385,0,9,0,0
189,3,84.38575166256778,62.36808635866,1,2,1,0
190,3,61.126425578629664,51.296875935556905,1,4,1,0
191,3,46.79245067901355,49.87158932498923,0,5,1,0
192,3,73.44158817936125,79.91901688056925,1,7,1,0
193,3,0.0,70.20664734565791,1,7,0,0
194,3,86.28207997751248,70.08700544012625,1,7,1,0
195,3,45.6223098787343,51.817245699538994,0,3,1,0
196,3,46.481643447008175,50.082793748544404,0,5,1,0
197,3,27.03348401140793,35.90001509028864,0,5,0,0
198,3,81.33216744300223,67.263007955525,1,8,1,0
199,3,73.14826219279264,67.90598294070564,1,4,1,0
200,3,47.000351606674755,37.30739145245018,0,4,0,0
201,3,35.57068951459013,31.56740620576007,0,2,1,0
202,3,40.513299456902345,29.05372293047691,0,3,1,0
203,3,62.020592616206194,51.48988297410342,1,6,1,0
204,3,45.82557000723738,49.7134857613336,0,6,1,0
205,3,40.940415272739855,38.15901611911518,0,2,0,0
206,3,31.764089292569782,37.319101592765676,0,4,1,0
207,2,35.97741299066275,37.41199203951109,0,7,1,0
208,3,57.74706069393715,46.95174163619221,0,2,1,0
