candidate_id,G_Gender,S_ImmigStatus,U_wealth,U_prob,H_policy,C_shadow,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,1,0,0.5620059106056234,-1.395930918569161,10.43595265132426,0.0,3,30.08762972233816,0.0,0,3,0,0
1,1,1,1.3113722642616616,-0.6177518228648666,7.688536911430962,0.0,3,40.23644141209085,28.542006605308057,0,2,0,0
2,1,0,1.897397947592433,0.6995982665625391,10.905688557733892,0.0,3,64.9628699170071,18.7582523211891,0,6,1,0
3,1,0,2.241796940037242,-1.01808842425668,11.857997500930821,0.0,3,33.901901270649276,0.0,0,5,1,0
4,0,0,1.7554756846624038,-0.058978247751576375,9.878939647800115,0.0,2,46.35718992975471,24.760925459824044,0,5,1,0
5,0,1,0.8903002922800867,-0.1725429838806284,7.230145153120758,0.0,3,49.52355825462935,54.61729306396707,0,4,1,0
6,0,0,2.6490310475623993,-0.014335195852683561,8.993645213711144,0.0,2,56.42063438729708,27.677021497150754,0,3,1,0
7,0,0,2.1436002611962204,1.470984991175275,7.243253589989732,1.6180325316999606,2,74.12516520610046,47.724358463658845,1,8,1,1
8,0,0,1.517176521287708,-1.3497628778788697,7.838662723183993,0.0,3,29.571199252344492,21.232576184428424,0,5,0,0
9,1,1,0.7204254168017965,-1.1324204043986428,6.89336297533525,0.0,3,31.722208982399877,34.35968801536034,0,6,0,0
10,0,1,1.1668788561964667,-1.064357568114281,4.353432995617324,0.0,2,29.671011245145216,64.1165453678723,0,12,0,0
11,0,0,2.3124393871795226,0.18062148399643876,6.3002480672057235,0.0,3,53.50482451215969,42.09446352752674,0,9,0,0
12,0,0,1.6033602143612211,-1.0157675591851754,10.47904246237731,0.0,2,34.399684491747465,21.7038238591007,0,5,1,0
13,1,1,1.8783006425016013,-0.5044389050933059,6.626377913971343,0.0,2,43.233496429747234,38.85767453391847,0,7,0,0
14,1,0,3.8440152425765914,-0.42476641763140927,10.040889085920512,0.0,2,43.81618285774681,16.623361259336704,0,11,1,0
15,1,0,1.2479361533620976,0.2748287905063439,10.19714360749264,0.0,3,54.43144388657107,15.031148586035155,0,6,1,0
16,1,1,4.774755883698793,1.4408861047241526,4.305464316930447,4.289752853283891,1,71.36215721759854,54.657524053303185,1,5,0,1
17,0,0,1.502754252175557,2.2098936298340415,4.703090230933606,0.6041052313859568,3,82.27485421679374,46.0003333080588,1,2,0,0
18,1,0,2.923639020119141,0.8117052807906346,11.006860971354232,0.0,2,61.44269414837382,18.375181258393866,0,4,1,0
19,1,0,1.0272607421421758,-1.7543319222317828,11.413804297897244,0.0,3,25.138472646706386,0.0,0,3,1,0
20,0,0,2.095901912512299,1.013885816008249,9.165478707197215,0.0,3,66.07828559017285,39.572917363007214,0,5,1,0
21,0,0,1.3185437963076763,0.20464373618421647,8.032546154276185,0.0,3,52.74796666075886,47.17457773342499,0,8,1,0
22,0,0,0.9953551298887523,0.7607881316503927,8.164147058401028,0.0,3,61.7488126916208,38.07382161375103,0,3,1,0
23,1,0,2.4672815902882848,-1.0223592664222914,12.399378785536593,0.0,3,31.593771734683468,0.47506152377196664,0,5,1,0
24,1,0,2.8742763888211176,0.6030895490963031,8.587159869816018,0.0,2,60.65675838938842,20.042771842020834,0,5,0,0
25,0,1,0.7676045024272479,-0.2692086224242366,4.406285903430161,0.0,3,44.68240244802988,60.42937315365682,0,5,0,0
26,1,1,2.315956103950234,2.2473930836599227,4.074750398697652,3.9696663310322906,2,83.8634302052335,63.13483528132164,1,5,0,1
27,1,0,2.856800848629613,0.5963192683888632,9.093070633240256,0.0,2,60.04686824203496,13.104405119729883,0,6,0,0
28,1,1,1.2890215778143064,-0.4715094012022452,6.127688474767625,0.0,3,43.62679212610552,40.14633534808071,0,9,0,0
29,0,1,2.1513803043210307,-1.6228088329264343,5.78112590964691,0.0,2,26.124693141148676,43.774654418839816,0,5,0,0
30,0,0,1.1389608947934204,1.3123351268484076,6.644890192531988,0.0,3,69.3756064445369,47.95645598004181,0,7,1,0
31,0,0,2.546839441521346,-0.35686347771642113,9.418527201206288,0.0,2,46.073965698365264,27.708862461399367,0,7,1,0
32,0,0,1.2564763075888004,-0.7009176726423553,9.44192299265313,0.0,3,39.030217926151494,27.083855702065808,0,4,1,0
33,0,0,1.426548547199395,0.9442798960998028,7.538746554537666,1.1287965414667136,2,62.491684664987254,38.9052810755007,1,4,1,0
34,0,0,0.8972129335164691,0.4069165712211674,8.515257546805657,0.0,3,55.471655270178864,31.517412775541978,0,4,1,0
35,0,0,2.252059868400252,-1.7367236607125622,11.44541206231807,0.0,2,27.04177891213774,16.21235907083362,0,4,1,0
36,0,0,1.371703680075961,-0.08476189640087457,8.12436190379785,0.0,3,39.78117334522936,35.13796738556233,0,7,1,0
37,0,1,1.3606029319919204,-0.0601116625399256,4.4693036098251335,0.0,2,48.27258242161222,57.35270330232376,0,2,0,0
38,1,0,1.388084494580907,0.5701507437211955,11.684009124065149,0.0,3,62.97591339632035,3.6860229772376805,0,2,1,0
39,1,0,1.098325282303698,0.8131683263923366,10.391274066015225,0.0,3,61.92950791003499,18.531347324827955,0,3,1,0
40,1,1,1.8630154645952106,-1.4223978902069043,7.78871881838361,0.0,2,35.81184585431308,22.843445764259606,0,2,0,0
41,1,0,1.2754205848232236,-0.5296065112536608,12.075351481107154,0.0,2,42.97982670727224,6.376481171251411,0,6,1,0
42,1,0,1.0197164803912924,2.087468839214423,6.679482004189468,0.4499986303380846,3,79.87434943838657,31.240056983066648,1,5,0,0
43,0,0,2.741638440183242,0.5641556879602669,8.56679716279739,0.0,2,58.76397524470705,42.69309153413486,0,7,1,0
44,0,0,1.0025614288762679,-0.328890414841329,8.999767858460089,0.0,3,45.10039117123879,27.36197915430725,0,5,1,0
45,0,1,1.7411536597974677,-0.8943044412059733,5.693774736858979,0.0,2,35.3697102358261,44.95342824384741,0,2,0,0
46,1,1,1.9413527018047179,0.5977709895643395,8.050770103261282,0.0,3,58.59114247803807,45.64963464427401,0,4,1,0
47,0,1,0.8063975497825823,-0.8498501285401084,3.791860885006608,0.0,3,40.46595153238557,60.98838729398918,0,8,0,0
48,0,1,0.944314489625166,0.6166247104764021,3.361870302929499,0.0,3,60.41294272515877,72.01639008290857,0,5,0,1
49,1,0,1.9963939924683256,0.48080791496507114,10.31213898918033,0.0,2,57.03101593025682,12.98962468010663,0,4,1,0
50,0,1,2.631827583343598,0.3978713992839257,4.068933882003257,0.0,3,55.76605276244396,70.3958731836227,0,9,0,0
51,0,1,0.52564435368638,-0.005524168351233381,5.064084447158632,0.0,3,47.9189872915003,55.32296653807226,0,3,0,0
52,1,0,1.311421279531622,0.6700840791466637,9.710443996087553,0.0,3,59.94368722629648,25.84937795553276,0,8,1,0
53,0,0,1.2208509564413423,-1.0496000228913431,9.252527669432649,0.0,3,31.85056293623931,25.99206940422192,0,5,1,0
54,0,0,2.0349860361555443,0.5397985263735919,7.089445148856504,0.0,2,0.0,31.46004808809245,0,2,0,0
55,0,0,2.5772539337450073,0.7041179000821419,6.24574983399351,0.0,2,60.509349201002706,37.28422030972308,0,6,0,0
56,0,0,0.46302744519292127,-0.04255490795940031,7.998085690024398,0.0,3,50.70435822703496,35.61959822343082,0,6,1,0
57,0,0,1.7948244502986774,-0.5473737480889921,10.185294769447287,0.0,3,41.918530837545354,12.737729648503416,0,5,1,0
58,1,0,2.0452188916111025,-0.3416952442013877,11.896488587801873,0.0,2,42.06498653685722,3.0889766649530905,0,4,1,0
59,0,1,2.2143490588287276,1.1525494741997644,3.6549816764092253,0.9903827302686781,2,65.75887204028368,68.34766521848397,1,5,0,0
60,1,0,1.8293153534536242,-1.1391931033779807,12.623821143268362,0.0,3,32.90842449746256,0.05138576771299386,0,6,1,0
61,1,1,3.846356990600884,0.011278901560379594,6.193623428646285,0.0,1,52.35822246927058,42.62979608891333,0,4,0,0
62,0,0,1.7504486391372134,-0.6609432294176224,10.486669129164197,0.0,2,44.783568329648446,22.302571832767217,0,3,1,0
63,0,0,0.9447771321308451,-0.734979221282203,9.317325721210137,0.0,3,39.07933542527531,26.132033792875138,0,8,1,0
64,1,1,1.1780646081600274,-0.46887223434153796,7.406090977080544,0.0,3,42.998351952008996,31.506931053549422,0,4,0,0
65,0,1,1.1360355285712613,0.5507162818595364,3.5603440854803816,0.0,3,63.09350061979168,65.13538450457862,0,6,0,0
66,1,1,0.9915423157436284,0.020678670745659575,6.339449918075255,0.0,3,49.38177444755939,34.71383616661948,0,2,0,0
67,1,1,1.368660152111888,1.1819995040236249,5.138589852801243,0.0,3,66.86683253402744,50.184024474591894,0,5,0,0
68,0,0,1.4762417393654002,-0.8556781717924778,9.583720814395997,0.0,2,36.63988505216769,19.01066050887874,0,2,1,0
69,1,1,1.0453690934775552,0.6399897832734668,5.506486257978599,0.0,3,59.11026536685782,44.55073222803406,0,3,0,1
70,0,1,0.8530168540139828,-0.9802504481308085,5.264465964171971,0.0,3,32.99851113312945,41.58975935781861,0,1,0,0
71,1,0,1.689622899450679,-1.4349734203970896,10.602553492784532,0.0,3,27.313928678905075,0.8240367751895803,0,8,0,0
72,0,0,0.747050963007046,0.7879788926614842,7.510104786735749,0.0,3,63.737162860471756,35.21515124354511,0,4,0,0
73,0,0,1.7532568926717975,1.0412120318143026,9.61478920619241,0.0,3,60.16061271241336,40.79464523922984,0,4,1,0
74,1,0,2.0730040550198656,0.8634970379614448,8.98261683972661,0.0,3,60.330135294456156,17.507901679888754,0,3,0,0
75,1,0,1.874966972039085,-2.008214510926192,12.928797525299213,0.0,3,20.316778239518683,0.0,0,5,1,0
76,1,0,2.6393648104656,-0.18943405485235593,12.691033393620653,0.0,2,48.86901071745167,1.4494952328311002,0,2,1,0
77,1,0,2.540197768145976,1.2777213532749585,9.743476177997703,1.9227873824059312,2,67.89037690098212,24.314704629966254,1,4,1,0
78,0,0,1.3049282739932646,0.25395836857266146,8.723485738611991,0.0,3,55.60553715615817,30.44340193328771,0,4,1,0
79,1,0,2.60960216682885,0.26048320877771286,10.575729510815636,0.0,2,54.97478114114169,10.501218111567113,0,4,1,0
80,1,1,1.1615726175924146,-1.2690993003778646,7.104115233364017,0.0,3,28.48998467240501,23.906095654086958,0,3,0,0
81,0,0,1.1818245955632396,1.5483330190878337,6.230482620327999,0.8329247495352581,3,71.93029550195584,52.795475552331084,1,9,1,1
82,1,0,3.0064180416943485,-0.024629113936281862,8.996866132245586,0.0,2,48.75266437435095,15.285568964939955,0,5,0,0
83,1,0,2.031525598359223,0.5954109284478015,10.488841913213275,0.6373043758615309,2,58.57254148724258,14.377360061531506,1,5,1,0
84,1,0,1.4060437656917164,0.4753294857878374,11.511490447861837,0.0,2,54.19973594675168,5.890880782808853,0,4,1,0
85,1,1,1.4615117263448743,-0.3860015839230781,7.876753206562581,0.0,3,42.286227424000735,21.204098804023694,0,1,0,0
86,1,1,0.9146347413921461,-0.3733188789045266,6.3996186064917,0.0,3,44.67034013500184,32.36777974552349,0,3,0,0
87,0,0,2.446235060249076,-1.582935523241759,9.726019171101942,0.0,2,26.79848400130944,16.795203260317074,0,5,0,0
88,0,0,1.1142433264555236,-0.5165677641052633,9.441687288547584,0.0,3,42.01931634321808,22.39054516352534,0,4,1,0
89,0,0,2.699595833126649,0.6087375311404276,7.729211545954075,0.0,2,60.96645749207249,37.56765785948369,0,4,0,0
90,1,0,1.6417495324860398,1.1229429403696267,11.193092940158694,0.0,3,67.66809119648133,16.69496208732362,0,3,1,0
91,0,0,1.0063660356808553,1.8538338615493861,8.21467791908047,0.0,3,76.99159642378743,50.15930927623203,0,6,1,0
92,1,1,1.830527187614295,-0.6726397219667969,7.013433017480634,0.0,2,39.45128047981933,33.65182059724717,0,7,0,0
93,0,0,1.8182879529805647,0.3260823636769306,8.373196691524793,0.0,3,60.99225612944265,33.768819817667435,0,5,1,0
94,1,0,2.394924679083505,1.3619830264850816,10.288201669058564,1.315535058210661,2,85.16904268798173,22.400361137258574,1,2,1,0
95,1,0,2.6703539280851207,-0.0850704066868713,11.349818718794358,0.0,2,49.17986397894809,7.048687191319679,0,4,1,0
96,1,0,2.85455014136394,-1.5761135730242999,11.321671512525489,0.0,2,26.842943332863715,0.0,0,2,0,0
97,0,0,1.261586828196088,-0.5075304928564074,10.28946209558799,0.0,3,41.93149691092569,21.684250072405607,0,4,1,0
98,1,1,1.852102155581664,-0.8758807754923402,7.404597785178899,0.0,2,37.54601064694427,20.83987282007953,0,3,0,0
99,0,1,0.9107055080430324,0.27480117012539224,3.084425268517209,0.0,3,53.39556757509883,67.24569547733368,0,4,0,1
100,0,1,0.7380001377707213,-1.2755260751262758,6.192305550128354,0.0,3,29.24433144833157,48.81864966865709,0,6,0,0
101,0,0,1.4949363978027495,0.4225929838838943,5.723070827833159,0.0,3,57.08288016171995,46.65282723569514,0,9,0,0
102,0,1,2.2934861840534397,1.798276589428784,1.7479812490506108,2.509652908738029,2,77.03010623303783,83.64344040535865,1,6,0,1
103,1,0,1.2565168805847422,0.27791623056295545,11.350317172947415,0.0,2,49.21287093317197,8.783815764416495,0,2,1,0
104,0,0,1.1853966181859656,-1.3284433118193242,11.726030934283473,0.0,2,31.309448308461036,5.0142524671472515,0,2,1,0
105,1,0,0.6690519836549959,-0.19363795873162734,9.96705589981282,0.0,3,100.0,3.604132030521092,0,3,0,0
106,0,0,2.716912300461831,1.0273582238014622,8.01069065878458,0.2614250330899178,2,63.64982224796917,40.274151917955,1,5,1,0
107,1,0,1.3587414662589195,-0.2121843438544237,10.782796521692887,0.0,3,46.02562339166896,11.167895493511441,0,4,1,0
108,0,1,1.3725910557242487,-0.4153793568897092,5.418438972353791,0.0,2,41.55262890181431,52.668240015325985,0,4,0,0
109,0,0,1.1097543588294942,-0.6141315655112445,11.577465699259793,0.0,3,45.360081005682616,16.140419941562495,0,2,1,0
110,0,0,2.0036819661572576,-1.3573076158661674,7.641778022981288,0.0,2,32.72682091898085,27.579296419427994,0,9,0,0
111,1,0,2.0672013482618707,1.1360516097854316,10.702452554811888,0.7457740216106052,2,67.05288004548527,23.628719100641124,1,6,1,0
112,1,1,2.497727294394848,0.2245964702203978,6.398136697488274,0.0,2,52.958089903114725,38.534295953074356,0,7,0,0
113,1,0,1.6781641233246036,0.7652163458079545,12.208729713961112,0.0,2,61.0867567938565,13.641036477278975,0,4,1,0
114,0,0,1.1068053803245888,-1.099054307071283,8.535161894147297,0.0,3,33.173923978246826,26.17866391224968,0,8,1,0
115,1,0,1.4227250105379488,0.032780604775756554,11.625539083253615,0.0,3,50.4760356253173,12.670456451375076,0,5,1,0
116,0,0,2.1516203862324135,-0.2109274641460169,9.903214838429728,0.0,2,36.23202556009073,26.673948556948126,0,5,1,0
117,0,1,1.4830386161150808,-1.4475835889066426,5.704738549283946,0.0,3,28.685793453522567,49.036663459617714,0,7,0,0
118,0,1,1.9115444358704716,-0.2502992738942988,5.8993431993261645,0.0,3,44.53613401833013,62.72993953895902,0,8,1,0
119,1,0,1.2933917650634197,0.033386878116218585,11.158214335488353,0.0,3,50.66363064505287,10.681711174589662,0,6,1,0
120,0,0,1.861044447020911,-0.19101894689747212,7.854321411127824,0.0,3,48.031298568653554,38.07819585007775,0,11,1,0
121,1,0,1.0768273301919598,-0.31869175239000136,11.514743925969448,0.0,3,46.80076932072411,0.0,0,1,1,0
122,1,0,2.879958420498937,0.5253870613305394,11.710751431349507,0.0,3,58.96867962076223,19.932278887376896,0,5,1,0
123,0,0,1.5243872025828273,-0.7859420158330399,11.207372537308878,0.0,3,37.60405035511944,24.12043883577686,0,6,1,0
124,1,0,0.7821467640462788,1.2989848458191418,7.267515157890966,0.0,3,71.82525500900952,32.044333523405285,0,10,0,0
125,1,1,1.5500337372749844,-0.5981254338712026,6.70252429319713,0.0,3,40.832861392451704,34.242875679277084,0,4,0,0
126,1,0,2.2222224015747516,-0.2391408960837295,12.313751076410451,0.0,3,49.00351796590632,5.310909731205388,0,4,1,0
127,0,0,1.370242153943539,0.32702626703445387,6.801981159573585,0.0,3,54.63381461045954,47.1434245194992,0,11,1,0
128,0,0,1.0231052484490437,-0.16745269305348737,8.029705517860497,0.0,3,41.137679306695524,37.98169664433978,0,11,1,0
129,1,1,7.407104177288126,0.13026839480399288,6.3541462290063855,0.0,1,49.521401025703256,31.591315336334183,0,5,0,0
130,1,0,2.247174545464948,-0.6302631112566882,12.687740120287707,0.0,2,41.15544643346692,7.817273817822744,0,6,1,0
131,0,0,1.745568577510795,-0.6251268394917595,9.424444848386866,0.0,2,39.8752009815645,23.46947197271792,0,5,1,0
132,1,1,4.106048387463566,-0.508176313825486,8.093124740089019,0.0,1,42.247538516434496,26.431965769639827,0,2,0,0
133,1,0,2.4160296777560126,0.028532012969650897,11.166677686866324,0.0,3,52.64530721157684,11.777696152232451,0,6,1,0
134,1,0,1.88050148968724,2.0513460776197605,10.285479580863004,0.8094145934338816,3,80.25836307911864,23.874580897122545,1,4,1,0
135,1,0,4.923296980238221,-1.1299039603277647,10.697021723132437,0.0,2,32.891324121581626,0.0,0,2,0,0
136,1,0,2.0637227065242127,-0.051581445461513255,10.96405930336828,0.0,2,63.788867120149604,14.493776594695595,0,8,1,0
137,1,1,1.6748462861472735,0.0009257979712953409,7.115717188559342,0.0,3,50.30272993250055,38.209964287791124,0,3,0,0
138,0,0,1.0449993783954552,-1.2924725621896616,10.120245480013713,0.0,3,29.011376462659303,20.27115645522933,0,7,1,0
139,0,0,2.3497026781128096,-1.2391118504682848,7.867121159957917,0.0,2,32.60235385896963,23.315472537092834,0,8,0,0
140,0,0,3.810304382757876,-1.0475145574559888,10.585543047698073,0.0,1,33.23450695746592,14.332441919176988,0,2,1,0
141,0,0,0.6984791052682826,0.32481269297575144,8.910468473748843,0.0,3,56.067652317275744,32.590058977899076,0,4,1,0
