candidate_id,S_ImmigStatus,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,0,2,50.78300307441141,36.910905460108836,0,4,1,0
1,0,3,25.80831427883037,29.193502578086232,0,4,1,0
2,0,1,45.370098286349396,52.47295152302631,0,8,1,1
3,1,2,41.49820924343652,54.36615711460955,0,3,0,0
4,1,3,66.12600681837841,71.09112342888398,1,8,1,1
5,0,2,55.431311902082,48.12818403651113,0,4,1,1
6,1,3,31.54967572464212,42.5640935680927,0,4,0,0
7,1,2,24.08511060998104,44.031837865839734,0,5,1,0
8,0,1,100.0,44.697552132164354,0,6,1,1
9,0,2,32.53282536195512,26.101809599628936,0,3,1,0
10,0,2,0.0,49.336593082145434,0,5,1,1
11,0,3,61.8935594056469,65.90244076223685,1,10,0,1
12,0,1,55.65125106582709,44.17262127244562,0,3,1,0
13,0,2,79.56053659004884,50.43941430431817,1,1,1,1
14,1,1,33.95204399332996,44.349366123750784,0,5,1,0
15,1,3,33.79542260223902,45.74295235670946,0,3,0,1
16,0,3,64.86624319454734,48.837769173355824,1,2,1,1
17,0,1,40.58902800125452,43.64036363646919,0,7,1,1
18,0,2,68.34797768158472,62.144974888336854,1,8,0,1
19,1,3,0.0,39.75205685310674,0,9,1,0
20,0,1,56.59279739397269,52.64681022735461,1,5,0,1
21,0,3,52.66070961236984,53.51353311099426,0,4,1,1
22,1,2,30.178256375698755,53.00915680221872,0,8,1,1
23,0,2,60.812185014177714,48.97732584867665,1,4,1,1
24,0,3,48.64320469207567,46.474547418718174,0,5,1,1
25,1,2,67.64312735855374,62.55174239950492,1,2,1,1
26,0,1,48.93889774346505,32.95828388782738,0,3,1,1
27,0,3,56.70401933683271,38.77017672218229,0,1,0,1
28,0,1,49.212012073132534,44.36408142096254,0,2,1,1
29,0,1,51.14265190136595,44.5656358661858,0,4,0,1
30,0,3,45.23579046655647,49.7660725732332,0,4,1,0
31,1,1,57.217213894268546,64.13935591450173,1,3,1,1
32,0,3,70.64764272967852,57.39581508581225,1,4,1,1
33,1,1,50.43325259922787,53.9667341260314,0,4,1,1
34,0,2,61.044169789253445,55.53684339057371,1,7,1,1
35,0,3,54.820881549280536,49.637308576051325,0,7,1,1
36,0,1,23.805738049189337,27.276178177594545,0,4,1,0
37,0,2,38.24207385256443,36.86084139606932,0,3,1,1
38,0,1,42.740620495790154,42.4050304841551,0,4,1,1
39,0,1,52.6077672317177,69.63312608944342,1,10,1,1
40,0,2,52.71151237790714,38.87650516265933,0,3,1,1
41,1,2,38.14780778829953,71.11815733588168,0,11,1,0
42,0,2,47.48969727121805,44.368171677686654,0,4,1,1
43,0,3,62.29583048634001,55.017615840595,0,5,1,1
44,0,2,36.628409898624376,38.28805875102818,0,5,0,1
45,0,2,42.1745840555972,44.15128877703892,0,5,0,1
46,1,3,40.30711030903759,59.13721992843803,0,8,0,1
47,0,1,51.150484886902795,47.848213232072005,0,5,1,1
48,0,2,62.710665305420505,49.74686633126693,1,5,0,1
49,0,2,54.56855762548299,48.68949358469432,1,6,0,1
50,1,2,54.94168468180476,56.41019474309046,1,3,1,1
51,0,2,42.500145049547996,41.86982705533273,0,6,1,1
52,1,2,36.22985593993065,56.93919809595909,0,7,0,1
53,1,1,65.49597276064193,70.72452522608302,1,7,0,1
54,1,1,57.654679410070244,60.59076498088994,1,5,0,1
55,0,3,59.03182079562802,57.01661877064914,1,9,0,1
56,0,2,46.25423341044304,54.53947735742245,0,12,0,1
57,0,1,48.91922350536839,39.3996551640111,0,3,0,1
58,0,2,26.97112987455268,24.99839630157369,0,3,0,0
59,0,2,39.47002034604191,46.7137955470303,0,7,1,1
60,1,1,50.834572289534314,56.23082829522916,0,3,1,1
61,0,3,40.44510557901153,59.634607637397956,0,15,0,1
62,1,3,31.40676574455663,42.838426998005275,0,4,0,1
63,0,2,64.55904894120634,53.88805024242299,1,3,1,1
64,1,2,40.66046703359191,38.10304717652453,0,3,0,0
65,0,2,30.19152777660168,58.53529269213017,0,4,1,0
66,1,2,23.14333500275176,40.530550658094946,0,6,1,0
67,0,3,45.898536386953786,38.33335621812911,1,0,0,0
68,1,1,50.39601115937849,53.218266712063766,0,4,0,1
69,0,3,75.28996137934175,64.11574422662778,1,4,1,1
70,1,2,33.355262970285246,50.206380769080305,0,8,0,1
71,0,2,47.81922171128969,35.75643658745232,0,5,1,0
72,0,2,44.19010822696125,40.1911935304916,0,5,1,1
73,0,1,36.45883677630202,42.588951455568186,0,7,1,0
74,0,1,45.617596658836334,44.60888577322538,0,6,0,1
75,1,1,46.478693631869426,55.95645131616759,0,5,0,1
76,1,2,50.23440056249129,48.99710155512062,0,3,1,1
77,1,2,40.569274087202615,52.31398540591744,0,5,1,0
78,1,1,25.47449114662292,38.213804140241514,1,6,1,1
79,0,1,83.0810541086856,76.54290877242681,1,7,1,1
80,1,1,45.13763197329051,62.84405235887726,0,9,1,1
81,0,1,54.55180725089117,52.24550061927458,1,8,0,1
82,0,2,61.79267283504623,53.54235499536126,1,3,1,0
83,1,1,51.13039325313308,69.74544215061884,1,4,0,1
84,0,2,71.16817011982927,63.79469295400141,1,7,1,1
85,0,3,44.55763669262773,50.68600609900741,0,7,1,1
86,1,2,32.67518127472753,46.214503156737635,0,4,1,0
87,0,2,36.041603154489444,29.076183627910286,0,2,1,0
88,1,2,44.19725899846982,53.03011198450628,0,3,0,1
89,1,2,25.032759860386538,41.95587291970484,0,5,0,1
90,0,2,55.67594368014139,38.180065556653624,1,3,1,1
91,0,1,14.610554807184718,36.967237885269526,0,7,1,1
92,0,2,72.69969966611683,53.66856273367445,1,5,0,1
93,1,1,51.71837155406528,64.61157160567433,1,7,1,1
94,1,1,54.39204926654152,62.71850818058032,1,4,1,1
95,1,1,58.889908125620835,60.34638756846772,1,5,1,1
96,0,1,88.16812105335615,70.07481994293252,1,4,1,1
97,1,1,46.698455282319,51.76260502226992,0,6,1,1
98,0,1,48.17608818107043,47.612558743566474,0,6,0,1
99,0,1,58.047245517472206,47.487152032020575,1,2,1,1
100,0,1,71.2656736049789,63.46976092496495,1,4,1,1
101,0,3,45.66771827314383,43.46371802068641,0,4,1,1
102,0,2,44.313756575064765,35.93738204834237,0,2,0,1
103,1,2,32.02057136876858,55.249860516034545,0,4,0,1
104,0,1,48.93569071216451,34.95352228010474,0,1,0,1
105,0,3,60.66652989636994,64.41752488370597,1,7,0,1
106,0,1,50.288330746073456,45.81706302960914,0,4,0,1
107,0,2,37.89268147381113,50.581733471399346,0,8,1,1
108,1,3,47.12924000466473,48.71171368194374,0,3,0,1
109,0,1,45.60114707673917,34.77993079086706,0,1,1,1
110,0,2,67.35105511121127,61.0522259135811,1,4,0,1
111,0,1,39.186381489052806,34.17361051712595,0,5,1,1
112,0,1,81.7101131368507,70.86427397439658,1,7,1,1
113,0,1,58.12532435065984,51.35062287023342,1,6,1,1
114,0,2,63.92707648418783,59.54902897681404,1,4,1,1
115,1,3,51.602796247513034,60.87241812496105,0,4,0,0
116,0,1,60.72282108483519,66.70334791474846,1,10,1,1
117,0,2,61.43896352063447,61.4378058689777,1,7,0,1
118,1,1,47.94048732560637,58.352829586964745,0,4,0,1
119,1,1,63.505967868418885,62.15750760840659,1,6,0,1
120,0,2,50.08091088143195,50.30065523465742,0,6,1,1
121,1,1,52.83095468047916,58.60538473166153,1,4,0,1
122,1,3,43.49895431827937,56.002935629365844,0,7,1,1
123,1,1,44.681572752246836,56.892710433378895,0,5,1,1
124,0,1,40.913230802503236,30.614911412832797,0,3,1,1
125,0,3,65.20822711266091,60.756722703671414,0,7,0,1
126,0,2,66.39071685302501,55.91063707143046,1,5,1,1
127,1,2,55.28985188881991,62.05897055820897,0,4,1,1
128,1,1,55.33037103071745,58.63809897627529,0,2,0,0
129,0,2,74.95621582868833,59.27003695148742,1,4,1,1
130,1,2,15.21688435131951,35.132426385381876,0,4,1,1
131,0,1,62.10256637670494,51.77456127205144,1,2,1,1
132,0,2,54.19520666059737,49.82389663228267,0,5,1,1
133,1,2,50.81599554535016,57.046091083133064,0,5,1,1
134,1,2,52.12343047443073,51.30989557962293,0,2,1,0
135,0,2,53.8959897582295,54.07988711135432,0,5,1,0
136,0,2,50.004946874969164,47.00345880250295,0,4,0,1
137,0,2,41.01436695285915,33.819500406433235,0,4,1,1
138,0,1,63.96300015500497,60.68399796718363,1,6,0,1
139,1,2,43.17922750599179,51.8964716340181,0,6,1,0
140,1,1,26.23132979971796,43.87757445241338,0,5,1,0
141,0,1,51.874686414338434,41.74839303155908,0,3,1,1
142,0,2,42.263343701184574,42.02332055095264,0,5,1,0
143,1,1,23.96060688726065,44.540532188944496,0,4,0,1
144,0,1,66.82738019753441,67.91868801203486,1,7,1,1
145,1,2,48.82499500444667,65.96277945685866,0,9,1,1
146,1,1,53.43951526780983,58.337901575064265,0,5,0,1
147,0,2,55.1408934770715,64.57071106743355,0,13,0,1
148,0,2,50.148733649540745,45.354881277023736,0,8,1,1
149,0,3,32.36761618050362,34.882404799162565,0,4,1,1
150,0,2,12.04712093306696,49.04431173875343,0,5,1,0
151,0,1,52.94164354535818,51.816294024171604,0,8,1,1
152,0,1,37.96873771115312,28.306746218793357,0,1,1,0
153,0,2,60.912218740794486,43.213228315337034,1,2,1,1
154,0,1,40.703423319867696,38.17598991924531,0,4,0,1
155,1,2,71.98397526658849,95.31813848970359,1,12,1,1
156,0,1,54.814531493356974,47.4294306672632,0,2,0,1
157,1,1,57.82859593022891,71.72199871350651,1,8,1,1
