candidate_id,S_ImmigStatus,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,0,3,60.26056232395956,53.76519351535062,1,6,1,1
1,0,2,47.50455999718195,54.01605504504887,0,8,1,1
2,1,2,67.7687916203438,75.72898477861881,1,5,1,1
3,1,1,33.32127989085193,37.93314914715582,0,4,1,0
4,1,2,30.978394401447723,52.80132915880139,0,7,1,0
5,0,2,41.34283308271688,50.80857712044867,0,7,0,1
6,0,2,41.1420527374267,42.28807480668677,0,8,1,0
7,0,3,39.61898299305925,20.042748269612012,0,2,0,0
8,0,2,47.471465432818185,43.671478604599066,0,6,1,1
9,0,2,51.06158472559389,41.2015535904161,0,4,0,1
10,0,2,64.52110660183985,59.36011610401536,1,4,0,1
11,0,1,59.37523708454301,45.29837578266413,1,3,1,1
12,0,2,71.8497307959315,30.417912494539696,0,4,1,0
13,0,1,73.7172176039657,54.652558842900646,1,5,0,1
14,0,1,33.46555450562681,32.418662472085444,0,5,1,0
15,0,2,33.155034857855235,25.449002427979245,0,5,0,0
16,0,2,40.096885277039576,44.44819435844143,0,3,1,0
17,0,2,42.25783738211381,46.15622639351714,0,9,1,0
18,0,3,33.5696644350879,47.25988534969651,0,9,1,1
19,0,1,35.409408505251186,31.966505186297393,0,5,1,0
20,0,1,40.153110106285766,39.66186564994979,0,4,1,0
21,1,1,71.31288608070284,84.4212476139839,1,11,0,1
22,1,3,73.23958297690343,75.47909805415308,1,5,1,1
23,1,1,78.26440183242347,77.83011395160523,1,3,0,1
24,0,1,44.87040408503334,42.66127822652333,0,4,1,1
25,1,1,60.80849427883693,52.768778257873635,0,3,1,1
26,1,2,61.3804825322061,64.35313973728074,1,6,1,1
27,1,1,53.97432133285607,49.4818654790204,0,1,1,1
28,0,1,41.53833980367236,44.35804012920377,0,6,1,1
29,1,2,82.94457559256898,66.13260400640769,1,5,1,1
30,0,2,15.47362076743597,31.346522268664092,0,7,1,0
31,0,1,40.797650932612775,54.13229369809067,0,8,1,1
32,1,2,44.62016712291913,47.83097358522116,0,2,0,1
33,0,1,42.26652906181718,39.394359992271816,0,7,0,1
34,1,2,28.85504889956854,48.37897893626192,0,5,0,0
35,0,2,69.71724380138826,58.7136496426106,1,3,1,1
36,0,1,59.52853343132299,51.55052737601741,1,5,1,1
37,0,3,47.27106615174509,64.02543928505366,0,9,1,1
38,0,2,46.44120073813566,40.25407205547475,0,4,1,1
39,0,2,28.714182512329963,36.8217572335175,0,6,1,0
40,1,2,40.57259705544227,61.32262707809809,0,5,1,1
41,1,1,57.308889069797324,53.78689783190262,1,3,0,1
42,0,1,76.54902703018716,66.28678805010321,1,6,1,1
43,0,1,28.695381787862328,40.83641788499939,0,10,1,0
44,1,1,57.09678777543136,54.28232642413956,1,4,1,1
45,0,2,51.44555893632173,60.12637459420674,1,6,1,1
46,0,3,74.58218798940656,55.86877641040628,1,3,0,0
47,0,2,63.73339575982313,63.42538155803912,1,9,1,1
48,0,2,49.01247403206942,41.482151462092055,0,4,0,1
49,1,2,54.85075106497204,58.04370528929777,0,7,0,1
50,0,2,66.32328664932342,63.58849996305244,1,3,0,1
51,0,3,36.20878629259483,42.64956342914789,0,7,1,1
52,0,1,50.21483906980441,49.18178721773787,0,6,1,1
53,1,1,63.578127108201976,68.91992730324274,1,7,1,1
54,0,2,31.635267924141814,29.825049282518656,0,2,1,0
55,0,2,66.82612533489832,47.71250223731879,1,3,1,1
56,0,2,71.07688804248693,67.29648264398435,1,9,1,1
57,0,2,63.57083241350461,58.71881275577388,1,6,1,1
58,0,3,48.384334135229224,32.682472274561164,0,3,0,0
59,0,2,54.44831031442375,49.5707909952114,1,4,0,1
60,0,1,35.74151558351775,40.85247042103372,0,5,1,1
61,1,1,63.83459563818613,67.34442459435097,1,3,1,1
62,1,1,49.18475971357212,51.64454099999105,0,3,0,1
63,0,3,38.961087271729546,37.6385244581805,0,6,1,0
64,0,2,40.17110582486921,26.04846983954983,0,2,1,1
65,1,1,62.693185955160146,68.72158520886003,1,9,0,1
66,0,1,54.1263637127407,59.78273797351585,0,7,0,1
67,0,2,66.80009717021031,60.6873055305597,1,5,1,1
68,1,1,36.35324335488565,45.08881968661741,0,6,0,1
69,1,1,49.83727759088933,68.19803701076206,0,9,0,0
70,1,2,67.5569969623559,61.0551777867752,1,4,1,1
71,0,3,21.24228289590487,30.38207320989271,0,7,0,0
72,0,1,78.23934133758135,57.27221353479539,1,3,1,1
73,0,1,52.057090717834,40.150318609847666,0,3,1,1
74,0,2,66.69794283089676,65.35711922626223,1,7,0,1
75,0,3,64.64587417072045,52.57810519181952,1,4,1,1
76,0,3,46.940899909104175,49.08767469183195,0,8,1,0
