candidate_id,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,3,56.404907801692666,47.478718071550496,0,5,1,1
1,3,56.77115585343811,62.491286554459066,0,6,0,1
2,3,54.79307004093026,55.190274242624774,0,4,0,1
3,3,60.488467915980706,51.91911812922437,0,2,1,0
4,3,58.22138277771861,67.11675979061084,1,13,1,1
5,3,43.52573520223236,44.35312216284466,0,6,0,0
6,3,57.37490315734469,65.84816935555487,0,6,1,1
7,3,47.88410570614067,45.45143175761526,0,2,0,1
8,3,67.47463780164256,79.48883799218602,1,7,0,1
9,3,16.859823338769935,28.080999991888707,0,7,1,0
10,3,47.46888455445251,50.3194256377805,0,8,1,1
11,3,62.78142043107454,63.03982294320419,1,9,1,1
12,3,6.797277202755668,23.763348251921254,0,6,1,0
13,3,56.34843403154201,67.99472025429776,1,5,1,1
14,3,51.557308094577124,60.69210615636642,0,10,1,0
15,3,27.969260891907684,52.40070387923745,0,4,1,1
16,3,36.46243799974987,43.06987017492022,0,10,0,0
17,3,33.85265887271104,48.92984480297674,0,5,1,1
18,3,55.12807718622756,44.44992950648476,1,2,1,1
19,3,16.192554416665846,33.46567979743391,0,8,1,0
20,3,44.97758202370377,66.1906753242268,0,10,0,1
21,3,52.908140251941326,42.98130431165131,0,1,1,1
22,3,25.131774599986915,42.678336831234866,0,7,1,1
23,3,81.9523547219479,68.99892285993526,1,9,1,1
24,3,71.08913177897085,56.89271311328617,1,4,1,1
25,3,58.53498909591316,52.24355110885487,0,6,1,1
26,3,71.53539771922581,60.04578114043954,1,2,0,1
27,3,36.763389701983925,34.14974653473577,0,5,1,0
28,3,50.24643472447708,46.59353639780226,0,6,1,1
29,3,37.01825998735688,38.5123012608922,0,2,0,0
30,3,58.47026923796101,59.05868636741387,1,6,1,1
31,3,37.649282715389816,50.78672645784046,0,4,1,1
32,3,90.04329478911846,87.4253388428131,1,6,0,1
33,3,48.99679031327686,29.894024365160778,0,0,1,1
34,3,71.80435468763592,66.70328433300045,1,4,1,1
35,3,46.074683139095434,17.869383212053055,0,1,1,0
36,3,66.52561631462581,60.80982789390024,0,3,1,1
37,3,58.614933962086695,61.28611736418125,0,6,1,1
38,3,49.09503342172428,51.87448755017205,0,8,1,1
39,3,85.44548436551234,65.47361839729234,1,2,1,1
40,3,14.020501698310511,19.860944723259163,0,3,0,0
41,3,31.835840170052908,30.667980574543105,0,4,1,0
42,3,43.1225290787442,40.90448931263908,0,6,1,1
43,3,44.362995601456376,34.31247327997889,0,3,1,0
44,3,50.763655897802806,42.40448364329316,0,3,1,0
45,3,58.38438439046149,44.02082367220409,0,1,1,0
46,3,49.719220273020035,58.20349590103474,0,6,0,1
47,3,74.99491882448704,68.37655006814221,1,7,1,1
48,3,49.878289771015126,46.60513725534889,0,7,1,0
49,3,51.71249715143508,45.72199839989927,0,5,0,1
50,2,43.02746079838584,39.38219317650377,0,2,1,1
51,3,6.231210596762267,34.96491080456469,0,6,0,0
52,3,42.9353841714863,45.472095460128585,0,6,0,1
53,3,28.711726293643924,29.295995738366905,0,1,1,0
54,3,72.13837169973374,62.57831151537469,1,3,0,1
55,3,52.40139325377132,72.08218174950927,0,9,1,1
56,3,33.15045289316443,40.122334215182484,0,4,1,0
57,3,34.228076502113595,28.84104547897803,0,4,1,0
58,3,57.09574328317734,43.990138694957864,0,4,1,1
59,3,83.98377997753984,67.39041053656497,1,3,1,1
60,3,53.441491149573764,48.29978203605281,0,6,1,0
61,3,52.54004609347136,61.86304206938104,0,8,0,1
62,3,45.91405656554202,52.96760653722201,0,4,1,0
63,3,82.52512807324977,55.44582474367454,1,2,0,1
64,3,43.561115544351885,43.73256420141045,0,3,1,0
65,3,43.1814001662781,47.69235982121083,0,6,1,1
66,3,37.50966355319383,39.83074205172548,0,8,1,1
67,3,77.48537130139322,77.44132379569716,1,9,0,1
68,3,57.83454531806722,45.98316320157523,1,3,1,0
69,3,40.76318415629641,36.028076674726634,0,4,1,0
70,3,52.11712415174053,50.42906008422155,0,4,1,1
71,3,31.950082144824798,45.1057823093003,0,6,1,1
