candidate_id,S_ImmigStatus,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,1,3,62.477206255227635,67.9331771773179,1,3,1,1
1,1,3,51.9413752747296,61.16923066582313,0,3,1,0
2,0,3,64.84563404242743,55.84090529621865,1,4,1,1
3,1,3,65.10658671467564,56.717337923997306,0,5,1,1
4,0,3,38.07765690364951,51.887516279345135,0,10,1,1
5,1,3,41.95583216162804,52.82267532780059,0,7,1,0
6,0,3,0.0,49.75957185461821,0,2,1,0
7,0,3,58.74935729829948,56.41273436150264,0,6,1,0
8,0,3,63.04476998267115,51.56099449359872,1,4,1,1
9,0,3,26.899229068209372,33.93069244089136,0,6,1,0
10,0,3,37.22241915286886,32.8139865690858,0,6,1,0
11,0,3,62.15165411441728,62.104525964769294,1,6,1,1
12,0,3,77.0849189940972,67.52147877012744,1,8,1,1
13,1,3,52.6371151153235,58.40861175168953,0,6,0,1
14,0,3,61.489531443875094,57.289720182975714,1,6,1,1
15,0,3,51.19106519522187,41.325839029186675,0,4,0,1
16,0,3,46.79752854622259,51.372936472748236,0,7,1,1
17,0,3,46.78923598830406,47.86779350291119,0,4,1,0
18,0,3,41.98106222783545,50.31174268573848,0,7,0,0
19,0,3,74.68773609444655,56.537257920685356,1,3,1,1
20,0,3,45.79873865410197,42.56633775371185,0,5,0,1
21,0,3,46.11302551240505,51.44447465814146,0,5,1,1
22,0,3,61.74887067882636,52.99262965969688,0,4,0,1
23,0,3,77.30904876007848,69.73440048017312,1,4,1,1
24,1,3,54.212541763363376,63.754938108105456,0,8,1,1
25,1,3,40.17497208704253,55.457306078997334,0,6,0,1
26,1,3,59.61369022347544,63.991405409839004,0,3,1,1
27,1,3,39.056942690713,63.72100383359609,0,7,0,1
28,0,3,60.96126978187313,63.60573525741995,1,7,1,1
29,0,3,25.753246684209046,36.880441679644136,0,6,0,0
30,1,3,68.31551301965195,59.97455826070714,1,2,1,1
31,0,3,23.846381537119775,23.329023771557143,0,3,0,0
32,0,3,58.35279287148492,51.54082416637379,1,4,1,1
33,0,3,49.02250074549288,61.36838239714577,0,9,1,1
34,0,3,42.74749737006704,39.41476799124264,0,5,0,0
35,0,3,27.092902345275892,28.95842155335643,0,2,1,1
36,0,3,37.03739485817899,40.263224357387216,0,5,0,1
37,1,3,62.37096897762137,66.71691748434988,1,5,1,1
38,0,3,73.3476340465913,67.40791319741275,1,6,1,1
39,1,3,83.94805720310067,68.47335545864372,0,7,0,1
40,0,3,73.1407026517714,53.20716164519129,0,5,1,0
41,0,3,53.27132993315133,51.052796656286255,0,6,0,1
42,0,3,74.9289315398772,61.76353415640609,1,1,1,1
43,0,3,52.429293341059335,53.74201383376963,0,7,1,1
44,0,3,50.72911197770583,55.53100382954624,0,6,1,1
45,0,3,72.05406226610936,72.88047134439051,0,9,0,1
46,0,3,58.87518537675046,47.19085920959234,0,2,1,0
47,1,3,64.52956551234911,63.66936123372109,1,3,1,1
48,0,3,77.77575031808047,83.46043533766822,1,9,1,1
49,1,3,90.2581970606678,84.95675259184246,1,5,1,1
