candidate_id,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,2,56.404907801692666,47.478718071550496,0,5,1,1
1,2,56.77115585343811,62.491286554459066,1,6,0,1
2,2,54.79307004093026,55.190274242624774,1,4,0,1
3,1,60.488467915980706,51.91911812922437,1,2,1,1
4,3,58.22138277771861,67.11675979061084,1,13,1,1
5,1,43.52573520223236,44.35312216284466,0,6,0,0
6,3,57.37490315734469,65.84816935555487,0,6,1,1
7,2,47.88410570614067,45.45143175761526,0,2,0,1
8,2,67.47463780164256,79.48883799218602,1,7,0,1
9,2,16.859823338769935,28.080999991888707,0,7,1,0
10,1,47.46888455445251,50.3194256377805,0,8,1,1
11,1,62.78142043107454,63.03982294320419,1,9,1,1
12,3,6.797277202755668,23.763348251921254,0,6,1,0
13,2,56.34843403154201,67.99472025429776,1,5,1,1
14,2,51.557308094577124,60.69210615636642,0,10,1,1
15,2,27.969260891907684,52.40070387923745,0,4,1,1
16,2,36.46243799974987,43.06987017492022,0,10,0,1
17,1,33.85265887271104,48.92984480297674,0,5,1,0
18,3,55.12807718622756,44.44992950648476,1,2,1,1
19,2,16.192554416665846,33.46567979743391,0,8,1,0
20,1,44.97758202370377,66.1906753242268,0,10,0,1
21,2,52.908140251941326,42.98130431165131,0,1,1,1
22,2,25.131774599986915,42.678336831234866,0,7,1,1
23,1,81.9523547219479,68.99892285993526,1,9,1,1
24,2,71.08913177897085,56.89271311328617,1,4,1,1
25,1,58.53498909591316,52.24355110885487,1,6,1,1
26,3,71.53539771922581,60.04578114043954,1,2,0,1
27,3,36.763389701983925,34.14974653473577,0,5,1,0
28,1,50.24643472447708,46.59353639780226,0,6,1,1
29,1,37.01825998735688,38.5123012608922,0,2,0,1
30,3,58.47026923796101,59.05868636741387,1,6,1,1
31,2,37.649282715389816,50.78672645784046,0,4,1,1
32,1,90.04329478911846,87.4253388428131,1,6,0,1
33,2,48.99679031327686,29.894024365160778,0,0,1,1
34,3,71.80435468763592,66.70328433300045,1,4,1,1
35,3,46.074683139095434,17.869383212053055,0,1,1,0
36,3,66.52561631462581,60.80982789390024,0,3,1,1
37,2,58.614933962086695,61.28611736418125,1,6,1,1
38,2,49.09503342172428,51.87448755017205,0,8,1,1
39,2,85.44548436551234,65.47361839729234,1,2,1,1
40,2,14.020501698310511,19.860944723259163,0,3,0,0
41,2,31.835840170052908,30.667980574543105,0,4,1,0
42,1,43.1225290787442,40.90448931263908,0,6,1,1
43,2,44.362995601456376,34.31247327997889,0,3,1,0
44,2,50.763655897802806,42.40448364329316,0,3,1,0
45,2,58.38438439046149,44.02082367220409,1,1,1,1
46,1,49.719220273020035,58.20349590103474,0,6,0,1
47,2,74.99491882448704,68.37655006814221,1,7,1,1
48,1,49.878289771015126,46.60513725534889,0,7,1,0
49,1,51.71249715143508,45.72199839989927,0,5,0,1
50,1,43.02746079838584,39.38219317650377,0,2,1,1
51,3,6.231210596762267,34.96491080456469,0,6,0,0
52,2,42.9353841714863,45.472095460128585,0,6,0,1
53,2,28.711726293643924,29.295995738366905,0,1,1,0
54,2,72.13837169973374,62.57831151537469,1,3,0,1
55,1,52.40139325377132,72.08218174950927,1,9,1,1
56,2,33.15045289316443,40.122334215182484,0,4,1,0
57,1,34.228076502113595,28.84104547897803,0,4,1,1
58,1,57.09574328317734,43.990138694957864,0,4,1,1
59,1,83.98377997753984,67.39041053656497,1,3,1,1
60,2,53.441491149573764,48.29978203605281,0,6,1,0
61,1,52.54004609347136,61.86304206938104,0,8,0,1
62,2,45.91405656554202,52.96760653722201,0,4,1,0
63,2,82.52512807324977,55.44582474367454,1,2,0,1
64,3,43.561115544351885,43.73256420141045,0,3,1,0
65,1,43.1814001662781,47.69235982121083,0,6,1,1
66,3,37.50966355319383,39.83074205172548,0,8,1,1
67,2,77.48537130139322,77.44132379569716,1,9,0,1
68,1,57.83454531806722,45.98316320157523,1,3,1,1
69,2,40.76318415629641,36.028076674726634,0,4,1,0
70,2,52.11712415174053,50.42906008422155,0,4,1,1
71,2,31.950082144824798,45.1057823093003,0,6,1,1
72,3,33.14138526966471,50.121666080857466,0,10,1,1
73,1,47.21285036283658,59.85882302659381,0,5,0,1
74,3,27.458136529935793,61.51787350326098,0,9,1,0
75,1,78.18036101178627,59.6382254557275,1,1,1,1
76,1,57.63943293780661,56.75554574546061,1,6,0,1
77,3,52.93680187662577,51.39907227166288,0,3,1,1
78,1,46.127295950477986,44.44372274098041,0,5,1,1
79,3,40.43839145214668,41.486786322418055,0,3,1,0
80,3,40.48804374997313,55.13118068068631,0,6,0,1
81,3,67.5635168086103,60.30047691479604,1,5,0,1
82,1,25.06626065173969,39.035855165507215,0,3,1,0
83,3,61.338799870670634,61.418921078461416,1,6,1,1
84,1,54.81221602562397,44.82976001696825,0,2,0,1
85,1,51.529158387679466,35.977563190621765,1,2,1,0
86,1,19.091125476460864,29.494473423491065,0,4,0,0
87,1,49.540894111146386,68.16728484898972,0,9,1,1
88,2,41.22135875922492,44.592811328744354,0,6,1,1
89,1,36.08122134201057,38.583526305265224,0,5,1,1
90,1,48.23737406113475,44.30041055338058,0,2,1,0
91,2,63.56170601530565,47.0695825313376,1,4,1,1
92,2,58.75649239012305,58.797798353756306,1,4,0,1
93,1,37.28123172667746,33.89137009207432,0,3,1,0
94,3,45.5563616004519,38.9796500244625,0,2,1,0
95,2,20.816822223707785,44.40792622656318,0,8,0,0
96,2,35.824943725365955,44.88385903659558,0,8,1,1
97,3,50.65791089332994,52.99970749292001,0,9,1,1
98,2,71.12315760403189,71.40257970533145,1,6,1,1
99,3,28.551724924739275,25.87462758737881,0,2,0,0
100,3,59.060794726217495,53.26954556848012,0,6,1,1
101,1,16.293840765978526,24.900346505233625,0,7,1,0
102,3,63.7569289654789,57.024087248921546,0,6,0,1
103,2,30.135903939662054,37.55408770223796,0,7,1,1
104,2,45.29280059018152,44.07165514735084,0,5,1,1
105,2,54.640698516435556,57.564237828542254,0,7,1,1
106,3,39.96834601571378,44.49826718437161,0,2,0,1
107,2,1.8353462597937948,47.60297293633601,0,3,1,0
108,1,52.764894136413254,52.725916691514655,1,5,1,1
109,2,47.65311058050489,41.39640024831839,0,3,1,1
110,3,63.58557359623434,57.736632216820254,1,4,1,0
111,1,100.0,42.84277051594198,0,5,0,1
112,3,63.00573249942348,65.04517784116742,1,7,1,1
113,1,77.4120732428201,68.09286325743406,1,6,1,1
114,1,55.24131931261168,58.247477615757866,1,5,1,1
115,3,29.10601210074864,35.45929572540968,0,3,1,0
116,2,59.97114377926809,47.55332788879587,1,2,1,1
117,2,28.540535711353986,34.37610636321019,0,4,1,1
118,2,43.7391386472357,42.587283528825125,0,3,1,1
119,1,43.51364478035683,55.366699552168186,0,5,1,1
120,3,38.37796170842482,36.52856175928805,0,3,1,1
121,3,89.62530036466158,87.97179568976308,1,9,0,0
122,3,100.0,64.26044162137923,1,4,1,1
123,1,51.78146514808214,51.178623297330674,1,7,1,1
124,2,56.67415155092254,55.20725569775579,1,4,0,1
125,1,59.62723219241923,57.81490180614559,1,7,0,1
126,2,38.351743091581994,39.39642214505307,0,3,1,0
127,2,42.09087224009959,38.617069452646426,0,5,0,1
128,2,51.644276491288664,43.8465503611732,0,7,0,1
