candidate_id,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,3,44.41988437107577,55.55349794212946,0,7,0,1
1,1,64.9587364651466,59.60031862296043,1,6,1,1
2,3,55.43684666475893,61.00782680228834,0,6,0,1
3,1,58.34505254048804,62.03874416335111,1,3,1,1
4,1,62.666797628677244,65.4138475084554,1,7,1,1
5,1,57.04117047190119,62.17042985457828,0,5,1,1
6,1,35.9970293623894,41.02286971335319,0,10,1,1
7,1,49.91304613176136,60.958442070174456,0,5,1,1
8,1,45.032983216479586,45.159694530404344,0,5,1,1
9,2,64.04964348667687,61.36843962148005,1,8,1,1
10,2,43.40764466705705,43.662600062594,0,5,0,1
11,1,55.09718984362596,47.18523579609921,0,3,0,1
12,2,35.398113192641816,38.17785396495727,0,3,0,1
13,2,56.58932155686394,57.196776581599046,0,8,0,1
14,3,62.29599948168889,46.573471237248995,0,4,1,0
15,2,36.641939293944375,59.17867605011838,0,8,0,1
16,3,60.794755545201426,70.66272952349344,0,10,1,1
17,2,38.77930354836388,31.761204509439736,0,4,1,0
18,2,59.71563766360875,49.57881063787906,0,4,1,1
19,2,70.62863301124902,68.20963780030434,1,4,1,1
20,3,40.62611174972244,21.05305912855472,0,1,1,1
21,3,27.561069418320503,33.57951064790537,0,6,0,1
22,1,44.18828988207496,39.81100097553544,0,3,1,0
23,2,73.39320121054786,63.072391644670574,1,5,1,1
24,1,69.6534363361995,68.2894556682675,1,9,0,1
25,2,67.27042723480962,52.26460300042483,1,3,1,1
26,3,37.86215478731399,32.40482672669363,0,3,1,1
27,1,67.71923619478946,52.73102678878909,1,4,1,1
28,2,28.71563267651884,40.67551804982692,0,6,1,1
29,3,52.16187219946268,48.023321977438755,0,4,1,1
30,3,58.21522199613335,51.05264989150008,0,7,1,1
31,2,45.79896652995329,49.37641940239986,0,5,1,0
32,2,45.03336535889361,44.76934663597416,0,4,0,1
33,2,45.06142121370292,55.08969783662375,0,6,0,1
