candidate_id,G_Gender,S_ImmigStatus,U_wealth,U_prob,H_policy,C_shadow,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,1,0,1.187460579555971,-0.20252189911410154,14.625905315624829,0.0,3,46.89243797500248,25.648630272228367,0,1,0,0
1,1,0,1.2472899768564205,0.45098742532007147,15.253972601519513,0.0,3,57.70749535980287,39.255709214618186,0,2,1,0
2,1,0,0.6261386874009017,2.0934817145141578,11.187423065644184,0.33912693776026814,3,72.36895631355299,62.50937415357559,1,6,1,0
3,0,0,1.1313129904676336,-0.1944234539835637,9.915948496771872,0.0,3,46.585400533716516,50.0318275853416,0,5,0,0
4,1,0,0.9594784451283274,0.6939032570756725,14.051352926263318,0.0,3,60.50175409044194,44.25603089774388,0,5,1,0
5,0,0,1.0592285520964673,0.7483346498032222,12.699754972968563,0.0,3,65.31877596309825,52.84010766567888,0,3,1,0
6,0,0,3.0405378368150893,0.9472122440055417,10.946122548874662,0.0,3,63.50407451846003,59.7205561560718,0,4,1,0
7,0,1,2.038947646312338,-0.23003244268800516,12.991874568015762,0.0,3,46.02519270644105,50.554964515690536,0,6,1,0
8,0,0,3.9259307109969366,-1.268208638450785,17.271369327527182,0.0,3,26.981247973750218,32.56283228869878,0,2,1,0
9,1,0,1.9924222288850721,1.6120741010686117,13.343440152978587,0.0,3,73.93098647454366,49.72909335482677,0,4,1,0
10,0,0,2.2586185833616366,1.361706138221618,9.958579151374142,0.28753941783756454,3,72.36088948498318,70.70146502108571,1,8,1,0
11,0,1,1.9865410297251707,-0.5639055534006429,13.524359484971729,0.0,3,41.342168391651335,48.63501431567639,0,3,1,0
12,1,1,1.513844882357343,1.465661757865843,10.386232968341828,0.0,3,70.45963916191646,62.44401333366764,0,3,1,0
13,1,0,2.1137191706667062,-0.5546863039595255,18.427628571044053,0.0,3,41.0273928417459,21.505157573684514,0,3,1,0
14,1,1,0.9818829278254138,-0.2827572696047756,10.165517927482396,0.0,3,80.82667059777,50.131558486554,0,4,0,0
15,1,0,2.0054291999193663,-0.4111591013603217,19.432430969366727,0.0,3,44.45005335778787,19.113832338053413,0,4,1,0
16,1,1,2.077142499214688,2.0418362588225305,4.411990630860968,1.4290040195003755,3,0.0,75.11816133055542,1,7,0,0
17,0,0,2.260148750076304,1.8653123730003216,10.318943563731494,0.15207295696475037,3,78.09674111485594,64.41262256989606,1,3,1,0
18,1,0,1.3916438608308705,0.6632048253062323,10.826534370905705,0.0,3,61.15874830849494,56.36926432834963,0,10,1,0
19,1,0,1.9881499925664134,0.34354292037011497,14.357557046382869,0.0,2,53.87611515875791,43.33123043720563,0,5,1,0
20,0,0,3.4254785314331557,-0.6964030357608008,14.364532437040255,0.0,3,48.945806324257774,44.7445955364609,0,4,1,0
21,0,0,1.3315461529094912,0.2818615644219479,11.782323853565588,0.0,3,41.41685814635873,54.13738324613218,0,5,1,0
22,1,0,1.3690431947644486,-0.574865481625581,15.13371700014146,0.0,3,39.92503719163458,28.49752760557886,0,2,0,0
23,0,0,3.6410291095949643,0.5653389674688128,11.563705400319717,0.0,3,59.11289008360688,57.70911827367004,0,5,1,0
24,1,0,3.3625865085471,0.35008553510439255,12.725311900982442,0.0,3,49.85824423861176,35.893178741112536,0,1,0,0
25,1,0,0.7034122835165642,-0.7489360050283648,15.274849297738482,0.0,3,38.45778175255591,38.196109175192234,0,3,1,0
26,0,0,4.006634803473176,0.9087503780527687,11.720139144524712,0.0,3,64.1502341288143,54.972548802186914,0,5,1,0
27,0,0,1.4737527513149298,0.3001359389198307,12.205869380039012,0.0,3,54.08209489132165,53.65757898735259,0,4,1,0
28,1,0,1.9619309078872895,0.8225221211724154,8.084248066655242,0.0,3,61.745932490776354,58.75756820688012,0,7,0,0
29,0,0,1.4904498155160824,1.809247319416514,6.470953345330781,0.0,3,77.75278542376924,81.72894812605082,0,12,1,0
30,0,0,1.4850445772613976,0.7920051316304964,12.871810906727712,0.0,3,59.70877076543911,52.35675131701699,0,2,1,0
31,0,0,1.6171568671800258,0.9322051985168825,9.0567304046441,0.0,3,63.9708147124871,57.90375975813267,0,5,0,0
32,1,1,2.0429410394078613,-0.20509262043003051,15.616077874600364,0.0,3,40.72011811648662,43.25102955140958,0,3,1,0
33,0,0,1.7908269994775918,-1.746496704677824,16.95364159931892,0.0,3,21.641198769264665,29.47687707887936,0,3,1,0
34,1,0,1.5861982913235617,1.9185873141164036,9.061646617318301,0.4685384935414515,3,78.76623727976212,55.71059727251487,1,3,0,0
35,0,1,1.7623586276932,-1.4544044872477093,13.558230829601834,0.0,3,28.209530483201803,37.91582706283322,0,2,0,0
36,1,1,1.1537406307974625,-0.7109154662664289,11.543340795683717,0.0,3,47.37899965907968,45.94692143946348,0,5,0,0
37,1,0,3.577710961374137,-0.03011758527472418,13.418890844810704,0.0,3,48.148852830999346,47.11135707098683,0,8,1,0
38,0,0,1.0182833066233306,-1.206377834985831,13.816277823506692,0.0,3,32.79567479802158,30.21544134975979,0,1,0,0
39,0,1,2.800984572090808,-1.7825952721811036,11.218642781076673,0.0,3,23.751075899125617,44.85655483908405,0,5,0,0
40,0,0,0.8065358288675223,0.027484411311393106,12.287570735137054,0.0,3,55.01629728827677,50.38325507725431,0,5,1,0
41,1,0,0.802952002382727,-0.6162620497103893,14.094332085907606,0.0,3,40.89132406731941,30.508390666364868,0,6,0,0
42,1,0,1.5202030992951447,0.4051382612958,14.644940442866123,0.0,3,56.930582124849124,39.11140231540623,0,3,1,0
43,0,0,3.12446641125255,-2.148697549587759,20.936564746172063,0.0,3,16.410864573087714,12.087915785740133,0,0,1,0
44,0,1,2.033749813196918,0.01933821894088858,11.946959492613555,0.0,3,50.82206816853176,53.93507937641431,0,2,1,0
45,0,0,4.275491567953637,0.21855959380461223,11.385679155213596,0.0,3,52.413337310125755,58.39288801618782,0,8,1,0
46,1,0,1.4370839449542703,0.5395970926062251,14.863318268751291,0.0,3,59.52119021355869,43.0010990441799,0,3,1,0
47,1,1,1.4106879931543346,1.4061178051309358,8.367678713424292,0.0,3,71.25399034031467,63.67423542744748,0,4,0,0
48,0,0,2.4447762735246896,0.43066469894391085,14.181024293139174,0.0,3,56.307720235234534,44.18520603809917,0,0,1,0
49,1,1,1.084655457554012,-1.112858341492887,11.28276366807247,0.0,3,32.89991628279804,42.75777760113902,0,5,0,0
50,1,0,1.7548792181757944,-1.8319244812985778,15.903659179846702,0.0,3,21.185973059940334,25.990840672131863,0,8,0,0
51,1,0,1.6398969657969673,0.7799953362960703,10.87697788448689,0.0,3,58.94183268785265,50.60341896473309,0,6,0,0
52,1,1,2.228465696031953,1.229061547540747,11.242780319860257,0.0,3,67.94763434217298,59.637496573098936,0,3,1,0
53,0,0,2.686091735209398,1.0905004474431552,12.27965300973757,0.0,3,65.42133609687352,58.44765917857473,0,3,1,0
54,0,0,3.6694098995083455,1.9714509116048873,5.72882232819013,1.4870433290385554,3,79.1093728553625,69.68733719156693,1,4,0,0
55,1,0,1.28904895234885,0.12036799465623566,15.18397047786415,0.0,3,51.39742170539649,38.232441524981134,0,3,1,0
56,0,0,2.555568596916732,-0.8560236224716523,7.779880844329745,0.0,3,35.69666893151149,58.162470620558665,0,7,0,0
57,0,1,0.7375329578142152,1.429957097542485,8.076877302467263,0.258171667816939,3,72.10957883594186,74.48949546477408,1,5,1,0
58,0,0,1.2084226405636491,0.9144436917495526,13.104406635355371,0.0,3,63.051615799546255,52.43340873598653,0,4,1,0
