candidate_id,X_uni,X_code,X_behav,X_ref,X_exp,X_permit,Y_Target
0,3,55.35826141781734,17.990780048175633,0,7,0,0
1,3,29.380323020313902,10.219566899122352,0,7,1,0
2,2,51.1289768473367,66.42581758937469,0,2,0,0
3,2,73.3444675099021,52.026477249383376,1,6,1,1
4,3,40.26940722981938,12.41081969684475,0,1,1,0
5,3,29.855120476355406,34.612408244390814,0,9,0,0
6,3,52.6052062385013,60.337766607429465,0,4,0,0
7,2,48.94337418444191,1.5617812025170128,0,3,1,0
8,2,45.29616309576447,42.72480031817585,0,10,1,0
9,3,65.96043661792493,30.313312811900992,0,4,1,0
10,3,44.10635336286977,36.181553907324194,0,6,1,0
11,2,55.42795842020084,72.862316413224,0,9,1,1
12,3,65.48964956895688,37.118513937688576,1,4,1,0
13,3,61.97640732165504,16.261443551266648,0,2,1,0
14,2,47.724486871994955,34.46376965525878,0,5,1,0
15,3,41.09823344522569,14.015770698775006,0,2,0,1
16,3,71.10620437375,36.84501368999913,1,3,1,0
17,1,48.838486203937165,30.429569478418287,0,7,1,0
18,3,50.402357955714464,0.0,0,4,1,0
19,2,43.620678446404725,4.929894670010475,0,7,1,0
20,3,96.86705941565019,62.51059362469795,1,4,0,1
21,2,39.34912492436619,23.43032306017934,0,4,0,0
22,2,43.081664149102224,26.0682701406016,0,5,1,0
23,3,68.51584289373822,44.42337834976847,1,2,1,0
24,3,44.49324749573756,10.445295260008416,0,5,0,0
25,3,38.79904226238476,24.169083300828422,0,6,1,0
26,3,69.43978217595405,39.01992015224097,1,3,1,0
27,3,56.87161368029707,18.050969969865584,0,6,1,0
28,2,47.31334993787662,27.628075547776014,0,3,1,0
29,2,38.333073221217056,10.473243710523882,0,5,1,0
30,2,56.53185175636423,47.45241064763283,1,7,1,0
31,3,44.222218249077,59.050342090529305,0,3,1,0
32,3,60.849658624589125,27.027274663613298,1,10,1,0
33,2,100.0,28.969715683785324,1,6,1,0
34,3,78.37460175835837,24.771760955372784,1,1,0,0
35,3,45.321274673688336,58.224943182911076,0,6,0,0
36,3,36.95752617544632,22.041901218788215,0,2,0,0
37,3,49.7960177256357,9.622255166654805,0,5,1,0
38,2,59.54210144283966,33.77059221294609,0,5,1,0
39,2,64.73291029645452,39.5660190546996,1,6,1,0
40,3,40.99768409161121,37.85392745985411,0,5,0,0
41,3,47.839992971370286,11.989883982326877,0,6,1,0
42,3,58.64180548989514,67.62801781105952,1,5,0,1
43,2,62.58611987644188,30.63098278252309,1,5,0,1
44,2,49.13903957771788,29.892417525124145,0,6,1,0
45,3,52.92730596930728,10.658460542748777,0,4,0,0
46,3,58.01126054845759,83.94140790345077,1,8,0,1
47,2,69.08460611148183,38.67198822231811,1,5,0,0
