S0,S1,S2,X3,X4,X5,Y,X7,X8,X9,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,2,-0.16813365686450896,-6.07625284934362,60.483952163408404,1,0,5.081919337143136,2,15.83952353045823,1,3.41685728319505,62.943810688055045,-0.300796345346931,43.30214442106418,34.949669768883666,1,0.9882828341680492,46.583703491145805,2,2,-0.9786260047913421,48.69803194241803,35.176357885895996,6.408208301195034,-0.7758744824889011,4.8904042579869484,1,0.8313098357168345,1
0,0,0.2003951013860586,1.4118145357645098,47.92140661810903,1,0,3.67128178430552,1,20.590478532642553,0,3.998385696321664,31.665297702519517,-0.6629395525446834,51.160725480435886,27.679558039467345,0,0.5755107001059423,31.23035369382313,0,3,-0.25028171590244586,38.60726404153298,21.379219080851808,79.92229047626603,0.32584913012155664,2.802328158610276,1,0.7740786844900014,1
0,0,0.19132290102215008,2.227770471625277,21.685979152646137,0,1,0.9963753836716073,0,27.959475023454637,0,0.6468860829331611,30.269413759685513,-0.2573835887263002,53.59921496484059,14.910826410335794,0,0.6216231829972672,21.4521878456748,0,1,1.6387112814273015,44.696072248973564,18.19295921981839,51.44915740147054,0.2534342458451263,1.678262524525947,1,0.3026302339046404,0
0,0,-0.020042634720767748,5.243019663935296,35.202220449325814,0,0,3.96888580221367,0,28.392023031578567,0,1.339216319818826,22.793337916824477,-1.143550397966563,5.76618646637198,15.203719879280902,0,0.57698957221359,14.326122691462647,0,1,0.41929028730972107,59.815679062298905,10.955694307077813,77.93881332273526,-0.607791319347397,4.552167613346481,1,0.4680176886501746,0
1,0,-0.511625742316126,-9.507096910799364,26.39223415878997,0,1,0.9662884771853515,0,36.43378944029852,1,-3.153680367293246,51.067134943775926,0.21316187732804012,88.25388248140807,10.15351405763601,0,0.44605081235527544,20.85712797205388,0,3,0.8337315419705071,55.49171974279759,27.1667268570557,56.936624511219335,0.09213782994799866,3.463061180889456,1,0.03807460633151222,0
1,0,0.20802305066293414,-9.14293083670832,33.007569068570675,1,0,1.7916054215561907,1,29.718703407719627,0,1.2209657777933742,65.11917273066354,-0.04334979099857436,51.59851506074985,10.834316550792412,0,0.8479715079474484,28.38524714223864,0,1,0.6835807133384245,47.46189967361059,75.62416165118333,80.12459796093714,0.07101934823868135,3.663584023310383,0,0.31244191862014215,0
0,2,-0.22908820745271713,-1.4382842828989766,45.56309612227532,0,0,4.316880056120719,0,25.761357183832253,1,-0.07164450639027464,63.048563193505665,-1.1670643489394288,2.5655664906108875,18.885736889702834,1,0.33995029290962,17.24873537156641,2,4,-0.23081560915414392,50.5841838232175,28.5974712774226,0.720145834473751,-0.8617373116345599,6.000873065799519,1,0.5398854376781081,0
0,0,-4.367328502487369,1.527595176766516,18.521184657021077,0,1,0.6935762384344484,0,32.26583630161692,1,4.99997879543068,37.510828413532124,1.8420745553749807,33.22721074100258,3.9182464627695546,1,0.0698110692740424,48.675504864794384,0,1,1.8402738762926725,69.9325843486167,37.74181153905271,38.930634198186645,0.17995643356104643,2.8078680072715754,1,0.8276249301427281,0
0,2,0.027058588813861258,-1.7754900758557355,38.62492713360662,1,1,2.208156557925544,1,26.811017348038387,0,-0.0773466875420965,28.889739550228896,-0.0029934461778181043,27.428479844426185,32.99226376005767,1,0.16490336007731138,32.12980067849542,0,3,0.0964915219089832,40.36687991497442,36.4729767481007,18.152686910621973,0.19753439411253237,1.05961668692331,1,0.8717915477711107,1
0,0,0.17575654836576443,8.083704183316947,22.685516915052325,0,1,1.0485443293469257,0,27.40282749434585,1,0.23926333111089804,20.802779484416877,0.10662255042005371,57.349124226465754,12.919763962653338,0,0.936213110705675,25.17970161178561,0,3,1.3941978430505868,42.56278348323269,33.39805785293312,79.21683448447214,-0.2433784778987062,3.8997698263229887,1,0.6590847871936348,0
0,0,-0.6354980796239246,-5.067780473471385,57.79811933415102,1,0,6.067400111389129,1,19.652514589717434,1,-4.798397874300601,22.663378094336323,-0.9722353202338199,98.49168609525458,34.337427148048036,0,0.3616676446047765,38.91440073127122,0,1,-0.8164169588157397,52.01446500501515,5.513924927342657,94.39563074160435,-0.5416979827488956,3.5227044052146512,1,0.06517439194656033,1
1,0,-0.16089808499874156,-3.782188438076485,68.20134678090963,1,0,9.531381464592059,1,22.748635479035975,0,0.13894266337063854,18.997450115731716,-1.0397156295698198,37.30509073827901,6.4912497922871015,1,0.19910914528303109,29.04806521710527,1,0,-1.9679688276635214,69.99102940854311,49.62843844436347,94.69961834917822,-0.07911184885324049,3.7081976115158053,1,0.7787214669920695,0
1,0,0.007770004641711041,-1.9475377566799494,48.30719127090809,1,0,3.0693454543680367,1,16.3806438576753,1,-1.5018251583700248,25.657128071997015,-0.23141925635227442,17.71843943121333,27.933584639098214,0,0.21793128115259952,35.310441962603775,0,3,-0.19771852853993652,42.751821347809546,45.96865023041329,92.38648322888804,0.3624775137248745,2.4142169564190143,0,0.43876810407121203,0
0,0,-0.010406559503242676,-0.31990274474411073,19.22089769509986,0,1,1.0453527853979885,0,30.116613063713142,1,-3.859155872886956,49.11224357532962,-0.2353533520301312,44.762504697280036,29.629655344256918,0,0.6877674827821252,25.121364860449972,0,3,2.076026847977522,46.401145411904665,22.4831097643116,88.19497179738549,-0.5925621480003227,1.9892098603091244,0,0.47319867271765753,0
0,1,-0.5845918755577154,0.7028914728213245,42.51002480747637,0,0,3.371383446172329,0,30.959779450545795,0,0.8396006961614191,48.011502323723306,-1.0735301924645153,56.046263394732364,25.414251415521186,0,0.5893334898688561,14.93067679477463,1,3,-0.3076715862547359,52.31931875443109,12.79400380443883,2.8172179081253135,2.0552216681020883,4.662289955638832,1,0.1956358865429753,0
