S0,S1,S2,X3,X4,X5,X6,Y,X8,X9
0,1,-1.2801902102938394,44.85417867993324,-0.3954496282659697,2.2661745077950584,1,0,29.918202315278936,0
0,0,0.7093959039255318,29.426710621072818,-0.6314441017645235,2.2165253383389225,0,0,30.386962764670947,2
0,1,-0.352098050105297,15.168705654127361,-1.3363221485947614,1.2240988061919296,0,0,30.553689592901836,2
0,2,-0.747735900929814,61.11650629899976,0.38932990142640056,4.277607736449837,1,1,39.01728772175921,0
0,0,0.32074080297656127,60.94083080716444,0.048753394262841455,2.0959749935934653,1,1,30.34631732301623,0
1,1,0.8806272016102913,34.306374372426426,1.069836186926412,8.08347533510034,0,1,67.73413297621525,1
1,1,-1.2729607644907162,45.2801610692979,0.7904359548152744,5.432085460932262,0,1,62.448289620141225,0
0,1,-1.0285096442645796,34.5493920127391,-1.2131845416695382,1.196046939959984,1,0,31.99053427097759,0
0,0,0.6036253052886875,9.291329794536637,-1.1291279070871847,1.416394266598251,0,0,33.63226258795454,2
1,0,1.2426314042218312,31.09116479896055,0.7969619484950095,4.997726043924867,0,1,64.45337228106854,1
1,0,0.27190019523163605,23.91590653120803,0.2333117278045292,4.976793461869113,0,1,51.40933588596951,0
1,0,1.4407411180253111,39.15807454381786,0.9955881130728778,6.270112789529962,1,1,69.9497776285821,0
1,0,-0.9415260882793387,11.626448417656192,0.6957223414908756,13.491910365399113,0,1,65.39469943995906,0
0,0,-2.4592076704411947,37.68901278994299,0.07925416782264139,2.8645934341935577,1,1,37.914941992376825,0
0,0,0.5074684357796003,32.62656641914181,0.4272884148607497,4.0711863519997795,0,1,46.97367831844992,1
0,1,-0.9730811259163425,46.319593150574946,-0.3146847534784226,1.3694017805967251,0,0,31.258220935864728,0
1,2,-0.0713774900207052,71.08479171416343,1.2789310926462378,1.9727809802426008,1,0,61.25526095489188,0
1,0,1.9641474258142133,61.39862081189374,3.5712150394960482,31.55830028348502,1,1,69.99999955165481,0
1,1,1.0680997388737095,40.84752728363715,1.8947200944949547,14.207537947348653,1,1,69.8696030514376,0
0,0,-0.41527314759120165,17.096010848610987,-1.5605331379643685,1.3785132793406831,1,0,25.44974131281947,1
0,0,-0.5268406970217624,43.10604651642101,0.14214368888174853,1.4204444287955613,1,0,39.4006170321217,1
0,0,0.6971994772632129,37.6089929931613,-0.68408637017934,1.5718986757205815,0,1,30.334948337933017,1
1,0,-0.28729867220321065,40.646403463079565,-0.25615368948846473,15.74448218327926,0,1,32.33932745095285,0
0,0,-0.09241308383667654,32.6731674733793,-0.28019894881206087,14.938015322141675,0,1,40.08892920555679,2
0,0,0.24600368721810534,32.28666201584999,0.01829695464376843,9.770949264002255,0,1,41.240548279744324,1
0,0,-1.340187841305673,13.239706276819994,-1.396558572355578,2.6451901346156115,1,1,32.23379275729994,0
1,0,-1.9834302183029007,50.722957708017816,0.8619762504820895,6.06684706869786,1,0,65.89964259954081,0
1,1,0.4245775597014157,67.31029364788287,0.752735469673006,3.7734022155647735,1,1,49.179243586568944,0
1,0,-0.050862902964223654,21.89934144789777,0.30199909186500934,9.151276994264856,0,1,57.18638016215389,1
0,0,0.17980997511696797,32.32470041442254,-0.3373360957065456,1.7903267046758415,0,0,30.286870057346583,2
0,0,0.028081515477585726,26.926707605591226,-0.26496315604717774,4.197275545491363,0,1,34.095056502486585,2
0,0,-0.9314522833163963,41.467960078895665,-0.7381389874530883,1.0871881944107256,1,0,31.03606345210201,0
1,1,0.8321034231090497,30.36653404547146,-0.02619155189630007,1.1965443287434818,0,0,40.948505698773836,2
1,1,0.4770736100516387,23.30210522354389,0.4247696708658415,3.9698983699450765,1,0,64.02473499801589,0
1,0,-0.5464238270921623,24.858351306598916,-0.29434066062726694,4.535878047380634,0,1,31.706774773031512,2
