S0,S1,S2,X3,X4,X5,X6,X7,Y,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
1,0,-0.4684973029898531,0,0,0,44.17036785900887,2.330641591842846,0,1.4595966493073826,1.9433131916944808,1,23.358329573333172,0.723971189326024,30.172842302196695,1,0.7943557584641162,23.94871363933342,-5.470193519857264,72.6218263651821
1,0,-0.6328202587211007,0,2,0,96.22999704591003,9.436032531955076,0,-0.34019948806649225,3.5913901949028313,3,17.309503605966754,0.9751321874419885,31.229936733515828,0,1.291373699830579,35.71095609955047,-8.927185227618523,94.04971580480466
0,2,-0.5128711692101886,1,0,1,15.472894006521642,1.8828521104805611,1,-1.8318664320484535,4.3706429043678,1,32.3097328517693,0.22449330402878237,1.1040731991582264,0,0.006411379636234748,62.82332879807133,-3.1816531653288926,33.96747744618372
1,2,-0.18260346315035905,0,2,0,66.49211867654246,3.220021414260937,0,-0.0609544732923521,5.695705680116837,2,13.564319931680293,0.4045623206865775,8.898800839864567,0,-0.45306798524819397,55.77673170149577,4.940964368241254,72.06077348517444
0,0,0.2758191398908357,1,0,1,58.98484616631728,1.7640460423022215,0,-0.3079291317134907,0.9423553139199264,1,11.510733505151126,0.14986035746186693,38.65056269553884,1,3.2078291093505693,36.90690126834517,9.775286019577397,70.54908613469293
1,0,-0.06819327758262375,0,1,1,75.89069712735824,3.5020663904005085,0,-0.006944895774051787,1.3814590312553687,2,20.50191233908837,0.8150080384733751,37.64304890567844,0,2.4896342544831707,38.842461220797695,-4.678141864677404,82.09563686274637
0,0,1.0799129386901192,1,0,1,20.92883218562906,1.0909886204069503,1,3.2601631769964796,0.8732308060713975,0,79.90214336723865,0.2614449828221082,36.80395335789494,1,-0.02837499026884008,22.008888590557124,4.793371730255501,12.731827313171095
1,2,-0.5038893157210814,0,1,0,75.52222561723654,3.6781866967579417,0,0.8006181548954607,3.3189585387517058,2,14.583477966968186,0.6800582596629449,26.1538205382592,0,0.9900251703419256,31.59750490650611,1.142741852481123,82.67009102589178
1,1,1.0165576010130695,0,1,0,18.14267157491448,1.7774978502952155,1,-0.01646079433376892,5.047484980524289,1,51.16204506397543,0.20200631841703504,7.320252227018667,1,-0.3315220387277148,36.96728893180785,0.6528945803667145,50.84808557456666
0,1,-0.4129234530616298,1,1,1,29.997724617383746,2.093635733004016,1,-0.12339550003685637,1.1784698327021268,0,65.65242677667918,0.24179954484502103,32.08742071465693,1,-0.9601830620286418,63.27611414777517,3.851831093308,3.5390901301301847
1,2,-0.02257354311303113,0,0,0,38.79189633800653,2.798098458037844,0,-0.015370748705296445,3.950100287643925,2,20.72773518974452,0.528141240733034,12.36964669980717,0,-0.7909584003109598,33.80720853550108,-1.2030265381882916,52.35671807463733
0,1,0.009625704381198339,1,0,1,10.608500803147047,1.4821413618845303,1,-0.08840903882217872,3.9337602597771926,0,75.12155868496882,0.2856785321330353,1.8291570796681356,1,-0.33435023757520654,50.744347272059585,-5.979708437836613,28.2567604012799
1,0,0.18524740783429294,1,0,1,25.74540128808366,1.6792441479598488,1,0.6132258656699835,1.4603016375906814,0,70.3200184282413,0.3040589184238924,23.606892906408344,1,-0.5434104478393548,28.76836768731235,-0.6343036407876657,16.443063035215292
0,0,0.0016701748785956229,1,1,1,19.00269132258179,1.613885383560714,1,1.0220000984754516,2.8902011489263297,0,61.86575758209407,0.255171484770632,7.4118773448693105,1,-0.5396590188433279,27.221618955763113,0.06113905096329475,29.617570332242906
1,0,1.0588450458824608,0,2,0,93.44310375224686,10.516166933152835,0,-0.4046994124487581,4.972557312672686,3,20.482107519672077,0.9762670284156878,28.74490485066193,0,0.44997429365207825,47.72901483684528,-8.846994394006533,90.22161285241293
1,2,-0.11814065612099184,0,2,0,99.85497501575522,25.487519551929736,1,-0.39788410650680406,15.175097409305904,4,16.204560297992803,0.9953799640128393,12.736531371530289,0,-0.6771488902063092,69.96727654619784,-9.69039528031766,97.46312773608076
0,0,0.734590920064871,1,0,1,25.902031562195283,1.671011507292165,0,1.2858052367458677,1.0939213540226214,0,63.198356173512124,0.15963364014448916,33.566487482391885,1,0.22319018255737821,28.47461937660473,8.754584670805365,35.04351603303238
1,0,-1.3792043657820405,0,2,0,91.4283779194734,6.164749440369221,1,-0.46035524074112544,4.676716915756085,3,22.57939967513942,0.7726089457146506,17.691610595122217,0,0.15079508048361948,57.407958912322556,-0.5569687919792248,83.85841811698602
1,2,-1.213099482454954,0,1,0,74.67173265154389,3.7643639786589036,0,-0.412573913014314,5.142225571796748,3,22.240606488832462,0.6067910424663502,12.721096413377174,0,-0.16491661503544616,58.12563428173741,3.2424245486402548,82.32133734010596
1,2,-0.35245162800553964,0,1,0,99.20929325083563,11.30017602748349,0,-0.9421659245179934,5.803997222192344,4,17.215302762242203,0.9632273982694096,30.339920519541742,0,1.1483366995054847,45.69705912348558,-4.817389140272395,97.0376865080879
0,1,0.3328933146870372,1,0,1,15.455304891261084,1.8243142044601641,1,-0.585031697859609,1.9724230253433106,0,73.08038987916242,0.24740782611825413,11.485649037855401,1,-0.21118505679028804,52.93644059724898,-1.2252945140097307,14.23624591299048
1,0,0.4832749610293828,0,2,0,98.82532786524767,17.435284130040753,0,-0.48263156545678104,6.3084340022883465,4,14.954595373508077,0.996915711098409,27.716998951038168,0,0.8274320289625581,55.075974800708785,-9.902359623304292,96.15335754335173
0,0,0.08590574837676798,1,0,1,44.29187527287341,1.5033830750920572,0,1.3801628171469424,0.4641614946163378,0,73.21857360462047,0.28226613094249503,39.755143029731926,1,-0.9902003697345235,24.76175648858914,7.235381333576434,3.458708673925276
1,0,-0.010729438816623854,0,0,0,55.649158016816536,3.660407845318727,0,-0.12944242152594632,2.777769122417257,2,10.556831321478537,0.8055396684177694,19.90911215424163,0,0.4964829012391823,27.604239559048867,-9.030542008417093,66.28145177899486
0,2,0.30515392633660793,1,1,0,14.499614960508511,1.495707965448984,1,-0.1930395014233671,7.4226687771123965,0,77.84548092291722,0.25457309856430177,0.35379431872267775,1,-0.4967322051991956,69.80203981083743,-6.667831984376874,44.10778136488735
1,0,0.04394036606080121,0,0,0,57.758973493125985,3.202718963731119,0,-1.404052024298115,3.1918306604006106,2,26.321858524948993,0.6582381951636299,21.88743282954027,0,-0.05623500727591796,36.33124708729352,-3.5756515808654896,62.9245788243987
1,1,-0.5285904039941749,0,0,0,77.54842427519826,4.075974879439691,0,0.1887703151016912,2.643551021220278,2,24.24683757954069,0.7412717867380655,31.238941782016013,0,0.8807169740979803,28.071129158906103,-1.7309202630815683,77.88079793985122
1,1,-0.37504924006435053,0,2,0,97.00583391472067,11.461473707979696,0,-0.24907747870724148,5.188352969691697,4,17.926680619109018,0.9741479027222908,26.759730965983508,0,0.6849933171803555,45.75450072156937,-6.749769639978732,94.23270931436156
0,2,-0.5680739145354924,1,1,0,32.49341243423747,1.28333887526171,1,0.34532868137026274,2.7449418840179924,0,56.3366746493037,0.2322977715360664,12.489589399267643,1,-0.39884885283650656,30.41363120700729,3.3314270146725367,35.4234774907299
1,2,1.7567743055868537,1,0,0,18.45657765063612,1.9086308279747355,1,-1.2994833284372733,11.862342027877759,2,40.88077274864781,0.22473300069251823,0.13315959269216915,0,-0.10041721786371056,65.93874416071608,-0.935855930638045,67.46236017927501
1,0,-0.10961798825197921,1,2,1,41.638962465275505,1.8494751832561753,0,0.4479328985357964,2.014908748087961,1,25.397329628701733,0.2836618692574594,24.026561924794233,1,0.771401045501141,29.340660097321443,5.77120251778487,52.70385918703242
0,0,0.40663253513286984,1,0,1,25.68360220166569,1.6029897561795767,0,1.330714377547312,0.8483592829957487,0,59.32034325229932,0.2266655598849785,36.7072351664813,1,-0.488708496759751,49.889113766470125,8.047795676007816,14.90426790741638
0,1,-1.4946595729849672,0,0,1,22.509094131823993,1.6431148000907485,0,2.2580464007647936,1.6889684910913123,0,39.67031362156443,0.5106418792770927,23.33550903669994,1,0.14908819153627695,28.144857873798912,-2.249970029305982,47.2059598675491
1,0,4.381495859584809,1,1,0,57.11360365880237,5.228699691464135,0,-0.4811418218712345,8.218310620150989,2,17.81004131737165,0.7115222037539917,13.661173008705582,0,-0.8729353324013754,46.841935436173294,-6.772462710112251,71.20295209154354
1,0,0.42076457118758565,0,2,0,46.54793806937618,3.34792626406871,0,-0.5043626292316996,3.8110825856215214,2,37.2559389009217,0.5739362237226779,9.987169891712496,0,-0.13974547258881181,38.74204713267676,-2.279702251604534,57.751924318823924
0,1,0.13807429022041484,1,1,0,56.77996224255415,2.046580208610893,1,-0.5070731417470918,2.5820974928932485,2,20.688084741055214,0.24824387653331959,24.892367940472337,0,-0.11443977315090618,34.83745024291126,8.432827800266914,47.99913249263284
1,2,-0.1448943115456357,0,0,0,74.44213798515808,3.679699171443033,1,-0.3933854359258751,6.636770559728251,3,20.212451499748248,0.5279035122348371,11.176492794382348,0,-0.7314427723701136,58.835702644384064,1.2681817471399484,73.35219198508854
0,0,0.031190211922254303,1,0,1,38.72599013215533,1.6733825488509961,0,1.451147913598511,0.3851059280251451,0,71.27373716897898,0.20592031717941706,39.85741596913806,1,-0.04923980627643922,25.45665054042151,9.031916826119687,5.258648386074621
1,0,0.4062727809230056,0,1,0,69.0280589859967,4.1150179712037795,1,-0.5115359216418359,5.175231645653687,2,21.619494780344155,0.6317765086274174,12.726580481600426,0,-0.5900109345820501,49.620089900604,-2.4753096225806352,66.24243658040663
1,1,-0.5144818652901827,1,2,1,17.74414338606134,1.60257588927387,1,-0.2597843866754872,3.3104980554491537,0,53.25152135966601,0.22921765073487077,5.174811426411474,1,-0.23627745482324397,58.98120956861603,-0.5573203213725186,48.88425360803683
1,1,-0.2889155857694043,0,1,0,38.66229608311463,2.059343322514779,0,0.09662876909440703,3.7331924226680675,1,21.684774595356615,0.3440278013902075,16.107082712708305,0,-0.3790244109977114,34.226490643058995,2.6972752494318204,55.88008108985826
0,0,0.39359210361150565,1,1,1,15.922378984263641,1.5879692715673763,0,0.4224265219494728,2.6040457640347645,1,32.389912703465235,0.3395261605309631,12.75210841757719,1,-0.45004033580391584,24.238003847187027,0.708202378725094,44.229780819463414
1,0,-0.0730299538049448,1,0,0,50.99449589922796,2.61594881652146,0,1.1214028818316388,2.6089257671818222,1,12.857233078297359,0.6381710709334325,24.583944915287574,1,0.5954188600190514,20.97861667444874,-3.4485189636710682,72.60580293226133
1,0,-1.4482878937478414,1,0,1,66.30505669740964,1.2137421353421818,0,-0.4728932145472778,0.9126821021824829,2,18.330382915435194,0.16188049516965586,38.611801554773535,1,3.285415029297709,27.93123661515814,9.862671006761403,83.0417194006412
1,1,0.31867728739711165,0,0,0,12.886870725860833,1.7202501162262274,1,-0.21443879918686914,5.766012954151192,1,55.489732973627696,0.23484459884765696,1.5503531216351951,0,-0.5354524470538523,60.50288174909992,-3.163947022107516,56.46005522669956
1,0,-1.8694412240589366,0,0,1,65.60363852277756,2.305548527043079,0,-0.2397323077402358,1.761204996869861,2,17.611102288183744,0.43856527682780444,30.820906022104086,0,2.3714093196309043,30.246787638278498,7.262542075041196,84.16569545332166
0,1,-0.4939535770294369,1,0,1,20.887664873624463,1.6741195751642646,1,-0.21686179294712604,1.5549857460802898,0,73.80831361265771,0.2004269472066722,16.893019141951612,1,-0.39631397069664087,53.56128698897394,4.236982783458059,8.83337911483943
1,1,0.15971755081913258,0,1,0,63.22169272526003,2.9392824777528315,0,-1.2399637811453617e-05,3.7350863024589205,2,16.037270579248542,0.6104835132561532,19.806866107668096,0,-0.1435348397504186,52.426811789016654,0.19366539487315748,67.0817830962736
1,0,0.06987728675202644,1,0,0,32.52863508808622,1.5675305748402417,0,0.00801483298053737,1.1576800601579493,1,10.81052715213981,0.466507487230711,38.90222630479609,1,3.949853797549981,23.653850193678192,2.2368443124609456,96.6201360790113
1,1,-0.8511952435098298,0,1,0,85.04750315213403,5.409993756971291,0,-0.44707827557819935,3.8489421629639953,3,21.919787099608783,0.8161503055769175,23.42098319859108,0,0.3237445920722502,37.82634768658908,-0.463989848598656,83.81586544420045
0,0,-2.553546734151218,1,0,1,12.723930065739191,1.4826037830217278,1,-0.3396567836736797,0.6904001377766833,0,79.51958509999812,0.17839755313310562,16.892843773113018,1,-0.0063059498789194025,56.65046488905481,0.31816748576657794,1.552959968208506
1,1,-0.8997340846541062,0,1,0,98.27437143082113,13.686120709751824,0,-0.2076296303475755,4.860062535606451,3,24.57813517416641,0.9888449529765364,28.632487871883146,0,0.28210566874645665,66.73011574816277,-8.934739562717104,90.99103236994065
1,0,-0.33324095226370326,1,1,1,26.12662813283539,1.6195380742908825,1,-0.4230667418938679,1.8998118128225796,1,22.523683806447323,0.34429415291487964,17.688784378723376,1,-0.2137147589675592,31.679931264842395,0.18815573805644448,29.04248779833552
0,1,0.44564638395127826,1,0,1,37.56176321972866,1.6531769825897755,0,1.4040337096427515,0.4397362442663346,0,78.2708127814187,0.1817268125348957,39.61994686907224,1,-0.2991727619778329,24.66319761178458,5.871775084087021,2.7040349689068153
1,1,0.4441715780547418,0,0,0,69.41947866593034,5.393722294253689,1,-0.5917664303202931,4.7711613141242095,2,12.90371372099402,0.7501936836741268,12.832669310866907,0,-0.21888060423923256,62.20775310920465,-7.598932256890252,74.44376539477014
0,0,-0.6137903674665374,1,0,1,44.42928314692431,1.5320910652733049,0,2.5562568072111502,0.49549727391026305,0,71.2929403033509,0.1987027743832513,39.48561023877443,1,-0.6924270462926754,25.429772988136538,9.537421116824639,4.2918420865803055
0,0,-0.025186453398553642,1,0,1,18.62323551073162,1.613256821238446,0,1.7138349996712745,1.305484591633426,0,59.21438404928302,0.4838829903659782,31.095097183834724,1,-0.6995848141823513,27.593623519219435,-2.26634708592794,14.764027199439534
1,0,-0.38535040629663103,0,2,0,97.34149935888725,13.451742012136911,0,-0.5708579977009088,5.406077557138633,4,14.288077219020012,0.996424897918902,23.938748912255726,0,0.8183383772518572,47.42463126235717,-9.679310457123274,96.44763120507737
1,0,0.17623514044389105,0,0,0,49.68253135873832,3.399695134944514,0,-2.0939411687959177,4.296903996564903,2,12.659364552184558,0.6321237235870287,10.056100201608345,0,-0.640813385171212,33.614753561134414,-5.09501534908353,64.51143858019724
1,0,-0.5516695306500037,0,0,0,91.85368824762405,5.3446344634903085,0,-0.2423048838322458,2.846208127127925,3,12.922046959067114,0.7892407132173538,33.79935420166796,0,2.621503827930568,31.629556652180312,1.0570840955974,93.93833798258801
1,0,0.2598708384296083,0,2,0,43.203432095160274,2.7312120732491687,0,0.15223642080900546,2.933609206329858,1,25.171288900455515,0.711501535094677,20.45577340087543,0,-0.2874079350357801,28.736005421821012,-7.3741326611303,58.624428829463284
1,2,-0.0734202661969619,1,2,0,23.519586499364394,1.706449319405732,1,-0.2950277883568746,5.944669322170066,1,45.11515519533042,0.2220805574460462,2.465437965859054,0,-0.7117720042716207,66.81414376547791,1.293501510266628,43.48762086858115
0,0,-0.8142787176159424,1,0,1,26.783978224984278,1.7228471311399085,0,1.705638621561564,0.8502214230172106,0,46.77311106449481,0.306240546736838,33.491638823910876,1,-0.03923374768128859,34.56606892979602,7.780429643585759,10.416851676032307
1,0,0.8987247165429305,0,0,0,31.54717416190374,2.2640704921757173,1,-0.24788671082915495,2.9243164735659275,1,17.35494121248642,0.32404061370282705,18.0318753675361,0,-0.4374819557267596,32.35332467859815,1.932387845995633,38.822983287594425
0,2,-0.5597098644779814,1,0,1,27.50202428378572,1.622878952463441,1,1.0826409563335795,1.2330430975582818,0,68.64177753151496,0.3295158609476977,25.967075516763547,1,-0.7621655411966888,39.53116582414775,3.270634084506753,10.1258656987597
0,0,1.1838299013320823,1,0,1,14.019995512650812,1.6237114398856103,0,0.7472073091795113,1.1741975562550306,0,68.62766399273667,0.3043679438727721,28.90035838855524,1,-0.291787433787774,31.898140103458125,1.1425587089301672,12.665915797860588
1,1,1.048832552735536,0,0,0,65.62330455562592,3.9030594848984537,0,0.15436684941855092,2.4769764724090324,2,18.410950950767372,0.6945531482223389,31.851371990216713,0,0.6490550132809298,27.76614285549583,-2.535171612837768,72.51912798026241
0,0,1.5943891909630756,0,1,0,61.2911001629661,3.450608697218278,1,0.015524955410469592,4.786649666332222,2,15.98897380074149,0.4962939706005667,11.585556778883007,0,-0.32813434968240573,39.844172518840836,-2.49561392003558,57.34895923189845
1,2,0.3401197000826498,0,0,0,59.69287685108409,2.8274713987750117,0,-0.9222941589283383,4.508680349504531,2,18.591287773278662,0.6374782895512697,14.776897270862012,0,-0.1927394385616562,26.750167535011734,-2.3527842434455595,78.16134335318966
1,0,-0.11042904205483853,0,0,0,85.06542156255706,4.534297605466184,0,-0.9921181742482568,2.751868213683535,3,14.4376962791852,0.8657234684652082,31.77808673962073,0,1.2508590798340145,42.23152013965833,-3.334232801213002,83.2412253735046
0,1,0.37171164129168205,1,0,0,20.623617784886996,1.6386451116107212,1,0.7393932395243202,4.100035121318362,0,63.13628911077534,0.19496823549342612,6.479226024749398,1,-0.6140605718488019,59.00989701046678,4.353891412899529,37.23398786577556
0,0,-1.197806368705074,1,1,1,25.843778633610064,1.7034944769156994,0,0.9723560440089836,0.6643162685204452,0,37.17521704980311,0.39302908218608634,36.03307547807586,1,1.1509419735995605,20.827124058464467,5.489217916101703,23.96552503697898
0,0,-1.9884734788187601,1,0,1,17.210761835717335,1.5183716373382297,0,3.799880787010724,0.7109289254164505,0,72.10379427426534,0.31268049400204256,32.56368956427051,1,-0.4977977403153943,28.64663127903866,4.53928338355189,9.02653442325314
1,0,-0.5749840559254368,1,1,1,46.14068201704337,1.6552206527392925,0,-0.07381583153593968,0.992623086277943,1,20.491314859623806,0.3682512083038769,37.613245115158136,1,2.3856410988152805,24.98229529965183,6.586113916900548,68.84992629380115
1,2,-0.9066339509924142,0,0,0,38.502061698500434,1.8596069079316915,1,0.3149446833872301,4.389134943010642,1,25.558160243401453,0.2342355771616026,6.273506599166144,0,-0.3995768392439079,61.270990322004884,5.232714364359465,59.20866718491038
1,0,1.5841377084203403,0,0,0,52.58812775011893,3.5709542758008466,0,-1.0973242753903243,3.620693276871286,2,16.124305268598405,0.7242710528023943,19.629448482916683,0,-0.531773942516629,42.24327782888382,-6.4253394854650105,52.622109507886826
1,2,-0.2799209227808073,0,2,0,82.44078584733457,6.251679343663556,0,0.788624154773069,7.660568166514931,3,16.855554476456867,0.8173643762859537,9.43304434378749,0,-0.19498649213900113,63.653160801093435,0.3207481894708266,87.93721073326257
0,1,-0.4460279631616107,1,0,1,12.887441804698918,1.6428590875597808,1,-0.05455679623049626,1.011356584774906,0,79.29238596939146,0.28022965164567654,20.308661021692743,1,-0.7266950559338751,54.68630816027302,1.4195339622035306,3.3401356952287244
1,0,0.19129853119643472,0,2,0,99.79046008128438,23.344059408383895,0,-0.5909383115204664,6.655673190188146,4,21.459750432811077,0.9986545299471536,30.66243561243734,0,0.40754156266183206,57.912291754051786,-9.796949181557082,95.93458489292182
0,0,0.21503612286067927,1,0,1,22.48820090227704,1.6331308638714486,1,-0.07096248160257707,1.8461202955193448,0,48.54472851535246,0.24621513490177444,23.009695248813486,1,-0.3814877820850838,25.70788215786416,3.0568971576841584,22.564565907927193
0,0,-1.0125906632324453,1,0,1,40.02160484604431,1.6086454602314413,0,0.7960287892449742,0.9166609155174817,0,48.89938790699793,0.3501667774485401,35.86588353739324,1,0.48123435193377445,30.772807327103692,3.7607042166085964,23.65657793040533
1,2,-0.4173135066958101,0,1,0,93.83048469222295,7.809900243530135,0,-0.44698707596499265,8.830676224593564,3,13.271669042887172,0.8316693431859516,12.246236898695994,0,-0.1480734765152841,62.52063349135463,-1.9490089218601945,91.2703299974017
1,0,-0.41786251598484625,0,0,0,89.29851405202601,8.615311601812188,0,-0.11319636010704259,5.930869581411046,3,14.319479161454026,0.9487668566541188,14.324972493187449,0,-0.18196179446931077,54.2248116561871,-6.751523789805328,86.55787534418278
1,0,-0.5019830209153566,0,1,1,71.35713267273607,2.9373590149583646,1,0.08165535218809342,2.343883032483025,2,22.5027803828548,0.48473485197240973,30.15331853227364,0,0.9450402225662194,34.1422048319975,5.310786962547915,65.26336210072118
0,1,0.4927419773505832,0,0,1,40.17802416126087,1.8874694874274347,0,0.4270402630055623,1.4367749515478396,1,16.89649337119871,0.4646259510096632,33.97050715191664,1,0.7373087953525305,29.430344847528705,2.6831973172600687,48.828579200418396
