S0,S1,S2,X3,Y,X5,X6,X7,X8,X9,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,1,-0.6292285901029123,0,1,54.598150033144236,0,10.425301884699685,38.976971541887764,7.412604592169295,2,3.4676138061463377,0.5913428549099309,0,-9.949248739403396,0,16.359331530035263,1,15.416873571640606,35.539049438263895,50.06265585595783,0.024383059675956165,0,26.808675517186813,0.31391433184789697,2.2008042266371004,0.6828550821058019,45.35814015902248,37.6229359627169,0
1,2,1.7226125071363374,0,1,9.921379909928053,0,9.855897443096591,61.00724928366183,-2.8941923784276167,1,0.7641014572144216,-0.29077563600208334,0,3.395907931685379,1,50.732637216657366,2,52.86530431329406,12.297908936351776,48.19071689009934,0.4415168404899069,0,23.13046037151718,0.22078211489525162,1.6600327097580592,0.3501815145017452,63.06047578605618,2.813196983556927,0
0,0,-0.1309463882601836,0,1,6.248549321708135,0,11.133490626145392,41.18186961149512,-1.2888279638113858,1,1.474075401844874,-0.5745249671158745,0,-3.5144276206436835,1,32.29445822738089,2,29.691064087097114,21.336839688325487,46.171715349750954,0.44858137937913073,0,24.59511737607692,0.1932128005918744,1.718295389787653,0.8170652108967832,44.9732964799746,19.214753636301104,0
0,0,-1.4829202959051953,2,0,0.8553417159660948,1,39.322629477331134,32.47348205472826,0.8184691344264259,0,-0.5465993170954428,0.28815452878901976,1,-2.502265470265346,0,70.34481600790778,0,11.697743098344983,76.05584586398007,54.94777664614213,0.4096826664658942,1,20.93489231670639,0.997990343498519,1.3730859073172998,-2.669304082875261,82.21896528649295,36.159962734247124,1
0,0,1.0837477637391288,0,0,2.305234519267108,0,9.120050395547265,37.76797669054345,-6.766106140426473,0,-0.28243388592149643,0.007679453787686385,1,-5.157168595588305,0,11.82284108158509,2,61.49200478155174,38.67284979440914,40.52156051274039,0.3729277900197602,1,32.203651624447225,0.2406109496026777,9.468646284263105,0.6908662160093896,37.90028611345739,6.492623734624649,1
0,1,-0.5025660733967133,2,0,1.7909959589499012,0,36.15663605912086,50.39387570299543,-3.633670001632117,1,0.741818830337766,0.5032743732968041,1,-0.2087618208796922,1,76.97629959644863,1,49.73111461378873,29.139879231626914,38.59852069780178,0.1696422791345315,0,19.08034083468025,0.982666915583837,5.898895731023039,-1.6128791511019365,14.662727765129052,27.731641901243723,1
0,0,1.0931583701982657,2,1,5.491063027960158,1,37.24229785267301,50.50427059974115,-6.076990878558611,0,0.9511750414114846,1.0514183798585253,1,9.999922368471083,0,28.68574757020057,0,41.39899877271865,16.650039937974277,69.99960134088722,0.1448013370190938,1,28.471260543932228,0.9860721233762744,15.258742958683735,-3.2461037162505653,16.987600153118304,5.688961657271445,0
1,2,0.3197045040937048,0,1,2.5168866836861947,1,8.492605459288367,51.20880974007857,5.0868744676315245,3,-0.387902875074105,-0.7778586184477904,0,-0.9817189120024157,0,16.339470325230387,0,42.50039495113135,56.086335115461715,41.12650696233965,0.812396816777792,0,41.9609481997949,0.21057768303138819,4.115690738992245,0.4636823260463217,27.64682647149922,16.1542500253035,1
1,2,-1.8559568532245083,2,1,1.4912595333462286,1,39.607869531230804,29.17842785419601,7.168409676152297,3,-0.36429380755836205,-0.8309168676386914,1,-1.6077173595867258,3,79.98269321978091,0,43.899887574834125,35.809485944686706,41.280388461168016,0.5807340717912909,1,29.34620464651055,0.9627202599754509,2.643926583718078,-1.269970129089036,10.293117301765536,37.600440342486465,1
0,1,1.370505527908789,1,1,6.134057005895116,0,5.696273654685681,30.63605218737036,-7.274875712602613,0,1.444532400119726,0.8275057245364692,1,-0.5675419377196853,0,17.666737336398526,1,7.631660642462075,32.453490067604186,53.73760414052185,0.11786936059107112,1,26.363330087970265,0.5630825879183675,4.019316506472264,-0.407250485657298,62.05312664998528,6.1250580695941315,1
1,0,-0.24499340911513082,0,1,5.538451169000034,1,12.571581247988558,44.96499646721389,-1.1500277464106041,0,0.22996640295800233,-0.4637415454774636,0,-5.622636538800063,0,4.558101548908224,0,29.729057736263236,27.999438098960848,61.16090247169354,0.616980141714143,0,25.987078259709868,0.2324042920211607,0.5370042216132622,0.6582080101783961,40.183144728546935,21.596093313986145,0
1,1,0.5056014630572957,0,0,2.713467746684028,1,13.763429906969016,61.616747974768465,5.020005570040546,3,-1.180961865189594,-0.7772370400412222,0,-6.860884555445491,1,0.35787387288667816,1,11.834329299953406,83.39702920734497,32.72911521221454,0.8551212863662179,1,41.36870382387397,0.35637600919781426,2.2263692359835066,0.5426505855628809,29.75059348247137,11.601323287825007,0
1,0,0.7727042051116145,2,0,3.510677824305083,0,29.355870328589376,33.97592443072295,3.2835508721526736,2,-0.10355780222036823,0.4473941938421793,1,-9.28616025982512,0,54.88756566822026,0,78.64543310357261,29.51362279927942,23.712723758861898,0.4121040948345515,1,32.978529668245095,0.8171849024315028,2.185623849422384,-1.2305027036770253,9.842313853132445,36.42672739778597,1
1,0,0.6696531344408042,0,1,5.158796970588176,1,15.864388336759259,65.7003564922677,-4.780507850753411,2,-0.5768792108823859,-0.6233168694451868,0,-3.3143010093776155,0,7.9604962115978495,2,26.777371769821684,60.44140119267624,50.02633268359518,0.9342375336719315,1,39.162266672992025,0.22843068377093723,3.326505634629741,0.7000870788262371,83.93895220839013,16.686676935876136,0
1,0,0.619895176762312,1,0,2.147127107656935,1,19.477633742296344,69.6467487979682,3.0565126466172785,1,-0.9271103661755047,2.0810450810409717,1,9.24687949882507,0,65.16542698347354,1,15.795441383943851,72.10653269945175,28.209872136937655,0.7797436304417302,0,26.927835368774733,0.43647004013976637,1.0777626740245416,0.16667398035998837,65.87396658418136,0.17474080277758208,0
1,0,-1.1441008304640716,2,0,1.2279583505658054,1,37.469667794439694,35.94336314637454,5.5134759214262665,2,-0.532841483395628,-0.5052784809717129,1,5.71546854961321,1,44.60166574360181,0,56.66114549100426,83.77231500054556,46.93837311999964,0.5076072229524847,1,35.11901008309579,0.9429151367287794,3.708704710311586,-1.7737494599799546,77.22271169545368,31.143452580456756,1
1,0,1.7452105511173213,0,0,3.4830233806438136,1,15.14628539291969,63.3261861953477,2.4785444026517744,2,-0.9885290760467474,0.45941402693836325,0,-0.7491197586214398,1,34.12911698372589,2,73.18025293481895,88.2119361057381,25.000559993614036,0.823684239758463,1,32.243449003937165,0.24114190803373775,0.29356704646863485,0.532940952400907,40.53556482604211,3.373194893552356,1
1,2,-0.11097843142327647,0,1,2.7744434412902415,1,33.036529909040134,66.3325445142913,9.602457333054556,3,-1.2832691438040202,-0.14798434949588435,0,-1.7805114322272004,0,24.98293812233266,0,47.90552590270878,91.23461857312014,30.246963728393123,0.999288481049387,1,34.4642362575203,0.25974458259923205,1.6290436513780282,0.39713396273864443,94.30241590744211,24.132133745301797,0
1,1,0.0476989629716833,1,0,2.0132318349890745,1,20.38493351436957,36.54959410448097,-6.424226733353638,0,-0.1156426823738735,-0.007956814876839165,1,-7.015433637829409,0,27.370082707383,1,77.15311844967984,25.43289439150927,43.04222544992578,0.4526671447023093,1,49.363320560808425,0.510745985221158,4.446366424194996,0.3292938771547896,6.933659998657976,25.73685417312059,0
0,1,0.877092145230725,0,0,2.443289624886554,0,12.300529663294913,34.74873439879484,-4.935728414521222,2,-0.3971554427249023,-1.6534365609402915,0,2.278915829030396,2,10.593671655532827,0,43.95026077436847,32.12479278865684,45.49800167576062,0.3708154894140988,1,38.18616991913983,0.3025802345561256,4.598563204687295,0.9309807589531894,46.55771201798589,10.209092827654736,1
1,1,-1.1203634372344315,0,1,2.433205600505823,1,26.90886253121452,62.49222276534564,5.876602479970639,3,-0.8441957062783818,1.036609897629413,0,-7.593268873600886,1,60.82781582339577,0,56.0439227156096,88.52668626914495,37.46077757964105,0.8952954046442421,0,38.2012697334318,0.09764540506682423,3.7221072140795513,0.964711938634334,71.94300202403268,32.48099684093541,0
1,2,0.5040103862076768,0,1,16.2801981910742,0,10.180630106968236,53.65703648880787,2.733281168974205,4,1.3491473355449268,-0.5730580791631321,0,-9.996343796216875,2,33.51127456069102,1,53.98458511772187,22.923367893086233,33.70513603197239,0.5376121990723209,0,43.579092321195006,0.20889238940711796,1.1927984739093414,1.1399151026565688,5.671211078709815,12.279804047296732,0
1,2,-0.906571058777194,0,1,3.2045310025373395,1,12.723237857492137,28.593183727694957,3.493890250431644,4,0.051417419899038426,0.43931410528594034,0,6.685930373778326,3,40.04292836915592,0,10.72091540520268,22.446488305199903,42.85492424239844,0.2965930046728734,0,44.18550169925895,0.23212208117016903,2.303219522292667,1.00685544015204,36.863484138472394,2.149195825778285,0
1,0,1.6840512238493743,0,0,4.27164819828429,1,11.342173725097332,50.290822535302645,0.24516581059945075,1,-0.42430468924399745,-0.5393668700054816,1,-3.6134834192924306,0,13.67054051590955,2,22.8653787612565,60.02304180850182,43.746856749981305,0.7058723156819056,1,59.563431562090514,0.25224093289772126,0.8432629181416837,0.6925824359601002,48.888909361063334,2.701249742248608,0
0,2,0.13830628345165621,1,1,2.011724375327118,0,6.155215822134279,33.0019699698142,-8.188181712462528,0,0.9793822470332886,-0.3423153659851666,0,-0.8536893606880636,2,16.66128974603772,0,17.27798408384782,25.326460401859418,46.01616315280249,0.23441036946339888,0,65.48853850637462,0.3069191723649705,2.7467368118991846,0.2891916723439447,41.20042321994167,10.778742398939789,0
0,0,2.1059151625778356,0,0,3.481201770318452,1,12.240223864609273,35.65888865569529,-3.1617770145791724,0,-0.3942338605137828,-0.31165044118462204,0,0.8553058482576503,1,33.91096685973163,1,39.423411533909686,49.00554919382535,41.58629527025858,0.542854017420957,1,27.917248784926166,0.2868586910385048,7.816129608463753,-0.13746480869454908,29.775399936697532,1.286048269297777,1
1,2,0.6324081388150359,1,0,2.5707989530089095,1,25.086071258800445,31.087771098666366,1.5593482254398552,1,-0.4769918959839644,-0.4556624433631917,0,1.1002856280861888,3,21.891656708537823,0,43.0074676544215,42.939574396591965,47.203414844821246,0.6690086578901225,0,53.95839133606406,0.4742798591091295,2.3455797144711505,-0.3901146102265589,49.92914097177545,11.52830609383374,1
1,2,-0.03457291441599278,0,1,9.902591877845001,0,11.226197776700499,45.72733368970326,-2.1692489524941028,3,1.397994233202003,1.1802146318991287,1,-7.276685066447108,3,44.41075024597123,2,29.846653313666422,31.290789882246784,68.11746948974329,0.42116582522486967,1,59.08697239798984,0.21676524969288297,1.5435997287564496,0.9059514728556151,63.609184804304384,20.603002802997317,0
0,2,1.7634295288290172,0,1,3.513351255831656,0,8.218078241226625,32.262503286628984,-9.358448259226586,1,0.4343217618195781,0.08359397267994657,0,1.4104531815929846,2,25.73773030081569,2,18.38650743864996,50.85236310034617,42.81712862107134,0.44487698786850355,0,57.069705207715806,0.29049594436984616,6.784304289063054,0.14817266742867477,52.0494028330631,6.003042737204489,1
0,1,0.028788533678607335,0,1,54.598150033144236,0,2.450751827564681,47.44065852001573,4.445505435065671,1,3.494475035937376,-0.4406466877250057,0,-9.373922749098195,1,21.18027114434728,2,17.46743819312812,16.84627164363833,69.98953968299702,0.3937215324607015,1,26.588979058928498,0.2076853380311467,2.957210683003665,1.1892131929562237,68.30039365521104,20.242944726795372,0
1,1,0.33719028910077603,0,0,2.06074283414319,1,36.10662568297783,69.35842338814373,9.910958331855571,2,-1.9392164605996969,-0.27178510837742864,0,6.240525366844814,2,24.2495806643244,2,11.81146190280565,99.88025766318094,18.000389284842626,0.987899720312071,1,34.02468995557125,0.25105172686319954,2.6013952705090215,0.5785133569519737,55.168225678968675,13.900351078022744,0
0,0,1.926030805167831,0,0,3.0205079932083145,1,4.573539110431404,48.18118003017612,-6.302877272599411,0,-0.35331872646165036,-0.33410101043195595,0,1.5329886495639666,0,13.233349552380016,1,73.93304685254563,48.92951375367153,48.22261020096204,0.4119789964744436,1,37.42661901956591,0.16423048113872923,0.948530925255341,0.5339585388535173,16.227512538056395,2.9124990385850613,1
0,0,-0.8953394748969041,2,0,1.8026061411670808,0,31.41697174120237,41.90334509843396,4.5905977066607875,0,-0.0471561709324145,0.31158664427795135,1,-0.3612277632523959,0,29.28580992832954,0,34.78566013005888,39.411130601651415,43.11928109371571,0.3620136493014511,1,44.31150023279387,0.812533563813463,5.785893003739898,-0.970880573826532,42.182182975360945,30.524009685222445,1
0,1,0.03085122973778534,1,0,1.3239825738442623,0,15.415648766331067,32.382677783223194,-6.379063744480051,0,0.7351016085066506,1.8718663910668119,1,-1.7972812016940374,0,38.683210787504414,0,34.75545987177314,16.910354974741203,37.34041743784654,0.11105786763491471,0,62.437242917278446,0.7811353768289662,2.874492029868357,-0.5088593914031826,15.278790140157616,32.6564227807564,1
0,1,0.1914920339924877,1,0,1.1244777012063352,0,29.6476472496439,35.99557626077145,-0.8214623765571201,3,-0.40002533253487804,-0.21285892210967156,1,7.317773808805196,2,31.7020126189908,0,15.089373497207204,67.43751286929431,65.95902789514928,0.39429510161367815,0,24.00782096600931,0.8021894446146528,4.355274836226136,-0.41685305344795154,43.48168833493934,20.091685323250005,1
1,0,1.097878227745115,1,1,2.96877888880899,1,19.978032501960342,34.87189485141667,-6.303886320877112,2,-0.5765481666936141,-0.26473263502305794,0,1.3150828052970898,0,55.41772204014359,0,19.55796979493868,47.163515017449534,26.642938214095267,0.6708080831590926,1,36.01524059242272,0.4803471611454675,2.6945027893495306,-0.07964696078583196,20.74136083192075,7.984403217597271,1
0,1,1.1224090587036482,0,1,2.602889393936205,0,8.851893823235123,43.16484394528838,3.3705777231721648,0,-0.15384218324492438,-0.46157528430439826,1,2.9467816984512076,0,77.4908594372872,2,79.17912722943257,19.355913341016223,69.99960134088722,0.38630683398502463,0,55.18897499070477,0.2575423956944444,2.707132953078038,0.6732405965579076,28.304360526265405,6.4135911777747046,1
1,1,0.3014455364156235,0,0,2.00553639178343,1,17.8012483278852,56.44306873955557,0.747356351543857,0,-0.7756553600945266,-0.7960332034744408,1,6.178698240134111,0,66.35767294815932,0,78.98929318547964,78.1603782160863,44.99185347210337,0.6930992356092763,0,47.986942600910595,0.17518559640928089,1.250823316766522,0.7848954093907654,96.76978219384337,15.20659737924385,1
1,1,-0.12362243387980862,2,1,5.89546554729517,1,35.93311714918069,53.69184987746053,2.1499923476595484,3,0.1377820180357905,-2.049461048956574,0,9.999136870719884,0,28.54284676426678,0,6.855662053873828,16.00269028390105,26.74928006306194,0.6513621391996216,0,50.84480463449832,0.5997502621583842,2.3486518996009096,-1.4146381410887612,46.17314097474014,22.490568510567446,0
1,1,0.8545258386597594,0,1,3.9978621073801124,1,18.328895231356636,66.99935313342502,2.913700550413356,4,-0.8281709634356883,0.31282448007614677,0,-1.1084154647546463,0,31.350198351481325,1,71.40295000453703,55.95357357153377,52.08081272480327,0.8051418257585932,0,47.513087321916046,0.31231589085263745,1.540359307554704,0.7523007595286212,79.43904150184726,15.422153815607075,0
