S0,S1,S2,X3,X4,X5,Y,X7,X8,X9
0,0,-0.1429121004345838,20.70335765974467,29.130418021590486,20.61989336982562,1,0,0,52.425640929567926
0,0,0.062179319615788896,68.04980172990051,50.27085149750997,26.883206320389938,0,0,1,70.13466904916989
0,0,0.15524449963259443,7.566086893055868,26.649115516191195,20.403130535886184,1,0,1,50.40968677326775
1,1,2.3800729739016258,36.07842828395518,25.072633983682504,1.9730062267291792,1,2,1,4.00383639583089
1,2,-0.7105111207322915,65.75491251259884,66.93184584824374,37.02273932251462,1,0,1,37.18597790030079
0,0,0.43847874886548366,42.664519721547705,34.78995176406278,27.772496356945084,0,1,1,52.64836145692017
1,1,0.04963124092781054,43.320457936387925,51.602097847001275,25.134721669924698,1,1,0,30.362033047644044
0,0,0.23036835770242073,48.304194716841636,50.04327961543152,25.10943842663827,1,0,1,37.361460996167835
0,1,-1.0389982174834336,31.080280053464694,51.8285861329035,31.119188437528695,0,0,0,77.58426382078247
1,0,-2.2337377179958944,25.127197372189727,63.82941676878745,34.28382767072988,0,1,0,82.87947982966165
0,0,-0.2906718846957736,28.089565243420658,53.307861752167646,32.40006411919817,0,0,1,78.8490335746672
1,0,-0.9764142871092194,15.778697162036748,52.390333160519226,26.18719709812502,0,0,0,87.41243501516274
1,0,-0.007077434476322915,40.185410491682696,36.61988001644137,10.587682991966103,0,2,0,58.238859697589916
1,0,-0.5938463287180378,50.3810650906233,63.97043105649145,30.474246950337374,1,0,0,53.852497867925294
1,1,-0.19661133758460209,12.25449874026005,50.02320125036078,24.45800412801291,0,1,0,83.05582797265569
0,2,-1.1879771662558762,79.45710267674936,68.61608410472192,39.65029678570913,1,0,1,20.318481011919054
0,0,-0.6265986275675759,19.85015645319748,36.369326748934434,13.745376874585045,1,0,0,59.12506859798666
1,0,0.6042647215209923,43.06826335522727,41.418241101558976,10.839180252869806,1,1,0,40.79950848248571
0,1,-1.1907636378149167,16.776471393314498,49.14068830097476,24.85472241056876,0,0,0,88.53283327386099
1,0,0.7544398863576958,51.50859142668633,36.8876708557529,9.758524045940618,0,2,1,51.92774076772875
1,0,-0.31192993637685146,61.345118468428836,66.92568348989306,36.245318760606054,0,1,0,89.2883913372672
1,0,0.6599714064960582,35.241527957909234,45.68546870214355,17.260608954707397,1,0,0,43.013024662125986
0,0,0.20306776965450826,24.032738417887785,29.734767412501974,15.775955109623204,0,1,0,75.91792688508924
0,0,1.0041075292366979,12.227842334322778,23.80277451426233,17.809661223718066,0,1,0,52.42986084879576
1,1,0.08346543616489656,73.14266263875345,60.01064904392936,31.31061397465737,0,1,1,77.5544584093077
1,0,-1.14021523725754,71.14923413597361,68.4383406230397,36.97446259632757,0,0,1,79.844442433397
1,1,1.1611741566117368,64.16346813719264,34.520267424094435,6.037290600356755,1,2,1,12.455802529721893
0,2,0.1570882596699326,74.28551035339345,63.538426706364305,35.674002893413395,1,0,1,24.9204282407592
0,0,0.05356929639782904,79.22050595738129,61.12780152239392,33.308563287978885,0,0,1,85.34854885562712
1,2,-0.5854188974115943,50.60512283930347,51.7408995181396,23.096163802213155,0,0,1,70.2453732591975
0,0,2.075872047892567,24.423412104937896,20.52123827332266,4.930130365048758,0,1,1,40.305411263272006
1,2,0.5072870696187202,58.71495145948782,42.296921900490354,12.244550393404289,1,1,1,30.64679262494151
0,0,1.1358507328694316,15.242362376157734,22.787497324891504,8.951204119719625,1,2,1,22.666620588610787
0,0,-0.3009779092272282,13.662893055772201,36.37879325203492,18.18074675647491,0,1,0,75.50682676508049
0,2,0.1349617203418747,53.613007486943346,58.68973042669213,35.10560764232486,1,0,1,19.73204630096398
1,0,1.7813868278258205,23.76345371973704,19.821350035692184,1.1974995854380266,0,2,0,32.93393986876728
1,0,0.8096843725065437,30.67058072660995,32.553543944641945,10.177835199205845,1,0,0,40.44059163197395
