S0,S1,S2,X3,X4,X5,X6,Y,X8,X9,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
0,0,0.5407747746820571,0,12.8797247877237,1,24.628904426501038,0,19.031084568907172,25.609886392266013,1.426948535665457,1,0.8761284772853292,1,0.4180976508246197,0,-0.7782846772876638,0.6801294289047082,1.1122190278541044,1,0,4.4344453366202625,41.897801857965746,77.59993503587152,0,28.086668249312996,34.234162222662626,1.2778198876352893,5.573525138931884,0.3446163735248378
0,0,0.47907549764711516,0,38.08146142937561,1,31.042068139209125,0,15.177859430877305,23.02277695952367,1.2694420420122345,1,1.878215146952015,4,0.7584551000631403,1,-0.8593994862062955,-4.666154816601247,32.61289668759826,0,2,2.8496312148585545,34.96668667096466,49.71342628885178,0,99.53856280222931,38.340869503512295,0.5645144560691823,2.617645450877885,0.3132311880093164
1,0,0.1230654885226827,1,18.308180399092063,0,9.372302621497688,1,71.43705195499093,68.56201628825771,9.066276889729487,0,-2.4360665618293416,1,0.49837281757097895,0,0.9502070833767091,-7.126304019979565,30.877531451792386,0,1,0.4693685868433999,31.308944888495304,47.74961281386999,2,48.75953266720202,59.78709829503521,11.54693268472877,0.852019722355125,0.510338697140527
1,2,0.36941633746699043,1,23.856640872762853,1,29.84704683763511,1,20.661723292255022,37.04497600786132,2.1286822949008815,1,-0.07927055009307833,2,0.46678650305689384,1,-0.6378977443791304,-4.333105905568142,35.77748558023799,0,2,8.967381703766325,46.766679035612135,48.3052948873711,0,73.83089219663478,31.09266708038754,3.3211373204637544,3.6156487079533433,0.7099639926089055
0,0,0.2578529045853419,0,12.36466676225691,1,10.601781854672506,1,55.30683973770291,40.60017537886857,2.3387974626185253,1,0.6625805705600564,3,0.46527684405592284,1,-0.5713180310910917,-6.123860947812587,29.46198124685239,0,0,-8.241972433837919,25.699976616355244,38.85642247256808,0,58.03121183488216,47.87389650339182,1.580938639430419,3.4738752530393446,0.4399866938224538
0,2,-0.756513084165536,3,39.57836179591523,0,15.542176144615848,0,36.097636925218566,26.55748427326264,1.7486471750758295,0,0.9086816641645179,0,0.9528468687036952,0,-0.12580820785286462,9.963629841262186,23.738471087979562,0,1,8.949563768760175,38.57293049039994,18.46538980833565,1,95.63067913275052,37.96037535937062,0.6331053702026092,1.8276471881882734,0.8602073449907828
0,2,-0.42153938749013087,2,26.78717679903173,1,20.46714769586532,0,23.94145130009814,26.9042310034421,1.599794379789736,1,0.4110014141751421,0,0.5749645057951256,1,-0.7239340842535296,-3.9656256248385695,43.50521390931589,1,1,-3.3172045289368075,40.58939158636379,24.113601521066407,0,25.827742237467245,32.7427575562197,1.363559979471487,3.9086212861232337,0.7918006524636675
0,0,0.12699237949617442,0,16.769963126999215,1,27.34539679878624,1,23.528133376182705,31.135752401406535,1.828459820500969,1,0.060324275679077756,2,0.0004813916107246352,1,-0.7938746152322891,3.072200968429563,24.488082992044163,0,0,-0.033338483071409186,2.1374919682889804,86.66060629961227,0,66.67581326630327,38.25850232948521,1.4001317479002986,3.607746759447341,0.5079956071742198
0,0,0.1330010884212474,0,28.45917118215345,1,9.14518108974239,0,40.81276397231253,23.954966093868183,1.3117267556723047,1,1.511255720881389,0,0.339932809571017,0,-0.8973956993941051,-1.212313337123648,34.35186041154249,1,0,-9.901328222874335,18.044321151027255,49.33960861101612,0,66.09121196441056,35.352686828904645,2.1656618667647294,3.8644131263572246,0.3779101666162413
0,1,0.38697791081704147,1,30.747720204421963,1,36.98910443303219,0,9.241172157112176,31.797691240829025,1.8441061370104672,1,0.36696076194382155,3,0.011684749598431854,0,-0.6774862285749482,1.1928738575301097,48.77996147077097,0,2,-4.281860426020144,48.08579883345271,71.37986908894631,0,79.07175946361058,32.82939677572699,2.5990889262144226,2.844692993539399,0.42050245362673905
0,2,0.1379419803822788,2,23.417218659730427,1,34.303186841053844,0,11.096229594434618,29.54447924894062,1.784414467295055,1,0.26984957483410554,2,0.1285178994000954,0,-0.5421026058812006,-2.140624996725913,32.58323119663795,0,1,0.5168466161854219,42.99064396449581,46.78672656297177,0,73.83260429761596,32.704406425643704,1.1253851284429546,3.8960422701140245,0.7848796513616318
1,1,-0.12346927267038149,1,10.450876091037733,1,9.533903832356316,0,36.679210994401046,29.33614077109666,1.4509048488542557,0,0.08003891376800361,2,0.37197591665248303,1,-0.5420586540452431,-2.709389238404154,75.91896132768181,0,0,-6.05774456079245,38.33606699175005,51.569421483215486,0,25.46678998604468,31.259981370626903,2.326770917777852,6.744263631426785,0.47472598086706924
0,0,1.044278658384053,0,32.470296485415666,1,20.341836049342398,0,28.076429570330713,28.257612551379182,1.492404498497548,1,1.326892500519396,2,0.4119471936274348,1,-0.813924803795664,-0.8045471219334317,33.37910097275444,0,0,5.474606829114087,55.64328801516915,64.5414505173529,0,90.67866874110827,39.254870217033215,2.5591044016224593,2.6746561651870318,0.45510157139235885
0,0,-0.3732457833383283,2,38.001709546812435,0,14.100204891059578,0,36.184019380581,29.768830268675266,1.8999872705531455,1,0.8183178323253409,2,0.8379192068658279,1,0.23048245837207917,-7.507779699393734,16.877635677387932,0,0,7.115373086691466,39.55016005108137,25.897917509008746,1,71.15550410892783,37.599869848709936,0.8654769780934464,2.3558845695183472,0.18881621900344697
1,1,-0.6029406046890972,2,10.963956818243478,0,20.83734563296889,1,47.775536393432205,47.97847400959672,3.6272693869130332,0,0.8939917092596403,0,0.7932861821189331,1,1.018625491522636,1.862565217090772,31.313112860138514,0,1,-1.0459694294849111,36.22541045753816,33.745441157243036,2,12.810684601365791,56.5342649103834,1.3055962920216864,2.5409796319982925,0.5155233443263049
1,2,-1.2759768848413526,3,2.0764269408546077,0,9.757266647457365,1,73.07159151043649,66.13764986904658,9.066928876795345,0,-1.155265725988505,3,0.5210373280539679,0,0.46900335739414434,-4.645759366164355,32.46491691516852,1,0,-6.838481273647695,41.687393049535885,49.39294021985343,2,47.710131882609716,64.40289791859841,12.179653167639623,1.6027440856797042,0.9101286491687273
1,1,0.33169309476978026,2,9.808758558131094,1,37.598690319287755,0,5.854546690782096,37.0987016309504,2.042449673558046,0,-0.8766656779395554,0,0.6491803287181764,1,-0.8579002847611166,-4.852181219849562,65.0793613982903,1,0,6.8134622297993666,16.20744029360945,98.06317447424142,0,20.28029242984652,25.260874281812626,3.820093326872569,4.704252836802017,0.6437759161937112
1,0,0.6614371441381711,0,12.404251194035457,0,14.778993148889143,1,45.46852423746017,45.879552265183506,2.912122389544001,0,-0.7596773314741315,2,0.8541359858032936,0,-0.3662433314257851,-0.5570324249868701,31.649763801186907,1,0,5.531771107621859,20.56801562895334,79.51953616829414,1,64.50592766023942,37.13413801748733,2.4630608601783766,3.4038438025322044,0.37797880179155524
