S0,S1,S2,X3,X4,X5,Y,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
1,1,-0.02672556811435747,11.147644486366397,71.13055964759619,62.04143391649402,0,3.8633561142676984,3,4.581758121608178,1,5.5051319996603,1,1,0.29606849598550944,0.6194659132941002,5.006990288171399,35.33943875556042,5.96752087910442,2
0,1,-0.43732416984519823,39.3987672689753,33.27811219415589,39.63232373774716,1,1.6032149591325766,1,-5.0198923948852725,0,28.870326971372666,0,0,0.2860762364763255,-0.7334802585269531,2.7643254749535147,12.277082951088545,-6.035342919081927,0
0,1,0.9137384125473664,50.19468057318285,53.516657715627005,38.89598691865215,1,1.5427710519608966,0,-2.0173670517992086,0,23.513065736221602,1,1,0.712427712022158,-0.6879697465195309,1.9440732796468865,15.169548287376442,-1.2696718089515002,0
0,0,-0.8220243456425405,7.744122304660994,31.508711721352007,32.62970638291827,0,19.637415390606364,3,4.5499344866961025,1,14.43195376227687,1,1,0.8152948972196133,1.4676003584959474,1.9011062483597454,38.10546676431378,5.42827134928023,1
0,0,0.7949273079368542,45.59489420703253,49.476063733360824,35.57462267887789,1,1.248669148900477,0,-3.96993776736554,0,27.377944644990446,0,0,0.4814102500577411,-0.8456285089601767,2.4000335039474865,6.562981882495005,-4.154061746289934,0
0,0,-1.0575164413069127,32.161265119002366,12.778591946123194,42.25040549639801,0,2.594771200232885,1,-5.992985576929387,0,23.738305104487946,0,0,0.21781776253088897,-0.33230386087312774,3.708187881954852,9.903928340376893,-4.562970032991597,1
1,0,0.09403395456485682,39.032396826975834,72.73850261210893,60.83486241745311,0,4.133452469008065,3,2.6861085067159642,1,14.092072666849711,1,1,0.28513575124397483,0.5229833658225341,4.748065772218034,34.63248619645269,3.6814470585372163,1
1,0,-0.7537340300172268,29.844992598954654,46.913079529662724,29.735080308424877,0,3.3156331209931973,2,-1.1554553363157645,1,27.316019143911564,0,0,0.229033919345012,-0.22766388798261336,3.3792161636403804,12.480928885865898,-3.966884647106486,1
0,0,-0.09343700153349292,96.73204071516398,21.709222654438257,31.887862482305763,1,1.6389117699026647,0,-4.325352138850671,0,32.87140169970961,0,0,0.6254381393490422,-0.7139778919369676,1.78359046732682,6.035064155598809,-4.986140469493864,0
1,2,-1.3539827378792917,4.435131450899771,76.05953494203264,68.5705331470509,0,54.598150033144236,4,9.999010727969129,1,0.010713238820618809,1,1,0.24741236978330766,4.438125911726282,11.828642517513224,39.87586055997792,9.997966978363202,2
1,2,-0.2789492817832562,71.2852634547591,60.312504174040754,67.60416735971629,0,3.2052591495382363,3,2.29157200290177,1,9.953652680868165,1,1,0.21946549354324196,0.6408213364380443,5.112285069802207,37.94110892443844,3.046837647604425,1
1,0,-0.9041368063170399,7.339932598841409,44.117342316719146,27.507719215494664,0,4.5235764946975925,1,0.2836119729454154,1,23.47508112569692,1,1,0.7286846768888906,0.04722556432254889,1.5853567861703377,24.32120762725782,-0.40272892061660137,0
0,0,-0.16652725183290135,12.570597566208907,65.34378512602679,47.02645841277524,0,1.907662876006441,1,-1.750283529890332,1,18.507354282036903,1,0,0.2331442292519016,-0.4438242580075402,3.7202298124427604,12.501880923432358,-1.6456164462526512,1
1,0,-1.0730783741477548,82.01078876838712,45.65637248131595,31.352083400244453,1,2.439489849054869,1,-3.573099388002494,0,31.1497985066538,0,0,0.20697978189509025,-0.5177467363539616,3.074243877014813,8.908014297674377,-4.755091407419565,1
1,0,0.8252610000777307,24.108504376856203,38.323024608571046,44.57398903765424,0,2.4748363320059132,1,4.6597044917245345,1,12.576134217253369,1,1,0.3135205163444922,0.19900311642302143,4.2887536903532135,9.594042147472626,4.339992087099931,1
0,2,0.1430079618668738,83.58153328796367,14.937301864015065,37.66030097266501,1,1.7428123604855896,0,-7.27154519564389,0,32.06497529659742,0,0,0.8814561803582899,-0.8131032665175639,0.9739905557479431,16.492487456796564,-6.113078487275531,0
1,0,0.40753699967667084,49.41021385828131,64.29444446286874,42.49847165541502,0,2.4757332548756903,2,7.36122477491589,1,9.947349283104385,1,1,0.21302712442496025,0.3409067852132453,5.10212930589734,8.224236252717507,5.510192372933155,2
0,0,0.1306335215943119,21.845055634631155,40.64522280748968,33.53513833325546,0,3.638616722913685,1,0.0525129825025612,1,21.76238536277178,1,1,0.631112856305126,0.01853050555876157,2.214930859386467,24.65346999783624,1.0643117357030896,0
1,2,-0.866210392146587,38.864003594096886,63.70544417991398,66.85714893218659,0,10.513681531051127,3,7.585458390356791,1,3.2965316270110345,1,1,0.19650758469568474,1.7923596511991073,6.82716526577669,36.61686766698703,7.693984386751975,2
1,2,2.2213576236319974,43.36846793036504,11.42072908037743,61.837130830446185,1,2.356947175590865,1,-3.4594208120104,1,16.149022685569815,1,1,0.7023534305783548,0.16507697175021596,2.5599673231982054,28.39542305550008,3.1878054821377724,0
1,0,0.5642045021393094,26.939372325412403,79.1856842664221,69.02466103050989,0,5.291178548167421,4,9.556481051369769,1,0.702522783822761,1,1,0.19648542063147512,1.6786418073817866,8.546389791628458,38.84085908698049,9.510087939143862,2
0,0,-0.7493453466180642,56.867200176019075,29.32751894555286,21.50505232455452,1,1.2936909514409811,0,-6.592972296538539,0,34.67995804004681,0,0,0.6557850362186217,-0.8910660433734398,1.3823605461957247,4.5630984451316925,-7.6633306375250765,0
0,0,0.08922016809048465,65.42807155575095,39.84870658408318,28.98393249251785,1,1.899640654564472,0,-5.125683569916829,0,32.26735722437675,0,0,0.587362321176481,-0.8356874581902435,1.925409284274825,7.89285224176405,-4.392653733301099,0
0,0,-0.8198650454259725,89.58520761424329,14.216751688254465,34.16957219210223,1,1.6395053622954083,0,-5.589492720357604,0,29.77556821725713,0,0,0.8684775525486257,-0.7627128265271679,1.0909271574610375,11.70654197688397,-4.783939012571765,0
0,0,-1.602375164869282,39.77142120727887,28.820473536967288,32.578651078727646,0,3.894686100593989,2,-2.4971456129805825,1,24.15111269474878,0,1,0.27766109008229506,-0.0671758985575868,3.0186415004203995,10.318318053760436,-3.0518951133403664,1
0,0,-0.28767940858802654,21.69520832024335,5.470075321293537,36.103069603296035,0,1.7144742733145621,1,-5.679064890135079,0,22.0101281284619,0,0,0.20973469153266444,-0.6360887584168131,3.476633859530878,8.187467188245916,-4.400910905373525,0
0,1,-0.007481976600476691,28.857762435099716,6.267644505940466,68.1466236390224,0,3.709602698758376,3,-0.6154270823271553,1,7.888796926509549,1,1,0.24357319226245316,1.2872040046610538,5.093205512981291,35.1368904257741,3.494859922479229,2
1,0,-0.4211288526529188,19.81519678706951,59.92279540990323,43.52887320722715,0,4.838401919254881,2,3.5025860117401066,1,12.716474354816377,1,1,0.3332260698434363,0.5025680453944503,3.861862109865482,23.40741902282361,5.296289973655316,1
1,1,-0.8980730730930525,29.97912945605725,62.88437282138624,41.77113587306811,0,3.688414441787116,2,-3.5540899023671946,1,27.83765034167969,0,0,0.2535908308600991,-0.1624648253132264,3.3264896443404175,12.283448661065409,-5.082112085332138,1
0,0,-0.5774798635931774,62.04327919835435,8.292209517217707,31.607968281746913,1,1.423290522520446,0,-4.1583449975874665,0,28.208703165638667,0,0,0.21699079504406504,-0.7696090493132919,3.2535154736496854,4.959109253971183,-5.230330665391665,0
0,0,-0.34363591305750874,49.80273227506473,15.120852310933458,34.36285247965279,0,1.332488510035748,1,-3.4621369137206486,0,23.81712338260147,0,0,0.3383588280860996,-0.7257748731664956,2.726165422605092,8.211986068218074,-4.154364876815626,1
0,1,-0.15731950754699106,84.55747709009249,28.169396676629106,34.33049826104232,1,1.2057643402489395,0,-4.211766658366836,0,28.559448110872975,0,0,0.7631083994358678,-0.8470615307650989,2.080557975334664,7.34920044455327,-6.265928287199424,0
1,1,-1.3728191017727873,41.47979898065757,78.49712642623007,56.98652101849122,0,12.921607032062031,3,4.360330853722267,1,9.81476069776852,1,1,0.4471350631180822,1.2207153096095726,3.3552935686572862,37.63204494263757,5.303864903624017,2
0,0,-0.7033851853705178,87.2144468323992,4.657205016468389,33.383901798659174,1,1.3680825630458875,0,-5.998628031657638,0,32.56669437791716,0,0,0.5255246712627032,-0.8456916355101987,1.9364218090577499,5.155099831711802,-7.226325725604589,0
1,1,-0.7717636511481876,22.2057293325912,46.70711413057107,44.01308792642399,0,6.266974934616592,2,6.0162999850721945,1,9.411247859674353,1,1,0.3900491686884835,0.9054682654757572,3.49009352349043,26.714884275970448,5.350332110796936,2
0,0,-0.19083516470762749,46.24640770027671,49.962387799407054,32.04729338399976,0,2.232538550187367,1,-3.6831743403477475,1,27.412907853152902,0,1,0.45446366787026643,-0.5447508159248905,2.535403473277436,11.37193457086287,-3.2297161430771375,0
1,0,-0.5379831192411387,67.94545640652414,48.39356048040681,34.07500082743242,1,1.3010112209126903,1,-4.929230298630953,0,30.49510423538323,0,0,0.23953585782733883,-0.9085079900391011,3.285767821315413,10.935529422671495,-6.026045982432394,1
0,2,-0.23927532648034833,88.00966333165498,29.972162365540136,34.89557385437791,1,1.498845849855848,0,0.9358342563214794,0,19.89826771482555,1,1,0.7224951337159254,-0.40847407981133044,1.6531069800809612,5.965837268248433,-2.386986653418333,0
1,0,0.3550662411307415,44.90880384061477,53.06880311221201,44.37496993925315,0,1.4919744342962558,1,-2.1078943300014172,0,22.754629048758126,1,0,0.16338845601130386,-0.6280844031893654,4.190143335655901,10.118544676347456,0.22004420279590775,0
1,2,-1.1429452556389585,44.97632150467884,44.12644762471808,55.64497965086124,0,3.6359909241702293,2,-0.584405645772792,1,19.34914551571667,1,0,0.19448791933975657,0.3237537011683662,4.274259670834858,26.049534502738414,-1.0466858547817086,1
0,1,-1.4314016438380124,69.9659135255233,16.390163290671538,34.25958264443954,1,2.823816901416276,1,-6.646900004710595,1,30.872623779257946,0,0,0.21663515958744817,-0.4752499607787709,3.063079295636168,8.973121871961835,-7.335776958379667,0
0,2,0.2537025508090088,64.64756298020036,43.913931345620185,42.716680383845805,1,1.5001625327715673,1,3.313593560090208,0,12.909633331642985,1,1,0.29901700338308096,-0.5207052168374106,3.7916173507132234,10.798842327954555,2.0976073848963175,1
0,0,-0.6982628231055268,67.50953857867744,15.051230088622777,34.76713843621587,1,1.5347880026260978,0,-2.8120351857955095,0,24.80088642614995,0,0,0.4976351825562115,-0.6179591350023032,2.100439140873495,9.207208299744757,-5.109501586294441,0
0,0,0.06551787266837315,15.46495590150252,14.825965301498965,38.16577601953993,0,1.3291470802888319,1,-3.3377243052297416,0,24.396273831515924,0,0,0.2520818569167632,-0.7224150242239139,3.4517206643213663,11.509490119306513,-4.17992689272725,0
0,0,0.7793029678094364,82.98461790443704,5.500812003976292,32.06426180581026,1,1.6007689322875291,0,-5.086557781672147,0,31.449037737263772,0,0,0.9511232233372193,-0.7311773267482174,0.8777694388214734,16.580967125585552,-5.103135804106069,0
1,0,-0.5885709161623509,29.04402617742152,49.768466242052185,32.70420419693347,1,2.8466152678503915,1,-4.0560936961288965,1,27.465268530787547,0,0,0.3657236397317378,-0.4440873107488486,2.3347482727651583,11.55727947967125,-4.595310278162512,0
