S0,S1,S2,X3,X4,X5,X6,Y,X8,X9
1,1,0.9463712231935472,0.0974688781576363,-3.601627227778284,0,0,0,0.5119253666067444,4.633447774171689
1,0,-1.0644772143108001,0.20551544436756927,-7.808446731826417,1,1,0,0.20405866236825532,6.029966097728775
0,1,0.7741592913702419,0.6457864850332588,2.371979100218198,2,0,0,0.29029516255919097,5.4264388800397425
1,1,1.51442308896546,0.7093057545716114,-4.875010380003704,2,0,0,0.5697872586503071,3.973721499016878
1,2,0.47229576966009706,-0.38298955526468326,7.516677721175277,1,0,1,0.872601938980545,2.3360983749211384
1,0,0.23441836925966048,0.33648297600036753,2.9416103047999176,0,1,1,0.3854683889859799,3.6177584683293285
0,0,3.4085154173312184,1.8602830392983394,0.7215054373597987,2,0,0,0.8215270813922485,3.1561034377210917
1,2,0.9204383963115175,-0.5866852892471814,-1.5941638075080178,0,0,0,0.2521320704698129,4.450111315244626
0,1,0.7013251307114103,0.8634868528435015,1.1823439190848966,2,0,0,0.3820418402968792,2.600599183214367
1,0,1.4386968393473902,1.1642197280883322,9.469576675876901,0,1,1,0.951028360399903,1.2925883001765346
0,0,-0.23549861382456963,0.916558543300631,3.16660650429597,0,1,1,0.22423351599101438,1.1038582602180689
1,1,1.0528637785355492,-0.08432366964012929,-7.071498867754771,2,0,0,0.2451399359573715,6.92484502450934
0,0,-1.0785482276797216,0.021560379688157497,1.3265604664425386,0,1,1,0.1639205768406677,1.7907735770007225
0,1,3.94167437088967,1.597313484124981,3.19049619481598,2,0,0,0.6636491156033515,2.619735784835324
1,0,0.23246972149941383,0.6897625730817868,-6.021248097152538,0,1,0,0.12437482343742756,5.718643602439393
0,1,0.18166068649670764,-0.6330911104344931,5.062055701314893,2,0,1,0.4643763854446426,1.8156199337480998
0,0,0.8512661131601811,1.05205437902086,8.379673865620255,2,0,0,0.4674638556942173,1.3288026097607375
1,2,-0.569126401400853,-2.3617452933681844,7.958774984398328,1,0,1,0.9264647936527639,2.4930250711154445
0,0,0.9538134661245847,1.8941047209120867,-5.08836336841086,2,1,1,0.18350426734627145,2.1653268747668744
0,0,1.6672838643518706,1.0874446480642224,7.288394826979292,2,0,0,0.4951445776853221,2.4116662705843854
1,1,-0.17742100576006664,-0.683506464329472,-2.5615297691083434,0,1,0,0.24913077067030565,7.7361194647547
0,0,0.8313651827115881,0.8220797730789089,0.5406856693134987,2,0,0,0.3171155869344352,4.103554041532202
0,1,-0.5682930209211206,-0.9076353304574881,-0.1490867827406035,0,1,0,0.34278412398756664,2.503342881883349
0,0,-2.0110467174695055,-0.6962675595900821,-0.7373184485337863,1,1,0,0.16195433145340377,1.5871568413379586
1,0,-0.41474551110828944,-0.26425002389664365,4.030410104916182,1,1,1,0.2509298771054744,5.188126778349925
1,2,0.5443157595856566,-1.0337416126172554,2.460169912169894,0,0,1,0.8244379214398992,2.9459752699244985
0,1,-0.592465542044801,-0.9086461322760602,2.475601301690883,0,0,1,0.6616248500391794,2.142041269815814
1,2,0.5354061312985586,-0.1278851443403244,8.41586871850362,0,1,1,0.9722123225722733,1.0614755010088197
1,0,-0.42110049560216173,-0.4008179662962441,-4.549144003226175,2,0,1,0.5142943587837642,3.4231202825233864
1,2,-1.230909733074785,-2.12043885764236,1.0404919540314133,0,0,0,0.7789094967150222,4.8434952450685
0,2,-0.2813957767788086,-1.756514312079686,4.612433499812701,0,0,1,0.9790069954695306,0.8294192750826768
1,1,-0.7527591213584873,-0.8216482210353475,-6.504818688998434,0,1,1,0.400421504819086,2.112658951985398
1,1,-0.9103148646125996,-0.11514605917640836,-9.56948957347725,0,1,0,0.1658055391279732,7.185181794264991
0,2,-0.08290687860325006,-1.90371538831106,9.98607804232265,1,0,1,0.9985437249310894,0.6205873215205352
0,0,-0.7490164916497442,0.26042993474146325,6.638256182776576,0,1,1,0.8090684110392053,1.3243692149592108
1,2,-0.42214927270434394,-0.6320498483798134,-9.710070945211724,1,0,1,0.6368840148143454,4.671658478876887
0,0,-0.21255476643615803,0.22267273280631425,-0.745147803227054,1,0,0,0.1780029679776372,3.1581639238731922
0,0,0.7113900887679556,1.068998051474076,5.780572096058009,1,1,0,0.04016584398195128,2.3575222993152978
1,0,0.18464677996745804,2.2633525606237574,-9.736481048329356,0,1,0,0.21042363608678882,19.481522385893907
0,2,0.47674157987006155,0.09224388058537646,9.674796496801527,2,0,1,0.9910973432307206,1.2097480342475166
1,0,0.9160053165912988,1.0680945161631519,-2.159173655930652,1,1,0,0.24252733006267252,8.791278331668451
1,0,1.6588812022705102,1.9659256301082082,-9.206584914931229,2,1,0,0.3960236470013512,8.186263245839854
0,0,0.4976101841265198,0.5571345614773833,6.980753573139946,2,0,0,0.363676880074566,1.70016021281752
1,0,1.027983694165972,1.1167979971016668,-8.243875651850697,0,1,0,0.27545887085172416,6.74573142247338
1,0,-2.080010079169536,-0.46098816772414347,-9.081286345343774,1,1,0,0.22742991946574903,6.565613667895677
1,2,-1.4570254079947291,-2.029763053274799,-7.21556001842841,0,0,0,0.5265073673160572,7.361744987339439
1,0,-0.9781563195997941,-0.18634575087484895,-4.002169800209032,1,1,0,0.21086260472575374,4.8930464920349745
1,1,-0.4554807257778208,-0.9942912501529936,-3.926043060048703,0,0,0,0.3929523689196687,3.4600809588680224
1,0,-0.8462052309284003,-0.23940681311385925,-2.7309636620065803,0,1,0,0.2300909418035218,3.864932789980914
0,1,0.044150654421082944,-0.6120226596320129,4.753340501257707,1,0,0,0.13982597683272274,1.921633299734531
1,2,-0.4414276553945466,-1.2853879604094622,-5.948078841072066,0,0,0,0.2930779152352606,6.897541549690414
1,0,-0.9792835502977792,0.47123936433067626,-3.2392137459471817,0,1,0,0.18523519567853136,4.050663064665902
1,0,0.46991902809792396,0.26835381830678895,-1.761380894179812,2,0,0,0.4506431125167645,4.415065022127352
0,0,0.03290985566458661,0.7164371395948187,-3.018097176435795,2,1,1,0.375116082659822,1.376185181206841
0,2,-0.11387378898067325,-1.774182560990962,5.880100823454374,0,0,1,0.9546525547328568,1.0630772723229844
0,0,1.844553698731716,1.655279254456636,0.5017264042324463,2,0,0,0.513764588487037,2.330535073744468
0,0,-0.2840443687824523,0.39910540564012187,6.788675236410199,2,1,0,0.09433310258688304,2.1806605166737527
0,0,-0.6264804347013434,0.28694547863370806,6.077250163589298,1,0,1,0.5941968113942578,1.864806628112182
1,1,0.027135721098754062,-0.14991809377503676,-1.9474013528897292,1,1,0,0.29111726227766144,5.66363138930255
1,0,-0.025255394749847834,0.148841219972011,-3.2200872214504717,0,1,1,0.5267764378654128,2.468942520063279
0,1,-0.24601782524673144,-0.7131766470049457,3.9645180498409793,1,0,0,0.3843660100649786,2.1577448619015196
0,0,1.5188941651127577,2.503368965040869,-1.4555463940836297,2,1,1,0.585082594198679,2.1056631041281118
1,1,0.2162925534949048,0.5091869556047762,-4.466682381508384,0,0,0,0.1729019628172741,5.629598631103429
1,0,-0.11445099525797169,0.12346770548568403,-6.980318131514825,0,1,0,0.228665696687526,6.525088618669653
0,1,-0.01287222994055335,-0.4760514493291979,2.5132370157624173,1,0,1,0.7379593016857434,1.5820135346343729
0,2,0.9798190058795423,-0.6095513946783438,8.002304634696003,1,0,1,0.8416747555133033,1.7264481928958764
0,2,-0.1476180001307758,-1.8067669691058237,3.860806320948665,0,0,0,0.6482268751609487,6.705919888612176
0,1,-0.09126486105904896,-0.4533709806623951,1.2609420442034214,0,1,1,0.28386293669188656,2.7324057474333054
1,0,-0.44883181906604264,0.30734179059211725,-6.405123410622201,0,1,0,0.1332532867934051,4.286967920052192
1,0,-1.1027616575898114,-0.3526452176548358,-6.168475738800749,1,1,0,0.2654126060633164,3.5395202519472595
0,0,-0.5267762231393712,0.10611980829179603,-3.9351534837342284,0,1,1,0.25236043597049507,2.111567055754408
0,0,-0.9732885808504581,-0.422522510153133,-1.9389299009021048,0,1,0,0.3114092451905176,2.741851306075141
0,0,0.11357168010099572,-0.056728227173946724,7.263861418887579,1,1,1,0.24908422507120448,1.514554424905456
0,2,-0.3237363741328772,-1.0522607181086747,7.34816893264647,0,0,1,0.9996531887498619,0.4287116242701038
1,0,-0.4460089640281445,-0.14877419487866536,-6.125494238135766,0,1,0,0.2478269875072484,6.762989985338303
0,0,-1.3565332217936263,0.022478688778727468,8.848245889614866,0,1,1,0.9659267480922824,0.31602082865173436
1,1,0.894088366192854,-0.06038299351182313,-8.30991414726259,0,0,1,0.6821338055673642,5.049927825264078
1,0,-0.304854319279945,0.35821500205667983,-5.865141866070768,0,1,1,0.2898479713379478,2.67219675976728
0,0,0.9158407322969557,0.8588132288403945,6.528053739062557,2,0,0,0.6643020556050333,1.222458141825264
0,2,-0.6515517072968745,-1.4410348393700427,8.472959326418337,0,0,1,0.9437712784404382,0.6286993090242813
0,2,2.0912383269383867,0.24190004477067378,3.703424225465392,2,0,0,0.8734561052684833,2.7549414746771315
0,2,-1.447832917128946,-2.582421679993235,8.538084323243723,0,0,1,0.9826619542044023,0.4894905129198779
1,0,-0.4644364097408841,0.09263363011687839,-7.022676094688135,0,1,0,0.17575283744491438,7.233805085692021
1,0,-0.495102245476241,1.6508832903753308,-8.756033965085225,1,1,0,0.26717275354675174,4.958118673090039
0,2,-0.665297273085004,-1.6344748013389871,9.596113294192893,2,0,1,0.9972555350404644,0.560077412142544
1,0,-1.1395039275537342,-0.4992776398821014,-8.99485595194368,0,1,1,0.18629941932184646,7.416277772877704
0,1,-0.766293776767971,-1.289924640926175,8.0536139926601,0,1,1,0.8963372051133052,0.6997166496287404
0,0,0.3437237051948969,0.30160382064424524,3.6001219510997693,1,0,0,0.22107742560158228,2.824117966435666
0,2,-0.33839342536861666,-0.7172930985275578,7.934454931294038,0,0,1,0.9542168986342981,1.5336931252425212
1,2,-0.9206031928277023,-1.5831644496478026,4.2336937447280665,0,0,1,0.6885738383271492,3.4260255537867637
0,1,0.7187963873444693,0.8057148516273669,-2.6423347454552424,2,0,1,0.3513736019616765,1.9621006327186818
1,2,0.7521304917797141,-1.4033218550313833,-4.443659735357337,0,0,0,0.42130429152508564,4.222523687699531
0,1,-0.1397685802821967,-0.5847908922677291,-9.73140427214078,1,1,1,0.4790869464319518,1.7896344137614189
1,0,0.5048594125766843,0.25523357426507465,-7.722016205492403,1,1,0,0.24891171023717323,6.253065479863495
0,1,-0.9119616208727154,-0.8326229084951864,5.756963632037932,1,0,1,0.5004159413671726,1.481681711678248
0,1,-0.4260131209461167,-0.05339834742170409,7.872086561688214,0,1,1,0.9184343449955288,0.5256539839661015
1,2,3.0971358721563647,0.9563364288177177,-1.5922088269525059,2,0,0,0.4390196282279846,6.859958437291209
0,1,-0.6176470674328081,-1.1867287149342973,8.622089197218873,0,1,1,0.968027559796209,0.4069504952790945
1,0,0.8792025554360592,0.43255402952847904,-3.9839747129599212,2,0,0,0.44794845992438265,4.39758567723649
1,1,0.4071037009394048,0.18593196559159048,0.62885169259863,0,0,1,0.7699422735395735,2.272411767482487
0,0,-0.09611525504508137,0.576026664876616,3.212043625754333,1,1,1,0.3725856801054167,1.467714882627402
0,0,-1.6689833552361755,0.07623174448848372,4.165539941169751,0,1,1,0.45936754394332807,0.7312618231365586
0,0,-0.7866950351651053,0.050652625344726004,5.019492342931258,0,1,1,0.8668637401792585,0.7684832644859239
0,0,-0.29744933165368326,0.4027568970756956,5.160799827447743,0,1,1,0.6734648256015402,1.786883146144499
1,2,-0.9433242564583191,-0.8971337355181859,-4.38108266404895,1,0,0,0.11982887289941624,7.55207033674802
0,0,-0.007317139355540968,0.5593955977483343,5.160436290102737,0,1,1,0.6027900978349161,1.416960075676427
0,1,0.8041328169590553,0.40025698572600227,2.8546812502754584,0,0,0,0.23781149002168855,2.8397578983970475
1,1,-1.296806233462584,-0.8627955839402809,-9.998908109514558,0,1,0,0.24242630565858064,6.438583209630568
1,1,-0.0980589135775954,-0.6164247265030485,-1.0823476551183795,0,0,0,0.44817958069292774,3.466646252467922
0,0,-1.023032681871115,-0.12252471065366004,5.102800801728748,0,1,1,0.4049552497455268,0.5925532177811424
0,0,-0.36139721109052286,-0.7902963389682552,7.138705148503227,1,0,0,0.758257856239585,2.3935329212055203
0,0,-1.9337582718941524,-1.3362887892972384,6.056904148490691,1,1,1,0.9325287037169343,0.9056622479192248
1,0,0.9146482589563052,1.1361861687269519,1.753118283089652,1,0,1,0.42399535830153434,3.1003460583861195
0,1,-0.7662055524862957,-0.10491846368131454,6.319109841735788,2,0,0,0.6423941420379466,2.1977415079604894
1,2,0.7643306994875827,-0.31251166871454084,-5.984843013507919,0,0,1,0.38249761207507954,11.922227219267336
0,0,-0.014631061650580892,0.5185953201412965,2.724870386303671,1,0,0,0.40594059750747563,2.949434113316909
0,1,-0.24330014060966734,0.28575704683312264,7.403504303789518,1,0,1,0.5264263710019559,1.6561867929842318
1,0,0.915593449500227,1.1822193887311438,-9.445248815365986,1,1,0,0.3124824075748315,4.304063998535437
0,0,-0.5559217492008115,-0.5804011801164103,-7.644751067282781,0,1,0,0.2671600403683281,4.2018951545451815
0,0,-0.4750739261143459,0.557354719525688,-2.206458893299745,0,1,0,0.1323041235857283,2.8534040432084136
0,2,0.6456339195280921,-0.34784839035166515,9.66705274513237,1,0,1,0.9958389960330218,0.2857351845380768
0,0,0.048885991015977875,1.2497275158667362,-4.88266708928699,0,1,1,0.2515599689454787,2.1926574515483326
0,0,-0.6488523332017399,-0.6130164335853336,1.5767804673719343,0,1,1,0.19426821446625847,2.3139444309481694
1,0,0.1803279229059555,1.132167534685375,-4.87222405291919,1,1,0,0.18216102134323015,5.5469082821649085
