S0,S1,S2,X3,X4,X5,X6,Y,X8,X9,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
0,0,-0.19333942169123106,-0.445749444042904,67.77985989497688,0,-0.734422287678752,0,28.579556048396864,0,1,1.9829704896394023,24.639618632305528,1,16.779854812629864,0.7364676764747795,1,35.24691409407513,0.07129534028770884,1.8939095940211834
1,0,-0.8121821121774342,1.1189805524500709,29.432266096653265,0,-1.3347431254122473,0,35.7161191310091,0,0,1.5535327858130445,12.956634848905264,0,12.942910129754521,-9.90436321241645,1,96.74800804687797,0.2747020916462912,6.603010521586617
0,0,-1.2620751677500552,-0.5118083525742407,56.144471391645425,1,0.7446702974519726,1,26.70536146704992,2,1,0.9873115841576704,98.63099090600858,3,44.321998428335185,7.409064107769673,1,14.612637099832536,0.7951090868399348,2.52438476946766
1,0,0.10998597335070083,0.2312055298363846,57.003732898617145,0,0.012325712708467981,1,19.936837030138,1,0,3.524774889656858,50.29594026185925,0,47.75525156472029,-0.20327860867406677,0,20.28132649005034,0.3077847954701592,2.7557877632113508
0,2,0.0533504105080241,-0.672793957780138,29.954328976741714,1,0.6308194489678551,1,23.263828234384192,2,1,1.4845474684002893,58.54213680218627,1,37.19602248971206,8.68161540224039,0,12.794704265390482,0.23367649757508935,1.589733561579632
0,2,-0.42010408227038204,-0.5095873142599948,29.454427989065735,1,0.486682812917048,1,1.7276739764947635,2,1,1.5743333035640321,12.43461559130053,2,33.207719305162406,8.641791970028471,0,33.97079270685259,0.434277751544478,1.9661127775425302
0,0,0.08158275495007684,-0.4473981948455268,64.2387007759618,1,0.24993241211671752,1,33.63018874959586,1,1,3.257684672601019,16.382778808203636,2,33.18203752963683,5.074315987387482,0,23.41852435436512,0.5600430490055569,1.8049141394904296
1,0,0.10466471632209837,1.1395902427641689,42.404490361385875,0,-1.02911813881952,0,39.016332939953166,1,1,1.881474126672725,7.35054848509995,0,44.950992617059676,-7.619727012573144,1,95.21177411056915,0.2824873594841296,2.9840628738488255
1,0,0.698394759379073,2.247684745566205,25.4976981913588,0,1.0204558343492962,0,33.44054892830545,0,0,10.041599155520458,16.91745773544584,1,70.06523553488115,-7.940877014373676,1,97.53420184005496,0.37613792036722804,10.250881667015951
0,1,-0.5029052276119242,-0.626154322926102,28.34474511053609,1,-0.23763569085849806,0,20.037302196648234,0,1,7.504994282350308,31.30373046125299,2,41.878892610719554,-0.9843576917722512,1,70.00537338990137,0.8373199555787616,1.8545893893461605
1,2,0.906224251629172,3.93072816900429,45.04063590587266,0,2.664289367207269,1,7.4228114106060605,2,0,1.3526125803292677,41.330020386454954,0,79.99968405448391,9.844392443793243,0,72.44278599382147,0.8690127253437514,27.47589260678596
1,2,0.4583781069592094,-0.5412922550835529,27.04248681339061,0,-0.6623238608975766,0,33.5279503468288,0,0,25.896499232097042,81.74078781755667,2,36.794181842892854,-9.036429029156158,1,66.53856481414033,0.8687246466776972,1.4396619874947807
