S0,S1,S2,X3,X4,X5,Y,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
0,1,0.11955648052372037,54.20992547302696,1,1.8615307807065236,1,0,26.50779843018059,0.826642017606968,2,52.98496734205773,0.3361597116762883,0,53.07013586192673,0.7066566760593385,53.370655627702845,1.0627254401183561,67.22412567872271,0,0.3217612959064404,2.5949928921500045,1,0,0,-4.683655465024542,21.699397355712616,2.628009945988932,5.7180763183270145,35.83481459619303,1,0.2688923211918815,5.279001181901836,25.772065044278982,87.09587479732852,1,-1.0463207022785577,0,71.88544740003138,19.756592905885046
0,1,-0.22705946888677975,21.106569006597596,1,5.610128248647941,1,1,38.73431386070349,0.5631143041427606,2,66.24242215220629,0.8713289927355625,0,75.44234555556935,0.10573156827062008,62.55144858376643,1.637220693433025,68.98930349944297,1,0.2759294280493987,1.4097205152382202,1,1,0,-0.5278835965958493,10.081695201611298,6.617007616586916,5.2842627373848785,10.353458111696145,1,0.15154145576545466,6.971630378511381,14.044823234571986,76.85319642884882,2,-0.03944436831440653,0,69.74279878446471,18.75416048604344
0,0,0.539284297316836,0.5088509067166713,0,-0.6965432528910824,0,0,29.859169001106693,0.9999862748714295,2,30.039236576524072,0.45485268410011087,1,37.25762723595544,0.19335990169506528,32.475130893915335,-0.3949185532398654,52.59167340991384,0,0.5900210985727354,4.035927720674457,1,0,1,-0.91493298388556,8.866569245832414,3.256340926891782,-5.264606595187965,16.275752385406314,1,-0.32857206622930796,5.669206896283197,22.901187244414114,99.52041009804437,0,-0.7419730833154535,1,20.29902960743999,24.420360071464785
1,0,0.31925930909583894,46.07490680456625,0,-1.3265638951496044,0,0,38.239195931546966,0.39453717450673836,0,29.819660797639163,0.2948765478918002,1,27.851531490236457,0.7207470555971761,24.68629630479682,-0.6412571719508667,30.97127678453849,0,0.6826866029102235,1.4154122922387202,0,1,1,-8.455827867276742,15.901015247618053,3.0302098791966547,-5.476646008397874,11.568721077867824,0,-0.5080005402488289,2.183551611922692,36.99291187877739,7.780209363610196,0,-0.9336452141841785,1,39.709464053006386,20.387081127796918
0,0,0.12217765341612151,44.08823844922584,1,1.9505472406293922,1,1,27.484331447058953,0.4264846614137676,1,57.929457494261456,0.3716389800881765,0,30.968556507047083,0.5813771028515311,23.48204309088394,1.2909071818108115,67.35322126272985,1,0.1974605878789502,14.002532672865016,1,0,0,0.23519901692325362,24.450880613490206,2.897997809452561,-0.4421517361113718,7.933398816178665,1,-0.11490061229970946,4.453949644866755,29.96193666983413,20.40546255797162,1,-0.9521730645518509,2,27.601897694771328,18.03642969409734
0,0,0.6013961140233486,75.52915210306308,1,-0.8816663999127439,0,0,28.737214161777782,0.34292904064487173,0,31.401726890506236,0.30230913089834155,1,24.078884344662317,0.8757712521137461,27.68686602308228,-0.613128132106137,31.340854394995677,0,0.2407659914081714,8.083923386474254,0,2,1,0.9198970681912648,35.81785497012448,5.882055486798018,-0.9129972171627863,4.299268446609094,1,0.08736835494312688,2.707361477275955,15.597280351681455,58.1128440695715,0,-0.5059277055723413,4,71.53347086007194,22.89122063918103
0,0,0.8176920083235192,72.90359822559033,1,-4.045505416868118,0,0,29.1242006320212,0.1840807699937837,0,34.04320750805982,0.28250892107345155,1,26.672274912767023,0.8342204208057673,26.341220912795713,-0.9592021342343792,28.838476714603484,0,0.26754978352578496,2.5533542688028055,1,1,1,3.3184695240583437,6.077033011166256,7.526256115278355,-3.3952103015382846,23.244160617930625,1,0.014814539017181452,6.8044609289764555,9.00142558241284,3.052926717204163,0,-0.656226876527327,3,96.07684004446021,26.679351047027204
0,0,-0.15371310077494135,27.546068526028613,0,1.0136378571250209,1,0,40.71368325043473,0.533481191426006,1,32.61115735635012,0.25712995992009113,0,47.44810321674836,0.5881843550425048,40.665719764643235,0.14072538090466483,52.26187316469564,0,0.1627763422358603,5.918979507699424,1,1,1,-6.577231910924496,24.21181423219641,2.6110211440354525,-1.6982790243510202,5.884601678738428,1,-0.7101149670844962,3.630680543453096,52.886805346864286,71.56551147431726,1,-0.4312425077561471,1,14.44815133217119,18.59440968023456
1,2,-0.020808500061915498,65.18584429592846,0,1.0226874944566529,0,1,44.435204617836746,0.27847799012340946,0,32.62884454996476,0.2971389092214324,1,34.60194709135757,0.7484690638031123,25.7478785052351,-0.4214791600514008,28.966075320308015,1,0.7471803248653408,1.5954713072583948,0,2,1,8.54500118314387,3.657094329754622,32.84749328581359,-2.824043299080836,26.66726736715164,0,-0.3816995979461087,1.7228403876125358,46.21120886150747,31.781226724408086,0,2.0893828017929317,3,19.44934395974396,13.734890118587849
0,0,-0.06536735136708086,79.30823315867008,0,6.793034861557288,1,1,51.294841864136,0.13789253691021275,3,67.80826705529311,0.37526025764106596,0,84.842549463565,0.8930132064911278,73.70757269706738,1.1802020348577766,57.04542958686208,1,0.24000390844322078,3.2062416568499086,1,2,0,3.343308893196987,8.148793107786222,4.353425865980511,9.334016179805847,8.283194940197216,0,-0.6436868372096839,6.011527793085434,46.43482833939595,24.616126829885964,2,-1.1062106884996188,0,18.880732260416718,14.526693599492598
1,0,1.8492545519021901,50.47973457975992,1,-9.062833703143536,0,1,31.82256938561668,0.08170376521759254,0,39.68352266461416,0.3016345867832668,1,27.96004325220136,0.6459507493808323,21.87808954729904,-1.2395601544237609,27.04766766969382,1,0.6507202468203527,1.509602922008917,1,1,1,5.7938621914965225,5.204188223958934,2.013659266686259,-4.254668084541889,8.339266946390998,1,0.6044595029286678,1.4368736586552016,65.63917052308135,44.299879121951044,0,-0.6045195767661273,2,72.63289703856626,36.87891255357415
1,2,-0.10845863292156206,1.2354523164703313,1,4.598068313258988,0,0,48.97049066798334,0.9809897847561138,1,27.373729807867505,0.9344024897992333,0,43.865144716349675,0.02338436873851507,32.356587547491465,0.11914015193685766,50.320617172127086,0,0.21109326925206906,2.6356809055553128,1,0,0,-9.638492208312048,6.631656007692774,5.660461150030621,-5.24642589458084,30.681466088033957,0,-2.3364293217827883,2.5864753741693884,9.732392611020684,60.52172291533806,1,0.7234499045489013,0,30.844311746305365,17.38657768400448
