S0,S1,S2,X3,X4,X5,X6,Y,X8,X9,U0,U1,U2,U3,U4
0,0,-1.5436542447456754,39.39494239681781,31.79637068670719,1,35.80834446217995,1,-0.3409516209149543,0,3.772806877772929,13.640995974556276,0.29064109543347383,1,0
0,1,1.211793148085997,8.919176407495506,21.935086144447563,0,20.8206772690235,0,-1.069277769075187,2,4.319978448132565,0.7645658379457254,0.31150764426866673,1,0
1,1,-0.03748574832354652,4.8154091390107245,81.43172910484236,1,37.725699594859655,0,-0.5242480854604373,1,-6.310456799811517,63.576420660229815,0.6187037488325928,1,2
0,0,0.22952970690219182,7.056396782801944,19.16132534217753,1,33.36098633030826,0,-0.725429743150304,0,-2.920363916824461,37.047971988567895,0.3263621369356947,1,0
0,2,0.3029973980162624,9.458355246183128,26.51176968381259,0,18.433571244530338,1,-0.9318192058651803,2,9.805964194531082,15.204521313502934,0.2576170775937373,1,2
0,0,-0.3543925164176189,12.735584980236352,31.61529483365795,0,25.989692859166045,1,0.46713293477370227,2,3.2395704009067394,38.24494264439651,0.3885666496701103,0,0
1,0,-0.29404474852376544,31.467803830142568,38.54915350081396,1,54.89212957749889,1,-0.4056422298461653,1,-1.3718643584674446,46.51291487297938,0.4159805248398959,0,0
0,1,1.0150449803700883,24.068081761551433,41.492507316930165,0,31.51625018057038,1,0.23803860413064884,2,6.479106210093889,50.083670281182,0.4215879326388897,1,1
1,2,1.2713291552953787,16.715735451640693,40.2820789934706,1,34.23191969693933,0,-1.073399500934606,1,-0.7403273543846325,21.58567284509588,0.6742421189952662,0,1
1,0,0.18915393925611515,19.27953048087325,31.759072593873494,1,38.23829537370714,1,0.3838509802830876,3,1.7424368609659506,56.76106049759603,0.3607282825954581,0,0
1,0,0.9132391550840059,25.157048004131717,84.45278276421426,1,63.89957862821278,0,-0.4085045030542277,0,-7.636386786148869,77.82963463465032,0.9820620649381242,1,0
0,2,0.10433460508177418,24.479913167246107,30.635044439730596,0,46.422465169535705,0,-0.9710970671522599,0,2.6491693146917434,8.28079515763216,0.25897174785275145,0,1
0,0,-1.2606723455360018,39.66521466118611,27.35092673368968,0,45.13667145576698,0,-0.9782910405597549,0,2.7716225700080077,18.541283345318426,0.3458357849716048,1,0
0,1,-0.7008701395652513,34.81126173897715,31.490630072506065,0,36.49476563554584,0,-0.47877304216855204,0,8.981463344773339,19.975874823845054,0.4623034474709503,1,2
1,0,-0.5147607144024519,14.7712932360262,54.813254410793775,1,40.75604732085134,0,-0.9225863404471178,0,-0.3681255321484276,43.81503056932364,0.9532972579636516,1,0
1,0,0.6480263472232052,20.357904206428493,58.71784071571775,1,60.32793893922579,1,1.560030958670851,3,-2.6500283455661204,78.90193638146512,0.5373722826583816,1,0
1,0,-0.1410596517134486,32.171075808628885,99.99771975827836,1,58.55403668964431,1,0.9727472695223502,1,1.0249471078500445,26.727440089578668,0.4111011624750337,1,0
0,0,-0.8496388676311387,27.998267514335147,25.13953583832317,0,34.84960697493187,0,-1.1263522902711396,0,6.713909058696341,4.214750211118012,0.2664414293473337,0,0
0,0,0.08746491365134666,8.186201130576086,35.200431996940985,0,38.94803622591863,1,-0.03415878879393988,1,-4.602254267513227,42.429827564642444,0.9719639864351037,1,0
1,0,-0.32006388524527923,10.816853684444258,5.5039558849732275,0,36.35932585615394,1,1.6780983247112733,3,-5.698677588437681,52.34949804889386,0.31851572702146036,0,0
0,2,-0.196856918160472,16.600929828964638,83.79552684454997,0,27.667430449750462,0,-1.8934965408388658,0,3.1398064872436713,42.418903143608595,0.818564333194594,1,2
0,0,0.7627035834299994,10.793780880239323,22.163772375106916,0,48.364779172770156,1,0.4917378244902288,0,9.650070180140496,32.09942084442844,0.3226240153550395,0,0
1,0,-0.09481655642642518,31.0139534645344,37.0998446054106,0,49.31802446410593,0,-0.5814158018012252,1,2.3939423216293765,36.04374289253432,0.4780591643113862,1,0
0,1,0.38562537267004426,25.20674972767602,27.711108020070153,0,31.122941187417066,0,-1.1242498964612844,0,4.605802844581916,16.99783773157772,0.20292894068984707,1,1
0,0,-1.0181733642713156,35.779102172786715,27.915582875454003,0,25.304215372461368,0,-1.0944858501080381,0,3.9530797717560873,19.937495649491662,0.3911827045917742,0,0
