S0,S1,S2,X3,X4,X5,Y,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
0,2,-0.6628265898631949,1,0.7007547226685742,1.4221477063451162,1,3.8165100498440054,18.06905643885458,0,1,0.4414819230139693,0,37.67706216261766,18.897430164176694,1,52.225119185120164,0.6333331496770047,2.6183268793771006,0.4419902987692152,47.2769923489234,1,54.26866428826289,21.222351833029872,0.6882503460770464,39.482086644259894,2,0,-2.0936075346104563,1,6.0744575190397665,0.7544540569817793,1,1.8978671221505043,0,0.6980353812819021,29.912239368916104,-9.843917314813922,32.75176938372458,1,19.497771269141072,34.738031891152005,2.126755135042008,1.1942159285323264,15.660480173408056,12.415755573441785,1.5681936077752812,1,26.17916906569228,0,1.1751439588747106,38.068110356502046,1,0.9077907401801365,0,38.16243583789187,1.446056868170814,1,6.783587380872187,6.452405406895517
0,0,-0.8393955289939511,0,0.9246565163295714,2.2663794902939536,0,-1.2570340874374804,45.86205775437242,1,1,0.14750048430816942,0,37.22340038644861,81.49203855606383,1,63.30328901191,0.6756218156341239,2.782978963841135,0.5912219331931532,26.03061549040411,1,34.31464561159327,29.611086228795354,0.6849821970752393,23.084530083770716,2,1,0.3520996906766274,1,62.026922034251044,0.93879425129749,0,0.4392312660691056,0,1.290084109554227,9.709070637224988,4.122934659106496,79.99700748040206,3,40.21546874000122,79.80533729287082,3.846479165822902,-9.572975852290433,36.663511104308625,23.66165358952415,5.563380117456935,0,36.69324925130425,4,-1.2261250762523388,32.773291484893434,0,0.7494415444270698,0,8.202629896592544,3.539271964591478,2,3.0199292380941403,25.523547201407602
1,0,-0.7798853155604809,0,0.8860087437371797,1.4535649492849285,1,6.5712431767503645,24.92339283025305,0,0,1.037635414442936,1,24.57521061036492,43.240236923137765,0,55.44545733184207,0.8528633501226515,7.309075561285866,0.26410711879557847,44.69638642638662,2,32.07161227966025,23.789377933996864,0.3211354253651011,14.615408557347099,3,1,0.3487666848504642,0,4.1680585333704006,0.9014186413432569,1,4.219383513636651,1,1.282669595990009,39.57019307967925,-0.1902980421298146,39.025049000779426,2,15.91708806696166,33.28113532978014,6.2433901868022454,8.173840841512586,4.356513373905724,10.382824984294698,2.9410017910676722,0,35.29875279493649,1,0.18103468037108977,45.2460020435216,1,0.2954650488294687,1,7.42439395704989,-1.1398610517666636,1,7.235843984177885,57.76322568780415
1,0,-0.38743948809632955,0,0.7587421656803386,2.0692361588758454,0,0.17337520841719822,11.801429257945317,1,1,-0.10922223031336369,0,44.253527716034924,63.23146118504578,1,65.56726911059303,0.5349046621903972,0.5062910423165015,0.7073868622735011,25.24303274687579,0,35.15188146189085,23.662406136443785,0.2828415639245885,18.874137050106533,2,1,0.1946822796519574,1,47.25754525484444,0.8048932706707538,0,2.375748274237021,1,0.35011670527088085,24.195213885536923,-2.812559068380337,75.7572854281845,3,19.066746074264508,29.613528479385547,4.948328236241253,6.986204237126142,35.37170321789657,10.897138597500433,1.0993646617697812,0,29.40308184736818,0,0.2660350210255511,34.91949372732779,0,0.19031145649814699,1,16.559941807828142,0.8611205328293892,0,1.1067028535178622,11.774269937472749
0,0,-1.470637179551124,0,0.9575376813076502,1.3856165217169487,0,7.734576558608307,25.413874854114866,0,0,1.7114275474929668,1,19.282345581486886,53.080046295811655,0,53.548461584851914,0.9693892957701082,9.45968041077036,0.12871898225667205,44.46603957671921,0,35.954698555310245,28.958896142426397,0.7033255620094981,18.057380999137365,3,0,0.8820724251099142,1,84.52918586833955,0.9569825003758425,0,2.0271133761852624,0,1.158826234481739,23.30621048220005,6.059334379701443,35.70986553673941,2,9.038609325939202,26.477254081409125,4.26301118766183,-1.13611904886816,7.319312457512696,13.31918016615148,5.198002793652474,1,37.607840899743806,0,-0.6782429906667632,36.88176801087708,1,1.838193889864483,0,74.10216206428815,-0.5402679313000434,0,1.769006666973443,72.16851161364826
1,0,0.05192045384063976,0,0.3652630746550501,2.625342266441527,1,-3.9528890047891965,28.987517665656533,1,1,-1.0068923561347696,0,60.705768951896616,34.669816294826234,1,56.52251597121615,0.18219308462732703,-6.989300923501014,0.8351097312788462,22.406920966280563,0,32.625949199472544,26.80792481915642,0.3697180924494795,28.9793932034865,0,1,1.7002463224628912,0,57.71917259354063,0.2622217609505546,1,1.9357916420379075,1,-0.295866882923959,34.30782115856489,4.485627438437167,22.6188188964096,0,65.98464541199094,28.942150411351122,3.621683492562415,-1.8010264448210496,6.6447136579288095,12.544381248446346,7.955283929279935,1,13.785421327439064,0,-0.16611547221918924,29.867447453017803,1,-0.09527085172228272,0,67.93343376476528,2.130759920787824,2,6.362284219686905,37.304234061460505
0,2,-0.14854511529535708,2,0.6385488650575903,2.374100534124724,0,-5.06356437313888,38.53475755428104,0,0,0.12103165499183083,1,37.50865013095886,97.67542762268927,0,41.98808823596039,0.6820023475686074,2.8943613388209712,0.476493119468537,65.92413428958952,0,30.9767315031819,35.056469521649824,0.5781692270258078,12.056403964718976,1,1,-1.1204477201214667,1,0.00392959015023675,0.5600063737207381,0,2.157551343032505,1,-0.39312881196236593,15.876174598987616,-5.1633926886837855,29.541831987669998,1,63.893110886411684,53.1787977514834,2.571389242083209,9.095376233267988,31.246261095381477,39.99616476109553,1.1810890136495946,0,24.986229897944447,3,-0.26643487889900996,30.550564755811198,0,0.42783473851895226,0,13.65637446742819,6.611517516746581,1,1.6081465305904568,7.843150866746323
1,1,-0.4550930249647,1,0.3949937368536234,9.30552059344452,1,-8.13369484540529,21.303819590858385,1,1,-1.1566800139803142,0,64.64782485563298,70.94041642495942,1,66.39909376498122,0.09226981919310362,-7.060430941880104,0.9104540716900283,40.60581927829732,2,34.80232052496609,16.782174827236176,0.15830515199438067,20.506459298924604,0,1,-0.7797810545173047,0,68.24406567745494,0.2980222846776056,1,4.504095528214068,0,0.4789193886770024,52.660690103236206,-9.997916893457338,35.01211146912481,0,33.373905822027794,43.05676398509994,2.6457806176762855,8.418513331088654,5.570927083031387,11.234321523517611,1.6109560230320221,1,13.869567206626346,1,3.4094532020823354e-05,33.72751807292593,1,1.2121293067704202,1,72.05223470908015,2.112832444962141,0,6.1171398946387265,19.82147043900922
0,0,-0.023092133287624515,0,0.38621461893689446,1.6484311826412346,1,3.3329822685206363,60.07246611380421,0,0,0.4463225965510649,1,33.37510075076434,37.110366111531945,0,35.131162119462054,0.7033157788520334,3.680619243764296,0.31100567890114683,64.00401850289525,0,52.13019829357373,17.748410733011625,0.9121336149212931,15.78573493086848,0,0,1.3442224183724913,0,48.612934760184515,0.45790033498779525,0,2.652273666482212,0,-0.21538375489505346,31.907505547792535,-9.959275821375302,76.75993386393873,0,39.48699450265822,21.11767676376383,2.0186529177215378,-4.744779197580082,35.97038353428381,10.62529441826143,3.536108709008189,1,14.71965418045472,2,0.20335089111086183,56.10618370257405,1,-0.04812167977168829,1,75.35147652377697,-1.2759981940810317,2,2.818370117316403,40.47467346544112
0,0,0.5623571098537253,0,0.16675055147881157,4.995023330865439,1,3.18706934773342,62.94078024568168,0,0,-0.25166607138843894,1,55.7079306436915,13.584924425919553,0,24.51891601763818,0.2346980120585429,-5.498962910342148,0.3497033254527259,63.62714740914151,0,66.86221948373198,2.9260877948784714,0.5225248098293079,17.54388081684524,1,0,0.27703510490323385,0,6.111113716915872,0.4480534643681277,2,2.3364842149358434,1,-0.9612039762137202,70.91536817241389,1.070203457093239,20.984460647534764,0,33.45865043084907,17.18697943772292,1.9182208225821655,-4.920187278552648,25.99441375147933,10.571007855408979,1.439200811065354,1,9.744257117591449,1,-0.5522218836067729,68.57917187981585,0,-0.5711163052257945,0,41.89591376417174,-7.568116315702164,0,5.874610930722119,34.62617438800511
