S0,S1,S2,X3,X4,X5,Y,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
1,1,-1.3967183157193932,0.04221960492699754,0.4118282494840727,17.625607369226977,0,0.35950855612340227,2,0,34.20626178249723,2.9764524752722474,46.47621077959819,15.583987751696146,0,0,3.324157855680315,32.80603616303739,0.48821765400353584,1,-3.1257196265256155,1,28.011757044248185,5.527486166079125,0.8793033155278405,0,22.107351815475525,13.916085440953555,0,28.750033150431058
0,2,-0.9849422122839018,-0.6004495045832007,0.9516193360411227,35.57745329106371,1,0.2087278361166992,3,0,94.27116332305299,0.827860645840938,78.56646651846063,38.16118777084958,2,2,4.144376250245231,62.02118176509609,-1.655778808987227,1,8.025650230682647,0,93.6537552260321,6.698499812590086,0.5221452290681139,0,68.93798976423858,32.94319908783478,1,28.154859778223603
0,1,-0.08143191969801865,-0.6480068617686894,0.43450919136233024,10.13368953600645,1,0.7587620578594256,1,1,32.86834945750632,3.840831901124038,20.38577047463152,16.884286270138414,0,2,1.5493559204587934,47.04761975750119,-0.03983826348891546,0,4.711657671000287,0,44.28691824411401,-2.541827421586266,0.496549953477368,0,59.51192193565282,42.84828236887761,0,52.782262499170145
0,2,1.2299397487165846,0.29133864048492897,0.40973902128667045,9.737037388405634,0,0.613169197506598,1,0,42.82190203737348,3.43514806557325,53.387730982410055,14.880754017329117,0,0,2.4567351017141874,33.30684055599535,0.4347754509750509,0,2.964131374107568,0,23.184154241537325,5.1030548505220885,0.08377060116471013,0,42.16830016577422,59.548807624981606,0,62.30959177902115
1,2,-0.07779337037195545,2.5705933558427367,0.5087759293723604,18.04999660363893,0,0.03976373380661008,1,0,24.19411665429977,2.6697300321982316,95.35285600729296,9.53937809911048,0,1,13.541113748150295,66.77494945943494,1.1818773267792944,1,-5.056979209208887,1,28.145512905875382,8.42301897932466,0.2179326835442419,1,6.996673252598273,73.58456702066071,0,36.01814876189808
1,0,-0.8815917172966838,0.28980994439617025,0.607105419577412,27.310983479564488,0,0.3396848962512027,2,0,70.44470985213242,2.0063058759877244,80.02950242784546,24.985897873155217,1,2,3.93761598700479,33.8382776050519,-0.19419577619135936,1,-0.8787356698910855,1,23.06726275303425,-8.379391637890109,0.7321706301714632,1,34.717147694990814,26.225133075257343,0,28.800708845043467
0,1,-0.5846527729763292,-0.40123115737040976,0.7099274429248312,23.24337310042077,1,0.46357654938248527,2,0,74.75043745837617,1.766973840604445,56.9693637600868,30.275662074570686,2,1,2.4902524572501537,34.20803204178083,-0.6470647483240405,1,5.091950712601793,0,72.00682874217664,2.9959262199078758,0.3214508771384499,0,57.87209820273933,42.52809761965834,0,34.582358277600946
1,1,0.28857791225573687,0.4099554833414858,0.3103175009683571,6.914149320672092,0,0.5228664356254694,0,1,11.654352891313291,5.301248846092224,39.334303026384006,5.958956905410389,0,2,2.920859317591218,46.08484727593135,1.0440393182697065,0,-4.825086961534442,1,31.031305465659916,4.8082023759643455,0.9945685938096942,0,32.43014557869006,43.52994718241278,0,37.92547896185203
1,0,1.040372934667389,-0.699852251106327,0.14802294392401466,16.321007134042652,0,0.7694168443291607,1,2,28.898980514842602,4.6368332994506885,10.764825327113797,11.681318096248363,0,3,1.4686055229334631,33.158538060156154,0.3759439171543649,0,-2.0130953796137145,1,29.779514811275952,-7.510067411889305,0.5609628853859235,0,18.072388098525373,14.785660535509777,0,58.8486973345374
1,2,-1.4302800218268423,1.5328862519224924,0.23118801475414025,10.927250076741641,0,0.4603168999433518,1,0,49.77310987869976,2.8416874137739647,77.54192831324569,15.58191773806281,0,1,4.028495536320122,48.98735109881018,0.4125950609720801,1,0.62631938995413,1,27.52438489040605,8.459179033447569,0.9008636476299514,0,49.05127542385486,74.70729995977177,0,43.745602019060925
1,2,-0.48092038161886463,1.2279078833520771,0.7078892629425049,27.84449916791268,0,0.07263052518516411,2,0,62.52024344344817,1.5618744368608897,89.10780145641455,24.977846425076663,1,0,8.481642273130278,54.39570744167516,-0.00954165867102168,1,-1.6408727696475118,1,37.12299170128961,7.877852822065968,0.2800281458399757,0,25.096694796804783,57.094632542888135,1,37.66571754211139
1,2,-0.3940097915698507,0.5153700325921814,0.1004631431485059,8.26222963694155,0,0.3189476193717165,0,1,22.807755726572253,4.639735759466095,50.242925756324986,6.403834902318863,0,1,4.717355366502249,32.78969070360292,1.4787268423000626,0,-8.64836553249698,1,31.846728319809912,4.105192063548994,0.9252304910614815,1,7.82298224632191,53.778370492523415,1,54.1598074721054
1,0,-0.43816206004872926,-1.479613419885779,0.4587921898973585,13.573164918870733,1,0.7471728395696171,1,2,24.460995050470657,4.218776820571932,9.353107010006328,15.144439158237564,0,2,1.3403688190859209,37.8683174575676,-0.04988347477544006,0,0.9190461831527692,0,30.180267051117582,0.9219282166909366,0.8544162031924254,1,20.80637052360445,9.800835429523932,0,34.49818745983435
1,2,-0.6538320756492363,2.4989132996931467,0.6069823125539183,22.520990523171026,0,0.07832588709053279,2,0,48.989228115837804,1.9809532723134742,95.7737470265686,17.765053294134002,0,0,9.96492620159817,38.752295118268314,0.8123875273458877,1,-3.2727623902069176,1,29.551908819222394,9.621146316567252,0.3626795871541977,1,47.28473620123495,70.56139026074717,1,31.08597298091636
1,1,-0.7190090922543171,0.2895156844862436,0.6991568827112559,34.794843986231896,0,0.1713499552420495,3,0,82.81998073433063,1.2361485656726638,83.19133775345277,32.77892806883621,2,0,5.049801214328696,33.983674610263,-0.5390639148516754,1,-1.3395183601721872,0,28.790538564845434,0.7353607555719304,0.41237160154476427,1,43.83935958060669,62.02133771036695,0,28.19015370902376
0,0,-0.3903053517456207,-0.6617024626196012,0.8453478033494566,26.220959334631466,1,0.38421240822106806,2,0,59.678443744514034,1.9975893558998632,51.45725066187331,27.89801692911563,1,0,2.553662538637277,56.37964258545443,-0.5841368883481549,1,2.1853990234283884,0,52.47993319688546,2.613464607665559,0.5011437991703833,0,63.37653094243839,21.40929279642263,1,30.35737988990347
0,2,-0.24569467088041788,1.2561893525190506,0.8631375170585357,25.87728782884334,1,0.13653265082381372,3,0,84.7197296308587,1.1122061711817268,95.1122053448349,32.816057858804804,2,1,7.149381443894736,58.34158864716665,-0.6145301585680135,1,6.6670277646057805,0,27.639727967518716,9.083219729488196,0.5126693303851316,0,67.07403700361462,74.05994135278584,1,27.214581445741864
1,0,3.383793131568128,0.30757257913786074,0.04868363874050968,10.8004999105394,0,0.8416736703521415,0,2,21.933053229540832,6.68581547368906,11.656522536986703,5.58909715143614,0,3,1.5166469305880177,32.92945767206324,0.8894392762552197,0,-2.7302334871515788,1,24.790946435980505,3.97079925907037,0.016388143570416513,1,19.72318013464203,26.412963942222262,0,69.48577181356366
