S0,S1,S2,Y,X4,X5,X6,X7,X8,X9
1,1,-0.5801306608545954,1,73.14539108225378,0,6.618717261296846,0,57.418125689754696,62.95720265813854
0,0,-1.8654356329699828,0,1.9210893849255672,2,0.8565819734587145,1,5.372553470414485,26.26669773610628
1,1,-0.18058004637472355,1,68.3160823748491,0,2.2729438328423432,0,56.06387923089822,54.8356777565285
1,0,-1.3578327578504614,0,0.7345308889066149,2,1.2626964511132244,1,13.923130047735409,35.490575293262225
1,0,1.133548707400492,0,23.263654758009565,1,3.4414116539138173,1,28.437424897540136,27.22729354424035
1,1,0.11928844826287917,1,53.48253226201606,0,3.0936653157418603,0,47.57690555444681,44.01837865464939
0,1,0.5269984260330942,0,25.8514387582068,1,3.512424846382182,0,26.93443359702635,60.54792465391034
1,0,-0.29017497614561716,1,53.781427496052395,0,1.953925763376416,1,39.603532584228255,54.079509224895496
0,2,0.2200122749568533,1,71.77519143433078,0,7.896956991246451,0,50.020723740712036,69.99952719109052
0,0,-2.6209322332545057,0,78.14578626137198,1,1.448196184020761,0,17.225314850101938,23.445171500190135
1,0,0.4410974342983751,0,45.402273057156634,1,3.2989792299526863,1,41.379305460072516,60.85254529218606
0,0,-0.2503535896422623,0,5.4932771336748125,2,0.7400321615455587,1,2.7987931182646486,38.54798610085629
0,0,0.06520399386746056,0,21.115591185452754,1,1.1989721086182314,1,17.301842694507215,31.848139888131445
1,2,-0.27173439699125274,1,94.88952603187302,0,9.481070529741666,0,71.9905340379347,65.04484551016444
0,1,0.6851103322823828,0,63.29432496136285,1,1.7027731493440847,0,19.217394835560878,53.35261080829788
1,2,0.027733053508929174,1,99.16267729671857,0,18.466204193210654,0,75.23836720838207,69.72017751716217
1,0,0.9009091930994965,1,38.01537044715959,1,1.3807649170686922,1,57.603725005930485,49.99246937247217
1,0,0.2866977704466862,0,6.111343999568036,2,2.0139729987898547,1,47.28774810830424,34.19555927294445
1,0,0.3388419757364688,0,25.690545954411736,1,2.785259450190802,1,48.394027670143345,57.875226937202186
1,2,-0.7482879230030475,1,99.43037387725118,0,13.004551677981857,0,79.18513540382708,69.17414765841419
1,1,0.11985374183234478,1,76.09095539278854,0,3.575838223319494,0,69.31127202450719,56.64657433752926
0,0,0.26258991111966573,0,1.9839345729390667,2,0.7638285770656653,1,5.592913996738309,31.954441714146252
1,0,0.11944431893183352,0,5.090302854274686,2,1.3682523820146437,1,25.17912728910082,24.768331876297694
1,0,-0.5404021355863853,0,2.0749105715067104,2,0.7377996789904363,1,8.46413563351129,23.58463215312491
0,0,0.06275159405639347,1,68.29873538887816,0,1.2987314854213898,1,41.03263144243252,19.2838260041335
1,1,0.9345144666249358,1,70.85823453242784,0,4.002146319604217,0,56.18909486656448,59.73117771705614
0,0,0.5873251766519256,0,1.1430825353291207,2,0.27399620437468697,1,0.0025482318573688545,18.01906412603174
1,0,0.7346992012627936,0,11.935109197010686,1,2.177907071494166,1,47.64701618900243,39.14738042280415
0,0,0.3452386178595773,0,7.305509735507826,2,1.8142227236014747,1,9.561258369645609,21.898399006292237
1,1,0.002915793981185723,1,55.9152303813099,0,4.3285641894844895,1,64.38312004099929,67.10719841781048
1,0,1.2642822793275499,0,5.68706566469826,2,0.8443119036169094,1,16.29531484356662,35.4196523173567
1,1,-2.2146639200045857,0,22.660744168949513,1,3.401250250704331,0,43.839635703427895,62.49628664361221
