S0,S1,S2,Y,X4,X5,X6,X7,X8,X9,U0,U1,U2,U3,U4
0,0,0.4757111868998039,0,54.8932863405319,-0.9250169471179279,-3.5501523257111707,0.051558830377091414,0,0,1,32.07531270568366,0,35.34330360631307,2.1285403079056295
1,0,-0.2713333711338884,1,35.2033134922297,-0.715613524201479,0.20113994512857047,0.7848759506554523,0,1,0,45.4174614907657,2,47.882260142232596,1.875381904473261
1,0,0.4628371738099204,1,24.9640401445171,-0.05242988653750109,2.456057575434137,0.748456442094743,1,1,0,33.02826314734942,3,74.72141309732862,0.6479944787756305
1,1,0.3872214711630431,1,36.082632553868876,0.21957693086249597,2.590885727476504,0.4045332797040988,1,1,0,42.254705099710435,2,79.11507680628948,3.694430309257301
0,0,1.3129796413096124,0,69.9980195865931,-1.0870080214391598,1.384370054760165,0.39610564452046665,0,0,1,19.204749929052994,1,1.0770451475964338,3.5015924727721615
0,0,-0.45350426863491455,0,62.30748034791564,0.29639690677459146,-4.738313957775495,0.1872199604338748,0,0,1,19.895451924876898,0,8.681438394106443,0.562936606910075
1,1,0.7389490337813727,1,26.833463708840256,-0.49675861352049766,-3.5431713715437265,0.16640525998403521,1,1,1,10.755636780848835,1,54.07428620347713,2.9094757151381367
1,0,0.6808448579036003,1,42.31081231249618,-0.5570724091017524,5.295081608975174,0.9975775253935512,2,1,0,39.70516690056306,3,57.04611595433005,1.1092863365287629
0,1,0.33974966587236155,0,67.81867942598325,-1.0815289392486895,-3.690632376609204,0.1651160661381807,0,0,1,78.21803800810704,0,21.12785566102445,1.5174199136787214
0,2,1.0508911988175502,0,41.99181542951399,-0.10419332271668846,-5.647469326215617,0.32749643467535783,0,0,1,21.7573787012687,0,76.28127995645582,2.7401325557872087
0,2,1.0964493003261664,0,59.12654062421524,-0.4551735166182137,-2.2774341221668646,0.2602706750373731,0,0,1,39.69104942506653,0,6.491953152758151,2.383991419961613
1,2,0.5948649368965467,1,32.69212390608109,0.48823122309203987,-2.4531155706791585,0.5206947501361427,1,1,0,56.252056987586165,2,75.22351994478176,11.887860183081505
0,2,-1.4651389610590184,0,52.51626733656995,0.5097308131560584,-5.155155384378098,0.2982842120306579,0,0,0,55.84241525400305,0,41.72408766904717,1.6509874134209055
0,1,0.141109193781849,0,46.44780276558145,-1.1096525866041265,-8.155202150138296,0.12233703552538128,0,0,1,34.778481740057586,1,15.593410606174556,2.465851884407044
0,0,0.24383352139423167,0,68.50559570417343,-1.512267910390077,-1.406007610741968,0.2605045248652039,0,0,1,24.445449422545778,0,25.522769587077676,5.823417158457172
0,0,-0.34310946885019283,0,69.29498474140263,-0.8824478045294448,-1.741149778608147,0.5180131172038186,0,0,1,12.542153875160542,1,5.317292222455644,2.054069669024428
1,1,0.5715720002851032,1,36.889716640872685,1.2304607657170121,-1.0315360161219669,0.24909674854555403,1,1,0,69.36698595469356,2,73.76605560564053,3.067514507980934
0,2,0.6853379591695631,0,55.443877012826874,0.2908679794084192,-5.374624671017292,0.14067881636813045,0,0,1,77.72554567616956,1,39.09368125777564,2.698898512889877
0,2,0.8647115790401747,0,69.99997616028321,-0.8610132918665062,3.9415639117360257,0.5492573705185327,1,0,1,73.77750793027111,0,0.5488443769616769,16.57147743034977
1,0,3.418758370150676,1,24.036775507940277,-1.0497269246944652,7.773111789656994,0.9489920038059062,2,1,0,55.023345629201486,3,98.38717812425,0.9750501785343231
1,0,0.2892902150253524,1,38.49781479069178,-0.7599120446435008,-1.3055569547909673,0.47014869667380355,1,1,0,15.401820803382464,2,57.90048433623406,2.2925421144994917
0,0,-1.3836034613784824,1,31.78015466569323,0.19396121813746545,-1.8892845457579472,0.604181204013305,0,1,1,79.57759375492202,2,18.003753997414563,3.6235861264037954
1,0,1.1519963295089377,0,28.17718143061718,-0.9207082191204715,-5.701672250129471,0.3359767908497991,0,0,0,68.90511141472413,0,41.67131484105844,2.9780865755521266
0,0,0.5530367966775545,0,59.52259160462094,-0.3602178712156237,-2.051208232335351,0.31529129450931825,0,0,1,72.11397549284342,1,20.374125501547745,3.216512405655687
0,1,-1.2569250808000445,0,61.19371569883754,-0.878453815199876,-5.560929840295494,0.41887149603806656,0,0,1,14.295946231831085,1,30.838022189667193,2.837952058085802
0,1,0.122761291824029,0,32.90461071892834,0.16473277622869925,-5.1027476709070365,0.3574647473286856,0,0,1,64.18185131984464,0,47.79761096761841,5.6893531452586386
0,0,-2.405874530356041,0,55.72755941578257,-0.7988625264571253,-4.303111763309804,0.6520010753113193,0,0,1,26.142202991827865,0,32.1991180280205,2.754153564787541
0,2,-1.8399418198293604,0,61.19604962943823,1.1489609895419772,-3.1351462945758524,0.08016236384233605,1,0,1,75.7959596516789,0,32.055708087864545,6.601399218452933
0,0,-3.771060249743321,0,63.42394689937069,-0.36312878765925183,-5.217067144550228,0.12597705362675382,0,0,1,4.403137035553626,0,57.476343508887,2.95380127369664
1,1,0.11357116670027768,1,28.855752708669847,0.042542540158685804,2.6962933185697064,0.3224221320914913,1,1,0,47.694130128692876,2,64.20538271338762,2.123769682723371
0,1,-0.4580118964839774,0,29.81590950318914,0.9065380601427507,-4.9604783995395,0.43752798054866276,0,0,1,27.322294188310288,0,90.01436557510377,5.303743526869545
0,0,0.170165961382906,0,51.84148004294407,-0.7174618430276448,-5.627406473205782,0.14559999614508684,0,0,1,50.21017524412673,0,50.8141325368311,2.5457589312704028
1,2,-2.8383028264455374,0,21.946048159921883,0.8695563296284909,-6.025435463562739,0.264353616121514,0,1,0,53.4342846694259,1,79.56660953919963,2.528476518908048
0,1,-0.4558982411644651,0,44.161569603700464,-0.6485629827435595,-5.289186932054919,0.2985892879344625,0,0,1,77.35385475501712,0,52.97836154439182,12.566499392216516
0,1,-0.29391259172715795,0,53.81020850550366,-0.7233358483220443,-4.639963066960667,0.27584439551278706,0,0,1,21.34868557509888,0,37.47471010977024,2.5009219618683343
1,0,0.6062558629235345,1,32.34745234390594,-0.9059873637280637,9.973200621662613,0.9950097567496101,2,1,0,29.942238255563993,4,97.93688687236029,1.4089469328391149
0,1,-1.4044157274685722,0,49.5083739068217,1.1410981189308036,-5.672177099716132,0.30995924316383416,0,0,1,39.724165497564,0,76.89343502541146,5.610417171927603
0,2,1.4943993162105835,0,36.0081433449962,0.25578079269489395,-4.39488222004369,0.20530569869403803,0,0,1,26.88607730632669,0,18.66473824774652,7.380422548514525
0,2,0.22972946513375544,0,69.96229973811734,-0.284613314842698,2.292626855976925,0.30192699451045457,1,0,1,74.92211500926047,0,0.9823904268201622,1.6476564252811408
0,1,1.3200849225774343,1,46.61191160459799,-0.25002711104715425,-2.525252606287771,0.5435930706061698,1,1,1,21.29804754191456,0,72.33215010750118,2.9683778013870112
0,2,-0.19317371489358107,0,67.20151844587242,3.555235951875162,-0.666189277379786,0.21280126449488052,1,1,1,79.63403508488275,0,38.32278400598166,54.598150033144236
1,1,0.2529630642348598,1,26.212913423002487,0.15092701635367523,6.6186225522416855,0.6686178383872405,2,1,0,19.57529071793838,3,75.8353728609143,3.652063000126152
1,0,-0.8768087102209091,1,29.29579379860259,-0.39075596757316033,2.0678013675089986,0.5213320995688893,1,1,0,20.53519738465703,2,67.15335619070014,1.6920142924429176
1,0,0.48937222849563006,1,35.510208151888605,-0.88013597789109,-2.0524799099226794,0.7500659611384449,1,1,0,22.28328694454091,2,64.63755585256789,2.8504539900937904
0,0,-1.2552944940650408,0,53.13715017923376,0.9042411503079215,-3.8293050075304516,0.15684113848978037,0,0,1,31.585958688007576,0,31.409838679473445,1.515496568225411
0,1,-2.4707141521874947,0,58.7390485452457,-0.9133682268143378,-5.588958953605684,0.17701152898585648,0,0,1,37.664560942971576,0,31.552255082188186,2.0214743966490225
1,1,-0.5307623070510765,1,28.49487484234539,-0.24556326528343259,3.0845130441477924,0.6199782195473681,1,1,0,22.21350334972947,2,59.389638698935535,2.0826707023436737
0,0,1.4359522185246276,0,52.4567053786224,-0.1749210305337672,-5.531104165962092,0.170732710456668,0,0,1,18.19009898128913,0,8.501429388583636,8.102730691692226
1,1,1.5284317784410608,1,30.86101241077017,0.5931867176649265,8.66247227879797,0.9824518715560693,2,1,0,23.643547966496996,3,81.5975384110674,3.496352777880253
1,0,0.3612397860930602,1,42.355221136474086,-1.1737926423978868,-1.3139765436937019,0.43997440048473885,0,1,0,27.6302456412079,2,76.8107835135047,4.794622763318258
1,0,0.9605765494656681,1,27.18104861951281,0.3605647410313466,0.5231263238466788,0.1510075041429535,1,1,0,17.566470842524822,2,38.974557126435,2.7760968856003365
0,0,-1.0863248111308443,0,63.88481047771251,-0.9667310990713293,-4.941218766870339,0.339839466931521,0,0,1,33.25487470940817,0,41.757614722872354,1.2461770607904217
0,0,-0.046618445673220515,0,65.32650139978652,-0.39619096428461326,-4.734037010353327,0.2846490751882136,0,0,1,78.18992021548917,1,10.688003739777512,1.8342350310850637
0,0,0.2943651384254026,1,29.31645832892945,-0.5606691501409992,-2.7246979785057874,0.2492885789349235,0,0,1,6.327151829522255,1,27.178794095689373,2.256433635116413
