S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
0,2,0.28054540908455783,38.5968489879289,0,-0.46302024099036226,1.4974434467893272,1,0,61.144367619325365,0.1569389059728606,0,24.14821964956498,0,29.12677723012,15.55910303276784,5.701891368914607,-0.2314829413769387,1,39.60679880566293,27.886109970272692,1.5241137364677235,1,0,0.2985749403630382,33.37572373149637,0.42021244317397966,26.760505850647533,-7.869606290390218,26.179632527091655,-0.6535405797897272,0.43584275076568174,61.155119009406334,64.92363142168279,34.71444226471965,2,14.443893864789539,0.49463249493430395,1.4874289378820413,1,3.966493516999247,6.914267556632559,0,1,3.111645610881091,2,1,0.13562602671925778,0.17860387200749983,0.2771097677263352,0.11952143566000173,1,8.775867042461016,8.904792287286265,37.58062032188596,3,0,0.27266023997805733,0,79.3951890101324
1,0,0.36823061921010436,46.58495287208511,0,0.0721255950905337,3.207257807347892,0,0,36.79262073891155,0.7312856477905517,1,76.31744372125347,1,41.657145593413674,14.069224991761203,1.7373929228067506,0.6356575739386456,0,34.553018011963665,39.83544330001507,3.1275172419818054,0,1,0.5117773640196616,60.92756984027682,0.7233812284357573,29.185007372636427,9.576290560145935,23.203847486874697,0.7400141918650132,-0.5961772391295346,36.7854051895697,28.493163824017053,37.400221024021675,1,29.757005298363932,29.424351720106774,15.248273755137213,1,1.0795420762677423,-4.749419629132254,0,0,-6.09489627545705,0,1,0.9822030553133085,-4.248655866330402,-7.3589913630954475,0.667181440056593,1,54.98054290142347,23.325271911896806,26.901956512443185,1,0,0.07135865793218071,0,39.00421402450005
0,0,0.01694288681663533,32.11721719082522,1,-0.19393423811951,2.467761613072864,1,0,40.717998964095386,0.6574056652995184,0,85.56527272702019,0,32.05187711864983,10.710826625941683,1.6978370063990837,0.8085458844767996,0,27.03265443749723,52.88025321356219,2.2492020551712435,0,0,0.5467792989035913,50.497474193746065,0.4109316973110819,14.820415581620487,1.4919698102064807,13.686180302299814,-0.8989109807311493,-0.28419044722270603,40.78294976620123,36.773753595921704,43.28812230158928,1,22.230966506099076,6.09511311393339,4.823070207661629,1,0.8305240336045089,-3.008189998120006,1,0,-0.5873391040447764,1,0,0.9596494060136407,-1.2686960582824405,3.0648100729406753,0.34608647304989626,0,48.81218049625857,16.52087272440513,30.058632796320317,1,0,0.6503635169543093,1,39.684111143574384
1,2,0.11244002399803328,34.06948160597625,0,-1.1887684355689523,0.8295549544265298,1,1,69.08372679552613,0.003851381179455715,0,1.1437632501046346,0,28.82783784281198,22.809858531828727,18.1987415053974,-1.484218789374621,1,59.87474353216273,19.97060026238408,0.8189021757332695,1,0,0.22318739562996112,48.66508238567241,0.6443888027427969,44.12670458398766,-5.656663216098467,14.083729429651628,-0.05244639068787375,0.11772477300158117,69.04736025004841,60.02287678447672,38.05011369119722,1,21.347814005356824,1.0201833309923147,1.3495178166161534,1,4.3912000577607895,9.93352078355107,0,0,1.659072642011509,2,1,0.6779953788670576,3.744705198726713,3.0487716540313556,0.6931320054162964,0,16.958401036870384,2.2139358151337496,29.28684827470321,3,1,0.32860112874853,0,18.651170724410274
1,0,-0.13459890994810236,43.75675091778539,0,0.7596453307675202,5.237657440430429,0,2,28.974222043573977,0.791883330185781,1,52.46545644580453,1,71.99993910983919,26.565915048463076,1.691716323127939,-0.02871815083198699,0,65.55263207775275,85.0934136870917,4.82415122177576,0,2,-0.9344492796020785,56.673967867346214,0.4836558204443328,76.80195944141725,6.610495962996492,34.142451176722986,0.4949362133410661,-0.19479051770669936,29.020404067412287,17.028947392214544,48.24548801568455,0,7.373662371754374,20.182707975360252,4.641373100294079,1,9.956846865712254,-5.764714907009606,0,1,-3.444869642303119,0,1,0.3689728140888263,-2.644669305988873,-1.1179894478321,0.5665357376209087,0,48.70512892276947,31.422971313396772,50.419069800203424,3,1,0.69880517982582,1,78.05200410382425
0,0,2.0961309652563243,14.45798550781011,1,-0.9513756335133431,1.5051093900269559,1,2,62.52564312543065,0.20407708170106142,0,22.686051813538498,0,27.991507517593096,14.855829754686543,6.485210665403771,-0.1972524135172736,0,36.589962787852684,55.2295656436684,1.3292693230104153,0,0,0.74974461090175,47.07355120942506,0.9651384933015987,8.809351011656483,3.3763914048863164,39.62219485241418,-0.5488584128314282,-0.5059639017001117,62.575142469287805,14.50805329667833,1.5992770683763124,1,14.482643670987997,7.658048797260324,4.451741341549933,0,0.7494447399144738,5.788874194694333,2,1,4.18545132991313,2,0,0.9200170758784539,8.526790263736629,9.288713728454695,0.25660554199902985,1,23.854376797637293,7.79608075745662,64.5783421016198,2,0,0.41557483787559296,0,79.38603696373782
0,1,0.09731304195538978,58.14763200351791,1,1.499901780452127,9.478074762376908,0,2,23.095803350037627,0.7937674970096347,1,25.032557511771465,1,95.91687802480244,38.18413423717839,1.6969573764785961,-1.1536936808375402,1,95.1890047330533,28.596574819380116,9.162199462429145,1,1,2.3657736955417055,38.68716173781182,0.3791252896817922,13.791460212527383,2.87014203005568,19.50274351016758,-1.2080724722959906,1.1842534558752025,23.10939326474692,71.56684566478454,39.97635881002265,3,12.74589805562214,36.528771501995266,5.497038755501862,1,2.7643321662941953,-5.86565948814349,2,2,3.0285063558487337,0,1,0.2062048964380842,3.790413213453796,-2.843128747539124,0.5947591997228053,0,27.086794546420222,38.24711240333407,25.09867400615715,1,3,0.3061376464815826,1,77.06573323211813
0,2,-0.5494781882817088,68.36022826991224,1,0.9175842928091119,3.5134021503268738,0,0,31.721274184065336,0.7683336161732245,1,74.90854692002709,1,59.25069072364239,20.5390193909443,1.7268303313983218,0.3679254329555303,0,50.642139238145404,15.235610803148653,3.4196553185517224,1,1,1.3805327670946235,33.66904459537999,0.3949446501396109,16.91899498936592,-7.307550216412254,19.136655280826982,-0.5052403341065642,1.09680595842148,31.759236882607393,78.95233124122369,50.68005002912055,2,39.51715550970544,18.89733898379345,0.575032106503003,0,4.269645056978615,-5.25153436523901,0,2,9.67086081589731,0,1,0.3286220806150332,-4.7411698848411366,1.112933596376731,0.7105995108026508,0,8.331115862882038,25.196716381283906,31.816577164768674,2,2,0.405036393952396,0,43.7795268610445
0,1,0.13624971416406384,55.455527092470064,1,-0.23923310276016338,1.8721514647718103,1,0,46.42921928670099,0.5640779326819502,0,83.63501543015445,0,28.930400033514726,10.030783489306131,2.1171321087188733,0.7315413413660237,0,25.157613502922118,54.91408337947449,1.8383494951925559,0,0,0.7707748642703804,44.57342107649227,0.514530627632412,16.69930957834241,-1.9523046902634,13.843197565098983,-0.6924396446682531,0.16762308951918006,46.4717319964822,63.44802323161435,35.86712466190422,2,36.897303585596084,20.07811796983837,1.1946513411617967,0,1.7689600017606664,-1.452664719640671,0,1,8.990903967559401,1,1,0.8472129320915186,-1.2497734753044512,9.911838931407829,0.2786599315696212,0,50.97009034944888,13.835997871526423,32.82397032806655,0,0,0.5432103137397248,0,1.8840989475428138
1,1,-0.03988857234375434,33.29010179837169,0,-0.07697477125347564,2.6563578742280076,0,0,39.01876165766838,0.6932321556981289,0,76.71590745803599,0,28.80923066430028,9.306003838411513,1.757604948081835,0.9357143631489739,0,22.765118910544498,99.75357002976114,2.458874604891226,0,1,-1.294855859602884,26.36026616844423,0.6834142241300013,75.32048088690827,-6.768733039717158,21.610459527000103,2.420215341014432,-0.3171985848115975,39.15830795848428,38.961167961098546,36.207563930302435,0,31.942602628458996,38.134290143237614,2.425809084952971,0,5.843383702251328,-3.855797309049076,2,1,-8.594507846539507,1,1,0.35727712218785396,-3.0844303193541345,-7.724632231609853,0.4272576970758448,1,86.6265164441646,18.479642382376266,69.85140427194855,0,1,0.42854135673634075,1,6.831926017584151
