S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,2,0.3153283822022151,2,-0.24954360072589005,1,4.128822289299344,22.536350338042087,1,1,43.53873136824567,3.381691031407623,1,56.395703773061115,36.07697799136103,9.736860622731685,1,5.206451096545601,0.8432905578874494,0.356541921246101,57.64428291819621,0,23.46955463189368,6.82056979506841,0.9058725279572102,0,1.252720942010323,1,43.30260275402979,3.0826512861509023,2,0.5502443859613052,65.57438484550676,13.424856040261833,51.4197652208312,4.001539405104218,0,0,0.9593338963854432,54.718416686373295
0,1,0.3504097148246595,0,0.4621394137704679,2,2.1914406608658057,57.884951690133235,1,0,37.56740207837397,-1.8964761358882694,0,25.625708953222908,37.049137273950514,25.87025541009116,0,-6.655707526864699,0.2925183655552857,0.6677388142929394,48.6466054435731,1,7.293748368890092,24.97667041571249,0.24731466458976623,1,3.4487169882560993,0,38.52364474138926,-3.646866449358159,1,0.20483856251145366,42.86057880934616,71.48031084989996,48.96093739773225,3.9908876509445537,1,1,0.5438581513888636,13.961610229461147
0,2,-0.16989898076417112,0,-0.44137445526054697,2,3.6256526583526347,30.34925022012578,0,1,16.89224512035544,-5.4283949116631,1,27.060981679239617,35.3211856470496,16.925446438567935,0,-7.0326083952535505,0.2461471600842442,0.8273690199901484,65.52855896926656,1,13.144161297234895,19.291555243321156,0.3980364398921239,0,0.9746023215903803,0,46.00116743799954,-0.2830997580805388,2,-0.3775491954782308,37.22849629471527,24.23405791825351,6.25272652351899,2.1060792046251886,1,0,0.4044002488506783,66.49778993023804
1,1,-0.0894959798853468,1,-0.7945528915905501,1,2.5981189640598723,20.85808832586651,0,1,19.16374473628533,-4.520749146244285,0,25.312621382600238,37.53032841792172,25.3055622429782,0,-6.773805094163069,0.20122221376585703,0.7240302463337023,96.55641455305677,0,3.407280173468319,12.217627504164843,-0.7630456836595579,1,2.8088618107042276,0,27.102393571192188,3.2764670723763096,1,-1.5403438964400236,30.63893142478264,56.81501924790414,43.9846990704605,1.2012769692327634,1,1,0.5175426340126166,79.3139697826124
0,0,0.8368920441661384,0,1.005753542574844,0,1.6469149418020317,35.66951808621547,0,0,29.57794886634634,-1.5074613921289242,0,32.83894316725481,36.45454765584057,27.31843928414709,2,-3.0030165719993356,0.28723766129711975,0.5326769114596781,38.63232831120167,1,39.27800648182196,11.687932180166225,-1.0539357202876352,0,1.7948992374002246,1,35.070797969015466,2.7537318198755045,0,-0.13106281262626446,57.32482610229697,65.50188357463908,5.759261034480585,3.0470478638581477,0,1,0.5254402190515944,21.975969988781486
1,0,-1.745722545990527,1,-0.5649087218687029,3,4.585165824586176,68.09069754793637,1,1,63.70690044658094,5.661277189795371,1,51.51921265037028,38.702492438566125,9.816925445818885,0,1.8746078123519716,0.635882815891078,0.2797955401950788,49.337080633126085,1,26.592681669051196,33.2128287784883,-0.11489778504204877,1,2.9870440602625012,0,66.68335530136451,-1.78252770991487,2,0.2509137458919759,55.3088097614775,11.914876824866983,33.319397084937265,4.608734754694566,1,0,0.34176266814875067,70.31328894137685
1,2,1.9198382818582878,0,0.6897244099810323,2,3.5644959616168097,71.1223032408907,2,0,77.7774602019424,9.758490995213371,1,67.36627150575475,36.72291478465024,8.881431895660555,2,9.571149872887315,0.9939495883647683,0.011950993766869866,39.054657998336324,1,16.346583373942277,28.624017489489752,-0.5877866975979921,0,16.11830411413019,1,41.64303889086362,-5.276080017248273,2,2.1265486511661185,27.37667535965638,38.961448662324635,34.32415639221154,0.9056956323177836,0,1,0.9765613057295496,14.41562681917749
1,2,-0.1021684476525556,2,0.32539521623964923,0,1.5110165710539363,26.315088833303662,0,0,31.154880250442037,-4.082107589362616,0,31.290153031940758,47.458482315731956,30.240177523604316,3,-4.773497792157631,0.20214591186405834,0.4909393021636544,8.896515159250173,0,16.41153428841243,24.58457671313687,0.3675845226019437,0,1.6751087560097377,1,30.715794890171267,-5.539783205966,0,0.1932684388429583,69.73123071684238,24.740035024921852,21.228659752025983,5.577254979482877,0,0,0.5990783414402464,23.51344318426079
1,0,0.03125969176448697,2,-1.8585323029238172,3,8.380638745850213,22.44890919919307,2,1,54.44920550654356,6.440691527982224,1,68.44194737115993,27.149428437657885,2.5035687295401066,1,9.0924382338582,0.9216939512770942,0.2045410289073431,68.25031192512631,0,15.278476486468243,6.345762334385066,0.8618440853687873,0,3.0384910545684938,0,60.30623275324716,-5.516097809700595,1,0.9311087123636242,68.487418299903,40.886619851065944,79.96182837181121,1.0982206665329504,1,0,0.38066495757051455,97.56243416389138
1,0,-0.4569962954666067,0,-0.6718026965471748,3,4.867427261736423,48.58631584489447,1,1,39.47185141263905,1.7082661471985734,1,47.97564882767019,43.0294028909495,10.443080262038563,0,0.16147069034697914,0.5296225394037396,0.5503323513758679,67.9862311287047,1,22.594672346525666,9.70233025854352,0.6956361760704033,1,3.2965978456077623,1,62.162182459838874,4.274680517805216,2,0.1374807640558524,23.836773295701228,44.09342722068435,44.45833016008301,2.9123941070704613,1,0,0.39674558151907446,66.48062772112
1,0,-0.16559895212485665,2,-1.7495236830360654,2,4.890875673164831,17.36048397771759,1,1,49.071615936390145,3.0596904797874664,1,34.626978950652,58.94373842629437,8.306981224075901,0,-6.9444714505107195,0.6016898762685737,0.23491567280765674,99.99694029306343,0,39.9488894667396,25.474487991182478,-0.5778837870303051,1,0.6262380538579972,0,55.37621770970885,0.7686961974319324,2,-0.7804686079962544,46.25443268262261,44.124187152729306,79.76829512208289,2.559083516567446,0,0,0.16144370745957293,98.28210752933664
1,0,0.3459518521005817,1,-0.9073679175531518,3,5.081534467421292,74.4475427796011,2,1,68.02425434549713,7.006486417142227,1,60.71741363395149,30.95030122845953,8.914824247045857,0,5.397260546545258,0.911973437787921,0.21525097134465404,16.10845347320498,1,4.7472381316327805,37.24802338052969,0.5760476329868829,0,3.2220228907210604,0,67.5747135371826,4.5736990892906775,1,0.12823110709891794,28.77265293294925,70.6885069329821,66.06708671909394,4.623511384749688,0,0,0.4351739783298871,85.47186610505915
1,0,0.06691633289945179,2,-1.130596576478445,3,6.799161883520863,39.04930646725746,2,1,49.907821518661734,4.265516976954727,1,64.19213279636054,35.99954223441348,4.527508248338375,0,7.255980662935233,0.7829907001615919,0.34216785190204624,75.4783302641638,0,16.660962532302868,16.34367164039581,-0.44853311132721396,0,3.5369537323195654,0,62.98431296733108,6.955195703340788,1,0.1573956428340641,60.42529070086229,17.58210272291993,71.93089983504107,3.003888028126993,1,0,0.5943712862789596,89.5061129941775
1,1,-0.24817729100588407,0,0.15416960135520605,1,1.8297242959811448,22.926952890529293,0,0,19.34338399959499,-3.728420138477686,0,32.109437413369136,47.289977292802455,29.06104524552056,2,-5.082143614592862,0.370647118005298,0.7755530994463922,24.82782708840347,1,3.963265798271669,27.078842731048894,-0.20501176556247971,0,2.1208530532805527,0,30.605834298515447,-7.241615280266645,1,0.14629098355684292,50.25695630959835,78.50028690381626,60.88260656350933,2.5625841934202267,1,1,0.6469167479189212,31.619182419530063
1,1,0.19273495734453405,1,-0.9036158414338848,3,5.266226652152403,57.37979360169316,2,1,57.821950028742606,5.577358466365574,1,55.68974694688388,38.04191480985851,7.48982585196504,0,3.3719139026080676,0.7952502656611227,0.24006838355908117,80.6876438568725,0,20.979712718220945,25.10616745549023,0.45999511221273437,1,1.008491183688189,1,63.82027442086653,-6.986945427219728,1,0.48395516864769605,62.828743745384564,68.67070102905772,53.57320374526982,1.6027072897709482,0,0,0.524156601518071,81.4577102189052
0,0,-0.2226800409300787,1,-0.21967634471233116,2,3.841422446898858,50.143565787030575,1,1,43.21431671137369,3.301486136758843,1,50.62856554404335,36.75133194310396,14.233923036789854,1,2.521612513753178,0.4387796691060971,0.4321895750546448,48.21334593329413,0,8.242627737270043,22.735810586809897,-0.13819973913068076,1,3.4747079035594703,0,52.2902270239364,8.452100724618717,1,-0.5621416714337661,44.89047658964503,7.764509601110734,39.484970373835495,5.745067748780638,0,0,0.9735171366972448,53.65198787996937
0,1,0.21787049212745505,0,1.732373843501465,0,0.82276489213945,21.332872266888554,0,0,23.30551117738661,-5.605475309774831,0,46.4368567982825,77.6266653610788,36.23059204788885,3,3.401558205223969,0.17528198990682659,0.662162394297545,21.89901239025372,0,24.398761062395437,22.6043648510537,0.17723746173795818,1,0.9015598693141574,1,30.22747955505136,-9.311272170165687,0,0.37961899553968315,31.19805210844622,32.88537662490311,44.64297348017294,6.260225995781659,1,1,0.7616011857285452,17.503334674150032
1,1,-0.9866065310187002,2,-0.5706605255661493,1,2.3008730675972315,23.2040845907107,0,1,32.76720011122502,-0.4232853273575188,1,28.44174612873026,36.04920532931298,24.408342691311695,1,-6.928843772259221,0.4151545754829752,0.44910705800516537,93.44062291319479,0,11.491880205694379,12.792413210083676,0.48488457277097863,0,1.4554209455543035,1,35.532817136603086,-8.99902097739938,2,-0.6815589306141966,38.07003024990406,67.31134398238791,70.57660975835384,2.1203399582718765,1,1,0.6732597926675341,67.12875177438275
1,1,-0.31262043382200955,0,0.8989406100935684,0,0.9890932553312213,18.406530625754137,0,0,18.913106228772666,-6.193826385298342,0,40.8792103663167,99.06154677734614,35.84814132761071,3,-3.174183746507886,0.26188878491110246,0.655700071795866,15.42891506182399,0,19.114032599020902,14.636056476579462,-0.04457375858962779,1,3.116387593793656,1,27.670169701420075,-5.639562664692001,0,-0.8580089237451878,55.70015358231734,46.36912205158771,13.639221635873753,1.4553877498041017,0,0,0.46810527723599477,21.25217014028863
0,0,1.903311156920154,0,2.1326538906743555,0,1.1352941075718654,73.9986350590157,1,0,77.24498019625005,8.256816188530486,0,47.41425081263553,36.57359056779808,30.101895959687393,3,6.0329477833564304,0.3829969498490841,0.037742675707761575,13.257042193195407,0,39.968033499654595,22.96032638434543,0.38584306098658855,1,0.9755709238197977,1,29.985347813694965,-5.23416776364202,0,0.7757198335246267,35.918110640378515,49.999213107845726,30.870487987806897,1.9329778371094057,1,1,0.4679271599230272,12.348594204004526
1,0,0.12051063255534751,2,-0.2367823758988356,1,2.3477527690627737,17.25411292159186,1,1,54.031587655998294,6.486576744500393,1,38.624829608758624,37.8146731691338,21.408264239515994,0,-1.499110279590992,0.8238881813834846,0.10721778488126998,43.440796501385044,0,10.37302343494555,13.646427149769169,0.6356216119246434,0,3.149344727955332,0,27.42045788867826,-9.036803272113449,0,0.22496259916318026,69.0307638851433,46.88192525023476,79.90589456296584,1.6041141894799174,0,1,0.9146856326198747,55.271879628653345
1,1,-0.059337500668196715,1,-1.6646201174964073,2,7.2572555923647695,23.432019433368566,1,1,25.56063197358746,-2.7157282354901984,1,48.3753953979356,36.52257070255739,4.315661127159922,0,-1.0116037241034554,0.23801658708889212,0.7321290466318529,48.31373970542902,0,13.519371901386442,5.685257814241962,0.9338316610071236,1,0.4797971071893843,0,59.732708747423764,-1.4017716817123969,0,-0.17700653982728545,53.14310304918345,15.344441429204622,61.3719295724931,1.2067351346666093,0,0,0.45878575174131964,97.9359623541375
