S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
0,1,-0.18114989486881905,0.6948487303193773,68.20709307466404,1,3,79.35963364981555,0.23241585766764516,56.912313244883784,0,9.921497673486854,0,0.9491609150357838,0,0.34236839180363865,2,2.1761073749395976,9.035659447551204,21.862788253440936,30.49249656979455,-7.16931940631071,1,1.2550755773676956,43.52385250669422,0,2.5946909718853375,1.0916002078660298,1,1.350635786339824
0,0,-1.9297238123638518,8.717659046229764,48.813995730262086,1,0,19.22113184243645,0.3747552485322456,29.118038293382675,1,-4.524319082896325,0,0.4994364629067546,1,-1.0888461812824026,0,24.841387508341196,20.856362841664044,2.25620783778093,31.51021250480899,-2.4185672664484503,1,0.5722445220821174,45.356916691521,1,38.56693543676533,1.3412652440138686,0,-7.460440726901512
1,0,-0.3756487763001364,38.90351149498175,37.22044173235182,1,0,22.76753852972329,0.5897045350276822,51.75101348577192,1,-4.480859468193192,1,0.2862013503438513,3,0.6503842139491243,0,31.2223414670403,92.59247349369572,1.3079890420133427,58.8601490841453,9.624916046796248,0,-0.2485328773536589,11.147528665273166,1,2.9391230638278527,3.9285408306678606,0,1.4552720032320448
0,0,-0.7145872720746722,13.668507642434884,36.69527872549568,1,0,8.1126001265724,0.2975597566271834,27.488137783028034,1,-4.48853945816269,1,0.3224390813483309,1,2.0255407727884767,0,24.209970180352638,21.353870378173884,1.8686413339067,34.049704701612896,-8.157278106709656,1,-0.200321306159798,27.318493974273895,1,6.041333049689425,4.809174659551359,1,-7.351815649816355
0,0,0.06613241526650203,1.0943909190094936,65.0208943030789,1,4,77.39641566201993,0.572178940986521,66.58911950810621,0,9.002804016744218,0,0.9467125553586644,0,-1.149367433213409,2,3.994258694647961,31.501501267097133,10.621423318806501,32.94935503077305,-8.525147053124247,1,1.5595780799271932,55.95320761619826,1,0.5173785415100053,1.8173368658599705,0,2.7821918795027933
1,0,-1.0842349824204451,21.50911884706432,53.91240182143729,1,1,25.792927123625553,0.2676210190632834,52.377310418571184,1,-4.248655293956318,0,0.6620318653463662,2,1.536921793981967,1,18.91851630715428,52.678929964743496,1.918280371236626,38.27453328857683,-9.025854393437502,1,0.6104154645155286,79.45879112288878,0,8.15470904678162,3.881634010648401,0,-9.796944921953873
1,0,1.0631929968890375,31.492034665850603,29.71803948929663,0,1,8.651893887809186,0.9856983880395327,38.19574872461915,1,-4.245182317391441,1,0.04213268320869645,3,1.2832292979615316,0,39.03261606790867,91.57928752083453,1.7908677691634183,69.0463063100627,8.60312588712602,0,-2.2587353943956074,61.66619133575397,1,5.841703647796995,2.619807774026093,0,1.642747364086512
0,2,-0.33999449722313824,15.240970706942669,50.976333351764744,0,2,73.44286807306915,0.13645371533455508,32.870717261610544,0,8.710480951717471,0,0.6914502725186178,0,0.2282782959627686,1,6.54235307323908,18.692752496382823,7.00417901607586,31.421347289751644,-6.484111008051724,0,0.4207936473933927,97.79066647058134,0,3.284531384424739,2.9699651474413074,1,7.448534686842223
1,1,-0.024798799483643122,28.039701142860125,34.391360880757674,0,0,18.550014200378378,0.5015748050602399,32.70395653628575,1,-4.486333274281855,1,0.4266138493122841,2,-0.3287320940005044,0,19.260254374446617,55.45196887239273,1.6692136357969665,40.46647230817668,1.535486061340677,0,0.24283396970576465,70.67167608691108,0,3.2087744480592475,4.946815328234817,0,0.8406419454601668
1,0,0.47049841870091236,36.44778920947712,29.72008107022959,0,0,15.53185943752486,0.99236389715979,20.413926545454657,1,-4.484873917371064,1,0.008471514419603754,3,-1.7358122216414829,0,39.69098316426589,94.6374222387371,1.748873388823271,69.93076145636277,7.813851505867973,0,-2.4820448008644616,97.36969479099425,0,2.759944500665905,4.316839414997701,1,6.362809962230795
1,0,-0.07532585642528047,26.578866503985434,30.10997842819404,1,1,25.081873204245944,0.35520733257331116,31.78685326371791,1,-5.009404137420265,0,0.4948235950463905,1,-0.37210201301619494,0,16.056325757991623,51.234913801561156,1.5495671094766748,36.01547162950554,-5.772991601489412,0,0.06205018612556109,7.2189194513384844,1,11.369929683740988,2.949932263307701,0,-1.110016445000344
0,2,0.917304804338167,2.0440327883007625,55.47072398769505,0,4,72.57932234487244,0.2182773062430936,29.3294078081193,0,9.048773962167395,0,0.9299938531786883,0,0.9306093945933408,2,2.130834374661197,7.1233982724122455,9.740242171523137,32.085040862674425,-9.57000228058884,1,0.8271540374949647,24.93271074783392,0,2.159608237494183,1.4775666745899958,1,0.977431659243809
1,2,-1.0902465032471662,26.425636949550984,18.19257178127866,1,0,32.54227897270976,0.20576124133779866,0.4657275055795873,1,-4.324394357853327,1,0.23030876002144313,0,0.9685081710698388,0,9.415831403534137,7.5033954353909635,1.687891282238317,35.18417632018149,9.108534957564572,1,-0.29093683332295245,42.63207537841785,0,2.118423125831177,1.4140895093417012,1,9.110760059238707
1,2,-1.2678704919113617,28.362480191772544,31.684612476056813,0,1,42.42853375145857,0.26140054481472275,11.560267405190277,0,-2.619283469369506,0,0.5678712102562044,0,2.4531894297860024,0,5.845219393848106,29.824737046415628,2.3024296903264307,37.3795362684903,-3.6510531191632634,0,0.7093846881150806,78.20455727981368,0,1.6821196108358352,3.360061940647377,2,-0.07461070168201367
0,2,0.1147331050646689,10.442945037289949,33.03976549537117,0,2,55.664574566834055,0.49714758834588924,11.584110046794116,0,4.593014396720845,1,0.5291743984731783,0,-0.6022659721399286,1,10.700136636903213,15.053676884940703,4.454535490783961,34.66510715570779,3.5865174301856584,1,-0.3229880992168649,86.09732029235542,1,3.8252854731169252,1.7678543143330374,2,1.9755586360293442
1,1,0.8928538063377935,35.54141457121209,33.15788286823444,1,0,22.932882020169174,0.9555491754960641,35.056294718520064,1,-4.433936216366014,1,0.06077665397699922,3,2.065796335115249,0,38.30876411788311,88.28041703562293,1.6706335540233723,68.40849841134022,-1.9641073699972207,0,-1.603251334828563,58.30833019414132,1,3.6075210253859753,6.987293286851417,2,-6.685503736853794
1,0,-0.5833502954626014,30.00413291375572,33.706334800686456,1,0,51.37738847621652,0.25273915830560445,39.51014563168828,0,-0.238591310607708,0,0.39431477381752944,1,0.6374627150877755,0,17.272046849457556,62.2025408925817,2.355346664956152,42.6814004030427,-1.8348173581536624,0,-0.8558199777803219,52.57106141148422,1,2.3615677548388385,4.210053841411447,0,-1.1938891904959323
0,1,0.6905774007506703,11.772520844417876,39.999628181891154,0,3,57.72964096080294,0.26635451760716383,31.80965024187243,0,6.104086245006151,0,0.7865988086836349,0,0.8172867598932982,2,6.36316223510412,20.476740760649083,4.99357116529465,31.48212950573326,-3.815698842814208,1,1.3411541713662096,40.17138155333907,1,1.6470571336401372,3.7235291447074688,1,8.396258255603264
0,0,0.39624656531628866,10.54551388846415,40.378265539665854,1,2,31.63417102972275,0.40395905228079354,37.719839380886135,0,-0.8781427717135628,0,0.7074666866442474,1,0.7031382304108594,1,11.989142601567458,27.681277202431065,2.6855639214597957,37.64984393210875,-7.860282783298609,1,0.07719950992929739,48.88430873800879,0,3.1733554799309305,1.848662376959397,0,9.963128189038745
1,1,0.6971769235110112,24.15691209157675,24.838259007325732,1,1,31.257045654461727,0.36970544959790563,18.768391347481344,1,-4.530957559537927,1,0.2958038903814214,1,-0.751848120444239,0,19.35214149911793,40.96693566719014,1.5600813564148588,45.0067986523262,9.692507373453271,0,-0.8809390838307715,33.3750846610431,1,7.5457014670887546,2.623712774539975,1,1.7787168425773547
1,0,-0.8263775527272822,27.679234819395433,46.83348740598349,0,1,36.96838755238,0.31561025633462103,43.11173486442809,0,0.6814567106420881,1,0.5321337961234892,1,-0.12374162787592699,1,20.38787407542364,50.69994389227869,2.8215827549608448,39.43614420304121,1.0881272914346027,0,0.23043153187809656,88.67540321515834,0,0.7882264956863836,4.2376885880444295,0,-8.690607760609382
1,1,-0.13391907334815606,30.295099246095425,31.814737584550816,0,0,25.057917899108485,0.7632556136638087,29.339090881168293,1,-4.423392248765568,1,0.12908830706252106,2,-0.5268687498802432,0,32.018184109728985,72.93426772231867,1.696154381064155,61.919931849210315,-0.7703439553068705,0,-1.0308934150653142,32.6999201885444,1,5.137753631845802,3.040580211831357,1,-3.963463009016813
1,2,-0.921107418261023,34.51073932989115,31.966086807777785,1,0,42.0631586730816,0.7251527561042053,12.377077492115397,1,-4.61336861086914,1,0.15267018912034364,2,-1.327872954828707,0,31.312645356159653,49.061440478894475,1.5547211167515904,58.543330951508345,4.929517278963807,0,-0.6560740985386992,48.611046446169766,0,1.2726631918105187,3.962919702105235,2,-8.638885078384742
0,0,2.675229012517231,19.827712248098987,66.07488803361717,1,4,39.84305541320923,0.4798360708225443,75.9586766914263,0,3.2009760092854123,0,0.958521925201962,1,0.20370109966818595,2,9.883635896060676,66.86095047160403,3.579450915979596,31.43432526087368,-8.155861856205952,1,0.8015708736051945,28.134742424398606,1,3.4981929761414707,2.088550932274921,0,0.15268969413909872
1,0,-0.12120777571248585,30.69572351517225,33.23619730538583,0,0,61.52339191506847,0.7482263744866766,35.72645937313573,0,-1.7815006034538055,1,0.2720975354871868,2,0.6247578857723511,0,27.400926659363467,74.34953084093623,2.1158907887340477,51.96646898263696,-4.204492787271663,0,-0.04677659952966373,98.639589728972,1,2.0143482240181685,5.060371118818609,0,7.270720520882545
0,0,-0.1662656397542589,3.7878698479451867,57.306397295361066,0,3,75.59818483475607,0.36432775483498464,47.414014393285456,0,9.633018231433656,1,0.7756181152924986,0,0.32762409121848907,2,6.538453263954473,16.79472495794196,13.038128840178512,34.010371295062214,-5.6078524004449894,1,0.28831756940817327,96.33972021382242,1,3.7291684817988946,2.5451364980181697,0,0.7435044226483178
1,1,-0.5990931343890914,23.297400278302163,53.88050984949749,1,1,20.868866104248408,0.16703458732992388,48.43599455177162,1,-4.46833386107695,0,0.5760715100971608,2,-0.9714885764597773,1,22.530619939881685,45.53829591567984,1.6264451065323973,40.41511882206575,9.527432064729012,0,0.4333227894930722,0.0073621155693204265,0,1.6310084686789519,2.4161328611575854,0,3.883949767899434
1,0,-0.1921892689627766,39.29608832103992,27.480232334894577,1,0,12.814410219512492,0.9626252627420402,45.73196478325321,1,-4.05593263526193,1,0.03321482119520941,4,-0.42358041535742724,0,39.522713579696386,97.65255484958499,1.5157442690870657,69.55503790556524,-1.1910966561833618,0,-1.8743311984443003,55.011178861769594,1,2.860445663459849,17.727435485888286,0,3.620636284105224
1,1,0.6443384725811665,31.968697623930453,37.15330081638933,0,0,26.616864084899223,0.9174749757778693,35.44998374307718,1,-4.4828870422946245,1,0.0861696572504076,3,-1.0562683355923281,0,37.45464870497037,82.24434045043627,1.707467419109156,67.61130602902767,9.212375463695807,0,-1.5229675811095165,66.75967812691474,0,8.916633496541362,4.248440274613174,1,-9.2346091519465
0,0,-0.024120372733353823,16.031805109346106,31.28777763747961,1,1,12.989684956772788,0.5469530931321387,29.367037247748527,1,-4.060468521344783,0,0.5863905428745895,2,0.36620387778675134,1,17.91309103220833,40.08552420693339,2.0173395096117113,32.763420640066855,2.2754042050562937,1,0.2797816098121962,43.84827207823663,0,2.406947602684375,1.7109032050510609,1,-6.71595912553636
0,0,0.22171468481843465,17.51137780789094,30.092026890499692,1,0,32.72853988264504,0.1844971008365323,32.486336755616556,1,-4.522793480463848,0,0.4810327950111001,1,0.29053204815111267,1,12.963273174862437,29.168940190254293,1.808397340678131,34.781605364479425,-7.956408776703942,1,0.10796819079799647,31.527736542918873,1,3.3990325972228366,4.068008217017591,0,9.060663746993463
0,1,-0.5711597735746138,18.222508076291927,37.029863959263096,0,0,25.701685905699875,0.31789434980820663,36.3875165947511,0,-4.110021904166283,0,0.5165896382591956,1,0.536066833236719,0,15.267788664015072,35.98960746431893,1.9763172843430927,32.852435798214444,-5.6754985315868245,1,0.730139981779322,71.75815465068169,1,2.4196424862845674,2.1401298987099744,0,4.533376736493459
