S0,S1,S2,X3,Y,X5,X6,X7,X8,X9
0,0,-1.269748037940618,1,0,7.049783883233056,28.56630644185381,64.49141662099353,0.3564701165887557,0
0,0,-0.468717672178035,0,0,53.148397317739665,23.202185799584917,57.6417588320628,-0.08753747616105138,0
1,1,-0.3903462613308666,2,0,19.416805663003377,77.29155918014088,31.444457473684093,1.3415122674601996,1
0,0,0.6917550949879426,2,0,36.044173332850406,2.6061700748803873,68.6075743603125,-0.13414300406425234,0
1,2,-0.8587078348673137,0,1,17.86520734854095,94.84582083130384,29.323160640758196,0.1485221615038774,1
1,1,-0.3254726130450979,0,1,18.920132484253877,34.6621652544992,35.86689129994419,-0.3665712532519282,1
0,0,-0.16432132457496432,0,1,44.38794237964527,9.851395848159129,52.39863718507629,-0.30291566419234706,1
0,2,-0.5529323094381828,0,1,79.11360542636218,10.323576699822729,33.98863390006372,-1.9286645845523602,1
1,2,0.19256386059243236,0,0,21.749135382209488,99.95965619195619,39.39111014136546,0.9352333658033041,1
0,1,-0.16850840390784735,0,1,79.66829822838417,11.522350828061557,46.59531834143853,-2.0395852521933313,1
1,1,0.06093730794776536,1,0,42.577998457704936,57.16953778632511,22.451436048354303,0.37565493381697274,0
0,0,-0.37809744339745854,0,1,61.86395597873286,15.57503914776936,64.28792224403007,-2.081010635701748,1
1,2,1.7978677139539103,0,1,71.72525771860211,89.0614044613727,34.22036461963829,-0.7343105852842187,1
1,1,0.4962506623630954,1,0,11.270935405063472,79.67518532625758,20.265199393070088,-0.2311966957261335,0
1,2,-1.1546430464014574,0,0,23.770919682131336,35.116548210655864,22.093258238241564,-0.8678162146904322,0
0,0,-1.150992294909537,1,0,2.141006151031415,37.9348355833205,46.56147651974695,0.005245240293128115,0
0,0,-0.25982402157188667,0,1,59.301637549956816,0.11648255740589475,29.980615526750253,-0.7278542838194616,0
0,0,-1.2825409630613087,1,0,4.213702799134755,59.92560079002436,68.92897546637884,-0.7312455182958055,1
1,1,-1.5169289244016002,1,0,0.3534824781024737,65.07781855376862,29.396299238498386,0.4273835913672577,0
0,2,-0.9525379284728418,0,1,67.16053591413845,0.0043158878064497586,27.538401158816672,-1.6268022613979303,0
0,0,1.4875470767920458,1,0,52.08865079192283,59.74798630124857,59.84366158785278,0.3291517074281577,1
0,0,-0.1724647051578612,1,1,23.466766954240157,93.48141384227256,61.88584244804336,-0.07754555778355633,1
0,0,-0.3952338287649613,0,1,76.59734202564564,22.30354058591232,59.82055491140877,-1.1272835009524778,1
0,0,1.5748583840994075,1,0,29.894182137416408,21.316413555825385,69.56393690999539,-0.32362078928057975,1
1,2,-0.37533864450655097,0,1,61.0789714643646,80.16813530585607,41.42178471757548,-0.22042869545589297,1
1,2,-1.5803707767188144,0,0,17.93685127403731,81.06778459767398,37.42537594116546,-0.046121927750471366,0
0,1,-0.8433036575932616,0,1,60.55803856280185,81.18056611023741,34.6602168370715,-1.3847426781730272,0
1,0,0.37404268912404476,1,0,25.675523218164678,70.5136585799692,51.910208777579754,0.23777570359551534,1
1,1,1.8068966703030178,1,0,39.97893738305461,70.2840911701552,24.434003334176747,-0.16527235651315245,1
0,0,-0.10867462875156438,2,0,14.198475975391545,55.10644287318372,69.99811138014132,0.9110427999082112,0
0,2,-0.8218169725429677,0,1,68.00208247006752,98.03056397188395,18.000492748473985,-1.148921262572192,0
1,1,2.1526041583201976,1,0,63.147364934654526,67.83131868798064,61.46108234340332,0.38660429515346917,1
1,1,0.6910107997746695,1,0,29.372653399967817,58.35808777427233,23.759178759344273,0.03302719757149014,1
1,0,0.2729750315225541,2,0,31.00670202731548,73.03403585345237,53.69924881643603,0.8678115983223904,1
1,1,-0.8651004326790278,0,1,46.85051051627053,87.79802177138902,27.4253639487459,-0.15544258006422762,1
1,2,0.3713441169245345,1,0,39.57548042267745,78.4815387262429,23.141895695450202,0.8852665153020749,0
1,1,-0.23807210488813627,1,1,59.40758291618067,94.76110627425986,36.03244819981377,0.339350372284534,0
0,0,0.8233489962704472,0,1,78.71069107412038,20.953233128719027,28.31275415555274,-0.8298007002337583,1
0,2,-0.6793589086138188,0,1,38.64106064533654,49.9928507200115,27.124489222158463,-0.7069602598373057,1
0,0,0.8810065701333276,0,1,73.65383521845732,20.542288982497986,69.11890905651626,-0.45910610487761255,1
1,0,0.2969411949032348,2,1,47.539263740473174,46.555641925273456,38.45509684935943,2.639903278643647,0
1,0,0.6301427543019218,2,0,29.190287599926563,84.41399131124267,32.22955860125614,0.8959658942638825,0
1,1,0.007418611449894086,2,0,14.96572544024751,72.24909405182278,39.94911443154018,1.141162419245221,0
0,0,1.3497162882234517,0,1,57.968471725065776,34.75835512868697,49.702169675254694,-0.8204589692637904,1
1,0,1.2586730189150215,2,0,50.737263377234285,31.790500428208578,60.89183909466602,1.581575930359011,1
0,1,-1.3427973607115227,0,1,32.44848634083126,34.2933143921997,33.867410440113744,-0.4946988735629561,0
1,2,1.5764287601924454,0,0,49.44120091149789,82.58508704109593,18.221637488304225,0.11912284572536887,1
1,1,-1.0202804119226812,1,0,13.570113566370793,41.21865354166838,33.83172932150261,0.94076381468791,0
0,1,0.13671457044784882,0,0,27.576682038344515,88.05961907414994,38.01075130012566,0.26720704567015763,0
0,2,-0.6129244805475152,0,1,51.271051431601165,16.840345901670144,38.301632012588996,-1.064971692819429,0
0,2,0.4239575522036533,0,1,49.99510285359884,71.1593837248208,38.370017170929884,-1.4746196771656592,1
1,0,-1.6307255962614118,1,0,6.370737874960053,15.443928127352047,34.303830984603195,0.9171630835280727,1
0,0,0.7169575085042265,2,0,23.19077097768828,10.302158740723327,66.55880163561328,0.9771290182529819,1
0,0,1.9550814435908925,1,0,38.59480359261502,41.6008448021846,61.77667691568521,0.031071742177773868,1
0,2,0.24872647782139634,0,1,57.97727478673606,72.86663822203117,52.870065770410164,-1.7819156321297094,1
0,0,0.17218471516038564,0,1,68.30401976909405,31.762011280177916,69.22527490222002,-1.9689673991263252,1
1,0,1.5450858900216207,2,0,49.76205465423188,50.9492129307582,31.24482382197052,1.4149939455587752,1
1,0,-1.2128402442313426,2,1,26.63210211456324,43.970713691694456,55.88102827427525,0.24846635713749737,1
1,0,0.009360961051269486,2,0,57.927308748914,84.50153910728888,50.97191304997344,0.6883948512064838,0
1,0,-0.403862479295653,2,0,37.414069162232174,41.78823256791788,47.87881907420323,1.8403380477785871,1
1,1,0.905079233487898,0,0,54.42031347085912,46.22701246047649,30.391053273100965,-0.1891958377851786,0
0,1,-1.653165181627638,1,1,17.05385046590279,46.26423740898154,60.078446600726394,-0.6094450085392555,0
0,1,-0.28863287657754305,0,1,67.53873773568203,25.912476316317246,37.606988249348014,-0.06509483560896692,0
1,1,0.339364237546541,1,0,34.00309930753514,58.71282211783204,41.27258098157462,0.8154528537973993,1
1,0,-0.8897055388298957,1,0,15.66273937763674,61.21317640406794,49.60588889168614,0.7533882457788109,1
0,2,1.0303620665606548,0,1,58.434400152402176,54.86665523958315,33.59740118378636,-0.7563063807281365,1
1,0,-0.47056802472870607,2,0,12.323704426414901,69.31092916188065,49.314911511588235,0.706965532913148,0
0,0,-0.7104688410799881,1,0,23.48562802951892,33.965035626431536,64.51443232515345,0.2908958820076349,0
0,2,0.8601437677536493,0,1,66.53455555266375,67.00607868616113,60.526539039312084,-0.6049323919182972,1
0,0,-0.298729643167617,0,1,59.474558654115135,82.97496780416374,56.18147035013273,-1.1343951672955994,1
1,0,-0.7262366193539108,2,0,14.575640681167261,22.472633923685315,38.42554563127095,0.6102287552042088,0
0,1,0.38733730650812936,0,1,77.78219273493829,32.96152718865037,39.188758019042226,-2.318930141015197,1
0,0,-0.19571165388605363,1,0,28.915421042534383,28.09378210674396,58.623752345371095,0.1959127726842347,0
0,0,-0.5716223932600853,2,0,14.20083681211616,94.61117595288688,67.33840875348633,0.26486876543748167,1
1,1,-0.4991562249972162,0,1,22.419367984423424,35.595931941523595,35.06139281941499,-0.3096223297277737,0
0,0,2.4828648800732704,1,0,52.66673984693432,41.90473050699267,59.93737667749976,-0.2199003003073511,1
0,2,-1.2023262390559102,0,1,69.70286086429678,40.304509045192134,51.58104964244714,-1.4441576606044264,0
1,0,-1.870083643596536,2,0,8.386148816336894,15.027901580277813,59.98622485440691,1.4699029317187267,0
0,1,0.3767019309825529,0,1,52.797727504030085,5.673123270324271,40.01770113112256,-0.32723520507184944,1
0,1,0.8460073802802467,0,1,37.91549046619486,60.70388166240238,30.10909633712034,0.28516336698854355,1
1,1,-0.7520949210883909,1,0,13.632925635099014,99.81304395129357,38.13001912646348,0.5995838752057009,0
1,2,-1.479265136642463,1,0,1.8259921022090886,89.4682404881408,19.435568268798725,0.31936010398371145,0
0,1,-0.24918798991260724,0,1,73.96738420276375,38.74769268430377,23.822720616872566,-1.187952723053393,0
1,0,0.29008404487124506,2,0,33.443158945183434,76.08415538594993,38.73236128428925,1.8554026567773432,0
1,0,-0.9850405605382471,1,0,4.7248313780424,68.51042812953789,59.301066960154145,0.8939893465248767,1
0,0,1.36851998594159,0,1,76.15321544934237,59.30798754652683,44.763579580003295,-1.239962307557962,1
1,1,-0.34181541491950307,1,0,14.100544894818391,10.69639121497366,28.700502275434715,0.46422569228752314,1
1,1,1.0465206735894534,2,0,54.07197332457962,78.53804519058176,25.752296766823832,0.9444762790811894,1
0,0,1.4311356737161505,2,1,42.521312791979824,25.25161310708428,63.5883667293439,0.7481686218110106,1
0,0,0.4507137556991994,1,0,26.76464485978936,16.097654898614262,67.47004085123532,0.008154740107843667,1
1,0,0.1715387322235998,1,0,25.79463607978221,26.762735457067887,31.500809294965055,1.0545829009737435,1
0,0,-0.28380369524868354,1,0,31.71154597662951,27.872617615483907,62.9359969351637,-0.15557636439487696,0
1,0,0.07653877101661423,2,0,23.033900166186243,8.677863260972234,66.93255223924008,1.5702658350968421,0
1,1,1.1303399872022082,1,1,54.09017765110315,85.48201450476869,33.61308197061506,0.9534204032177903,0
0,0,-0.9601802450619884,1,0,20.014085617880376,27.86633732922374,60.03600418164766,0.8188001040558122,1
0,0,-0.651282247384084,1,0,0.536262548692843,12.616601916459707,45.07858978797486,0.6039484969593928,0
0,0,-0.294822547989731,0,1,47.754516411442765,54.193992673181704,46.16325827431157,-1.6306775729937428,0
1,0,-0.5895434647567134,2,0,19.523319534724465,21.853999923300787,33.01090616521349,1.161504899104947,0
0,2,-0.007181856098595053,0,1,61.685584546469215,47.67659614325419,31.82020095583254,-0.9850419049049834,0
1,0,-0.5080312188811558,2,0,22.307887553618112,76.11504200685084,47.88828045665766,1.5428324328381409,0
1,1,-0.8333377300060325,1,0,17.280573359302277,6.039927769343073,45.944033138901446,0.49731022421561905,0
0,1,1.0405548639750648,0,1,62.89404139361375,28.539089819846907,35.4179365897494,-0.708899099175281,1
0,1,1.49691504850311,0,1,64.78033827565196,46.39052982081881,31.338188149764626,-0.32923360339803437,1
1,0,-0.5353766434980207,2,0,27.78852355794127,25.693646621112542,68.90488566983694,1.02633454587269,0
1,1,0.9626455964517291,2,0,17.03500837292504,56.77755206566816,35.44736033222392,1.8714664020053855,1
0,0,-0.5736921455829942,1,0,30.232982467862296,66.27180492994341,65.96069232729756,0.3973755717815007,0
1,0,-1.2208706811311094,1,1,18.026798884978454,62.601908664017216,31.5467091855654,-0.1855484000884302,0
1,0,1.3538665701281432,1,0,38.87387386977778,43.15093659464128,41.130356330963956,0.380936469714609,1
1,0,-0.24386884620394653,2,0,25.18788313500785,67.56416793738501,42.43019099921857,2.183297647866721,0
1,1,-0.7364897722824157,0,1,55.64475549668546,20.82183559207966,34.44594045524924,-0.6046443636261218,1
0,0,0.8823035892853819,0,1,70.24682627553172,22.083893259526775,61.380116630385224,-0.742168254249046,1
0,0,0.44260615601156167,1,0,35.500763263644295,37.95521648748231,38.234062186991764,0.03318951231685796,1
1,2,0.6711047168997282,1,0,34.528173319117876,89.25625221692806,46.1824300688162,0.6893748617583614,1
0,0,-0.1313306773519602,0,1,74.83993225000235,3.8832954867974614,54.343400922063786,-1.3315348167698187,0
1,0,1.3861452303723256,2,0,21.17823222039273,47.682706521857426,66.85807863661739,1.1841530638365374,1
0,2,-0.41104072043495166,0,0,3.692525656256307,75.76769697743677,39.955600786532415,-0.9577548707727095,1
0,2,-0.8255985372584604,0,1,74.52949466233768,0.00967669115911618,41.99057533877307,-1.7722001908009852,0
1,0,-0.04360736879332185,0,1,44.25405182485556,62.92673936003646,19.204369987074248,0.20356972061716763,1
