S0,S1,S2,X3,X4,X5,Y,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
0,1,0.10845804707707322,0,-0.1601273230084362,18.787994885957605,0,51.056032616372214,1,0.536736695463562,1,62.763378346173475,2.798639292411907,3.3095047868744785,2.2994086200687907,0.3649594297927971,1,-1.3780792942520836,47.31114569393027,0,1,35.26949366970168,60.92013459719965,0,3,0.2864677938633632,4.801999428263055,-0.5709735840075126,1.3377858733139236,32.28230933377609
1,1,1.0511277033310147,1,-0.32051148133470897,12.042843920272247,0,52.2435095649043,1,0.5872325582064691,1,59.45042160168239,4.434464099213164,5.067543473714894,1.6394389208628333,0.35371329337091356,1,-1.4318376429252826,43.90050250839574,0,1,40.215337604355376,16.29245446020057,0,2,0.6523607511112268,1.4337706875490503,-0.8752918510297029,16.431692359444824,42.26580289625769
0,1,-0.1199449451302998,0,0.5785544122055588,32.00619486303275,1,30.67481169237839,0,0.22090353250835992,1,37.61973740239948,1.9618018510155202,1.7462622722471255,4.561779458509534,0.7429798309370492,2,5.061612382851074,80.57059301670219,0,0,56.29044853914464,61.14319646962173,0,0,0.1764280764729913,2.6200605464523057,0.7576033100901336,3.2254792900908225,34.49134489777458
1,0,-0.5522023350605907,1,-1.4602654247419733,2.5058526413420212,0,69.59949000187277,1,0.9670588254085368,1,6.387542141202416,0.712487304484671,54.598150033144236,6.463561922456531,0.007184558857319889,2,-8.802955400865141,8.085571767705362,0,0,18.43476359984554,54.370644660310106,1,4,0.9310549990566386,0.1353352832366127,0.1665263484160276,26.421067622896235,99.99681313015859
1,0,-2.0461529261819966,1,-2.0173387326975116,2.9379020066020733,0,62.95694797880633,1,0.9256063314215563,0,10.173502186409076,0.4529249507213184,1.7226556518319753,-9.351569028128008,0.14438993408040307,0,-8.658376302718281,6.124038040175645,2,0,31.445741106213905,49.03862997386717,1,3,0.9912092663073856,5.930285227607402,1.9743112853561995,15.79657922009888,74.70313326468192
0,0,1.4415545758644237,0,1.065252167427255,27.275834266223946,1,39.25176457095755,0,0.3287046321017453,1,39.56505432483017,5.117411667776182,2.1276986753852865,3.9147508118607135,0.5558647164559207,1,2.2030924622170858,72.96390569486091,0,0,50.819104821945594,50.72058855441297,0,0,0.15901994088619387,5.160625088779938,-0.8781237468114382,33.26033950811417,28.21657871771506
0,1,0.48301969358683833,1,1.1758566273649753,33.931181274798625,1,27.235539082705422,0,0.11812639443838696,1,67.04305673849406,6.9560428062260495,1.6163913272661872,6.751011676939246,0.8265428913514952,2,7.382011127944036,88.33687361167458,0,0,56.216871977820226,39.62764227373283,0,2,0.16467253236240137,1.9703890941714082,0.610520599968591,26.156581762807427,22.758219944756082
1,0,0.16263203753487723,2,0.12534573918560218,14.724668848031177,1,48.22633311568667,0,0.5642974521594548,1,3.7577782751090316,2.1357216378128214,2.0087508181956015,-1.9744726251435303,0.4274832942829227,0,-1.5408746495226069,52.060605441564455,1,0,48.08796394644635,3.54320176345698,0,1,0.3764705436311007,3.2791316590274535,0.5353667474065212,27.137183060888187,30.171491732987032
0,0,-0.496216824151047,2,0.9402923993329131,35.477098106929354,1,21.506128151452735,0,0.0908233461913519,1,44.60504883993481,4.883997291083435,1.7031728055084576,4.35520533855739,0.9346819190562137,2,8.487789529148671,87.97729337001279,0,1,63.53188001891738,5.033925504865726,0,1,0.15782996385262865,2.849095153592033,0.5055273054585411,6.23570612107927,24.03693068185706
0,2,-0.6610010332465351,0,0.6779910768610269,35.51043807545558,1,24.73092075679098,0,0.15126326721009659,1,42.54335573528546,3.0980869126143613,2.13278124185712,4.534331427199046,0.8750364294347684,2,7.106363151242888,83.46522366601137,0,1,61.91996332042362,75.25507850669634,1,1,0.20721806104147228,4.068741723938275,-0.4247886639598255,4.3694455603361675,24.475123860232596
0,2,0.4556116741435895,0,1.4247031745735188,38.31728021960957,1,24.9313756834816,1,0.060141577030449866,1,41.253754154275406,5.396863584404343,1.7735737323187344,9.34633041903556,0.8686656842292171,3,8.64703780268141,96.10576318302667,0,0,60.29751432746839,62.49039527320815,0,0,0.22857786759949006,2.156802135078742,-0.8101354963080272,21.421874394767542,21.99476138555293
