S0,S1,S2,Y,X4,X5,X6,X7,X8,X9
0,0,-0.7156600497127602,0,28.841412135029326,78.65316647695423,0,0,0.22454815410911916,5.799582869826345
1,2,-0.8771938847026803,1,22.02468558725599,13.377288760256047,0,1,0.7726015437323195,-6.060563389897032
1,1,-0.5374169475664464,1,17.90327380670941,7.083514624508673,0,2,0.7067792083114449,-6.088692498655602
1,2,0.5333252862423612,1,38.353231254639454,26.299300411678193,0,0,0.9798193923359457,-9.171983668783813
0,0,-0.017265945574193205,0,6.291529953575861,27.23231073639342,1,2,0.13540394350916585,8.26190272553783
0,0,-1.5920049854188405,0,11.600352923476631,29.439867298392954,1,0,0.19593958962682267,6.890651520894075
0,0,1.537092117239532,0,9.920113854956822,79.89292224140492,0,1,0.09908165645384687,8.632035430172358
0,1,1.0147360855645204,0,22.410164634098848,40.62006898724269,1,0,0.18542132354707092,7.843538938482119
1,1,-0.4081586752322322,1,30.74192168421427,5.763868250806103,0,1,0.8745816166824866,-7.006272003584526
1,2,0.9610240658027183,1,28.960016424715846,31.975042719911244,0,0,0.8150932432667686,-2.549459620044157
1,1,-1.8568597608907638,1,33.73290150762679,78.82376882867139,0,0,0.6464421915998663,-7.846266805316615
0,1,1.2502035154503377,1,35.27661534553269,31.429512140557648,0,0,0.6276202259265072,2.232124652413553
0,0,-0.494255322556067,0,25.543208531117347,71.3122281488735,1,1,0.4006770360674916,0.881892656005034
1,0,1.3453435435281234,1,10.461402798800773,11.401890922054388,0,2,0.3891705702225815,0.6068402583178312
1,1,-0.19590774995294527,1,9.465450662139546,59.79150159333905,1,0,0.7591341198115941,-5.054064166712998
1,2,-0.495501543567579,1,29.00346245210502,5.240887718814924,0,0,0.7766603767145888,-6.551902720836949
0,0,1.0574933657717052,0,32.4845923793695,56.08580318184249,0,0,0.301845608253108,-0.17913990986656358
1,1,-2.156135515875656,1,31.491752145309796,5.213095346581791,0,1,0.7066802483181609,-6.324148807995923
1,0,0.3364385949549142,1,27.629102023871116,11.624890381642992,0,1,0.5364749648351064,-0.5442873755130915
0,0,-0.8712287598570098,0,18.496995622598547,40.820385526570945,1,1,0.3001093252914562,6.417948801353038
0,1,-0.27212084164552114,1,23.632561186784365,51.364728261683,0,1,0.7545056324905006,-6.627496187040727
1,1,-0.17860473478918587,1,27.472808292010228,7.744788755881213,1,0,0.7912516905576148,-4.785194110587987
0,1,-0.21047623853758646,0,22.6538624277705,51.24466524035098,1,0,0.5517727542985877,3.885994446804908
0,0,-0.4535215872394171,0,9.915459804625304,78.89482276423482,1,1,0.009291916073451367,9.855103825320626
0,0,0.3884894292611579,0,10.993017160436406,50.8237079834592,1,1,0.08957518066332576,9.110968827352114
1,1,0.17165161940820092,0,8.112168600223788,66.6252866168772,1,2,0.507918307787208,2.126789682776435
1,0,0.41409620903979033,0,10.048595890511333,39.211473753807894,1,1,0.3332273688824394,2.9013458200924944
1,0,-0.5064665381450499,1,14.016040583205944,5.30776111139645,1,0,0.44683771459156185,-0.972562133262791
1,0,-1.2752400269228974,0,16.999975305512418,26.55945983158648,1,1,0.4648433751367415,-0.17065113364096796
1,1,0.35546717767856606,1,18.675351745169518,37.57012025647051,1,0,0.803262661771383,-6.191241778981618
0,0,-1.5264555815168341,1,32.30579513690814,50.060999494688296,1,0,0.49465868871233404,-0.09255540300307175
1,0,-0.39586311534854346,1,11.796785429374603,25.725341257175973,1,2,0.5108865677721267,-2.5990752160264137
1,0,2.568740290170683,0,2.5245408623601695,45.51907326579938,1,2,0.16720121609904665,5.1852587215897294
1,1,-0.7258293892314771,1,31.561541706643194,47.03169060046618,0,0,0.914693914328255,-7.941150943238493
0,0,-0.11178171091114851,0,13.277844802206577,74.47857813736229,1,0,0.1356600784589645,9.095787534980996
0,0,0.32889202379467897,0,15.945173282335931,52.57217374137756,1,0,0.0621384973068842,8.991817915011506
0,2,0.4615109461477909,1,28.960219322647134,11.196398461390746,0,0,0.873219750434562,-2.552619790891651
1,0,-1.85031133834084,0,0.5730773549529999,57.53827415311784,1,2,0.0352808909906408,7.922138712528813
1,1,-0.965875754543361,1,25.6091602729599,19.722367990484614,0,1,0.7770272258347362,-5.840675436903663
0,0,1.237484596061696,0,13.1161708428169,73.98603119794005,1,2,0.148746740260709,7.352894051699479
1,2,-2.4713166194129372,1,21.83272942474007,37.56518198244578,0,0,0.8355101304159572,-7.049653410052759
1,0,1.0221487660709923,0,14.259899543712248,18.746668241970788,1,1,0.26323992726918605,-0.03813693584902289
1,0,0.8073842358748577,0,10.966790066404448,7.171942310486088,0,2,0.5061480218185317,0.46392233576333197
0,1,0.2441428340222937,1,28.185956590383554,9.75350687328497,0,0,0.7065262625318076,-3.386977097508293
0,1,0.49541417550341116,0,28.15565344146429,31.118929675122907,0,0,0.4722873021967845,0.035182836211847146
1,2,-1.9510214801424015,1,34.62515203817729,72.93989959394827,0,0,0.9690007304697934,-8.972770199651418
1,0,0.7591392560245873,0,1.2515282351433354,18.3168986115928,1,2,0.1679079462791352,6.2152871245640995
1,1,1.2567068742946252,1,18.830722925428557,14.527055828833495,0,0,0.711180848307242,-7.3860911670901945
0,1,-0.3611114908060463,0,29.427679248335036,37.80467495473944,1,0,0.3865748559878494,3.9769443578612744
0,0,-0.32543339903425705,0,13.896071236284069,41.96634070333485,1,1,0.16227037508568531,6.155375263542869
0,2,1.8007593246737401,1,34.33840144079903,36.30317569461104,0,0,0.8697853008701368,-0.8171107763320169
1,2,1.0838638813263461,1,36.94649210182929,32.788590433676404,0,0,0.9774482780208275,-8.843870969568602
1,0,1.0571890534687773,0,7.4413749520086725,16.307876420692857,1,2,0.24504055337326885,5.089016847762981
1,0,1.211061359607611,1,26.869447549271047,70.05550304559235,1,0,0.4346645500698866,-2.387340630361704
0,0,-0.7363636200224541,0,3.8458628390849148,68.22159376128849,1,1,0.07000583134531962,9.178049092330632
1,1,1.1994842917909523,0,9.514928558140216,26.935024716881102,1,0,0.5052895195058646,1.4718776540595524
1,0,0.7775969348648731,1,39.807554985318305,7.607816649636261,0,0,0.8106925537634562,-4.959156575559978
1,2,-0.47997461653130785,1,11.168043466287116,41.41985481314282,0,2,0.8358747036912931,-7.25740420842632
1,0,1.5861204730857945,0,11.407398793476846,36.21152445525018,1,2,0.2871623335333784,5.928935730090652
1,1,-1.3365555098122808,1,21.765901984599058,20.03248428700113,0,1,0.8142866242691835,-6.530619588317563
1,1,0.5214711744214626,1,23.843672598646506,19.499195411671515,0,1,0.8620860976373856,-7.246261325666827
1,2,1.0827004000828806,1,37.39092388550616,7.598579296025965,0,1,0.9947846490843922,-9.410361645236275
1,1,-0.6027766706684256,1,17.976369473936636,30.54588723249312,1,1,0.7262499726988751,-3.2774861341747563
1,0,-0.0036858051897115255,0,1.5583861053345593,40.710282599852164,1,2,0.07508209875319538,6.4561078095797875
1,1,0.041021803875142794,1,27.082513450470497,21.629151491612575,0,1,0.8177995958004527,-7.666954713585179
0,0,0.2798554411846959,0,7.604016410711609,52.18680539780733,1,1,0.19068297456440558,6.590144352133773
1,0,-0.43345489539687304,1,26.60506089754727,39.47180549211314,0,2,0.571635191304578,-5.762018161321258
0,1,1.0461511798860181,0,22.858487804651602,77.73008971601307,1,0,0.3777597255653249,3.0652579082492046
1,0,0.35583740073248327,1,20.729698738635072,19.293600778317632,1,2,0.4293364304904473,-0.08587371526491516
0,0,-0.9200722358736434,0,4.941663317176546,68.70524209135102,1,2,0.0692771706110154,8.939112449174239
1,2,-0.5756804917513286,1,36.51455667596288,25.627749017492576,0,0,0.9764130207926711,-8.782474356512655
0,0,1.2310399025712113,0,18.875510825797402,47.76206097492357,1,0,0.31679670410500077,4.142579119374439
0,1,-0.17066652625204715,0,23.21966391895936,19.728530191055363,1,0,0.6082371890174273,-3.094917040712345
1,0,0.7096747629039778,1,30.039073208888098,49.79915019376137,0,1,0.7313545835137042,-4.781035645179896
1,2,1.553954935804577,1,36.87004377354746,1.5573224273399555,0,0,0.941121470535203,-9.016801334200654
0,2,-0.996535555678683,0,19.979527516532777,40.68414136231608,0,0,0.6918805471847123,-0.33372452043093936
0,0,-0.6252757575287314,0,10.129726210842389,31.51059203255553,1,0,0.11262152753811511,7.4932952411001885
0,0,-0.1395009127960671,0,10.129987495381837,21.161333149495512,1,1,0.21906741712061378,4.497029802793445
0,1,1.076601029197442,0,17.24827904862692,61.00896585328147,0,0,0.1926813730099654,8.088956058539999
1,0,-0.3593061978748441,1,6.651158215589832,9.695008088864835,1,2,0.6496011063909646,-2.0662140649118577
1,0,1.0320091855758542,1,3.873838208814777,5.415695925708572,1,2,0.41208440757551795,-0.012111860788500906
0,1,0.2893182872795583,0,11.218113694833196,28.220660665066205,1,1,0.33408963948953296,4.30983521441191
0,1,0.46124669137073443,0,28.17528690509868,19.74255597126561,1,0,0.4305525021958134,4.256642703180674
0,1,0.10548825026975306,0,24.18554739889434,26.121102222587204,1,0,0.5323768025323316,0.7261940806882876
0,1,0.993393698444775,0,24.996316665157718,61.10785771852741,0,0,0.45329741014378394,2.759238254268869
