S0,S1,S2,X3,X4,X5,Y,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
0,2,-1.7723823616750047,4.683764056027714,59.27541809362613,-0.1451774173196354,0,0,0.06496875756682952,8.772688219222964,0,29.45369520644755,68.96065320727197,25.732780691320777,1,79.98987174145452,1.4922763743125407,0,0,38.87352602371181
0,0,1.2384370376240765,3.5107912838653252,44.894730400838355,0.23406934312700706,0,0,0.4239946417266216,4.060894320459605,0,33.14956872517876,53.296752305167175,32.27991158871133,1,52.438230747595505,0.5765570840165111,0,0,20.84454583648983
0,0,-0.6414362117123105,6.592047878592889,70.640162127701,1.3169081499073834,0,0,0.06507087538197392,8.581880335770961,0,30.710588788683463,63.87883325685113,26.26251999570268,1,56.620427553496256,1.5159526247854325,0,1,36.06481322731584
0,0,-0.7214824087746131,13.11322421430898,67.42277220566476,0.12232018450746607,0,0,0.3216971812944641,4.905656977064567,0,21.010552602214577,52.46711252956999,29.153960433116914,0,19.243123790516034,0.8078574321230508,2,1,18.461292350101143
0,1,0.6216579444790077,7.886827054277067,69.44003643416454,0.8966013932352648,0,0,0.3722348420167434,6.90060427185178,0,37.51464706973552,60.43389171551938,15.308576853280588,1,52.010571502488744,1.0368854349843357,2,1,32.81910803593402
0,0,1.5950224654646237,3.224468598638357,71.21143221286223,2.4294852925674384,0,0,0.20814579952567763,8.491533266622113,0,30.44951116982894,65.36653097234013,30.095277088409325,1,73.15537445304938,1.4938783900906363,0,0,36.04229225983572
0,2,0.1035241664993275,2.949134079912833,74.02721312608621,0.40141967656742333,0,0,0.1223133724336205,8.045539434569754,0,25.121023979541857,66.62610307377241,25.823725669121814,1,77.4398781306821,1.252093416600289,0,0,35.48567380178422
1,1,-0.5129661731752109,3.260394550360591,23.503720358755224,0.45228471273543747,1,1,0.4750195309744785,-0.48668773323164416,1,31.592775142588934,40.89035942298692,24.358591050962755,1,34.41079432556855,-0.23407957067964447,0,1,8.407539718176784
0,2,0.7513504776358887,5.723962948895459,33.560666277703305,0.29076165025470413,0,0,0.4758777798259392,2.185350690082819,0,33.74513211045145,50.33875210942842,21.15310581416027,1,40.5125877903824,0.0844653727951428,1,0,17.7855309144458
0,1,0.1926591625289347,9.667402109957687,66.59566853259919,-0.17225589669039557,0,0,0.49950793784236996,5.261953650695828,0,30.248185818884764,54.60837760055655,19.494218186057502,0,19.077492887015232,0.7572330267773478,2,1,21.99393363298781
1,1,-2.0025532158677777,5.4740645339307274,55.07451206818848,-0.7448164527130577,1,1,0.47278683742722,0.9000609878663131,0,33.06868105185687,46.44365040611501,17.59268214788154,0,18.736664708006742,0.11027980099248272,1,1,19.64211965004635
0,2,1.3683928779071797,9.54828585061161,67.14963105557653,0.9164355823888026,0,0,0.13551060614909177,8.877709124312275,0,13.55005473813814,67.46078111120136,29.59505338809074,1,78.30229137279409,1.3221239222272014,0,0,37.576425012081984
0,0,-0.04481246464106623,2.25883830736992,72.74417166996844,1.602759300405026,1,0,0.2037647777306062,4.118111974790715,0,38.34721588624655,52.132254976675945,25.013446571460985,1,45.41581034351424,0.6157146106009539,1,1,34.12251363948738
0,0,-0.5800297713669553,3.545134059281488,72.27440298935925,0.8545025171964064,1,0,0.16315269256382742,7.12760052513061,0,18.514560591131907,61.736976494539206,31.59042245691314,1,66.64580833008247,1.2253732259762296,0,1,31.92711406936845
0,0,0.2769935918110821,5.12293162311016,29.94995815171674,-1.0180246504762542,1,1,0.8679716052298676,-7.131313224890813,2,90.71068743784976,22.454596706957645,0.5646554367815892,0,36.917581540045305,-1.0645248435009331,4,1,16.492777642565457
1,2,-0.6327352685324491,2.1987310497737056,27.23546686405236,-0.7491269541187207,0,0,0.4542028960091578,0.5355724337299179,0,26.626925315729345,50.01546420148354,27.670887675559293,1,55.3161375250512,-0.16631830661236036,0,0,11.574281921039066
1,0,0.16090444761599113,1.1131376391639882,6.57847394503976,-0.015599228001322568,0,1,0.7312769708804965,-5.02872199412669,1,57.61141274114494,35.249629987553824,24.36744351019941,0,36.43740296191056,-0.652794750679489,1,0,7.971269579685211
1,1,-0.8400212580283551,0.9840364450635536,14.703128965250505,-0.13680006402182962,0,1,0.5950699349370063,-2.61840863316605,1,32.556799704713,40.533329764581794,34.63472024542084,1,32.1029170423295,-0.33932309608663336,0,1,6.8914114715897785
1,0,-1.4098110346819932,4.3742611732931564,26.43497934571804,-1.1130534014386657,1,1,0.6448712176996908,-4.747700141056556,1,34.40848299325063,29.838376087877936,26.87066466976293,0,32.173350706118164,-0.4663140195998803,1,1,3.7034359228012392
0,1,1.1716074947995956,4.531158556148663,79.95713173754494,3.9035549236449834,1,0,0.00012106020191754441,9.996440741405348,0,43.173287579506145,69.98541012673297,18.50347465081721,1,79.99996376659084,3.394212422055806,0,1,39.999984499810225
0,2,0.4029825847201299,4.247360224655357,35.11782014918724,-0.6954734224222778,0,0,0.5620775512404427,0.12092153332837086,0,37.27861724661805,47.03003518267518,20.895236889972605,1,38.90325794788178,-0.0733097956291471,1,0,15.500764194561823
0,0,0.28310468752115264,28.002585178624734,74.46920660777953,0.7190075509676649,1,0,0.16888588839355745,8.367043056261323,0,25.163792710099976,62.646962733281626,19.993137814889813,1,37.833068877756894,1.2402050497443697,0,1,33.9681601209191
