S0,S1,S2,Y,X4,X5,X6,X7,X8,X9,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,0,-0.6136772710268462,0,68.5967056567943,0.42650991584321896,0.3539206410763893,0,0,4.62415705640387,3.2991012327350884,-0.6382810608549646,22.102413652123314,-0.35440997350553793,39.361485698456626,29.63208515673604,1.1872552747735896,0,1,0.7552130604678886,0,16.306292802413907,1,34.15246137556778,65.05749595041623,59.230498761061604,15.70459079070008,0,28.62735421380994,0
0,2,0.15494633392722973,1,50.880228685304886,-0.6062572651098974,0.45822417602031057,3,1,-1.8195369937901074,2.393814461451142,-0.8499571845126248,21.177200639023987,5.258094875858696,20.972027369005176,50.08415667993058,3.341918464992084,1,2,0.36307865750827906,1,2.0558220975823382,0,58.77681263415518,54.05938996725594,53.41885472749686,20.22110373613853,1,51.50562089938722,0
0,0,-0.022328112042677133,0,44.78938588576799,2.491310554710738,0.1918024001065406,0,0,-0.5418087652842019,1.1496004052036768,-1.3340914638096206,31.555459483840743,0.1659267186886204,24.15190041294137,42.24872464657052,3.7451066181343027,0,2,0.3514218039892957,0,3.9154602622401753,1,47.725651260018104,10.49305306214523,66.54975663997914,25.476117370123763,0,53.01274515957043,0
0,0,-0.16703631483179934,0,56.14380699861181,0.9462959979050299,0.28066649855246256,1,1,-4.370060934814049,1.8961571527207977,-0.18441679513176873,31.521877036666694,2.475512801173668,25.974002679687153,37.234865496673876,4.09103664304853,0,2,0.34051455229036176,1,2.0390467084318216,1,59.409692286808536,44.29071426189634,59.91526819383722,16.181668445380307,0,40.64878236133333,1
0,0,0.7673062139791166,1,5.490792043270476,-0.008156166338025354,0.8011609229838202,0,0,1.836333937716974,2.517234225950544,0.052742296659106576,7.5754105275107575,6.239691563303467,77.04542806326603,65.78269051756442,0.6184206345712014,0,0,0.9912690662441765,0,1.5623217099912572,0,43.854260975926664,26.1992044342107,19.737710382651226,28.477906700125004,2,91.88968531270338,1
0,0,0.9706371974817286,0,56.04603557687997,0.9052929691622876,0.1358546914513657,0,1,3.5193082108772593,2.944935145710222,-0.6485085829675152,33.56064173125655,-8.304048288569795,29.824607181224305,33.695864863401624,2.885199754325611,2,0,0.246103681601625,0,14.758248164873619,1,30.145811813593454,6.130325484395542,86.33189539280039,12.37195269797585,0,36.26059927872348,0
1,0,-0.16818479739949863,0,69.16727021437347,0.2778904205474538,0.36135237771084017,0,0,1.5192068842227862,2.4942129946279756,-0.930615314142431,24.374077619602886,3.4318220729134534,40.01222256767655,33.65873897984228,10.324955277816356,0,0,0.620282852046771,1,11.517235740238116,1,48.72112858625998,62.1178023115577,61.16207865449221,15.79693939532872,0,25.97610214060281,0
0,1,0.8419862967560587,1,31.268901238448755,-0.4155536468675009,0.3935125338921849,0,0,-1.700923888226825,1.6750014357300835,-0.8285071051041227,23.637307343241915,-3.527896806660671,52.40098070512971,57.50836197346039,1.7935949622696112,0,0,0.6112860549491747,1,0.9363550109151343,1,24.222681912530938,28.468430531048238,62.97297474871235,5.058433833294995,2,66.7875807687075,1
0,1,-0.829597600291918,0,58.23498580884524,-0.5783786788147943,0.2566888800203583,2,1,-1.8051550099946745,0.8399052920744661,1.0572226905739621,29.830200981182287,0.8550380446047114,15.817207477786344,25.42017762271225,9.508509998146291,1,2,0.19333701047489205,1,0.9699688318789271,1,43.475294186298925,27.747261336962822,52.45191332239346,35.1599436885068,0,44.60906292915269,1
0,2,-0.4205826550637343,1,13.545520247847953,-0.44129060759040695,0.4673466931274813,1,0,1.8175154604811095,1.1266636207760163,-0.5609108682540552,25.63616154570689,-2.604068140947007,42.24315590114778,52.482042130055056,1.2779580236773584,0,0,0.2927980044789281,0,2.8178146420717023,1,61.04952138994387,10.34486443576052,30.54596890293282,32.23307252988732,0,80.73659626987065,1
1,2,1.2905987319781416,1,0.47452020682915985,-1.2100344202559965,0.9988994052959957,4,0,-2.2428601602080427,6.7259373643596465,1.3036217295108323,0.07610485533446232,1.8700291973857865,79.7806003837728,69.99802861258969,2.306078161069605,0,0,0.9737438817585284,1,1.5601941860005766,0,58.91517773885101,67.115977544506,1.2625901555161134,24.29333757650219,0,99.73308176666539,0
0,2,-1.5108860194292935,1,60.16342701454357,-0.4843410451685766,0.21451690657623046,3,1,2.0001884452789334,2.022577440098707,-0.521968843896616,27.097670911259357,-9.178395487559351,9.523300886623307,31.872714269452246,2.6914760388534433,0,1,0.204285893740617,0,5.031326451526679,1,31.591393302013714,26.89239282360719,34.0075349504291,11.782222995952843,0,53.08580978150679,1
