S0,S1,S2,X3,X4,X5,Y,X7,X8,X9,U0,U1,U2,U3,U4
0,2,-1.1124233243890924,0.31938627509233625,-1.038727075831592,64.24917218247535,0,99.99976281735844,2,0,16.445436387641333,9.37052817514257,3.544263593957914,1,1
1,0,-0.5276446346156909,0.3623467274038912,0.17719372684640716,24.52044463074978,0,32.02956093151788,0,2,21.339039907178726,57.79156415547082,2.133314337532299,1,0
1,0,0.35637918271074365,0.5189644827925872,0.7513482195608869,29.818757017582676,1,43.28239367393093,0,1,4.291958012032109,78.91275529547259,2.778868207485047,0,0
0,0,-0.2653072063461289,0.1462215456656879,0.39422890485337514,44.082411333204455,0,72.2894354692247,1,1,28.461179000250038,30.917345603409927,2.030228403582831,0,1
0,2,-1.7657293266238625,0.2951942750210532,0.9923819015013762,23.04443734732436,1,26.62945062273535,0,1,24.87959758174879,79.16032031734568,0.8847933713735806,1,1
1,0,-0.3341945071169295,0.25085529303499443,0.28583490391975275,49.55189732033749,1,44.14341302518704,1,0,19.449006153765676,19.46183550836458,1.988066471670172,0,0
1,0,0.03697694402890561,0.983303104511947,1.3290932897834653,27.007930892363042,0,44.771263541687844,0,3,10.953805007511992,75.65209597923128,1.658886133527045,0,1
0,2,0.23638884536164742,0.4771275239520397,0.04047251052849836,35.582901115383024,1,37.50468062089549,0,2,13.313847650181414,29.040410735412124,1.3320341756635372,1,0
0,2,-0.44746319983174404,0.466433310248751,-0.6779414853822051,50.21688849394567,1,95.90799303376716,1,0,22.485812453895857,34.38795538177851,0.9354765233174506,1,1
1,0,0.6751366679665317,0.5616649589864976,-0.6263218201223834,24.24063280612952,1,55.054788798822266,0,3,10.968771675076997,30.8472169329286,1.058718508915285,0,0
1,0,-0.753176670676802,0.09190328061867448,0.3896045008045428,61.16958071353903,0,39.03377350557991,2,0,18.527320967400335,28.946112305544595,10.23841776429464,0,1
1,1,1.8699492903164812,0.9672130760415576,0.14302787245420098,37.64863216892966,1,43.160239934505476,1,4,24.916302241939906,46.17702988022157,2.064959077159042,0,0
0,1,-1.3756239845308706,0.5221895032503536,-0.2450839242854077,54.783959760892216,1,49.533784383805674,0,0,2.9291847859089204,24.602419776632463,2.3013445911217736,1,1
0,1,-0.3786046468520662,0.1933085296331018,-0.5836225263373653,38.00565165262224,0,35.47741481951248,0,0,20.385826068779032,25.721707199805273,2.808485848277263,0,1
1,0,-0.2966863892452229,0.2107250123894427,-0.9917805641383786,38.67928497174553,1,98.67628099481071,0,0,28.598604266894185,79.86466828139098,1.4425141070344956,1,0
1,1,-0.031952805456305695,0.40324866456966724,-0.16806963690218435,46.973246611759386,1,43.75198556601445,1,1,21.696189491666978,49.259436198368824,1.8834003484837776,1,0
1,1,-0.9528276437625532,0.37598128199764425,0.3543396586080095,44.3321593789386,0,52.824149947736466,1,0,7.662397902521587,48.247684338814416,2.224076674516266,1,1
1,0,-1.4355318841803946,0.32931935806901536,1.3791531874478933,27.469566194206035,0,23.20627476712518,0,0,18.57352501260818,54.00622427594236,0.955653743354457,0,1
0,0,1.050565542553333,0.5772829736518934,-1.110278711518404,48.9684436263506,0,70.95020770671596,0,1,29.140722336657,27.267338570878856,2.8027834367937015,1,0
0,0,2.230922783178325,0.7719872852869902,-0.6429810350780872,33.53275771725373,0,34.610622188331405,0,2,34.913261664279474,23.908481606016498,4.076759890581828,1,0
0,1,0.317613745370181,0.0859545155807302,-0.772431713685356,22.14045113171764,1,93.51044487884722,0,0,23.33452672274321,28.74009471974467,2.221987685362266,1,0
1,1,-0.8998494176107654,0.3706727943038421,1.7813648175491588,48.4806239266546,0,36.23746169171783,1,0,5.175208969655665,35.33987077722995,2.9786375165932637,1,1
1,2,0.2736318136086,0.8156524960408651,-0.43413316599433743,67.56871634906418,1,38.210567978149335,2,0,11.551305607914383,76.06271691135017,7.055716150996653,1,0
1,0,-0.30515152583477567,0.06411406704241246,-0.056459012871344666,38.66220134824353,0,37.78346169522309,0,0,24.35653645613213,46.04415314360143,1.9440241958596276,0,1
0,1,0.12177262136240839,0.3790399117676951,-1.145033119319942,34.016069136521786,1,92.08540685563582,1,2,1.2720476945874704,28.712932698295116,1.3719386965446134,0,0
0,2,0.4951596227780242,0.6668961061939127,-0.14584327339999775,31.481224403268968,0,32.38696715957921,0,0,36.896019022738514,30.673435978587204,2.0934450985620217,1,0
1,1,1.631676152114602,0.8786875872565588,-0.4935659568540323,50.190150319864905,0,41.38491608677135,1,3,25.643000400556932,35.92983683195858,5.051175997629921,1,0
1,2,-1.1815578807025013,0.17836322977714608,-0.06630734740482619,51.74725519492362,0,68.58901013219435,2,0,7.663026424480302,21.331584048078707,7.920260174988409,1,1
1,0,-0.00627058312570702,0.004206634869999226,-1.2053480070157212,67.85405253303261,1,95.78014221817581,2,0,15.659186798717704,31.816858670433803,6.207950587375738,1,0
1,0,-0.5319172769728406,0.03696595271772124,1.6948556835389297,33.69154547653082,0,39.83028069139186,1,0,17.376036101551943,34.89964761470596,1.7307717181999538,0,1
1,1,-0.5685224162979743,0.4887273037682604,0.2947345893287437,25.897059372823893,0,13.324749965484584,1,3,16.836110067035786,45.957659597028986,7.772888933234742,1,1
1,1,-1.3493865094741329,0.5175681800383914,1.3081309021558802,39.38650574713047,0,36.807556683687594,1,2,33.98090441074547,28.79127570647954,7.532876103919679,1,1
0,1,-1.1681566712169413,0.15013330852090084,0.6325220026963488,20.546452761155628,0,33.096502049825524,0,2,10.892321241748661,19.869028681137955,1.8494214399443523,0,1
0,0,-0.6531133354203201,0.08930820846340065,0.28226384957588935,27.4173783034106,1,99.9053500223998,0,1,12.739601158157583,27.508436250267962,1.613992127192838,0,1
0,0,-0.7712434160455516,0.4424032898723294,0.865044705201087,37.0239918008523,1,20.33806077266235,0,0,20.36618281055612,36.44122119905571,2.259377646317147,0,1
1,2,1.0734594419231007,0.9655303707190177,-0.4714085277241348,22.24074532041728,1,42.24932733120426,0,3,14.38969152924962,79.98879797506214,2.246825319069575,1,0
1,0,0.6338659951703821,0.8805143950285351,-0.057029087089777795,63.33797024046713,1,36.59380479270323,2,2,1.4577927936965596,50.27279903120529,1.0179850881235288,0,0
1,0,-0.2150185755856802,0.42099682850885595,0.9109576322501299,28.480362460140057,0,22.042436575931255,1,1,4.26690716165816,52.59419173797685,1.916148912883513,0,1
1,1,0.35190012435636425,0.6295054332081662,-0.868018651319656,30.568305585962953,1,95.85481594319297,0,1,20.012238809301422,44.19109170566707,3.5220917731261343,0,0
1,0,-2.225294042385617,0.26549146347281405,2.826602660280454,23.358875866224416,0,40.878776685457645,0,2,12.769487130444706,36.26664166744886,1.7647513886010266,1,1
0,0,0.5679357028465565,0.224458212622279,-0.6476559786267295,19.430011110636766,1,29.396801922818618,0,2,20.53318864777905,23.732848957142593,2.5896688957760623,0,0
0,0,0.23283959303501794,0.27321275070373807,-0.6309632559947397,68.77244504427583,1,33.890049351220874,2,0,4.867454468166647,28.606596651105836,2.1146909627525288,1,0
0,2,0.5068685433538244,0.4167897341666046,-0.589001219392387,55.122500686047175,0,42.82281320816084,1,1,37.58771389539943,39.16041424845794,7.115464538615044,1,0
0,1,-0.24053137984107884,0.735977046572642,0.40206370340256714,34.430986405510396,0,32.50306797605955,0,2,37.81477243965072,28.62947811374739,4.123772985349776,1,1
0,0,0.3352612947620607,0.1479273356562455,-0.7520420427333925,27.356463248906728,0,63.632375375002105,0,0,20.22511049168475,34.449548147455246,1.883990407812636,0,0
0,0,0.4049654260626645,0.37187037659880423,-0.17099973235982358,34.48936790237276,1,35.971212610121185,1,0,23.804696549542754,38.256509821155106,1.864749865628753,0,0
1,2,-1.1485497352928786,0.6338540019002818,0.4361882259203772,52.769915574609556,0,34.93518446230206,2,2,22.28216574957681,34.767411521794344,3.1384517457282404,1,1
1,0,1.0452296849117975,0.5617124946414571,-1.091622276816597,31.991992641611315,0,99.99993741536277,0,2,12.444993320919465,28.956307428130835,1.7755739820738161,1,0
1,0,-1.7697103769765319,0.1347183373035264,1.3587380269197142,26.56226172027582,1,36.823112519946655,0,1,22.395617114669992,72.65053887961304,3.3363365082394587,0,1
1,2,1.0411324868041918,0.9591812419736724,-0.22162370927454478,36.95662752045696,1,37.872519329291755,1,2,19.323607445800285,72.89998648365875,2.101011916726404,1,0
1,0,-0.8126557494752957,0.3950112228987844,0.29856990716225595,48.02324562032821,0,52.20711791788649,1,2,9.012759650557216,67.19946532395876,3.2357630238022117,0,1
0,0,0.7172489262507508,0.38478533070019477,-0.5604428615261283,58.205130285294096,1,7.181824174186236,0,1,25.235433639387406,25.923039244835042,2.843113335349299,1,0
1,0,-0.2737374560436887,0.8535496492985373,1.9190136671441067,21.468969364942414,0,49.43794809999665,0,2,9.750844538754965,71.76954276931517,1.5144814218622373,0,1
1,0,0.19180830131096974,0.4873536321431622,-0.3652451679860143,38.488805744326356,0,35.81644487861488,1,0,7.131058871028935,45.775925567313244,2.8203716567446224,0,0
1,0,0.27749305741035607,0.8174174983319643,0.8139635037680458,30.769526494977377,1,25.976151146304517,0,2,9.941274605209692,58.96185502370686,1.784647708283591,0,0
0,0,-1.4630663616996766,0.18558580730160956,1.6384774219624587,43.294778019537915,1,24.219677903681696,0,2,16.13137596342366,29.518494090975835,1.742883922632906,0,1
0,1,0.6854663041944348,0.22436711490821365,-0.13258723624373334,42.31551819156438,0,37.35438780321007,0,1,37.901522725271526,26.958605110929366,2.251838896256266,1,0
0,2,-0.9204046392486447,0.1650342715400987,-0.7421952671755594,23.52275846379998,1,23.06285486410972,0,0,16.073396448051636,17.74750743603449,2.5222648345498024,1,1
0,2,-0.11919412385429491,0.2582983835683941,-0.7805679245495082,39.20269768647216,0,48.75242674842683,1,0,37.679421935640015,28.865978935213967,3.9261581452295626,1,1
0,0,0.7998782683260258,0.16968767599849227,-0.7464818588295291,55.16331984693528,1,42.79475294774817,2,0,39.82715053561938,23.380849383222568,1.1843705395048296,0,0
1,0,1.5974707426713253,0.9877868995335665,-0.660046202753216,39.16686518330406,1,10.515498680990355,1,3,18.88416172359946,37.97517537328238,0.8430002526422523,0,0
0,0,0.7546744394949995,0.34447019292441045,-0.3071229122032569,25.33560572182573,1,50.39693637321114,0,0,17.063982153476992,30.760283629612193,2.001535753956766,0,0
0,0,0.9294174432866245,0.9230220076410292,-0.43242545664936305,43.917374442822926,0,38.140565004759885,1,3,31.646856626782075,0.002742497164454072,3.7073842059334656,0,0
0,2,1.4574817557927593,0.7338112653620412,-0.6089506587769772,28.259876392862697,0,24.760218150006036,0,3,29.93431119748891,26.470391417248628,1.490823386279835,1,0
1,0,-0.4174706270097211,0.3064321015800311,1.87740213965795,27.440326792916906,0,54.67378388505908,0,1,14.334092926120627,46.1221505158116,1.7652068753709769,0,1
1,1,1.3580905710846727,0.9147452739501978,-0.9762925291580979,28.051059934290418,1,92.75965426228345,0,2,24.202746159666106,66.50481711629091,1.2589473079089006,1,0
0,1,0.5449390014738886,0.5658723111115259,-1.3328291910808892,69.52402700388791,0,93.27858441472559,2,0,27.026979696671233,30.07306869375001,9.481033802962775,1,0
1,1,-1.1218889693701086,0.0552548465617711,-0.1282110367531622,26.773546391698183,0,33.197204445542205,0,1,29.684010965240986,38.3379890476197,1.9334131459111088,0,1
0,0,1.8078335021422707,0.6320784668345023,-0.7473179515414246,26.06694563056168,0,48.86950460498481,0,2,27.607140571221926,23.432634991323916,1.7011008290354046,0,0
0,1,-0.1432141746770466,0.3296094687091795,-0.5544050076409663,25.83335282276564,0,47.830753733100615,0,1,18.427653844520712,25.661454478911562,1.8972306272990789,1,0
1,1,-0.3626229939380301,0.41154161096870956,0.7075833204177905,23.185039660145367,1,38.68393387658704,0,1,12.257625265239849,41.149670742027595,2.0848808853642202,1,1
1,2,-0.8079609458619488,0.5207058815861302,0.3680236589279112,20.817779188941206,0,31.77027661132803,0,0,13.97792348893618,35.9903685285735,1.6828701485129696,1,1
1,1,0.7796557050308203,0.2965657965575428,-0.262969447778997,56.71019971506587,1,31.12960520114061,1,1,24.775304514214696,18.90291253802591,4.952959877587035,0,0
0,2,-0.8488487184724606,0.31600565549658033,-0.06925800649710484,28.35264186882434,1,2.0562691851502723,0,2,13.384106750602061,19.215688176541953,3.7727964610283378,1,1
0,1,0.3520181860528064,0.2929809979118743,-0.014398763584861292,49.99632082709879,0,38.75982392038402,1,0,17.818922878830655,48.64229540627902,4.886463530188578,0,0
1,0,-0.9656380432945094,0.5273189580332849,1.7493654939365733,27.468169048011525,1,34.88623023946131,0,1,13.180315238654403,22.835093087378997,1.5273746199970386,0,1
0,0,-0.18968575785272196,0.1770143529712953,-0.42263854947042384,60.32245090505561,0,45.01435163022835,1,0,38.70570076766775,13.709782391318154,4.328393992387144,0,1
1,2,-0.07076289428595976,0.4485225345828974,-0.6704055810045749,50.70141140335808,1,43.49882697065244,1,2,17.32941823445728,39.285548600206354,1.6817557046536438,1,0
1,0,0.3531248542475906,0.4503939098791039,-0.19203142172920282,39.745101357075484,0,34.75346908111974,0,3,13.441713881566795,36.37440605950594,3.4121397385852092,0,1
0,1,-0.49954585118178524,0.23248530182492977,-0.29860304921484515,61.25274314165716,0,90.11051519603588,1,0,34.64427435535154,29.294139229157388,3.2610876142023915,1,1
1,1,0.14487080023268753,0.7001934453085492,-0.604639268868414,67.31002405071209,0,59.54805494451204,2,1,14.574426813287129,52.34132527018643,5.534845594744176,0,0
1,1,0.30765660199031847,0.8318195365684562,0.8042863352754912,51.32872666505165,0,38.501291919680796,2,2,13.082206767868117,78.2742033114417,2.9028657175414345,1,1
0,1,-0.17104308846332827,0.5025445618472852,0.28123353614670965,39.16862829680442,1,29.406324984852272,1,0,28.208901692779953,13.60693708473153,1.5066075485657382,0,1
0,1,-0.2735640364172106,0.24142355712402397,0.041403499295910154,27.008350067994687,1,31.562894798023887,0,1,0.054147593332156685,73.5413970146101,0.8717999139429056,0,1
1,0,0.9047728569339134,0.97318024984654,-1.1321069048239172,31.74690545330445,1,95.77321819051336,0,4,17.87606125760509,52.08903424633809,0.7924284189645334,0,0
0,0,0.5822272963106663,0.6012098385127103,-0.36818173060400305,40.528532121997806,1,36.00004034816566,0,1,22.870021362713516,30.213509605401036,1.2411657257457103,0,0
