S0,S1,S2,X3,X4,X5,Y,X7,X8,X9,U0,U1,U2,U3,U4
0,0,-1.0182059942127246,0.15461908087051557,0,43.99993075815025,1,3.223791658100565,0,7.014597316374967,1.8693807474126922,0,-0.7895004203556503,17.05769484387329,1
1,0,0.2652308182295222,0.06604898445691015,1,63.711030811542756,0,2.6582102490493758,2,-1.8454630542198753,24.53748243799194,0,-0.27778324545333233,60.06380139198559,0
0,1,-1.9462853155435913,0.963466774416623,1,66.69408989320274,1,8.262916373491533,0,5.533609733711618,1.1242482244382912,0,-0.9183377118513785,18.744448376776806,1
1,2,-1.1654808648839985,0.039673360060788365,1,33.09118296071093,0,1.40447244987331,2,-6.596058693058619,31.94088492839728,1,0.6594659234633525,53.33540373125852,2
0,1,-1.9277803804439324,0.37672122592930274,0,40.05586998038559,1,2.8341716392789813,0,3.245681588723892,11.264168074506246,0,-0.7461989924092035,13.602293407512853,2
0,0,0.4116251451485213,0.3094004926439282,1,55.91215384529138,1,3.9315477423415546,1,5.047739214324052,14.991775145039083,0,-0.8440673428375007,19.90765349887308,1
0,1,-0.48485725232434196,0.8168714141269349,1,65.25667411890723,1,6.745436502764393,1,4.518728098874945,4.533769779920784,0,-0.43286704553063954,11.800907222605957,1
0,1,0.13776498710364268,0.8438062586946906,0,33.8264146291418,1,2.8322807303489785,1,6.845231922038309,7.233745920355926,0,-0.9527222712716976,24.50775217699229,1
1,2,-0.6753882646026492,0.4415357392437,0,27.175986735830392,0,1.4859297494974624,1,-2.6828995844182053,27.74584442414801,1,-0.24177367282787934,22.899486362950103,2
0,0,-0.7109624534663344,0.2646909576649318,1,59.052257450217574,1,5.120601871977063,1,2.474327437666142,8.949551079262024,0,-0.626266315145913,24.79827439187141,0
0,2,0.6290981788960074,0.9998296697819757,1,66.60816716520213,1,21.263681144703757,0,9.327318638902312,3.4560415254810373,0,-0.7624129511781926,28.927621346472108,3
0,1,-0.15606705051855388,0.8714784683325341,0,35.060878520100964,0,2.4781114408112432,0,-2.2944926020575522,27.593050086272967,0,0.4595921771099834,34.74007629607463,1
0,2,0.20932706821173122,0.9690876826137489,0,38.311505326488586,1,2.9042785112689895,0,6.180955951852376,9.258652637742893,0,-0.8953773060412527,8.97728267514513,3
1,0,-0.5990939256870046,0.5710396082169855,0,27.173673640259764,0,1.4925822934564261,0,-8.483257921596152,33.4319204456867,1,1.2604380416023975,74.16889752547084,0
0,2,-1.0711520577810385,0.8127799506362863,0,27.274685367908816,1,1.467489871496918,1,2.021497263783134,17.08787403080606,0,-0.34614834787727955,15.990682689120614,2
0,1,0.27582126369381715,0.49323033224046714,0,27.39975238191338,0,1.5388739363076682,1,-2.7869021965255225,31.650204748715414,0,0.04625110148241561,47.63026287500695,1
0,2,-2.299709806964948,0.9978004207023329,1,69.96995953060532,1,42.127573500204754,0,0.5911398798665211,10.059092019729599,0,-0.7158837873147411,26.658862925851786,2
0,0,3.270853659688716,0.8203037831055306,1,50.36741385038665,1,3.312767387628169,0,8.779094063005203,11.776893793341621,0,-1.1315946723775392,13.777464399065863,0
1,2,1.964010817906327,0.8070037981883637,0,30.046758680845805,1,1.9193810152496003,0,2.913201427286264,30.329803131025407,1,-0.697805444810901,18.965081699713892,3
1,2,0.0954475250900084,0.33068227891177215,1,27.687195008605936,0,1.4046851503175801,2,-4.0301685224264645,32.17342055518417,1,-0.10260163401473041,32.784339754644954,3
0,2,0.03185313194129912,0.9727945934976198,0,49.87847230195878,1,4.823973728848428,0,3.7122679103999126,19.420430697018354,0,-0.7221997239363005,13.127283481702667,3
1,0,1.0362027238182219,0.05610681048019778,1,46.82348916742508,0,1.700374201783206,2,-8.070480260920158,29.974452307163055,1,1.5390695751818984,75.57344573413417,0
1,2,-1.0730810513536164,0.1519558015365549,1,25.332222068613643,0,3.102991631375532,2,-6.887284095763695,36.00554473392699,1,0.3532885705222901,49.039878790451546,2
0,0,0.5310604354480076,0.04762832958353347,1,69.95775233394829,1,10.641684005045619,0,7.12053117220346,2.878655552051499,0,-0.8110223166441856,19.32923585379085,0
1,1,0.7279982351970671,0.4878554428371301,0,25.8754405064226,0,1.4618684488000917,1,-4.317647999206153,30.33394144757656,1,0.338415460287781,35.58777210643362,0
1,0,0.3284902091198152,0.16612532896902427,1,30.8226424133763,0,1.2334790340022037,1,-0.15841541035606888,20.661564628532844,0,-0.19553220997863086,41.55688973519958,0
1,1,1.8557587809163918,0.235127670852266,1,41.089131399640394,0,1.483307971630662,2,-0.004561832199712512,26.67063609065527,1,-0.034741915007754226,42.83983056399332,0
0,1,-0.8671970192914714,0.8904564100086674,1,69.10481876756656,1,12.028025369417671,0,0.41317509902252425,3.7594113543487606,0,-0.09985996861440885,18.59203647299278,0
1,1,0.5429841091305994,0.44225820487261985,1,55.65112886363199,0,4.2470599216629905,0,-6.729148180193595,38.26236787656604,0,1.706494947972711,63.822849487349714,0
1,1,-0.022453064819693756,0.4001840442483626,0,27.131854696592015,0,1.642478290849716,0,-0.42655081269915307,23.67953264270719,0,-0.2500597353476846,28.316644826856635,0
1,1,-0.07575029895036124,0.12642532688668806,1,29.72461244591433,0,1.4783522416500292,1,-6.105918741393972,24.033509958601364,0,0.45761322418272926,44.84853396496974,0
1,1,-0.0355177366789627,0.6654351522579882,0,28.10793690827228,1,1.4570412798067809,1,2.4825234037301787,15.751142014254334,1,-1.1237025282616688,23.090094022177507,2
0,0,1.3233133158665225,0.6828985114239272,1,68.70195621666485,1,8.656547163340763,1,9.701901268879794,3.0816824180290636,0,-1.1011284852813095,27.569835254848904,1
1,0,0.14705953657541165,0.22265806012151318,1,32.72877395661256,0,1.378408271230485,2,-9.911587784488358,38.86804404677306,1,3.1121061955080624,79.99542433735536,0
0,0,1.3273298942032623,0.2154982036146862,1,48.637830161841975,1,1.986697496131579,0,8.12117371725353,10.598972908656512,0,-0.831635746075649,8.016535443251698,0
1,0,2.0398161322034825,0.30545763212019905,1,33.171597379759085,0,1.5719277445025515,2,-8.280606637845557,38.99707661613655,1,1.8182023164147572,79.09016556394542,0
1,0,-0.307226268449354,0.22630506225703606,1,22.68913669134222,0,1.1995026855347128,2,-7.143934937722819,30.43381071931661,1,0.8606751630982744,52.25637749958558,0
1,0,0.17116773745741973,0.17402886885230828,1,34.520739064730606,0,1.439990191545223,2,-2.432397995419837,29.232966073629164,1,-0.18728638590718316,40.271517193354754,1
0,1,-0.25687035131726826,0.6554111590552553,0,59.432645486904214,1,7.473224845094483,1,6.862720252688714,1.6144926612020472,0,-0.1496644491001071,16.785112332210478,0
1,1,1.5756228088285622,0.07055897379696263,1,35.67767214538589,0,1.451769985945779,2,-8.030288224264924,39.174746352567944,1,1.6550688495948909,71.22038371305518,1
0,2,-0.6675989382580398,0.998538170900786,0,65.27438266422598,1,8.916440064054223,0,6.92046625778524,3.4475569419861007,0,-0.7916298190283345,16.755792740056975,3
1,2,-0.10168711457253009,0.21354356566218136,0,37.655481041177715,0,2.671732723087456,2,0.06376005097902926,22.158626704168192,0,-0.5606747407171806,9.604341129326341,3
1,1,0.2690004329239194,0.6740961450331078,0,43.85542443616198,1,3.608306148106031,0,0.6410244018195002,16.05050130991708,0,-0.5797640123159509,18.538979721605273,1
