S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,Y,X16,X17,X18,X19
1,2,1.0991938920848823,11.686776149043002,46.194569553030234,-0.08176030470349543,17.858902583944747,0,0.23169060942932607,0,27.379676326786946,0,1,37.78112771943488,-1.235465346715781,0,39.28127649112189,1,-0.42109629160926276,1.8187180994944352
1,0,-0.9051898265426707,32.935733264549114,16.348261356080485,0.7276690325837716,30.972784929097017,2,0.91068544303799,1,33.93168868298077,1,0,61.982287859271786,4.335181262233132,1,65.8497052156801,0,1.2539406885799098,2.0980854122537096
0,1,0.5845884776309288,5.1624512378014265,3.4723131203725632,-0.7562393239467868,23.7703696559845,0,0.07113831545989441,1,45.354205893903185,0,1,31.643691447934295,-7.181681104871798,0,27.47102795748198,1,-0.9222006365386025,3.192978816408778
0,1,-1.3285944915639585,33.7619568050051,56.21821453549592,0.9741343453073807,28.698914874058335,2,0.8346708198448086,1,26.9312577335023,1,0,59.709941927639896,7.502829938391816,1,62.73171044609568,0,1.1280635248673794,2.0692477650960486
1,1,1.2290238534802123,14.573543110960872,53.947756739658274,-0.020790216670976563,19.61917097532815,1,0.6109548484080796,0,38.165949571628296,1,0,42.25152974167921,0.7841593806454501,1,55.05985467344621,1,0.3121946120438693,1.680846657012477
0,1,1.018959161928589,8.021580719569602,44.17443281646905,-0.5726976823563692,20.247079652561748,0,0.14013175059340577,0,36.69417321472183,0,0,31.420751743968225,-4.531812919422041,0,39.05149801235626,2,-0.8470751535776727,2.1346993801941205
1,2,0.2800069777531583,23.77110789432699,29.850827784804252,0.5021559526881533,32.580917345968246,0,0.6971421986553274,1,36.607045443658016,1,1,47.67895724390274,-0.5961754821165393,1,52.2994266153734,1,-0.06664794309553622,1.7849582051588924
1,1,1.8091156304034672,20.729213061971315,76.26285009711047,0.898511737284157,13.877971135599893,1,0.8766417574104943,0,29.868210099318592,1,1,44.4717241171342,5.432631626923211,1,60.495294640786355,1,0.6264347046095474,1.7438276730762219
0,1,1.1720918181364255,27.018822005431442,20.3862912951913,0.14061452261254484,32.64959544894055,1,0.43125268503829356,1,26.268005541829588,1,0,53.704432043869744,1.5151139818310249,1,52.492260953727666,0,0.047522588152075745,1.762524563961131
1,2,0.03321111425196384,15.610922079730202,44.12869638852243,0.5177685928653083,23.79064585502985,0,0.5069596384454067,1,32.45824472499061,1,1,44.27474946937673,-0.3638554703798036,1,47.93559772254179,1,-0.1503833284889769,1.7789067634341393
1,0,-1.2109805761533738,3.08686871091457,43.58948047603485,-0.7401778221299412,7.346725398512723,0,0.20117124780998275,0,93.70441616347462,0,1,26.78143380264335,-5.8123414592367,0,27.612033363670704,3,-1.0196621522812481,3.7613168922796563
0,0,0.8451465272483926,12.236253946055866,26.426892261912087,0.6462326905833413,19.381616806372993,1,0.6914715846746857,0,34.63014477567694,1,0,48.22254279379898,3.351790913950188,1,60.332135014085544,1,0.5754607548636601,1.7319279492140265
1,1,-1.5787139478544454,16.63625308614862,79.61696297095028,1.8897167962297006,15.045178932571119,1,0.9491108497037898,1,53.40902948338845,1,1,45.67098508188813,7.49648820203636,1,59.04240187927812,1,0.023868209149124592,2.4314026477847
1,0,1.9122994308638677,21.644571589641004,56.44609561464529,1.6789481370148989,31.175229690960357,2,0.9118692038849652,1,35.705609406977025,1,0,62.94922215992572,7.5544624418489725,1,69.02137855268705,0,1.4662006035354882,1.678422423367116
1,1,0.5543369404512517,2.74658895441954,72.27688006701922,-0.05276035119204496,8.170488020995204,0,0.3902068774255924,0,88.6902299116581,0,1,26.90620229558713,-5.566391085598669,0,19.313054083208396,2,-1.1177711346438501,18.633847412565366
1,0,-0.6738116559253717,23.936547200506546,76.67281959162621,1.353604977992523,26.47124425812802,2,0.9088245536451063,1,49.28457004912478,1,1,58.33240417964177,6.496454217057508,1,64.10017312276386,0,0.8719555273017666,1.91554938047289
1,1,1.1204237933448122,12.202868980414037,75.99296260525024,2.4099233848654413,27.179500718225498,2,0.9253310475879524,1,34.19845890208012,1,1,63.25054275657903,8.851794832931386,1,64.1952813118171,0,1.2771123215702456,1.7990493400676704
1,2,-0.5958259414640285,28.315814117706502,48.785274454701465,0.5005864812232566,25.48603969619443,1,0.5574887681968136,1,18.635437719573964,1,0,50.18956481921714,1.489148507179296,1,55.13662029229931,0,0.365547257243073,1.6590013605368668
1,0,-0.8360683872408685,15.526686507274865,36.96288400386902,0.21077922591772535,23.07226011443435,1,0.48086474541715857,1,35.25758772700499,1,0,44.814797661422915,-1.4409243721843588,1,55.701873152944884,1,-0.02541334633966084,1.6938254657616822
0,1,-0.01791825197425062,33.95204641859006,31.575298414408795,0.6697305844204903,34.51156126276927,1,0.7256969865959649,1,35.92925977924086,1,0,58.50988664444895,2.279358082725917,1,55.60948619901899,0,0.43882854278058997,1.8957868154384259
0,2,-0.020169848039709164,24.301181018695548,53.13299073307526,1.520468844760948,33.02135620864658,2,0.8464600639998807,1,34.071754725618966,1,0,61.019542192470986,7.444638565941254,1,65.18916876820529,0,1.0589285290175254,1.9345938270695058
1,1,0.6415122743997702,14.362429528748017,60.03448959721261,0.9368240493344558,28.06478600296017,1,0.5481574144427113,1,51.429121526283694,1,0,55.09578041328169,5.270536851541552,1,57.181783801232314,0,0.38621252395051897,1.9618632949943353
1,0,0.974533728286107,7.177739008919364,26.31607448729735,-0.931427139452316,5.399583861909035,0,0.29429909745343574,0,76.87964847341325,0,1,27.472918311859672,-7.056268848761071,0,27.388822888873243,3,-0.7678877229589505,3.7896951528010265
0,1,0.7380832425633478,32.53229363948854,20.4199798773244,1.2034867458583591,35.683435504714105,2,0.8191545449359641,1,32.01960481551143,1,1,65.38113947739585,7.537973643027151,1,57.76057216457082,0,1.143738584820322,1.7097947169646046
1,0,0.9141271588046979,29.80834962138251,79.36298858062999,1.6877743735680226,13.06241890328528,2,0.9917527697958053,0,12.75128501774324,1,1,61.65098069507371,9.550606753411003,1,68.49876572319891,0,2.0996640931791553,1.9270797863863522
0,0,-0.6514044640289912,22.338974176246037,18.113806901101945,-0.1499400818435037,24.3476138000673,1,0.34054328643413667,1,50.08407861051363,1,1,44.97932554351888,-1.1979678873418838,1,37.05678035199732,0,-0.36064168929661133,2.3623411630795297
0,1,-1.6380000349293187,5.679505379912215,34.141267632099705,-1.3085333445773466,6.235701206678243,0,0.0956986428468351,0,96.30750343386187,0,1,26.84157474791781,-8.023139696396072,0,21.40894765009568,2,-0.867534608992616,11.903088391874864
0,0,0.045727522921343966,13.63586337946015,24.759271532615447,-0.9932735165815818,16.019771836537803,0,0.15590126008880834,1,33.47969799612201,0,0,27.56432218182355,-5.937367614382238,0,42.31694448681394,3,-0.8569385963946019,1.9709971170011586
1,0,-0.16356392697212876,11.52845896604347,32.996113071337035,-0.5996512603969582,10.978893250833398,0,0.4289687430128921,0,30.0778850269641,0,1,31.363891104046072,-6.1766645023582605,0,34.15741108100639,2,-0.7948253371625236,2.0277037989744993
0,0,1.4410362705215853,15.104178030706327,12.767766492417714,-0.39279380279641296,18.08281287255142,0,0.2591658342634272,0,33.253456846076645,0,0,37.24155481511529,-4.118537940864946,0,44.642062643271764,1,-0.19672948764201914,2.3231745240925923
1,0,0.1933454343308627,5.42904890158427,70.43542150121972,-0.11481657439076233,7.174043232996839,0,0.4204706990727084,0,74.81055662669172,0,1,26.747459771943248,-4.223297304494542,0,31.133100706034803,4,-1.0770815456229828,2.269954521372075
1,0,-0.3336013402460332,13.685481036051414,63.160369501373914,-0.36300481065960816,7.104755002597294,0,0.5001245237068472,0,36.08551638380518,0,1,27.87939570439657,-1.888974036769536,0,45.415442989489094,4,-0.463586801932792,1.915848986352944
0,1,0.34335857407444237,6.905600195872048,31.60969742985464,-0.3159944830041129,16.461308955076532,0,0.20130134374227843,0,56.5652099310107,0,0,30.648659886086783,-4.391018816378991,0,42.06075330341787,2,-0.9716929991848973,2.9671893837276517
0,2,-1.0771215588222114,30.687668759113098,25.49306860528299,0.6041264440021059,35.46986783297467,1,0.4397222843821402,1,36.68340643785711,1,1,54.149119852942846,2.025736880530557,1,41.63247029186067,0,-0.3518486520507294,2.087992847750907
1,0,-0.04237215069671709,13.90642748822282,14.599616367417262,-0.5153650304929822,30.53840576441801,0,0.2126453263229885,1,26.533981045224884,1,0,48.28427236916238,-6.2512930920925704,1,34.004276394739186,0,-0.21546070200361667,1.7752665631937508
1,0,1.630273022658681,9.151757733693344,46.74799724966171,-0.6389464036687801,9.437966821517085,0,0.2946472185622019,0,52.47001984187199,0,1,28.39528337582847,-3.9424122928454324,0,28.96035325494482,2,-0.8140055933553142,3.431314186524532
1,1,-1.0735459568127073,1.3002326215082394,59.313612069570176,-1.9175296700815168,1.2468579153481452,0,0.02728863312819768,0,99.99999134469239,0,1,26.787408866582965,-7.6050303100268675,0,18.22729138836762,2,-0.9482032794204048,54.598150033144236
0,0,-0.40137816254823544,28.128459172526448,23.595460304412708,-0.2648801239758903,21.435045418749183,1,0.6459127932723103,1,32.37465019525755,1,1,44.37556423432309,-0.7110251104946261,1,43.664027499819326,1,-0.1222554142010949,1.7865657089438385
0,0,2.586222532599714,36.132754938141446,18.133169798284033,-0.058837911880764794,33.061841971021416,1,0.5688214586490864,1,29.008964466703535,1,1,56.305889406015226,3.552089822521154,1,38.90085026499969,0,0.3304271117210302,2.118815323850185
0,0,-0.04859366808029187,31.828749884524356,27.65461462420741,-0.23774389365099385,26.109525928776204,1,0.5365010453821328,1,85.97564798580534,1,0,51.11873880791649,2.814531808919355,1,53.823592804045916,0,0.08087781274633107,1.7147199427512563
