S0,S1,S2,X3,X4,X5,Y,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
0,1,-0.0034100562330539605,2.5039067054729602,2,42.517183969496884,1,-4.610093098709318,23.209209738079835,37.92778634571366,1.7443726440144365,3.001039310952714,1,23.79433304331136,-0.6166517671562788,-0.03608434509793234,1,0,0,1.6278345940365264,28.519956310329007,0.22503356233586416,0,18.48124700859846,1,2.4064844766606117,23.723437028917395,1.8568771201653043,1,42.741828066246114,31.52011608981008,0,40.731865560883584,1,0,6.474569598917952,0,-6.684126365845579,1,13.052056420218463,30.0053250479151,72.31874850650192,0.6921644118178953,1,0.5533161592960776,0.25889348891617425,59.114655786146436,0.33641193957675153,0.17681370882564662,-1.1199989495533007,-0.21375728210557254,1,0.5749631297442334,0,34.07077629944473,82.05459380483133,36.55858187520956,52.895489263353454,45.53036204644624,0
0,2,-2.130294879794491,2.542753827952196,2,36.87653536032226,0,-3.243068762529134,26.73748480465803,38.89750916571194,2.117019699267059,2.7066920389043934,1,51.391459606923625,-0.14203609106286777,1.2532644641017154,0,1,0,2.390681245451875,24.03134167164252,0.07104810353828092,0,28.36644405520406,2,4.588334939070347,20.28728376623168,2.930760899257507,3,33.89950745071453,32.14740247448901,0,62.51258889916723,1,0,5.188161452777127,0,-4.548002616876621,0,15.460116248681413,34.827363087017595,79.28677348023093,0.8416883623173927,0,0.5534575269131359,0.21828854426811228,68.44240830363633,0.2353000646639452,1.80469457032397,-5.739039992488191,0.47242480359449796,0,0.600780371571404,0,34.941459845634064,34.0971549086869,50.57991653466609,48.28191878152165,50.631125806484754,0
0,1,0.1021822851505719,2.8138012822344916,2,62.136304185877776,1,-5.258206605569471,7.376796192069081,38.39979747971694,1.5499106708327977,6.991614594762282,2,35.551630041627135,-0.67691147930642,-0.4779411951617131,1,0,1,1.7086357220449344,24.330396419140573,1.3421322560672586,1,39.999842390691356,0,3.401402539014161,36.35930200020778,-7.542271252916548,0,7.1228920970309915,41.79759326565584,0,69.6091409348818,1,1,-4.643494622750175,0,2.5042029710721323,1,8.34940156160804,35.092403217629446,42.91134310697015,0.7776655621645803,1,0.45406033155901043,0.9141912401059722,47.64105615012225,0.2471900987257627,-0.225693017249065,-8.22808760168262,1.0922495259436549,0,0.31446070139135346,0,42.53261538637989,71.59542337198727,22.152583342817245,12.128903417962084,34.43636239708209,1
0,0,-4.504448149455964,1.6249396666619844,1,18.66483264645383,0,-0.7135171137417871,30.911809066157865,36.68025440991666,4.1003859048251465,1.2928892496123487,0,79.81238383686053,0.7021013131767211,2.912655767946091,0,1,1,4.472232622335999,20.870309189536957,1.024937917763257,0,39.982237860340064,2,4.836447411244027,15.886390814614902,1.3305197978897922,3,94.86793073964763,42.122181310549344,0,67.17499389532446,0,0,-5.582864274129946,0,2.418218188536617,1,20.53117393362896,10.943121980575658,78.75608123036221,0.9156602378681515,2,0.41467793539357434,0.16165532898133533,36.991337762959304,0.3634750366189995,2.827098422059703,-6.801196616078247,1.1574544378861025,0,0.3968396621434968,0,26.35944659164163,47.33282095050363,43.422573670098394,37.53849962221541,42.065057164588495,0
1,0,-0.29289777365082725,2.1305289496991406,1,34.5063403534739,1,-4.168779561787659,23.639358445144115,37.95521919813177,2.2219004647176077,2.3945911144167926,0,18.09960760196659,-0.47605609387133563,0.5450731317549328,0,1,0,1.707435342197568,31.333231061541934,-0.4737165624983352,1,18.213682363487273,1,1.0798317857408681,45.634669643042535,4.343135236219958,3,91.63833513481936,59.07037990603441,2,23.996864049856505,1,1,-9.57735525744819,2,-1.0985421745371742,0,12.670274745352064,27.303848788529656,18.372327889225232,0.39339694137674697,0,0.5457389919189779,0.16663437108085383,36.43085466982516,0.24845505028199927,0.0787820021829184,2.541478991635561,-0.040025241182175784,0,0.5140978920912129,0,31.82866407562845,43.78025319286662,45.80615597566323,70.63680627499164,45.456944773490726,0
0,1,0.07555873420242923,1.1283109483357776,4,78.61430034834578,1,-5.926768700575435,0.11784492905475563,37.944640320129174,1.4981316007401937,10.70755464057683,2,31.40223660287638,-0.6712641014987986,-0.38264656249940404,1,0,1,1.883313375983884,15.346848582778138,0.9403062897842064,0,0.7612500070824169,2,3.1968566415641333,79.88090263876978,-9.893011628402624,3,9.900154502925924,30.43924716944037,0,64.73553679699846,1,1,2.7054152001354854,0,-2.783504159518218,0,0.4258109857099046,25.81953617572852,55.011925999002116,0.9351387397507531,0,0.999997183161669,0.9975042134183629,57.968814958109505,0.3725973053210555,-0.24745048089822205,-5.429781604932357,2.015913166161672,1,0.022961679890342312,0,64.51505120765505,22.640960916059093,45.56862991170122,1.834907764096838,18.674097979495684,2
1,1,-0.07449204131142925,3.992644744957403,1,48.37488154312521,0,-4.895428226607739,21.281488469783607,68.14923919101003,1.5240837631327946,2.2438425733946694,0,30.95906021144492,-0.6829010764533766,-0.10067348292736698,1,0,0,1.6071054469777386,18.400318828689603,-0.5261734557641878,0,18.74383189112167,0,1.347975345739728,27.489202339366745,5.251210518361271,0,34.76126072317307,42.26851266023448,0,23.998709009353423,1,0,2.246157913002204,1,-3.695114099365062,1,19.831972028773446,8.743799220162249,16.955882110299445,0.2674352255475754,3,0.031052435164597325,0.2850547713744337,21.6252591091857,0.25184825995265825,-0.26957474706756784,5.819008938992223,2.6291986204920765,0,0.7562132984223224,1,27.74248171995106,53.23220448207904,54.610102728826824,76.34781710774861,56.75007041024431,0
0,1,0.4944251465310507,1.4818727308382877,3,74.20214409116431,1,-5.607322000705808,3.5273312025286985,37.85717437120953,1.577136259052186,7.394517231410475,2,28.726895807219744,-0.6804288678195092,0.07500752683447115,1,0,1,1.8004707108560083,23.438449220664378,0.19482730594223888,0,16.038257025574175,0,7.074302174059267,79.99992929602806,-7.8951513641963045,1,86.37100988506006,50.018581380801855,1,65.23106010348147,1,1,0.7966891308458273,0,1.3035483118074627,0,5.6959278830728,1.1472668028090482,17.362869022479543,0.5784451759884325,0,0.8487002900264082,0.835851650646642,44.82076869945497,0.30585949189532813,-0.24712744540132836,-7.4297458269481975,-0.954298529345862,0,0.133653023822206,1,28.752514881618474,50.70095454093957,25.04777725515185,9.83485308458863,25.091075426455113,2
0,0,0.062419452362951384,0.38029517804215657,3,73.97862859148967,1,-6.113514529942805,0.3452106491528095,39.694558754639836,1.6466453909089571,3.4153711364191426,2,49.261764943607304,-0.679996182833278,-0.4595100658667598,1,0,0,1.8830602367114486,5.8856898448105,2.1215310846266293,1,19.74314741673756,1,22.82038059688425,24.677632633016543,-9.990837275550845,0,72.61069866592887,35.05109994493645,0,77.91427060047677,1,1,-7.178498406156024,1,-1.4729059760152996,0,5.9712757386755495,37.21716746861525,32.02966506747016,0.9977375919118998,0,0.4791869771211502,0.9919546657327016,18.16319806116502,0.2539884633243721,-0.22505330375578167,-5.049751249430065,0.33857251953965256,1,0.0002809330287603107,1,33.05467539556256,33.75175250440513,40.91432032084717,0.19042267431823023,18.028013829887445,1
0,1,-0.08163499144078386,3.5518837995358705,2,59.70840748750596,1,-5.240905866030218,14.94489399856507,38.06622005353873,1.603907882526175,7.923798618520465,2,33.899581352006535,-0.6758171742166861,-0.2252505593770456,1,0,1,1.6991431450293453,29.383305842638965,0.952799270462205,0,21.858652893574696,0,3.733241915726864,12.555208870595202,-1.463080595041994,0,0.4197833738299461,45.27572991312513,0,62.72550964697365,1,0,2.2309274635176894,2,-4.108047510355933,1,13.072206340283836,9.109731857931987,16.3218089747792,0.6394876686479858,0,0.35937020600082625,0.6487613225439153,54.650837331286674,0.21129768771546104,-0.23124604206396165,-4.213361906111057,-0.4029262116355157,0,0.6048917473162057,0,40.82423508589475,54.32471898271274,77.61490890589597,40.46043902434956,49.9830603618982,1
1,0,0.1925537091203927,2.810395083487871,1,46.15494701935151,1,-4.899369961525849,18.796302191904967,39.1449669127221,1.5734232430130175,3.458666934585142,1,18.68906036233543,-0.6702046371700323,-0.42610906715348906,1,0,0,1.5549742061686913,39.46666173942137,-0.2637358220914324,1,29.875184833192108,1,1.2529326074753333,40.82531072542245,2.2912181200872084,1,64.1418663787164,59.959823164582396,2,34.308442950652974,1,1,-8.863038910901835,2,-4.820403621258327,1,20.09029918610522,28.008163812162728,20.70161454823765,0.3050774569194372,0,0.38425873233169733,0.36810919306793044,39.10483216338723,0.1923116787639948,0.6266869406833784,-1.8995348269429506,0.033931568655299234,0,0.5444804094816991,0,41.30168924460848,70.11415126215523,37.97197893960476,60.16243366036566,47.89582689941064,0
1,1,-0.10605087287081126,2.565486813627689,0,18.22516922437871,0,2.52272375685064,29.526528192681695,36.77520195063708,4.2551723172845675,1.3436533098092576,0,41.99168055436257,0.3857424066051873,-0.12741552941945458,0,1,0,3.2662894837670406,16.011104356286936,-1.0547229782714962,1,5.087711944860414,0,1.1002731661847305,32.00875005531485,4.961576493616725,2,33.23843863113475,32.32418622653961,2,16.11887912223212,0,1,6.463093750826339,1,-3.6375756633454532,1,35.77900786001506,28.560496597139746,53.369612835149596,0.25867479483540723,0,0.999997183161669,0.19428638853114405,59.93340970479501,0.7400649945994495,-0.20073888637677614,0.4674748307691168,-0.5893286511729631,1,0.5664891159956138,0,54.44121168695068,48.732911574230144,46.86865280382176,78.31502921060407,49.47473165910618,0
1,0,1.9167092545944608,2.274984390897461,0,20.89398852136076,0,6.770594603364856,32.926476722928015,37.37519523708162,5.372029678421133,1.6030268035968156,0,64.1771746484405,0.8493486332036667,-0.03444279836621506,0,1,1,5.005843634140855,23.593062175095007,0.11088155517467928,0,18.578505987302435,0,1.9058602225080679,22.23791684281685,4.687030638262284,3,54.55313633098603,52.032658118395496,0,36.179011607182204,0,0,-1.153574522072141,2,9.663120227140585,1,15.506099998601595,39.32207186950211,10.413223268732374,0.14065050821700803,4,0.42703782096460113,0.04974454961221347,37.280448864497615,0.804281805614244,-1.6599166400658558,0.41095220854076864,0.3895946913200023,0,0.6121125297596016,1,68.55188722367728,41.49563631671325,44.625117813986435,69.21393122941453,48.71788154877928,0
0,2,-0.10624281636744076,0.7892495799100037,4,79.65417757395775,1,-4.713473939760551,0.020514111501015453,38.62652644697137,1.5695488424545756,16.007783024210656,2,65.66022819187583,-0.6705883455222447,0.03921995701840893,1,0,1,2.1992263104424845,14.873591617008788,2.4732796280849416,0,26.682245338272537,2,21.143281546454652,18.985587675181378,-9.996587203457178,1,12.149058848973743,37.38378636389795,0,78.94070119477233,1,1,9.791501090204932,0,-5.997460436628474,0,10.320408190102906,6.884981188578019,22.268170275118333,0.998116230342561,0,0.5321553397342579,0.9997362636290421,63.34146793854623,0.22283169009551607,-0.6823096411290875,-0.23920875681405285,0.20807811412622046,0,0.003001959848608071,0,22.739267124624202,42.982018227710505,4.9766422340628615,0.03782863483625665,18.121045481690388,2
1,0,-0.3705712713692264,4.353994975368252,0,3.1009726914759472,0,9.889764591158226,37.02453113174932,38.634256935210374,15.579245701171466,0.9150213706273698,0,99.47470168587,2.4630643036731144,-0.031133118753039018,0,1,1,17.858907054469597,21.177230026652953,-0.3013720178889843,0,21.26313233594809,0,1.8374795591742084,20.05019594070341,4.74039468477044,1,73.732692413044,40.36062523397898,1,27.586718761483795,0,0,-2.190394675959925,1,6.257967015238698,1,17.501181063195745,3.1995963961171947,23.41576133491321,0.440797922321368,0,0.4891224544935414,0.37576890732049295,46.95641931320358,0.98524578484254,0.6345992037554375,2.7716192971047384,-0.42135803064287575,1,0.7692929420132288,1,62.315966400381,57.29976423486961,82.44688758379313,80.21899240874808,58.0490205022598,0
1,0,-0.2740921962548458,5.126566978477261,2,49.531284084221994,0,-4.406742495435214,18.26874797709065,69.58091378889551,1.471404811431098,2.3850325830020846,0,29.182363221428954,-0.653551272465695,-0.08322187557207064,1,0,0,1.6494531998318673,22.379914629248656,-0.8823064149827698,1,18.49514912013784,1,1.8893862649580406,79.99999164160425,5.872442872035094,1,66.72639488718404,31.666395539625505,1,3.64231672817541,1,1,-3.3787422924555806,1,-0.6827969398788696,1,36.97638764079487,19.564240770720417,16.122022188162415,0.2251171675146031,2,0.4739093620505342,0.439720341893158,49.122341162275745,0.3188113688416972,-0.1941605584119394,8.52683759053295,-0.33054260133170976,0,0.80734575247428,0,36.107048896660416,39.13053206346986,89.40317460284253,82.99785987978412,59.95355984719896,1
1,2,-0.17255044365969308,3.3396145770574583,3,58.213319469839746,0,-4.677640719423075,16.45900638834233,69.39395499786488,1.5437416953308505,2.177317770426831,0,46.4317814754944,-0.679325761531325,-0.9893746290791792,1,0,0,1.740868998898857,14.236457512034166,-0.2627122790983682,0,14.034292452844568,1,1.7744872589114873,19.424186267123375,4.269111534605443,2,4.643942128190698,43.840551455190706,1,20.21354250992108,1,0,9.73727200121764,1,-2.0881526983427143,0,14.647479418565442,10.44853378752782,43.985514501178756,0.24248095913602513,3,0.41230068994604513,0.2778856383012751,43.58675662771441,0.3192096632387772,-0.8890541740984751,-5.740297939331805,0.24920272937969665,0,0.7036696391785515,0,30.96298998895287,86.36030999336133,47.87633261855023,67.14945092290074,54.85865977320667,1
1,0,0.28415331143686806,3.963873897683927,1,34.50876518000691,0,-1.5758620672911299,27.004232936619488,38.37844846029268,1.9471616946831434,2.9977715528044753,1,30.460577589629388,-0.317667596786429,-0.16219645791137058,0,1,0,2.033803511097589,16.01741631891136,-0.25171335879918066,0,28.438542094140015,0,1.0627431655996145,15.517977007287849,5.378926036987064,1,69.63050595421538,64.29490311458702,2,28.464670076549265,0,0,-7.891052172045177,0,-2.600593494077166,0,23.713517663725874,10.773770721942771,33.69511317414796,0.13443090988457285,0,0.3584529015902389,0.33879863293489754,25.95957346944943,0.43913110967706537,-0.11993470519230416,1.206323607376751,-0.07194798586873033,1,0.7674523465852612,1,50.29536539652268,28.045729898723348,29.698243251421776,77.78931333116086,55.8744288112982,0
1,2,0.0012010212251692023,4.45575930275332,0,24.732248252571782,0,4.65577394372467,30.511808403412747,37.34286474364757,3.2437439086688005,2.9363538768537585,0,68.91560141127368,0.42816612970643236,-0.30522241455214977,0,1,1,3.7437113385311087,22.101754758614387,-0.23816489004941938,1,11.03538885087361,0,1.7124548359134353,10.12985352254686,5.438185790865051,0,12.302316380616352,58.530702904125,0,32.491293884191315,0,0,6.748610853804024,1,1.043010495669206,0,7.191709934157036,14.978308178344484,12.831611925007195,0.4021584799743878,1,0.5706202835494633,0.3401260664029217,64.37298822141192,0.8188760182452182,-0.17745711768232786,4.2063334850472565,-0.3523071734130891,0,0.808825949668212,1,34.18616122881857,68.85832247700759,59.29595989618747,72.75236568168299,59.112098606069836,1
1,2,0.3193803664119265,20.55382426428994,0,2.9456997755396186,1,9.50935357320596,35.949596285501684,29.92169473971685,6.900941930951432,2.768258483971572,0,92.085164997918,1.5219358878536167,0.21872781074324643,0,1,1,8.143550529747962,11.17425235600125,-1.3332795473907808,0,19.9140820715904,1,2.13011735950075,15.947408153641875,5.747102665104347,0,2.923320111843214,58.382582294269696,1,8.00170271124475,0,1,-2.910647475632736,0,9.869777474039104,0,37.447565077443905,13.78413633135057,26.53500345223927,0.2799184286290581,4,0.8037390260931665,0.9441102240151802,62.86684994919109,0.9858438149185419,-0.5417982284869629,4.739876257744971,-0.8132316439703562,0,0.9756838071661424,1,69.4486070849467,55.82684114804227,53.83300382813403,82.45266025733784,68.42408737232589,0
