S0,S1,S2,Y,X4,X5,X6,X7,X8,X9,U0,U1,U2,U3,U4
0,1,2.1432190268771216,1,0,-0.29466104817048977,6.359948306939406,23.00248609933203,2,0.14903831254940214,3.6680993468460428,0,-0.41118459903659677,20.08548366895089,1
0,1,0.0726638270778232,0,1,-0.5096004722383756,89.89695460405403,33.27681170994087,0,0.1423740522790139,3.295796634876393,0,-2.5933686486736462,25.022829342389283,0
0,2,0.32264268344984565,1,1,1.355091987813558,85.61990759596083,71.96135447782402,1,0.48031700047766335,4.205565756227089,0,-8.589590363319406,45.922209479897546,1
1,0,0.5484127665786562,0,2,-0.6373552025670264,18.639207714380294,16.132034838106655,1,0.9958991711973979,0.4261823564997738,1,6.740588641461535,33.958674412298706,0
1,0,0.132503671975858,1,0,-0.8800214474691215,28.300408946969608,29.162303143973393,3,0.5508537467268982,2.8516481006710217,0,8.02662154990568,24.66104657747142,0
0,2,0.29080612589745347,1,0,2.24816866896188,98.85233090571572,79.08098285778875,0,0.24726571157545407,3.3840252457992803,1,-7.879972524211948,26.452856285354365,1
1,2,0.16136185183088872,1,0,1.616283497662791,14.551686024064415,73.88064389245075,0,0.49691862444779583,0.4054675336589978,1,-6.189324775550213,45.64811544922517,1
0,1,-1.6873817066697798,1,0,-0.4461012731170286,36.30008903799737,27.280275720640603,2,0.1265934046681032,2.7843271214348824,0,-1.1862517194281246,69.77013504734205,1
0,0,-0.19978443071782417,0,1,-0.7469978107708105,54.33408321822291,17.311942993546946,3,0.5959883755795367,1.9022396165589461,0,-3.1393368419565864,32.94339987720237,0
0,1,-0.4764955382736249,0,1,-0.8199498663234398,30.096564614243743,17.27091120159363,2,0.11916171900986494,7.452143081892902,0,-3.2820699146704175,69.69396937766015,1
0,0,0.513806957750859,0,0,-0.8110150367475476,88.83814400492447,17.84555878404865,4,0.15431060269582575,4.3449757557799655,0,1.287766913440688,61.089916330843494,0
1,0,-0.41967772430259004,1,1,0.10614350165196976,81.68228834637188,28.434340250378476,3,0.684576979772826,1.2354606270725492,1,2.0571061116343827,39.36600723745093,1
0,0,-0.6804249881159373,0,0,-0.6866084893765589,64.94405217174578,23.6834091748445,0,0.9660379724353114,2.629803639680047,0,9.60752316004573,35.18304765935694,0
0,0,0.3192567837769613,0,0,-0.35882561895843496,58.34142247634323,21.84718703103602,0,0.673445132886434,1.9942033982002156,0,-6.062486119100282,54.70721779023496,1
1,1,0.38127539049536585,1,0,0.6266034594547768,43.87401595404442,53.069167915262625,1,0.9296366522153907,0.5249872964443556,1,-2.7398922546376268,28.278743216356638,1
1,0,0.3113592726682521,0,2,-0.7342834784026762,30.96629809196824,23.42782807662092,3,0.9888312302162383,2.896464616191765,0,9.75219777939905,31.867305197294517,0
0,0,-5.604484453284824,0,1,-0.21512768654423206,87.88312106844333,18.73965772505851,3,0.282954329535481,3.921798001777541,1,-2.363167965110666,69.11723172277203,0
0,1,-1.2198868702485894,0,0,-0.6075610774030092,9.380024815367765,21.957883152710494,2,0.2219221036581029,7.270856603472829,1,-0.7810228807568453,44.37831312083619,1
0,1,0.14760117413160875,1,1,0.55847149232933,70.55391210312081,58.37502079594617,2,0.4289375314674631,1.7798938126117037,0,-1.8295543705811284,51.21850644192736,1
1,0,-0.08585171536438131,0,2,-0.6201962213361364,34.21567322640221,18.014839501065325,2,0.8859085567429656,1.0320462976337916,1,1.2536360575268652,36.03995502401287,0
1,0,1.2315485957166028,0,2,-0.8847006720372723,69.05825537160571,20.2098100191961,0,0.9827237873762817,1.6774487154905529,1,4.082230860366529,49.082281979311254,0
0,0,-0.774897490656661,0,0,-1.1654816714034386,25.032594602927404,21.67080427211424,2,0.7864693450422444,3.030515965033447,0,8.508171923762635,69.13562522563788,0
1,0,-2.776111315388677,0,2,-0.6371067013799083,65.64713412727407,22.496892395712624,1,0.999407214969652,0.6882878211128406,1,8.82061054528711,69.56333702077555,0
0,0,1.026342689898434,1,0,-0.44969776089767055,67.44101417396443,19.54713803245088,2,0.2637745849971815,4.52706420376368,0,0.24089806275957848,62.797696011097685,0
1,1,0.6032238252938789,1,0,-0.1588956525898416,45.40965023528478,33.88625114377787,3,0.3349376153195094,1.9164478917766816,1,-1.2846169088713495,19.177744389108323,0
1,0,-0.12980471873106653,0,2,-0.44185698941229656,91.90361785340922,26.462420630701693,1,0.7414486778194741,1.4997816406532485,1,1.0010062004720197,68.28107444181637,1
1,1,1.3266595407413382,0,2,-0.49028051166596115,65.99583166848006,27.907765280782144,2,0.6720244254522489,1.0963793478850292,1,-1.0955554558518585,68.82420406611391,1
1,0,0.89143593682592,0,2,-0.6921746441467245,21.944263528523162,19.619997840503412,2,0.9996841181606515,1.8284332369689378,1,9.780420793323863,34.06234910046528,0
0,1,-2.0036995693482336,1,1,0.2682078126441566,43.104114768025866,52.988160194713046,0,0.3484938902349131,31.783980053063157,0,-5.299348634723641,61.289243649010125,1
0,0,-2.618147894156164,1,1,-0.5515103395096903,46.53191851247924,26.483534458766023,0,0.879423453420515,3.4878702147405964,0,8.748640995002468,53.843902384594635,0
