S0,S1,S2,X3,X4,X5,X6,Y,X8,X9,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
0,2,0.21803291031074906,0,24.293920008208076,79.7604155649187,0,1,76.53371138367591,2.1519521866161884,1,0.2708236060387973,0.37944979227323783,16.61355885298083,1,3.8445952815719386,0,-1.6797594706441004,1.5155906956558087,7.005503962927685
1,0,-1.2901797263615287,1,46.19012260858304,86.24005983782145,0,1,31.83925325740125,0.07106269955476559,1,0.20098406717556616,0.4678361131696759,21.750333312014703,1,8.005647645186558,0,0.5079221999818202,1.3793688591767328,10.562615014933852
0,0,-0.6036167951403753,1,55.437699451672735,64.51907209324375,0,1,35.61080743472796,-0.6983537590112306,1,0.21479700260831425,0.6121903991364357,13.306612968903924,0,7.122197766847613,0,3.788143998098281,2.119338289180624,3.4730964355315055
0,0,-0.5979914533769043,1,56.31738584286907,69.63887917499261,0,0,2.1521897078293106,-0.214661473994531,3,0.7435632463600632,0.6566064533823988,27.034474974068956,0,26.444211602234304,0,-0.0644492726955459,5.021678647979287,4.231347652401389
1,1,-0.7641491408737981,0,47.948850164022865,67.25966217396214,0,0,27.979548144187227,-0.8226840635380038,0,0.5777300003218209,0.2818305976298817,14.851883414967538,1,16.705828193643207,1,1.6778600402984285,2.5022648253110527,1.7661504291729788
1,1,-0.6732109908003436,1,61.994814188097635,55.72665569726447,0,0,5.281722506248903,-0.7156169138523095,1,0.8185860681143105,0.3126742007370641,19.040020123812184,0,29.403006378172478,1,-1.0582749883524833,1.433460992220653,2.037356600839965
1,2,-0.7969197978605712,0,50.677716786558925,30.292442841482227,1,0,31.701079785146085,-0.41924242925277044,0,0.5890186236134314,0.3208501289307457,19.775174490150835,0,22.20661984131922,1,-0.8021265513524138,5.022280249578532,2.489676662543969
1,0,-0.6362342851535803,1,51.34604147884565,74.80507532340992,0,1,48.781154870705265,0.8962789275540392,0,0.2793485735426642,0.7449135391163041,18.964118524110056,1,3.747662278966104,0,-2.5230214065395407,0.9925502964060621,15.246978900222302
0,2,0.24112061153374184,0,25.173746474837714,57.188827725192816,0,1,33.98040231121726,-0.796020122974198,2,0.06529326241217714,0.5330792283405977,29.335832880556456,0,27.71541811101698,0,1.9458624490042489,1.6058431597012617,1.5835235501751677
0,0,-0.41339321333670553,1,56.03224113461505,40.42156130249006,1,0,37.48035503952144,-0.5717090284530202,2,0.5553904557891323,0.4937850296101087,14.07229299256986,0,25.275293750505902,1,-0.31444293994108996,3.7380032810902386,2.900264390892801
