S0,S1,S2,X3,X4,X5,X6,Y,X8,X9
0,0,0.22138721858956192,-5.368400174909196,28.05142455727616,-0.7946395012002742,35.77021457398921,1,0,0
0,2,3.7175442596229002,-3.1714302547715967,5.679441374265997,-0.17883053931408618,34.089719572777994,0,0,1
0,0,-0.5277056816884804,2.4718629238593444,0.7306233837522624,-0.36450503646198196,40.15208736797598,1,0,1
0,0,1.0389110692235026,7.871505509732,29.233956264037655,-0.11344533999387567,68.32768713224884,0,0,1
1,1,0.42319857183652626,-6.310418184086247,12.254319475107094,0.5979779945155036,33.958765523832845,0,0,1
0,2,4.450881885917035,-9.323794902796678,13.944635929455433,0.4747211533711821,23.913554443857453,1,0,0
0,1,-0.6327832885250935,-6.3412910780291,9.62910205392625,-0.07063756219936464,30.238856007879377,1,0,0
1,1,0.16339214385737122,0.34503136327938044,8.93489350728036,-1.0010692987682621,52.95644883168046,0,1,1
0,1,0.2703736138080359,-4.148384586052087,5.5654289897615445,-1.1563426312428595,39.677399364444,0,0,0
0,1,-1.8755243045241416,-4.910334815312966,24.797873933120492,-0.6353266896634541,34.387979429589976,1,0,0
1,2,-0.08697379990523159,-8.250340873048971,0.4606863257326621,1.767838115087202,32.1351399046232,0,0,0
1,0,-0.017905148865329883,8.321641028164791,32.05949587845309,-0.42232145430874535,58.78072054447455,0,2,1
0,1,0.11313983395679734,-8.876992140609755,26.070303733527087,-0.5320036869662387,43.763467135649236,0,0,1
1,0,-1.4713319005011603,9.13707164069201,14.392491020187762,0.7944546378947963,66.61280509137441,0,2,1
0,2,-0.38257488037561327,-6.019347811546925,14.704347137225774,2.808749973631512,26.547696731430207,0,0,0
0,0,-0.1398122931857748,5.7200836861398585,36.96730060393688,0.0632825078943362,67.2332786260128,0,2,1
0,0,-1.1323107522853033,-3.1140812358212315,14.239793221527378,-0.4079560824837911,21.39475988146676,1,0,0
0,0,-0.0477357554007621,2.20203137147767,33.9830052935718,-0.8677802736509712,52.653330862307605,0,1,1
0,2,-0.013518104242405612,-9.353012443412007,10.453290558094302,0.48373420235272435,37.528060058525725,0,1,1
1,0,0.07013166762600441,9.85068856430076,13.206222531637998,1.214984761530053,51.967881957875946,0,2,1
0,1,0.04360988986910152,-8.622293058640784,28.220985511288834,-0.4729321845485114,34.39900811929605,1,1,0
1,0,-0.4303234782952674,5.721900914140225,21.384928260642617,0.992653672546613,38.167027690234264,1,0,0
0,0,-0.24044112211727417,4.946287441073807,26.612721370535546,0.11312204010561146,50.645989846003765,1,1,1
1,1,0.09990196552885802,4.590928604754547,3.1605692596678514,1.0062692118446437,51.389439791628035,0,0,1
0,0,-1.148112412770059,-6.729433188668285,25.24294875467953,-1.859054648032678,23.800022289623723,1,1,0
0,2,0.08979146128297133,-5.696320474919917,12.25829503203104,1.3545230684930856,61.644198984095006,0,0,1
0,0,4.450881885917035,-7.998586391383022,8.238086603208021,-0.32649823969256897,59.01194864146449,0,1,1
1,1,-0.5457109405065981,-5.534531586418158,20.702994183577502,1.3471447766832367,60.18237842146671,0,0,1
0,0,0.3519734763045668,1.9368677472924851,35.681248585777475,-0.5322940210749252,23.43022359880019,1,1,0
1,0,0.028604085206457616,3.539180038416898,11.2952076360664,1.3600172917518465,19.591321973386012,1,2,0
0,0,1.4827927419671363,2.046244910537631,38.38568952772871,-0.6523757063286871,56.650515061426816,0,1,1
1,0,0.08768235912660775,4.141656689270906,25.162807915921523,-0.4140947449183137,56.45033671144447,0,2,1
0,0,0.17748261045436978,0.8441468822039315,29.320222162313247,0.0836119197075587,40.65274397982429,0,1,1
0,2,0.07343064660484207,-7.242989489828323,12.010191966179619,0.06712737768191249,47.20188602021928,0,0,1
1,0,0.30777681130027384,7.306757028792063,10.719969059017465,-0.5802248251983343,68.0529946081408,0,2,1
0,0,-0.7997995394868834,7.210759244033426,26.88066822811908,-1.8449039919333083,67.08326627424782,0,2,1
1,1,0.10741455856530122,6.352351772940157,13.231382652165045,0.13645628977219115,46.98175152155261,1,0,0
1,0,0.030118869364924396,6.459887821766976,2.650969134167891,-0.1427924377600024,41.50010183213011,1,0,1
0,0,-0.03847228924724262,2.1626775804231677,32.4226877077342,-0.6349310661354761,55.12708597179442,0,0,1
1,0,-0.26772059305160045,6.733125350802837,8.2020838571004,0.6226439425304441,37.2128497469346,1,2,0
1,0,0.3194961713712344,4.389509167597845,19.78743449492953,-0.42835564178147684,19.543330416606736,1,2,0
0,1,0.3453680290179358,-4.871279128711143,10.860569772354701,0.7136507981331055,39.636228386466776,1,0,0
0,0,-0.32860867708784647,-7.171967953167574,36.209551321020925,-0.30462555007009906,42.427942095013975,1,0,1
0,1,0.40832654123339257,-8.298823057803633,28.755765324198485,-0.4001340433807593,40.7319026251574,0,0,1
1,0,-0.07436708214066783,8.75919981862172,28.274471841435407,-0.10287761598486721,65.94665738031094,0,0,1
0,1,-0.11397146487759187,-5.8138001407509075,14.656665926257366,-1.7727819858869263,42.88112794198065,0,0,1
1,2,-0.8213861901160903,-5.182088957071476,16.216534943652427,1.0575432184201732,38.74090477626008,0,0,1
0,1,0.3107141301022733,-3.6254583383638668,24.7787668903519,-0.3396864710189493,31.24157056656812,1,0,0
0,2,-0.09729978803791084,-9.886856755114701,22.87349923531759,-0.4281256530207284,31.147420909240097,0,0,1
0,1,-0.053973407025631366,-2.212179238839602,4.487468597127256,-0.8799134208341802,50.66877621713088,0,0,1
0,0,0.1622802894909541,4.240094565295786,5.688114707500354,-0.6391802850739001,31.930207429003826,1,2,0
1,0,0.011152144513549452,2.92464065679226,12.807368446461604,-0.9683524220389593,36.664555243015066,1,0,0
1,0,0.10572955572223497,-4.557874545581095,8.031646880531431,-0.7953975654370301,30.888050278046283,1,2,0
0,1,-0.9362408391476938,-4.514303429169557,17.031143634465952,-0.5156299176793231,33.91402049217803,1,0,0
1,0,0.39334916396798253,1.3281748824357997,18.42725711521288,-0.17670622222082075,23.920937109646637,1,2,0
1,1,-0.4986794148057519,2.8035860650696414,2.070198457211254,0.2835455314423086,31.578544367910602,1,1,0
0,2,0.32200542682623484,-8.73589470648078,9.269688584129112,1.457177176466607,29.590073440888595,1,0,0
1,2,0.06955217352034011,2.286477955336803,22.975361919305954,1.5323141924523953,18.64170862224416,1,0,0
1,2,-0.09636737890157648,-6.354981640688495,21.60853292208557,1.2298725718454886,33.49165386623596,1,0,0
0,1,-0.1506715067716276,-4.308266364560054,10.005222515600828,-0.4018476067839236,49.89500445910619,0,0,1
0,2,-0.07957697505020256,-5.7109794484169365,7.678917587514988,0.09994196149346692,50.38560267569327,0,0,1
1,2,0.1349334887651875,-1.0137934157683262,22.52183905032014,1.4714915629649206,23.962268607045473,1,0,0
1,1,0.014491593843218678,-1.8247952169347599,13.44266045580671,0.6110025369213377,29.943426742486135,0,1,0
0,1,0.02196683413787999,-9.014983166222605,15.781277854512163,-1.2085774946549364,30.14305046789395,1,0,0
1,0,-0.5994005544132038,6.315526096490306,15.200468733921038,0.013341160458006786,65.56590652434886,0,2,1
0,1,0.08519765745850298,-8.415236427651125,10.05522535918967,-0.6689400973614168,33.45217997547974,1,0,0
0,0,0.056715457098326205,-7.004019061308854,36.2523811797914,-1.7234087344083608,36.27409335669089,1,1,0
1,2,0.6159261810878678,-7.419221645726754,11.100876491617708,1.0155781230501053,40.087583955732015,0,0,1
0,0,-4.469249212653005,5.590935885866951,29.9345331015778,-0.9374710573647678,55.36342955738774,0,1,1
0,0,0.4201069865674961,6.493134216519426,30.237330505927126,-1.3857316752216104,69.99351764547859,0,1,1
1,0,-0.5611133647184409,8.4889135586482,22.348738938885923,-0.3021958111905655,69.66791798217123,0,2,1
0,1,0.1380746855616452,-2.7224541859697666,9.632177877011932,0.15438524222332123,33.835510280856894,0,0,0
0,1,-1.8189471060004032,-7.8049248916320435,10.465314845816568,-2.1566645497355696,26.712158876784482,1,0,0
1,1,0.09655717831916025,-4.529092357704734,1.1763991131354579,0.5560477910028424,22.189953444487358,1,0,0
1,0,0.276790977933203,0.18548015399018425,8.06618289263524,-0.4389219089940435,31.291083530236207,1,0,0
1,0,-0.04764000290851854,4.973115896965531,12.774636973648457,-0.5176547013841134,44.55031637790624,0,1,1
1,2,-0.05810112957965926,0.9074601243388294,3.2140460174526986,1.681336339148761,52.39792054639008,0,1,1
0,1,-0.0842937269813929,-6.8762373577365565,0.8836642413102003,0.06671420678620608,30.22677841207126,1,0,0
0,2,0.60922321392729,-7.366427782089575,11.75674258589229,-0.5239366312723758,26.788745255639164,1,0,0
0,1,-0.17277175016288235,-3.189959081501909,21.27916153124563,-0.2992558005672119,33.496423026930174,1,0,0
1,1,-0.2770227534705805,-2.6026464319423948,10.951032350586736,1.323260411271748,37.12106256235922,1,0,0
1,1,-0.21621116403114243,3.841005588817888,11.37371970177449,1.116156587303507,51.97266251751259,0,1,1
0,0,2.9109868483916284,-0.8702140417299926,9.12934217547657,-1.325197324498278,39.890328257789434,1,1,0
1,1,-0.15874418115332598,6.713665842808933,30.86019601307017,1.297417574603559,40.50359165932371,1,1,0
1,0,-0.05367541372808078,6.234807137978496,26.022889056578933,1.634217285269454,49.97025311646624,0,2,1
0,1,0.6428219933847314,-6.047311833523369,13.009198046430068,-0.5586899157173334,26.96344657153024,1,1,0
1,1,0.15360588819449805,-3.454398625794677,3.642217417539948,0.2909273126091979,48.47477506614801,0,0,1
1,2,-0.054317635262987385,-4.841325635303658,9.48850117796434,1.9792589762920387,54.28184725834164,0,1,1
1,0,-0.06412451651719282,-2.7616194843928055,3.7106955922412865,-1.742903147388498,26.45465045203546,1,1,0
1,0,-0.08618076264630611,6.438243643024492,5.712291983402649,0.42325007121484093,22.657427825821866,1,1,0
0,0,0.21756971466382566,5.061045435839858,33.27298807137548,-0.3913257396972946,55.6680844768174,1,1,1
0,0,-0.02561944972798279,-1.2714230256972776,28.41332132480484,-0.7202307232205793,65.82891922125636,0,0,1
0,0,-0.05160663172720488,-5.67373252511171,25.81400244610347,-0.39717615317584914,28.807863597078008,1,0,0
0,0,-0.060655398583992465,-4.4626927528952205,38.821781134032214,-0.6840267108328765,53.883313753175756,1,1,1
0,1,-0.40981138023254915,6.4452173227114855,22.156510710536146,-0.6881046940535034,59.385048522224515,0,0,1
0,1,0.3130138978286998,-8.316982232124781,37.04410027189041,-0.9726216570182176,36.781426066830164,0,0,1
0,0,1.8655651263357365,2.5177655991878662,39.835409320277236,-0.37323992272650136,51.50912608682463,1,2,1
0,0,-3.9250844928995763,7.166630655082798,39.84312668253748,0.09038592998229968,47.10175014907506,1,2,0
